probe_id,pair_id,token_class_replayed,target_word_norm,strict_word_nonoverlap,source_word_count
rewritecond:291:2:compact:frontier_consolidation_fwcompact_medium_040764,compact:frontier_consolidation_fwcompact_medium_040764,overlap,show provide,True,5
rewritecond:291:3:compact:frontier_consolidation_fwcompact_medium_040764,compact:frontier_consolidation_fwcompact_medium_040764,overlap,provides solace,True,5
rewritecond:291:4:compact:frontier_consolidation_fwcompact_medium_040764,compact:frontier_consolidation_fwcompact_medium_040764,overlap,solace,False,5
rewritecond:292:1:compact:frontier_consolidation_fwcompact_medium_059471,compact:frontier_consolidation_fwcompact_medium_059471,nonoverlap,nerve,False,6
rewritecond:292:2:compact:frontier_consolidation_fwcompact_medium_059471,compact:frontier_consolidation_fwcompact_medium_059471,nonoverlap,nerve cell,True,6
rewritecond:292:3:compact:frontier_consolidation_fwcompact_medium_059471,compact:frontier_consolidation_fwcompact_medium_059471,nonoverlap,cell structure,True,6
rewritecond:292:4:compact:frontier_consolidation_fwcompact_medium_059471,compact:frontier_consolidation_fwcompact_medium_059471,nonoverlap,structures change,True,6
rewritecond:292:5:compact:frontier_consolidation_fwcompact_medium_059471,compact:frontier_consolidation_fwcompact_medium_059471,nonoverlap,change accordingly,True,6
rewritecond:293:3:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,nonoverlap,by-catch hurt,True,7
rewritecond:293:8:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,nonoverlap,cetacean,False,7
rewritecond:293:9:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,nonoverlap,cetaceans most,True,7
rewritecond:293:10:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,nonoverlap,most worldwide,True,7
rewritecond:293:2:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,overlap,by-catch,False,7
rewritecond:293:4:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,overlap,hurts small,True,7
rewritecond:293:6:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,overlap,cetacean,False,7
rewritecond:293:7:compact:frontier_consolidation_fwcompact_medium_002715,compact:frontier_consolidation_fwcompact_medium_002715,overlap,cetacean,False,7
rewritecond:294:2:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,nonoverlap,difficultie,False,7
rewritecond:294:3:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,nonoverlap,difficultie,False,7
rewritecond:294:4:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,nonoverlap,difficultie,False,7
rewritecond:294:6:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,are unique,True,7
rewritecond:294:8:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,involving,False,7
rewritecond:294:9:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,involving major,True,7
rewritecond:294:12:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,and ethical,True,7
rewritecond:294:13:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,ethical,False,7
rewritecond:294:14:compact:frontier_consolidation_fwcompact_medium_040911,compact:frontier_consolidation_fwcompact_medium_040911,overlap,ethical issue,True,7
rewritecond:295:3:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,nonoverlap,rankin said,True,6
rewritecond:295:6:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,nonoverlap,creature looked,True,6
rewritecond:295:1:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,rankin,False,6
rewritecond:295:5:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,the creature,True,6
rewritecond:295:7:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,looked reptilian,True,6
rewritecond:295:8:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,reptilian,False,6
rewritecond:295:9:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,reptilian,False,6
rewritecond:295:10:compact:frontier_consolidation_fwcompact_medium_017616,compact:frontier_consolidation_fwcompact_medium_017616,overlap,reptilian,False,6
rewritecond:296:0:compact:frontier_consolidation_fwcompact_medium_057644,compact:frontier_consolidation_fwcompact_medium_057644,nonoverlap,space,False,5
rewritecond:296:1:compact:frontier_consolidation_fwcompact_medium_057644,compact:frontier_consolidation_fwcompact_medium_057644,nonoverlap,space limit,True,5
rewritecond:296:2:compact:frontier_consolidation_fwcompact_medium_057644,compact:frontier_consolidation_fwcompact_medium_057644,nonoverlap,limits available,True,5
rewritecond:296:3:compact:frontier_consolidation_fwcompact_medium_057644,compact:frontier_consolidation_fwcompact_medium_057644,overlap,available room,True,5
rewritecond:297:0:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,nonoverlap,another,True,5
rewritecond:297:7:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,nonoverlap,one type,True,5
rewritecond:297:6:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,overlap,of one,True,5
rewritecond:297:9:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,overlap,were stabilised,True,5
rewritecond:297:10:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,overlap,stabilised,False,5
rewritecond:297:11:compact:frontier_consolidation_fwcompact_medium_047012,compact:frontier_consolidation_fwcompact_medium_047012,overlap,stabilised,False,5
rewritecond:298:0:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,nonoverlap,knowing,True,6
rewritecond:298:1:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,nonoverlap,knowing,True,6
rewritecond:298:4:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,nonoverlap,is knowing,True,6
rewritecond:298:2:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,overlap,knowing latin,True,6
rewritecond:298:5:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,overlap,knowing your,True,6
rewritecond:298:6:compact:frontier_consolidation_fwcompact_medium_019972,compact:frontier_consolidation_fwcompact_medium_019972,overlap,your heritage,True,6
rewritecond:299:1:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,categorie,False,6
rewritecond:299:2:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,categorie,False,6
rewritecond:299:3:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,categories mix,True,6
rewritecond:299:5:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,in daily,True,6
rewritecond:299:6:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,daily thinking,True,6
rewritecond:299:8:compact:frontier_consolidation_fwcompact_medium_021806,compact:frontier_consolidation_fwcompact_medium_021806,nonoverlap,and action,True,6
rewritecond:300:0:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,nonoverlap,nationally,False,8
rewritecond:300:6:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,nonoverlap,deteriorated,True,8
rewritecond:300:7:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,nonoverlap,deteriorated significantly,True,8
rewritecond:300:1:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,overlap,nationally,False,8
rewritecond:300:2:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,overlap,nationally known,True,8
rewritecond:300:3:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,overlap,known feature,True,8
rewritecond:300:4:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,overlap,features deteriorated,True,8
rewritecond:300:5:compact:frontier_consolidation_fwcompact_medium_051963,compact:frontier_consolidation_fwcompact_medium_051963,overlap,deteriorated,True,8
rewritecond:301:2:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,nonoverlap,family ha,True,8
rewritecond:301:7:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,nonoverlap,pods holding,True,8
rewritecond:301:1:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,this family,True,8
rewritecond:301:3:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,has plant,True,8
rewritecond:301:6:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,pods,False,8
rewritecond:301:9:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,fleshy,False,8
rewritecond:301:10:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,fleshy,False,8
rewritecond:301:11:compact:frontier_consolidation_fwcompact_medium_046566,compact:frontier_consolidation_fwcompact_medium_046566,overlap,fleshy seed,True,8
rewritecond:302:0:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,nonoverlap,eight,False,6
rewritecond:302:1:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,eight week,True,6
rewritecond:302:5:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,biweekly,False,6
rewritecond:302:7:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,biweekly acupuncture,True,6
rewritecond:302:9:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,acupuncture,False,6
rewritecond:302:11:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,acupuncture treatment,True,6
rewritecond:302:13:compact:frontier_consolidation_fwcompact_medium_023682,compact:frontier_consolidation_fwcompact_medium_023682,overlap,treatments followed,True,6
rewritecond:303:4:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,nonoverlap,advance faster,True,7
rewritecond:303:0:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,overlap,computer,False,7
rewritecond:303:1:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,overlap,computer,False,7
rewritecond:303:2:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,overlap,computer,False,7
rewritecond:303:3:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,overlap,computers advance,True,7
rewritecond:303:6:compact:frontier_consolidation_fwcompact_medium_024466,compact:frontier_consolidation_fwcompact_medium_024466,overlap,than tv,True,7
rewritecond:304:2:compact:frontier_consolidation_fwcompact_medium_045334,compact:frontier_consolidation_fwcompact_medium_045334,nonoverlap,dp cover,True,6
rewritecond:304:3:compact:frontier_consolidation_fwcompact_medium_045334,compact:frontier_consolidation_fwcompact_medium_045334,nonoverlap,covers math,True,6
rewritecond:304:5:compact:frontier_consolidation_fwcompact_medium_045334,compact:frontier_consolidation_fwcompact_medium_045334,nonoverlap,content load,True,6
rewritecond:304:4:compact:frontier_consolidation_fwcompact_medium_045334,compact:frontier_consolidation_fwcompact_medium_045334,overlap,math content,True,6
rewritecond:305:10:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,nonoverlap,played together,True,8
rewritecond:305:0:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,jazz,False,8
rewritecond:305:1:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,jazz,False,8
rewritecond:305:3:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,chord,False,8
rewritecond:305:5:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,are four,True,8
rewritecond:305:8:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,seven note,True,8
rewritecond:305:9:compact:frontier_consolidation_fwcompact_medium_001225,compact:frontier_consolidation_fwcompact_medium_001225,overlap,notes played,True,8
rewritecond:306:0:compact:frontier_consolidation_fwcompact_medium_034784,compact:frontier_consolidation_fwcompact_medium_034784,nonoverlap,symptom,False,5
rewritecond:306:1:compact:frontier_consolidation_fwcompact_medium_034784,compact:frontier_consolidation_fwcompact_medium_034784,nonoverlap,symptom,False,5
rewritecond:306:2:compact:frontier_consolidation_fwcompact_medium_034784,compact:frontier_consolidation_fwcompact_medium_034784,nonoverlap,symptom,False,5
rewritecond:306:4:compact:frontier_consolidation_fwcompact_medium_034784,compact:frontier_consolidation_fwcompact_medium_034784,nonoverlap,are treated,True,5
rewritecond:306:8:compact:frontier_consolidation_fwcompact_medium_034784,compact:frontier_consolidation_fwcompact_medium_034784,overlap,the cause,True,5
rewritecond:307:0:compact:frontier_consolidation_fwcompact_medium_040676,compact:frontier_consolidation_fwcompact_medium_040676,nonoverlap,need,True,5
rewritecond:307:3:compact:frontier_consolidation_fwcompact_medium_040676,compact:frontier_consolidation_fwcompact_medium_040676,nonoverlap,on getting,True,5
rewritecond:307:1:compact:frontier_consolidation_fwcompact_medium_040676,compact:frontier_consolidation_fwcompact_medium_040676,overlap,need advice,True,5
rewritecond:307:4:compact:frontier_consolidation_fwcompact_medium_040676,compact:frontier_consolidation_fwcompact_medium_040676,overlap,getting started,True,5
rewritecond:308:13:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,nonoverlap,antioxidant,False,7
rewritecond:308:0:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,montmorency,False,7
rewritecond:308:3:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,montmorency,False,7
rewritecond:308:5:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,cherries contain,True,7
rewritecond:308:7:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,anthocyanin,False,7
rewritecond:308:10:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,anthocyanin antioxidant,True,7
rewritecond:308:12:compact:frontier_consolidation_fwcompact_medium_015548,compact:frontier_consolidation_fwcompact_medium_015548,overlap,antioxidant,False,7
rewritecond:309:0:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,nonoverlap,variou,False,7
rewritecond:309:1:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,nonoverlap,variou,False,7
rewritecond:309:2:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,nonoverlap,various therapie,True,7
rewritecond:309:3:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,nonoverlap,therapie,True,7
rewritecond:309:4:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,nonoverlap,therapies treat,True,7
rewritecond:309:5:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,overlap,treat abnormality,True,7
rewritecond:309:7:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,overlap,abnormality,False,7
rewritecond:309:8:compact:frontier_consolidation_fwcompact_medium_058493,compact:frontier_consolidation_fwcompact_medium_058493,overlap,abnormality,False,7
rewritecond:310:1:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,nonoverlap,this resemble,True,8
rewritecond:310:2:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,nonoverlap,resemble,True,8
rewritecond:310:4:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,overlap,minsky,False,8
rewritecond:310:5:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,overlap,minsky,False,8
rewritecond:310:9:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,overlap,ponzi,False,8
rewritecond:310:10:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,overlap,ponzi finance,True,8
rewritecond:310:11:compact:frontier_consolidation_fwcompact_medium_044821,compact:frontier_consolidation_fwcompact_medium_044821,overlap,finance,False,8
rewritecond:311:3:compact:frontier_consolidation_fwcompact_medium_042073,compact:frontier_consolidation_fwcompact_medium_042073,nonoverlap,axle move,True,4
rewritecond:311:4:compact:frontier_consolidation_fwcompact_medium_042073,compact:frontier_consolidation_fwcompact_medium_042073,nonoverlap,moves freely,True,4
rewritecond:311:1:compact:frontier_consolidation_fwcompact_medium_042073,compact:frontier_consolidation_fwcompact_medium_042073,overlap,the axle,True,4
rewritecond:311:2:compact:frontier_consolidation_fwcompact_medium_042073,compact:frontier_consolidation_fwcompact_medium_042073,overlap,axle,False,4
rewritecond:311:6:compact:frontier_consolidation_fwcompact_medium_042073,compact:frontier_consolidation_fwcompact_medium_042073,overlap,in space,True,4
rewritecond:312:0:compact:frontier_consolidation_fwcompact_medium_055980,compact:frontier_consolidation_fwcompact_medium_055980,nonoverlap,two,False,7
rewritecond:312:2:compact:frontier_consolidation_fwcompact_medium_055980,compact:frontier_consolidation_fwcompact_medium_055980,nonoverlap,points remain,True,7
rewritecond:312:1:compact:frontier_consolidation_fwcompact_medium_055980,compact:frontier_consolidation_fwcompact_medium_055980,overlap,two point,True,7
rewritecond:312:5:compact:frontier_consolidation_fwcompact_medium_055980,compact:frontier_consolidation_fwcompact_medium_055980,overlap,be made,True,7
rewritecond:313:2:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,nonoverlap,are benefit,True,6
rewritecond:313:4:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,nonoverlap,and drawback,True,6
rewritecond:313:6:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,nonoverlap,drawback,True,6
rewritecond:313:0:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,overlap,what,False,6
rewritecond:313:8:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,overlap,of alternative,True,6
rewritecond:313:9:compact:frontier_consolidation_fwcompact_medium_025206,compact:frontier_consolidation_fwcompact_medium_025206,overlap,alternative data,True,6
rewritecond:314:0:compact:frontier_consolidation_fwcompact_medium_019239,compact:frontier_consolidation_fwcompact_medium_019239,nonoverlap,speed,False,5
rewritecond:314:1:compact:frontier_consolidation_fwcompact_medium_019239,compact:frontier_consolidation_fwcompact_medium_019239,nonoverlap,speed,False,5
rewritecond:314:2:compact:frontier_consolidation_fwcompact_medium_019239,compact:frontier_consolidation_fwcompact_medium_019239,nonoverlap,speed come,True,5
rewritecond:314:4:compact:frontier_consolidation_fwcompact_medium_019239,compact:frontier_consolidation_fwcompact_medium_019239,nonoverlap,from combined,True,5
rewritecond:314:5:compact:frontier_consolidation_fwcompact_medium_019239,compact:frontier_consolidation_fwcompact_medium_019239,overlap,combined feature,True,5
rewritecond:315:0:compact:frontier_consolidation_fwcompact_medium_027661,compact:frontier_consolidation_fwcompact_medium_027661,nonoverlap,many,True,6
rewritecond:315:3:compact:frontier_consolidation_fwcompact_medium_027661,compact:frontier_consolidation_fwcompact_medium_027661,nonoverlap,borough franchise,True,6
rewritecond:315:5:compact:frontier_consolidation_fwcompact_medium_027661,compact:frontier_consolidation_fwcompact_medium_027661,nonoverlap,types existed,True,6
rewritecond:315:2:compact:frontier_consolidation_fwcompact_medium_027661,compact:frontier_consolidation_fwcompact_medium_027661,overlap,borough,False,6
rewritecond:315:4:compact:frontier_consolidation_fwcompact_medium_027661,compact:frontier_consolidation_fwcompact_medium_027661,overlap,franchise type,True,6
rewritecond:316:0:compact:frontier_consolidation_fwcompact_medium_031130,compact:frontier_consolidation_fwcompact_medium_031130,nonoverlap,take,True,7
rewritecond:316:10:compact:frontier_consolidation_fwcompact_medium_031130,compact:frontier_consolidation_fwcompact_medium_031130,nonoverlap,capsules daily,True,7
rewritecond:316:1:compact:frontier_consolidation_fwcompact_medium_031130,compact:frontier_consolidation_fwcompact_medium_031130,overlap,take two,True,7
rewritecond:316:8:compact:frontier_consolidation_fwcompact_medium_031130,compact:frontier_consolidation_fwcompact_medium_031130,overlap,500-mg capsule,True,7
rewritecond:316:9:compact:frontier_consolidation_fwcompact_medium_031130,compact:frontier_consolidation_fwcompact_medium_031130,overlap,capsule,False,7
rewritecond:317:4:compact:frontier_consolidation_fwcompact_medium_060465,compact:frontier_consolidation_fwcompact_medium_060465,nonoverlap,a help,True,4
rewritecond:317:2:compact:frontier_consolidation_fwcompact_medium_060465,compact:frontier_consolidation_fwcompact_medium_060465,overlap,vitamin,False,4
rewritecond:317:6:compact:frontier_consolidation_fwcompact_medium_060465,compact:frontier_consolidation_fwcompact_medium_060465,overlap,a child,True,4
rewritecond:317:8:compact:frontier_consolidation_fwcompact_medium_060465,compact:frontier_consolidation_fwcompact_medium_060465,overlap,child's eyesight,True,4
rewritecond:317:9:compact:frontier_consolidation_fwcompact_medium_060465,compact:frontier_consolidation_fwcompact_medium_060465,overlap,eyesight,False,4
rewritecond:318:0:compact:frontier_consolidation_fwcompact_medium_059953,compact:frontier_consolidation_fwcompact_medium_059953,nonoverlap,stone,False,7
rewritecond:318:2:compact:frontier_consolidation_fwcompact_medium_059953,compact:frontier_consolidation_fwcompact_medium_059953,nonoverlap,is hard,True,7
rewritecond:318:7:compact:frontier_consolidation_fwcompact_medium_059953,compact:frontier_consolidation_fwcompact_medium_059953,nonoverlap,many place,True,7
rewritecond:318:4:compact:frontier_consolidation_fwcompact_medium_059953,compact:frontier_consolidation_fwcompact_medium_059953,overlap,to find,True,7
rewritecond:318:6:compact:frontier_consolidation_fwcompact_medium_059953,compact:frontier_consolidation_fwcompact_medium_059953,overlap,in many,True,7
rewritecond:319:0:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,nonoverlap,parliament,False,6
rewritecond:319:4:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,nonoverlap,parliaments met,True,6
rewritecond:319:1:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,parliament,False,6
rewritecond:319:2:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,parliament,False,6
rewritecond:319:3:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,parliament,False,6
rewritecond:319:7:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,kilkenny,False,6
rewritecond:319:8:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,kilkenny,False,6
rewritecond:319:9:compact:frontier_consolidation_fwcompact_medium_000352,compact:frontier_consolidation_fwcompact_medium_000352,overlap,kilkenny,False,6
rewritecond:320:0:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,nonoverlap,price,False,5
rewritecond:320:1:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,nonoverlap,price,False,5
rewritecond:320:2:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,nonoverlap,prices inform,True,5
rewritecond:320:5:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,nonoverlap,market economie,True,5
rewritecond:320:6:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,nonoverlap,economie,True,5
rewritecond:320:4:compact:frontier_consolidation_fwcompact_medium_060251,compact:frontier_consolidation_fwcompact_medium_060251,overlap,in market,True,5
rewritecond:321:1:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,nonoverlap,brown train,True,7
rewritecond:321:6:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,nonoverlap,for hospital,True,7
rewritecond:321:9:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,nonoverlap,diagnostic,False,7
rewritecond:321:0:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,overlap,brown,False,7
rewritecond:321:3:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,overlap,watson,False,7
rewritecond:321:7:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,overlap,hospital diagnostic,True,7
rewritecond:321:8:compact:frontier_consolidation_fwcompact_medium_032071,compact:frontier_consolidation_fwcompact_medium_032071,overlap,diagnostic,False,7
rewritecond:322:4:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,nonoverlap,topic encourage,True,7
rewritecond:322:5:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,nonoverlap,encourage,False,7
rewritecond:322:0:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,overlap,staying,False,7
rewritecond:322:1:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,overlap,staying,False,7
rewritecond:322:3:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,overlap,on topic,True,7
rewritecond:322:6:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,overlap,encourages concise,True,7
rewritecond:322:7:compact:frontier_consolidation_fwcompact_medium_054880,compact:frontier_consolidation_fwcompact_medium_054880,overlap,concise,True,7
