endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
coherent86,nonparallel,group0123_ex000084_eng_latn_0_v1,57,1,solution1,Place a dry towel on the counter first., Place a wet towel on the counter first.,False,How do I protect the counter from the heat of the iron ?,Place a wet towel on the counter first.,Place a dry towel on the counter first.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000038_eng_latn_0_v1,58,1,solution1,Bolt the bike racks above the cars and other furniture., Bolt the bike racks above the cars and other furniture.,True,How to use bike racks to take up less space in a garage?,Bolt the bike racks level with cars and other furniture.,Bolt the bike racks above the cars and other furniture.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000005_eng_latn_0_v1,59,0,solution0,insert a toothpick into the middle of the bread. If it comes out clean it is done., insert a toothpick into the middle of the bread. If it comes out clean it is done.,True,"To ensure the jalapeno bread is cooked throughy,",insert a toothpick into the middle of the bread. If it comes out clean it is done.,insert a toothpick into the middle of the bread. If it comes out covered in batter it is done.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000058_eng_latn_0_v1,60,1,solution1,Lift the page up and push it to the left side., Lift the page up and push it to the right side.,False,How do you turn the page on a book?,Lift the page up and push it to the right side.,Lift the page up and push it to the left side.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000001_eng_latn_0_v1,61,1,solution1,"preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender."," preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.",False,"To make roast broccoli,","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive pits, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.","preheat oven to 450 degrees Fahrenheit. Toss the broccoli florets with the olive oil, garlic, salt, and pepper. Spread them out on a baking sheet and then roast, without stirring, until the edges are crispy and the stems are crisp tender.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000047_eng_latn_0_v1,62,1,solution1,use a solder pen to melt it free and remove by hand., use a solder pen to melt it free and remove by hand.,True,"To remove a capacitor from a circuit board, you can",use a felt tip pen to melt it free and remove by hand.,use a solder pen to melt it free and remove by hand.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000069_eng_latn_0_v1,63,1,solution1,"mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair."," mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.",False,"To make your own dry shampoo,","mix together two tablespoons each of red clay, cornstarch, and tapioca pudding and mix well. You can mix in a bit of cocoa powder if you have dark hair.","mix together two tablespoons each of bentonite clay, cornstarch, and tapioca starch and mix well. You can mix in a bit of cocoa powder if you have dark hair.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000023_eng_latn_0_v1,64,1,solution1,It is best if a skateboard has four wheels to provide balance and traction., It is best if a skateboard has two wheels to provide balance and traction.,False,How many wheels should a skateboard have?,It is best if a skateboard has two wheels to provide balance and traction.,It is best if a skateboard has four wheels to provide balance and traction.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000098_eng_latn_0_v1,65,1,solution1,spray WD-40 on the the hinges., spray WD-40 on the the handles.,False,"To silence a squeaky bi-fold door,",spray WD-40 on the the handles.,spray WD-40 on the the hinges.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000011_eng_latn_0_v1,66,1,solution1,remove any nails and fill nail holes with spackling., remove any nails and fill nail holes with spackling.,True,"To get your walls ready to paint,",remove any nails and fill nail holes with primer.,remove any nails and fill nail holes with spackling.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000009_eng_latn_0_v1,67,1,solution1,put a piece of aluminum foil under the food on the lower rack., put a piece of plastic wrap under the food on the lower rack.,False,"To avoid making a mess in the oven,",put a piece of plastic wrap under the food on the lower rack.,put a piece of aluminum foil under the food on the lower rack.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000055_eng_latn_0_v1,68,1,solution1,line the plate with plastic wrap then place the cake on it., place the cake on the plate then line it with plastic wrap.,False,"To quickly transfer leftover cake,",place the cake on the plate then line it with plastic wrap.,line the plate with plastic wrap then place the cake on it.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000027_eng_latn_0_v1,69,1,solution1,take a sip of lemonade., take a sip of soda.,False,"To neutralize spicy foods,",take a sip of soda.,take a sip of lemonade.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000051_eng_latn_0_v1,70,0,solution0,dry your hair with a tee shirt instead of a towel., dry your hair with a tee shirt instead of a towel.,True,"To avoid damaging your curly hair,",dry your hair with a tee shirt instead of a towel.,dry your hair with a blow dryer instead of a towel.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000004_eng_latn_0_v1,71,1,solution1,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown."," Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",False,How to fry a whole fish.,"Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on low. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.","Clean and gut fish. Sprinkle with salt and pepper. Add about an inch of oil in pan, turn stove on medhigh. Once oil is hot, gently put fish in. Fry each side for 5 minutes until crispy yellow brown.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000080_eng_latn_0_v1,72,1,solution1,Heat it up on the stove top on low temperature., Heat it up on the stove top on low temperature.,True,What's the best way to heat up a cup of coffee?,Heat it up on the stove top on high temperature.,Heat it up on the stove top on low temperature.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000054_eng_latn_0_v1,73,0,solution0,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly., wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,True,"To flip a pancake correctly,",wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 180 degrees to one side so the pancake flips over evenly.,wait for the edges to brown and the top to bubble. Slide the spatula under the pancake so it's centered. Quickly flip your wrist 90 degrees to one side so the pancake flips over evenly.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000016_eng_latn_0_v1,74,0,solution0,use rubbing alcohol., use rubbing alcohol.,True,"To clean electronics without leaving moisture,",use rubbing alcohol.,use window cleaner.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000066_eng_latn_0_v1,75,1,solution1,soak the beans for a day and then rinse them before cooking., boil the beans for a day and then rinse them after cooking.,False,"To reduce the gas that beans cause after eating them,",boil the beans for a day and then rinse them after cooking.,soak the beans for a day and then rinse them before cooking.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000079_eng_latn_0_v1,76,1,solution1,wear light clothing., wear light clothing.,True,"To be safe when outside late at night, you can",wear dark clothing.,wear light clothing.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000074_eng_latn_0_v1,77,0,solution0,place the chicken on a tray and bake on a high heat., place the chicken on a tray and bake on a high heat.,True,"To reheat fried chicken without softening it,",place the chicken on a tray and bake on a high heat.,wrap the chicken in a damp paper towel and heat in the microwave.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000090_eng_latn_0_v1,78,1,solution1,Use a bucket with a mesh lid., Use a bucket with a solid lid.,False,What sort of bucket should I use to catch water from my gutters?,Use a bucket with a solid lid.,Use a bucket with a mesh lid.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000099_eng_latn_0_v1,79,1,solution1,rub a pencil tip on the teeth of the zipper., rub a pencil tip on the teeth of the zipper.,True,"To unstick a zipper,",rub a pencil tip on the pull tab of the zipper.,rub a pencil tip on the teeth of the zipper.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000060_eng_latn_0_v1,80,1,solution1,rub a dryer sheet on your hair., rub a dryer sheet on your hair.,True,"When brushing your hair, if you get static cling you can",rub a dryer sheet on your brush.,rub a dryer sheet on your hair.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000085_eng_latn_0_v1,81,0,solution0,by placing a white sock over the head., by placing a white sock over the head.,True,Prevent a rubber mallet from leaving black marks on a surface,by placing a white sock over the head.,by placing a white sock over the handle.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000043_eng_latn_0_v1,82,0,solution0,mashing up egg whites into a paste., mashing up egg yolk into a paste.,False,Make organic glue by,mashing up egg whites into a paste.,mashing up egg yolk into a paste.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000050_eng_latn_0_v1,83,1,solution1,"In a large bowl, combine 4 cups half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top."," In a large bowl, combine 4 teaspoons half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.",False,How to make cherry ice cream at home?,"In a large bowl, combine 4 teaspoons half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.","In a large bowl, combine 4 cups half and half light cream, 1 1/2 cups sugar, and 1 tablespoon vanilla. Stir until sugar dissolved. Stir in 2 teaspoons whipping cream. Add 4 cups diced fresh pitted cherries to mixture. Freeze in 4 or 5 quart ice cream freezer according to manufacturers directions. Top with whipped cream and a fresh cherry on top.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000077_eng_latn_0_v1,84,1,solution1,spray the 9x9 glass pan with cooking spray., spray the 9x9 glass pan with cleaning spray.,False,"To prevent the brownies from sticking to the pan,",spray the 9x9 glass pan with cleaning spray.,spray the 9x9 glass pan with cooking spray.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000078_eng_latn_0_v1,85,1,solution1,put it in the dishwasher., put it in the dishwasher.,True,"To remove bacteria from a kitchen brush,",put it in the washing machine.,put it in the dishwasher.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000097_eng_latn_0_v1,86,0,solution0,"Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes."," Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes.",True,How can you clean a blender very quickly and easily?,"Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Seal lid then turn blender on high for 1 1/2 minutes.","Rinse out blender, and add 1 1/2 cups of hot water and about 1 tablespoon of dish soap. Remove lid then turn blender on high for 1 1/2 minutes.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000067_eng_latn_0_v1,87,1,solution1,Bolt the bench vise to a wooden work bench., Bolt the bench vise to a wooden work bench.,True,How to keep a bench vise from moving?,Weld the bench vise to a wooden work bench.,Bolt the bench vise to a wooden work bench.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000035_eng_latn_0_v1,88,0,solution0,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° F., You should check on the BBQ every 45 minutes to make sure it remains between 225-350° C.,False,At what temperature should you keep a kettle BBQ for smoking?,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° F.,You should check on the BBQ every 45 minutes to make sure it remains between 225-350° C.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000048_eng_latn_0_v1,89,0,solution0,Turn the knob with 'C' on it., Turn the knob with 'C' on it.,True,How to turn on a faucet with cold water?,Turn the knob with 'C' on it.,Turn the knob with 'H' on it.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000040_eng_latn_0_v1,90,0,solution0,sprinkle salt on carpet every nine days and vacuum every third day., sprinkle salt on carpet every nine days and vacuum every third day.,True,"To remove flea infestation from carpet,",sprinkle salt on carpet every nine days and vacuum every third day.,sprinkle sugar on carpet every nine days and vacuum every third day.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000003_eng_latn_0_v1,91,1,solution1,put the jar of honey in boiling water until it becomes runny., put the jar of honey in boiling water until it becomes runny.,True,"To decrystallize raw honey,",put the jar of honey in a microwave until it becomes runny.,put the jar of honey in boiling water until it becomes runny.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000101_eng_latn_0_v1,92,0,solution0,can be used to make a robot costume., can be used to make a robot costume.,True,A cardboard box,can be used to make a robot costume.,can be used to make a ghost costume.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000082_eng_latn_0_v1,93,1,solution1,Let it sit before cutting into it., Let it sit before cutting into it.,True,How to keep steak from tasting dry?,Cut into it right away.,Let it sit before cutting into it.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000017_eng_latn_0_v1,94,0,solution0,"Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy."," Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.",True,How can I make DIY air dry clay for crafts?,"Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white flour, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.","Mix together 1 1/2 cups cornstarch, 1 cup white school glue, 1 tablespoon white vinegar, 1 teaspoon lotion, and 1 tablespoon baby oil. Mix and knead until the desired consistancy.",experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000015_eng_latn_0_v1,95,1,solution1,Add 35 drops of yellow food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes., Add 35 drops of blue food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,False,How do I make orange icing if I have store-bought white frosting?,Add 35 drops of blue food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,Add 35 drops of yellow food coloring and 20 drops of red food coloring to icing. Mix thoroughly before spreading on cake or cupcakes.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000063_eng_latn_0_v1,96,0,solution0,use needlenose pliers., use a ball-peen hammer.,False,"To twist the wire used to make a bike sculpture,",use needlenose pliers.,use a ball-peen hammer.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000026_eng_latn_0_v1,97,0,solution0,take it out of the fridge about 10-15 minutes before you want to roll it out., take it out of the oven about 10-15 minutes before you want to roll it out.,False,"To keep pie crust dough from cracking as you roll it out,",take it out of the fridge about 10-15 minutes before you want to roll it out.,take it out of the oven about 10-15 minutes before you want to roll it out.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
coherent86,nonparallel,group0123_ex000103_eng_latn_0_v1,98,1,solution1,Use a disposable razor to cut off the pills., Use a disposable knife to cut off the pills.,False,How can I tidy up a sweater that is pilling?,Use a disposable knife to cut off the pills.,Use a disposable razor to cut off the pills.,experiments/archive/frontier_consolidation/data/private_scale_sentinel_eval/coherent86_private_scale_0p75/official_outputs/coherent86_private_scale_0p75/GlobalPIQA_nonparallel/final/full_coherent86_private_scale_0p75_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
