n,ngram,component_kind,branch,pair_id,source_label,words,lexical_tokens,eval_top_dir,eval_file,eval_locator,component_text_prefix,eval_text_prefix,meta
7,of the president of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_033024,qwen3.5-9b paraphrase of open_subtitles,12,12,glue_filtered,glue_filtered/boolq.valid.jsonl,line:186,We are discussing the security of the President of the United States!,"White House -- The White House is the official residence and workplace of the President of the United States. It is located at 1600 Pennsylvania Avenue NW in Washington, D.C. and has been the residence of every U.S. President since John Adams in 1800. The term is often used as a metonym for the president and his advise","{""cohort"": ""base"", ""example_id"": 52117, ""source"": ""open_subtitles""}"
7,induction into the rock and roll hall,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.","Los Lobos -- On October 9, 2015, Los Lobos was nominated for induction into the Rock and Roll Hall of Fame for the first time.","{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.",is jefferson airplane in the rock and roll hall of fame,"{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.",is los lobos in the rock and roll hall of fame,"{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.","Los Lobos -- On October 9, 2015, Los Lobos was nominated for induction into the Rock and Roll Hall of Fame for the first time.","{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_029530,qwen3.5-9b paraphrase of simple_wiki,14,14,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 2020, Bolan received posthumous induction into the Rock and Roll Hall of Fame.","Los Lobos -- On October 9, 2015, Los Lobos was nominated for induction into the Rock and Roll Hall of Fame for the first time.","{""cohort"": ""base"", ""example_id"": 61165, ""source"": ""simple_wiki""}"
7,a member of the house of representatives,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_027777,qwen3.5-9b paraphrase of simple_wiki,19,19,glue_filtered,glue_filtered/mnli.valid.jsonl,line:3514,"From 2006 to 2018, he served both as a member of the House of Representatives and as parliamentary leader.",Bill Archer is a member of the House of Representatives.,"{""cohort"": ""base"", ""example_id"": 58740, ""source"": ""simple_wiki""}"
7,in the united states national film registry,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_014109,qwen3.5-9b paraphrase of simple_wiki,19,19,glue_filtered,glue_filtered/boolq.valid.jsonl,line:905,This film was one of the initial 100 titles chosen for inclusion in the United States National Film Registry.,"Pulp Fiction -- Since its release, Pulp Fiction has been widely regarded as Tarantino's masterpiece, with particular praise singled out for its screenwriting. The film's self-reflexivity, unconventional structure, and extensive use of homage and pastiche have led critics to describe it as a touchstone of postmodern fil","{""cohort"": ""base"", ""example_id"": 56950, ""source"": ""simple_wiki""}"
7,only a matter of time before the,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_009101,qwen3.5-9b paraphrase of open_subtitles,19,19,aoa,aoa/cdi_childes.json,json,It's only a matter of time before the government appreciates the fortune of having Professor x as an ally.,"With even more videos set to be released, it’s only a matter of time before the","{""cohort"": ""base"", ""example_id"": 51343, ""source"": ""open_subtitles""}"
7,the film is an adaptation of the,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_007886,qwen3.5-9b paraphrase of simple_wiki,13,13,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1603,The film is an adaptation of the 1954 play that shares its title.,"The Sound of Music (film) -- The Sound of Music is a 1965 American musical drama film produced and directed by Robert Wise, and starring Julie Andrews and Christopher Plummer, with Richard Haydn and Eleanor Parker. The film is an adaptation of the 1959 stage musical of the same name, composed by Richard Rodgers with ly","{""cohort"": ""base"", ""example_id"": 57930, ""source"": ""simple_wiki""}"
7,in the new york times book review,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002802,qwen3.5-9b paraphrase of simple_wiki,26,26,glue_filtered,glue_filtered/mnli.valid.jsonl,line:525,"Describing Flipović as an everygirl, Francine Prose noted in ""The New York Times Book Review"" that the book clearly exhibits a pure innocence mixed with desperation.","As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.","{""cohort"": ""base"", ""example_id"": 53518, ""source"": ""simple_wiki""}"
7,in the new york times book review,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002802,qwen3.5-9b paraphrase of simple_wiki,26,26,glue_filtered,glue_filtered/mnli.valid.jsonl,line:873,"Describing Flipović as an everygirl, Francine Prose noted in ""The New York Times Book Review"" that the book clearly exhibits a pure innocence mixed with desperation.","As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.","{""cohort"": ""base"", ""example_id"": 53518, ""source"": ""simple_wiki""}"
7,in the new york times book review,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002802,qwen3.5-9b paraphrase of simple_wiki,26,26,glue_filtered,glue_filtered/mnli.valid.jsonl,line:2165,"Describing Flipović as an everygirl, Francine Prose noted in ""The New York Times Book Review"" that the book clearly exhibits a pure innocence mixed with desperation.","As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.","{""cohort"": ""base"", ""example_id"": 53518, ""source"": ""simple_wiki""}"
7,office of the high commissioner for human,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002766,qwen3.5-9b paraphrase of simple_wiki,30,30,glue_filtered,glue_filtered/boolq.valid.jsonl,line:429,"Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality.","United Nations Human Rights Council -- The UNHRC was established by the UN General Assembly on March 15, 2006 (by resolution A/RES/60/251) to replace the UN Commission on Human Rights (UNCHR, herein CHR) that had been strongly criticised for allowing countries with poor human rights records to be members. UN Secretarie","{""cohort"": ""base"", ""example_id"": 61482, ""source"": ""simple_wiki""}"
7,office of the high commissioner for human,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002766,qwen3.5-9b paraphrase of simple_wiki,30,30,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1216,"Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality.","Intersex -- Intersex people are born with any of several variations in sex characteristics including chromosomes, gonads, sex hormones, or genitals that, according to the UN Office of the High Commissioner for Human Rights, ``do not fit the typical definitions for male or female bodies''. Such variations may involve ge","{""cohort"": ""base"", ""example_id"": 61482, ""source"": ""simple_wiki""}"
7,of the high commissioner for human rights,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002766,qwen3.5-9b paraphrase of simple_wiki,30,30,glue_filtered,glue_filtered/boolq.valid.jsonl,line:429,"Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality.","United Nations Human Rights Council -- The UNHRC was established by the UN General Assembly on March 15, 2006 (by resolution A/RES/60/251) to replace the UN Commission on Human Rights (UNCHR, herein CHR) that had been strongly criticised for allowing countries with poor human rights records to be members. UN Secretarie","{""cohort"": ""base"", ""example_id"": 61482, ""source"": ""simple_wiki""}"
7,of the high commissioner for human rights,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_002766,qwen3.5-9b paraphrase of simple_wiki,30,30,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1216,"Joia Perry addressed the United Nations Office of the High Commissioner for Human Rights, urging the establishment of a human rights framework aimed at improving conditions related to maternal mortality.","Intersex -- Intersex people are born with any of several variations in sex characteristics including chromosomes, gonads, sex hormones, or genitals that, according to the UN Office of the High Commissioner for Human Rights, ``do not fit the typical definitions for male or female bodies''. Such variations may involve ge","{""cohort"": ""base"", ""example_id"": 61482, ""source"": ""simple_wiki""}"
7,commander in chief of the united states,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_001348,qwen3.5-9b paraphrase of simple_wiki,28,30,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1484,"Serving as Professor Emeritus at Boston University, he previously held the roles of Chairman of the American Battle Monuments Commission and Commander-in-Chief of the United States Southern Command.","Executive order -- Like both legislative statutes and regulations promulgated by government agencies, executive orders are subject to judicial review and may be overturned if the orders lack support by statute or the Constitution. Major policy initiatives require approval by the legislative branch, but executive orders","{""cohort"": ""base"", ""example_id"": 56878, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.",is jefferson airplane in the rock and roll hall of fame,"{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.",is los lobos in the rock and roll hall of fame,"{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,the rock and roll hall of fame,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Los Lobos -- On October 9, 2015, Los Lobos was nominated for induction into the Rock and Roll Hall of Fame for the first time.","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,was inducted into the rock and roll,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,into the rock and roll hall of,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:298,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Los Lobos -- On October 9, 2015, Los Lobos was nominated for induction into the Rock and Roll Hall of Fame for the first time.","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,inducted into the rock and roll hall,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000958,qwen3.5-9b paraphrase of simple_wiki,17,17,glue_filtered,glue_filtered/boolq.valid.jsonl,line:38,"In 1994, Hunter was inducted into the Rock and Roll Hall of Fame alongside the Grateful Dead.","Jefferson Airplane -- The ``classic'' lineup of Jefferson Airplane, from October 1966 to February 1970, was Marty Balin (vocals), Paul Kantner (guitar, vocals), Grace Slick (vocals), Jorma Kaukonen (lead guitar, vocals), Jack Casady (bass), and Spencer Dryden (drums). Marty Balin left the band in 1971. After 1972, Jeff","{""cohort"": ""base"", ""example_id"": 56808, ""source"": ""simple_wiki""}"
7,a member of the house of representatives,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw_000928,qwen3.5-9b paraphrase of simple_wiki,31,31,glue_filtered,glue_filtered/mnli.valid.jsonl,line:3514,"Since 2012, he has served as a member of the House of Representatives and held the position of Special Advisor to Prime Minister Fumio Kishida from December 2021 through August 2022.",Bill Archer is a member of the House of Representatives.,"{""cohort"": ""base"", ""example_id"": 61681, ""source"": ""simple_wiki""}"
7,series of the same name created by,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_030258,qwen3.5-9b paraphrase of simple_wiki,20,20,glue_filtered,glue_filtered/boolq.valid.jsonl,line:197,The series draws its inspiration from the comic strip and book series of the same name created by Lincoln Peirce.,"Scream (TV series) -- Scream is an American anthology slasher television series developed by Jill Blotevogel, Dan Dworkin and Jay Beattie for MTV and is based on the slasher film series of the same name created by Kevin Williamson and Wes Craven. The series is produced by Dimension Television and MTV Production Develop","{""cohort"": ""extra_shard1"", ""example_id"": 56487, ""source"": ""simple_wiki""}"
7,the first tuesday after the first monday,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why are U.S. presidential elections held on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,the first tuesday after the first monday,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why does election day fall on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,on the first tuesday after the first,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why are U.S. presidential elections held on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,on the first tuesday after the first,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why does election day fall on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,first tuesday after the first monday in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why are U.S. presidential elections held on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,first tuesday after the first monday in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why does election day fall on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,tuesday after the first monday in november,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why are U.S. presidential elections held on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,tuesday after the first monday in november,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_027837,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:3072,"Every four years, the gubernatorial election takes place on the first Tuesday after the first Monday in November.",Why does election day fall on the first Tuesday after the first Monday in November?,"{""cohort"": ""extra_shard1"", ""example_id"": 59441, ""source"": ""simple_wiki""}"
7,what are we going to do now,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_026498,qwen3.5-9b paraphrase of gutenberg,25,25,glue_filtered,glue_filtered/qqp.valid.jsonl,line:17175,"Glyn Williams took legal action regarding the matter but lost his case. ""What are we going to do now?"" ""Take down the fence, that's all.""",What are we going to do now that Donald Trump has won the election?,"{""cohort"": ""extra_shard1"", ""example_id"": 35721, ""source"": ""gutenberg""}"
7,and statistical manual of mental disorders dsm,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_026025,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:8457,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,At what point did the American Psychology Association remove homosexuality from the Diagnostic and Statistical Manual of Mental Disorders (DSM)? What were the internal arguments for and against the decision?,"{""cohort"": ""extra_shard1"", ""example_id"": 57381, ""source"": ""simple_wiki""}"
7,diagnostic and statistical manual of mental disorders,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_026025,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:8457,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,At what point did the American Psychology Association remove homosexuality from the Diagnostic and Statistical Manual of Mental Disorders (DSM)? What were the internal arguments for and against the decision?,"{""cohort"": ""extra_shard1"", ""example_id"": 57381, ""source"": ""simple_wiki""}"
7,the diagnostic and statistical manual of mental,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_026025,qwen3.5-9b paraphrase of simple_wiki,18,18,glue_filtered,glue_filtered/qqp.valid.jsonl,line:8457,He played a major role in the development of the Diagnostic and Statistical Manual of Mental Disorders (DSM).,At what point did the American Psychology Association remove homosexuality from the Diagnostic and Statistical Manual of Mental Disorders (DSM)? What were the internal arguments for and against the decision?,"{""cohort"": ""extra_shard1"", ""example_id"": 57381, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:13,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:236,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:431,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:437,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:448,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:460,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:497,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,won the nobel prize for literature in,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_017917,qwen3.5-9b paraphrase of simple_wiki,21,21,glue_filtered,glue_filtered/multirc.valid.jsonl,line:617,"From 1993 to 2009, she was married to Jon Fosse, the author who won the Nobel Prize for literature in 2023.","(CNN) -- Gabriel García Márquez, widely regarded as one of the most important contemporary Latin American authors, was admitted to a hospital in Mexico earlier this week, according to the Ministry of Health. The Nobel Prize recipient, known as ""Gabo,"" had infections in his lungs and his urinary tract. He was suffering ","{""cohort"": ""extra_shard1"", ""example_id"": 54055, ""source"": ""simple_wiki""}"
7,the new york stock exchange under the,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_016646,qwen3.5-9b paraphrase of simple_wiki,19,19,glue_filtered,glue_filtered/boolq.valid.jsonl,line:1089,It is traded on both the Toronto Stock Exchange and the New York Stock Exchange under the ticker CP.,"Rite Aid -- Rite Aid began in 1962, opening its first store in Scranton, Pennsylvania; it was called Thrift D Discount Center. After several years of growth, Rite Aid adopted its current name and debuted as a public company in 1968. As of 2017, Rite Aid is publicly traded on the New York Stock Exchange under the symbol","{""cohort"": ""extra_shard1"", ""example_id"": 58481, ""source"": ""simple_wiki""}"
7,the attack on the world trade center,official_source_qwen_paraphrase_rewrite,clean_qwen_official,rw2s1_015100,qwen3.5-9b paraphrase of simple_wiki,22,23,glue_filtered,glue_filtered/boolq.valid.jsonl,line:306,"On September 11, 2001, Guy van Grinsven, the sole Dutch photographer-cameraman, witnessed the attack on the World Trade Center in New York.","Air Force One -- The Air Force usually does not have fighter aircraft escort the presidential aircraft over the United States but it has occurred, for example during the attack on the World Trade Center.","{""cohort"": ""extra_shard1"", ""example_id"": 60348, ""source"": ""simple_wiki""}"
