pair_id,match_level,pair_cost,category,opposition_axis,pivot_norm_a,pivot_norm_b,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_side_a,target_side_b,slot_content_jaccard,slot_surface_jaccard,shared_content_count,row_a,row_b
p0000167,0,-2.619142857142857,causal_connector,cause_concession,because,though,met,hour,content,1,1001+,1001+,2,2,after,after,0.07142857142857142,0.09523809523809523,1,9951,8816
p0000168,1,2.7545454545454544,causal_connector,cause_concession,though,thus,point,story,content,1,1001+,1001+,5-8,3-4,after,after,0.0,0.09090909090909091,0,15258,14570
p0000169,0,-1.1098571428571429,causal_connector,cause_concession,because,though,feel,knew,content,1,1001+,1001+,2,2,after,after,0.0,0.19047619047619047,0,4618,12355
p0000170,0,-0.9928571428571428,causal_connector,cause_concession,because,although,thought,well,content,1,1001+,1001+,5-8,5-8,after,after,0.0,0.19047619047619047,0,17282,7854
p0000171,1,3.2565217391304344,causal_connector,cause_concession,because,although,felt,heart,content,1,1001+,1001+,2,3-4,after,after,0.0,0.17391304347826086,0,14083,17167
p0000172,1,1.089130434782609,causal_connector,cause_concession,though,because,now,erm,content,1,1001+,1001+,2,1,after,after,0.1111111111111111,0.043478260869565216,1,3106,11430
p0000173,0,-1.0034782608695652,causal_connector,cause_concession,although,therefore,sometimes,talk,content,1,1001+,1001+,2,2,after,after,0.0,0.17391304347826086,0,1506,7316
p0000174,0,-1.047909090909091,causal_connector,cause_concession,because,although,comes,few,content,1,1001+,1001+,2,2,after,after,0.0,0.18181818181818182,0,2359,16523
p0000175,1,3.0071428571428576,causal_connector,cause_concession,though,because,cold,large,content,1,1001+,1001+,2,3-4,after,after,0.0,0.19047619047619047,0,12824,3150
p0000176,0,-2.9363636363636365,causal_connector,cause_concession,because,though,high,life,content,1,1001+,1001+,3-4,3-4,after,after,0.09090909090909091,0.08333333333333333,1,927,9494
p0000177,1,1.3500000000000003,causal_connector,cause_concession,because,although,knows,always,content,1,1001+,1001+,2,3-4,after,after,0.08333333333333333,0.08333333333333333,1,8430,2538
p0000178,0,-1.053909090909091,causal_connector,cause_concession,because,though,felt,well,content,1,1001+,1001+,2,2,after,after,0.0,0.18181818181818182,0,6571,2522
p0000179,1,0.7193913043478259,causal_connector,cause_concession,because,although,lost,best,content,1,1001+,1001+,2,3-4,after,after,0.1111111111111111,0.13043478260869565,1,17187,9377
p0000180,0,-2.673714285714286,causal_connector,cause_concession,because,though,little,too,content,1,1001+,1001+,3-4,3-4,after,after,0.07142857142857142,0.125,1,19818,3867
p0000181,1,3.0590909090909095,causal_connector,cause_concession,because,although,heard,himself,content,1,1001+,1001+,3-4,2,after,after,0.0,0.18181818181818182,0,7625,12483
p0000182,0,-1.3043478260869565,causal_connector,cause_concession,though,because,both,members,content,1,1001+,1001+,3-4,3-4,after,after,0.0,0.21739130434782608,0,14077,19131
p0000183,0,-2.6311688311688313,causal_connector,cause_concession,though,because,almost,everybody,content,1,1001+,1001+,1,1,after,after,0.07142857142857142,0.09090909090909091,1,1478,4483
p0000184,1,0.9936363636363637,causal_connector,cause_concession,because,though,told,trouble,content,1,1001+,1001+,3-4,5-8,after,after,0.09090909090909091,0.12,1,18883,18359
p0000185,0,-2.9038961038961038,causal_connector,cause_concession,because,though,drink,course,content,1,1001+,1001+,2,2,after,after,0.07142857142857142,0.13636363636363635,1,14930,6010
p0000186,1,1.2136363636363636,causal_connector,cause_concession,though,therefore,course,members,content,1,1001+,1001+,3-4,2,after,after,0.09090909090909091,0.08333333333333333,1,1917,17370
p0000187,1,1.0500000000000005,causal_connector,cause_concession,though,because,still,always,content,1,1001+,1001+,1,2,after,after,0.1,0.08333333333333333,1,1903,15376
p0000188,1,-0.3879999999999997,causal_connector,cause_concession,though,because,near,lost,content,1,1001+,1001+,3-4,2,after,after,0.125,0.25,1,7124,7782
p0000189,0,-2.8543229813664595,causal_connector,cause_concession,though,because,smokes,inhabits,content,2,11-25,11-25,2,2,after,after,0.07142857142857142,0.13043478260869565,1,725,6978
p0000190,2,11.817285714285713,causal_connector,cause_concession,because,although,caterpillar's,resemble,content,2,11-25,26-50,2,3-4,after,after,0.07142857142857142,0.041666666666666664,1,11231,16103
p0000191,2,7.202,causal_connector,cause_concession,therefore,though,herald,varies,content,2,26-50,51-100,1,1,after,after,0.08333333333333333,0.08333333333333333,1,12360,5478
p0000192,0,-2.7615384615384615,causal_connector,cause_concession,because,though,book's,solitude,content,2,26-50,26-50,2,2,after,after,0.08333333333333333,0.07692307692307693,1,423,11585
p0000193,0,-3.0826086956521737,causal_connector,cause_concession,because,although,haul,imitate,content,2,26-50,26-50,2,2,after,after,0.08333333333333333,0.13043478260869565,1,15262,6289
p0000194,0,-2.6271538461538464,causal_connector,cause_concession,though,because,plight,sharks,content,2,26-50,26-50,2,2,after,after,0.07692307692307693,0.07692307692307693,1,6610,11751
p0000195,1,3.1500000000000004,causal_connector,cause_concession,because,although,there'd,prophecy,content,2,26-50,26-50,1,2,after,after,0.0,0.16666666666666666,0,1209,9195
p0000196,1,1.2472105263157898,causal_connector,cause_concession,thus,though,demonstrates,instances,content,2,26-50,26-50,2,3-4,after,after,0.1,0.05263157894736842,1,7544,9193
p0000197,2,7.766000000000001,causal_connector,cause_concession,because,although,default,paths,content,2,26-50,51-100,2,2,after,after,0.06666666666666667,0.04,1,4940,4018
p0000198,2,12.65,causal_connector,cause_concession,because,though,alternatives,fees,content,2,26-50,51-100,3-4,2,after,after,0.0,0.08333333333333333,0,8660,15172
p0000199,2,11.503846153846153,causal_connector,cause_concession,because,though,rhyme,owns,content,2,51-100,101-250,3-4,2,after,after,0.07692307692307693,0.07692307692307693,1,18964,16157
p0000200,2,11.65,causal_connector,cause_concession,though,because,lazy,divorce,content,2,51-100,101-250,2,3-4,after,after,0.06666666666666667,0.08333333333333333,1,6487,17515
p0000201,0,-2.674233201581028,causal_connector,cause_concession,though,because,wealthy,chat,content,2,101-250,101-250,3-4,3-4,after,after,0.09090909090909091,0.043478260869565216,1,8813,18923
p0000202,2,10.281818181818181,causal_connector,cause_concession,because,though,desperate,didn’t,content,2,101-250,251-500,3-4,2,after,after,0.125,0.13636363636363635,1,2939,14239
p0000203,2,8.857142857142858,causal_connector,cause_concession,though,because,deserve,auntie,content,2,101-250,251-500,2,2,after,after,0.0,0.19047619047619047,0,17532,5223
p0000204,2,13.15,causal_connector,cause_concession,because,though,duties,hasn't,content,2,101-250,251-500,3-4,2,after,after,0.0,0.16666666666666666,0,11356,3685
p0000205,2,7.178260869565218,causal_connector,cause_concession,because,though,we'd,that's,content,2,501-1000,1001+,1,1,after,after,0.08333333333333333,0.08695652173913043,1,9765,4241
p0000206,2,8.67,causal_connector,cause_concession,though,because,truth,past,content,2,501-1000,1001+,3-4,3-4,after,after,0.0,0.08,0,7844,356
p0000207,1,1.0653846153846158,causal_connector,cause_concession,because,though,what's,they're,content,2,1001+,1001+,2,1,after,after,0.07692307692307693,0.15,1,4272,2789
p0000208,0,-2.24,causal_connector,cause_concession,because,although,that's,she's,content,2,1001+,1001+,1,1,after,after,0.06666666666666667,0.04,1,6717,8004
p0000209,1,2.125,causal_connector,cause_concession,because,though,money,she's,content,2,1001+,1001+,5-8,3-4,after,after,0.0625,0.041666666666666664,1,14655,12312
p0000210,1,1.4459300699300703,causal_connector,cause_concession,because,though,hafta,there's,content,2,1001+,1001+,2,3-4,after,after,0.07692307692307693,0.09090909090909091,1,3869,3688
p0000211,1,0.8282608695652176,causal_connector,cause_concession,though,because,they're,fun,content,2,1001+,1001+,2,3-4,after,after,0.1111111111111111,0.08695652173913043,1,8045,6109
p0000212,0,-2.684615384615385,causal_connector,cause_concession,because,though,that's,young,content,2,1001+,1001+,1,1,after,after,0.07692307692307693,0.08333333333333333,1,7532,10033
p0000213,0,-2.821739130434783,causal_connector,cause_concession,although,because,it's,there's,content,2,1001+,1001+,1,1,after,after,0.08333333333333333,0.08695652173913043,1,761,8819
p0000214,0,-2.4673684210526314,causal_connector,cause_concession,because,though,you're,we're,content,2,1001+,1001+,1,1,after,after,0.05263157894736842,0.12,1,7700,3323
p0000215,1,1.5772727272727278,causal_connector,cause_concession,because,though,we're,what's,content,2,1001+,1001+,1,2,after,after,0.08333333333333333,0.045454545454545456,1,17878,11891
p0000216,0,-2.706354515050167,causal_connector,cause_concession,because,though,you're,please,content,2,1001+,1001+,1,1,after,after,0.07692307692307693,0.08695652173913043,1,13529,5037
p0000217,0,-2.434615384615385,causal_connector,cause_concession,though,because,there's,you're,content,2,1001+,1001+,1,1,after,after,0.07692307692307693,0.041666666666666664,1,4404,8361
p0000218,0,-2.6471328671328673,causal_connector,cause_concession,because,although,you're,we've,content,2,1001+,1001+,1,1,after,after,0.09090909090909091,0.038461538461538464,1,6940,4008
p0000219,0,-2.022222222222222,causal_connector,cause_concession,because,though,she's,we're,content,2,1001+,1001+,1,1,after,after,0.05555555555555555,0.037037037037037035,1,7829,5156
p0000220,1,1.6500000000000001,causal_connector,cause_concession,though,because,that's,they're,content,2,1001+,1001+,2,1,after,after,0.06666666666666667,0.08333333333333333,1,11306,12423
p0000221,1,1.5173913043478258,causal_connector,cause_concession,because,though,read,speak,content,2,1001+,1001+,5-8,3-4,after,after,0.06666666666666667,0.13043478260869565,1,10154,16300
p0000222,2,12.057272727272727,causal_connector,cause_concession,because,although,freshest,snowflakes,content,3,6-10,11-25,3-4,2,after,after,0.06666666666666667,0.045454545454545456,1,11928,9031
p0000223,2,11.720461538461539,causal_connector,cause_concession,because,although,driftwood,gospel,content,3,11-25,26-50,3-4,2,after,after,0.06666666666666667,0.07692307692307693,1,17823,12607
p0000224,2,11.178260869565216,causal_connector,cause_concession,though,because,leech,binoculars,content,4,6-10,11-25,3-4,5-8,after,after,0.1,0.08695652173913043,1,11578,1043
p0000225,2,11.069999999999999,causal_connector,cause_concession,because,though,reputation,creature,nominal,1,101-250,251-500,3-4,2,after,after,0.1,0.08333333333333333,1,6958,5174
p0000226,2,11.9,causal_connector,cause_concession,because,although,reputation,protection,nominal,1,101-250,251-500,3-4,2,after,after,0.06666666666666667,0.041666666666666664,1,3355,1277
p0000227,2,8.478260869565217,causal_connector,cause_concession,because,although,consequence,majority,nominal,1,101-250,251-500,2,2,after,after,0.0,0.08695652173913043,0,20220,18336
p0000228,2,7.7882727272727275,causal_connector,cause_concession,although,because,location,position,nominal,1,251-500,501-1000,2,2,after,after,0.06666666666666667,0.045454545454545456,1,8835,5170
p0000229,2,8.628260869565217,causal_connector,cause_concession,because,though,similarity,consolation,nominal,2,11-25,26-50,3-4,3-4,after,after,0.0,0.08695652173913043,0,4843,4221
p0000230,2,12.65,causal_connector,cause_concession,because,though,innocence,abundance,nominal,2,26-50,51-100,2,3-4,after,after,0.0,0.08333333333333333,0,7777,10031
p0000231,2,13.151521739130436,causal_connector,cause_concession,because,although,tasted,estimated,verbish,1,51-100,101-250,2,3-4,after,after,0.0,0.17391304347826086,0,11838,6318
p0000232,2,6.692857142857143,causal_connector,cause_concession,because,though,frustrated,feared,verbish,1,51-100,101-250,3-4,3-4,after,after,0.1,0.14285714285714285,1,6983,6733
p0000233,1,1.6310000000000002,causal_connector,cause_concession,because,though,betrayed,endured,verbish,1,51-100,51-100,3-4,2,after,after,0.08333333333333333,0.041666666666666664,1,12067,10859
p0000234,1,0.27165217391304397,causal_connector,cause_concession,because,though,dumped,instructed,verbish,1,51-100,51-100,2,3-4,after,after,0.1,0.21739130434782608,1,3410,4344
p0000235,2,11.431677018633541,causal_connector,cause_concession,although,because,complained,rushing,verbish,1,51-100,101-250,2,3-4,after,after,0.07142857142857142,0.13043478260869565,1,9226,2239
p0000236,2,8.4,causal_connector,cause_concession,because,though,deemed,packed,verbish,1,51-100,101-250,3-4,3-4,after,after,0.0,0.125,0,7922,12784
p0000237,2,7.069897233201581,causal_connector,cause_concession,because,although,lacked,devoted,verbish,1,51-100,101-250,2,2,after,after,0.09090909090909091,0.08695652173913043,1,5648,18451
p0000238,2,12.27823076923077,causal_connector,cause_concession,because,though,frustrated,composed,verbish,1,51-100,101-250,5-8,3-4,after,after,0.05555555555555555,0.038461538461538464,1,14209,10977
p0000239,1,1.6700000000000002,causal_connector,cause_concession,because,though,associated,enjoying,verbish,1,101-250,101-250,2,3-4,after,after,0.06666666666666667,0.08333333333333333,1,12391,18063
p0000240,2,8.964176470588235,causal_connector,cause_concession,although,because,claimed,jumped,verbish,1,101-250,251-500,2,2,after,after,0.0,0.17647058823529413,0,9398,6221
p0000241,2,11.249999999999998,causal_connector,cause_concession,because,though,crushed,fifteen,verbish,1,101-250,251-500,3-4,2,after,after,0.1,0.05,1,19345,11175
p0000242,1,1.9222307692307692,causal_connector,cause_concession,therefore,although,unexpected,saving,verbish,1,101-250,101-250,2,1,after,after,0.06666666666666667,0.038461538461538464,1,12967,5113
p0000243,1,3.0241428571428575,causal_connector,cause_concession,therefore,though,informed,forbidden,verbish,1,101-250,101-250,2,3-4,after,after,0.0,0.19047619047619047,0,409,9716
p0000244,0,-2.4246153846153846,causal_connector,cause_concession,because,though,trapped,convinced,verbish,1,101-250,101-250,3-4,3-4,after,after,0.07692307692307693,0.04,1,18177,20128
p0000245,2,6.583818181818181,causal_connector,cause_concession,because,though,operated,enjoyed,verbish,1,101-250,251-500,2,2,after,after,0.1,0.13636363636363635,1,1665,17255
p0000246,0,-2.5608695652173914,causal_connector,cause_concession,though,because,listened,missed,verbish,1,251-500,251-500,2,2,after,after,0.08333333333333333,0.043478260869565216,1,7579,18390
p0000247,1,1.1058074534161495,causal_connector,cause_concession,though,because,suffering,ruled,verbish,1,251-500,251-500,3-4,2,after,after,0.07142857142857142,0.17391304347826086,1,14441,18167
p0000248,1,3.0221428571428577,causal_connector,cause_concession,although,because,gained,wished,verbish,1,251-500,251-500,3-4,2,after,after,0.0,0.19047619047619047,0,1845,3247
p0000249,1,3.2110909090909088,causal_connector,cause_concession,because,though,touched,shared,verbish,1,251-500,251-500,5-8,3-4,after,after,0.0,0.18181818181818182,0,15200,8361
p0000250,0,-1.3303333333333334,causal_connector,cause_concession,because,though,understanding,shared,verbish,1,251-500,251-500,3-4,3-4,after,after,0.0,0.2222222222222222,0,17791,15747
p0000251,2,7.165130434782608,causal_connector,cause_concession,because,although,believed,looked,verbish,1,501-1000,1001+,2,2,after,after,0.1,0.043478260869565216,1,12397,9261
p0000252,2,9.96038961038961,causal_connector,cause_concession,though,because,putting,called,verbish,1,501-1000,1001+,1,2,after,after,0.14285714285714285,0.13636363636363635,1,10767,14829
p0000253,2,7.215260869565218,causal_connector,cause_concession,because,though,driving,coming,verbish,1,501-1000,1001+,3-4,3-4,after,after,0.08333333333333333,0.08695652173913043,1,5038,18397
p0000254,1,1.7250000000000003,causal_connector,cause_concession,because,though,starting,produced,verbish,1,501-1000,501-1000,3-4,2,after,after,0.0625,0.08333333333333333,1,3047,7626
p0000255,2,11.65,causal_connector,cause_concession,therefore,although,remained,tried,verbish,1,501-1000,1001+,1,2,after,after,0.06666666666666667,0.08333333333333333,1,19272,9452
p0000256,2,10.6,causal_connector,cause_concession,though,because,supposed,tried,verbish,1,501-1000,1001+,3-4,2,after,after,0.1111111111111111,0.125,1,3864,10509
p0000257,2,5.681203007518797,causal_connector,cause_concession,though,because,expected,even,verbish,1,501-1000,1001+,3-4,3-4,after,after,0.14285714285714285,0.15789473684210525,1,8845,13047
p0000258,0,-1.263157894736842,causal_connector,cause_concession,because,although,going,living,verbish,1,1001+,1001+,3-4,3-4,after,after,0.0,0.21052631578947367,0,11158,19680
p0000259,1,1.91,causal_connector,cause_concession,though,because,men,having,verbish,1,1001+,1001+,2,3-4,after,after,0.06666666666666667,0.04,1,10113,8306
p0000260,0,-3.5,causal_connector,cause_concession,because,although,worked,lived,verbish,1,1001+,1001+,3-4,3-4,after,after,0.1,0.15,1,3813,952
p0000261,0,-1.0909090909090908,causal_connector,cause_concession,though,because,written,red,verbish,1,1001+,1001+,3-4,3-4,after,after,0.0,0.18181818181818182,0,10061,18087
p0000262,0,-1.0,causal_connector,cause_concession,because,although,wanted,seemed,verbish,1,1001+,1001+,2,2,after,after,0.0,0.16666666666666666,0,15795,7741
p0000263,0,-4.7558823529411764,causal_connector,cause_concession,though,because,seen,given,verbish,1,1001+,1001+,3-4,3-4,after,after,0.125,0.11764705882352941,1,8043,9515
p0000264,0,-4.7,causal_connector,cause_concession,although,because,looking,playing,verbish,1,1001+,1001+,3-4,3-4,after,after,0.16666666666666666,0.15,1,14434,2819
p0000265,2,6.000428571428571,causal_connector,cause_concession,because,although,interfered,rigged,verbish,2,11-25,26-50,2,2,after,after,0.1,0.23809523809523808,1,2742,12012
p0000266,0,-1.0,causal_connector,cause_concession,although,because,pinned,appalling,verbish,2,26-50,26-50,3-4,3-4,after,after,0.0,0.16666666666666666,0,467,13162
p0000267,0,-2.493,causal_connector,cause_concession,thus,though,enlisted,encompassing,verbish,3,11-25,11-25,1,1,after,after,0.06666666666666667,0.08333333333333333,1,7229,15198
p0000268,2,9.0,causal_connector,cause_concession,though,because,dispersed,wrecked,verbish,3,26-50,51-100,3-4,3-4,after,after,0.0,0.16666666666666666,0,6798,8819
p0000269,1,0.6607272727272728,physical_change,change_amount,fallen,risen,deep,rain,content,1,501-1000,501-1000,3-4,2,after,after,0.09090909090909091,0.18181818181818182,1,13225,8607
p0000270,2,11.833516483516483,comparative,comparative_amount,more,worse,kisses,false,content,1,51-100,101-250,1,2,after,after,0.07142857142857142,0.038461538461538464,1,14419,17617
p0000271,2,7.317645484949832,comparative,comparative_amount,more,least,popular,idea,content,1,501-1000,1001+,1,1,after,after,0.07692307692307693,0.08695652173913043,1,18196,15529
p0000272,0,-2.6863636363636365,causal_connector,condition_exception,if,unless,actually,really,adverbish,1,1001+,1001+,3-4,3-4,after,after,0.09090909090909091,0.041666666666666664,1,962,9726
p0000273,0,-2.6717391304347826,causal_connector,condition_exception,if,unless,mark,sir,capitalized,2,1001+,1001+,3-4,3-4,after,after,0.08333333333333333,0.08695652173913043,1,5535,9064
p0000274,0,-1.0,causal_connector,condition_exception,if,unless,lean,resolve,content,1,51-100,51-100,2,2,after,after,0.0,0.16666666666666666,0,17124,16775
p0000275,2,8.76923076923077,causal_connector,condition_exception,if,unless,activists,conditions,content,1,101-250,251-500,2,2,after,after,0.0,0.038461538461538464,0,16301,4377
p0000276,2,11.503846153846153,causal_connector,condition_exception,if,unless,candidate,sites,content,1,101-250,251-500,2,3-4,after,after,0.07692307692307693,0.07692307692307693,1,3771,4090
p0000277,1,0.9999999999999998,causal_connector,condition_exception,if,unless,platform,earn,content,1,101-250,101-250,3-4,2,after,after,0.1111111111111111,0.08333333333333333,1,4791,18140
p0000278,2,7.434285714285715,causal_connector,condition_exception,if,unless,dare,level,content,1,251-500,501-1000,2,2,after,after,0.07142857142857142,0.08,1,2032,19742
p0000279,2,10.056521739130435,causal_connector,condition_exception,if,unless,code,fair,content,1,251-500,501-1000,3-4,5-8,after,after,0.125,0.17391304347826086,1,16666,18193
p0000280,2,7.083636363636363,causal_connector,condition_exception,if,unless,tries,count,content,1,251-500,501-1000,2,2,after,after,0.09090909090909091,0.08,1,7771,6620
p0000281,2,11.459999999999999,causal_connector,condition_exception,if,unless,bike,computer,content,1,251-500,501-1000,3-4,2,after,after,0.1,0.04,1,18009,19139
p0000282,2,11.76923076923077,causal_connector,condition_exception,if,unless,attack,boat,content,1,501-1000,1001+,3-4,2,after,after,0.08333333333333333,0.038461538461538464,1,5350,16455
p0000283,2,11.34189723320158,causal_connector,condition_exception,if,unless,step,went,content,1,501-1000,1001+,3-4,2,after,after,0.09090909090909091,0.08695652173913043,1,14506,5982
p0000284,2,10.73181818181818,causal_connector,condition_exception,if,unless,kill,others,content,1,501-1000,1001+,3-4,2,after,after,0.1,0.13636363636363635,1,6672,11626
p0000285,2,11.704515050167224,causal_connector,condition_exception,if,unless,press,done,content,1,501-1000,1001+,2,3-4,after,after,0.07692307692307693,0.043478260869565216,1,6870,18193
p0000286,0,-5.32,causal_connector,condition_exception,unless,if,wants,woman,content,1,1001+,1001+,2,2,after,after,0.16666666666666666,0.12,2,4953,19634
p0000287,1,1.5936454849498325,causal_connector,condition_exception,if,unless,guys,blood,content,1,1001+,1001+,3-4,2,after,after,0.07692307692307693,0.08695652173913043,1,5391,14768
p0000288,2,8.956521739130435,causal_connector,condition_exception,if,unless,liabilities,all's,content,2,6-10,11-25,2,2,after,after,0.0,0.17391304347826086,0,9892,10030
p0000289,1,0.4368421052631579,causal_connector,condition_exception,if,unless,forthwith,offender,content,2,11-25,11-25,3-4,2,after,after,0.1,0.21052631578947367,1,5564,18813
p0000290,2,11.485384615384614,causal_connector,condition_exception,if,unless,ain't,you're,content,2,501-1000,1001+,2,1,after,after,0.07692307692307693,0.08,1,407,12299
p0000291,2,11.4,causal_connector,condition_exception,if,unless,cousin,ask,content,2,501-1000,1001+,3-4,2,after,after,0.08333333333333333,0.1,1,7113,17991
p0000292,2,7.095384615384615,causal_connector,condition_exception,if,unless,we'd,it's,content,2,501-1000,1001+,1,1,after,after,0.07692307692307693,0.12,1,5538,15872
p0000293,2,11.168181818181818,causal_connector,condition_exception,if,unless,lose,there's,content,2,501-1000,1001+,2,1,after,after,0.09090909090909091,0.09090909090909091,1,16686,15391
p0000294,2,7.335384615384615,causal_connector,condition_exception,if,unless,doubt,course,content,2,501-1000,1001+,2,2,after,after,0.07692307692307693,0.08,1,17646,1445
p0000295,0,-2.232,causal_connector,condition_exception,if,unless,you'd,you're,content,2,1001+,1001+,1,1,after,after,0.06666666666666667,0.041666666666666664,1,14009,2669
p0000296,1,2.0689542483660137,causal_connector,condition_exception,if,unless,erm,there's,content,2,1001+,1001+,2,1,after,after,0.058823529411764705,0.037037037037037035,1,18974,14005
p0000297,0,-2.54,causal_connector,condition_exception,unless,if,course,remember,content,2,1001+,1001+,2,2,after,after,0.08333333333333333,0.04,1,9336,5048
p0000298,1,3.1241764705882358,causal_connector,condition_exception,if,unless,he's,course,content,2,1001+,1001+,1,2,after,after,0.0,0.17647058823529413,0,12587,8646
p0000299,2,10.623748251748252,causal_connector,condition_exception,unless,if,displayed,spilled,verbish,1,51-100,101-250,2,3-4,after,after,0.07692307692307693,0.22727272727272727,1,19721,18368
p0000300,0,-1.1238571428571429,causal_connector,condition_exception,if,unless,permitted,crowned,verbish,1,101-250,101-250,3-4,3-4,after,after,0.0,0.19047619047619047,0,310,15389
p0000301,2,11.631999999999998,causal_connector,condition_exception,if,unless,counting,wearing,verbish,1,101-250,251-500,5-8,3-4,after,after,0.1,0.04,1,13930,18795
p0000302,1,0.6200000000000003,causal_connector,condition_exception,unless,if,treated,remembered,verbish,1,251-500,251-500,2,3-4,after,after,0.125,0.08,1,3976,17964
p0000303,2,11.621747252747252,causal_connector,condition_exception,if,unless,settled,talked,verbish,1,251-500,501-1000,3-4,2,after,after,0.07142857142857142,0.07692307692307693,1,19615,1500
p0000304,2,7.474,causal_connector,condition_exception,if,unless,expected,died,verbish,1,501-1000,1001+,2,2,after,after,0.08333333333333333,0.04,1,10318,18206
p0000305,1,1.0810276679841893,causal_connector,condition_exception,if,unless,going,living,verbish,1,1001+,1001+,3-4,5-8,after,after,0.09090909090909091,0.13043478260869565,1,2855,17954
p0000306,2,7.5200000000000005,causal_connector,condition_exception,if,unless,hemmed,excluded,verbish,2,11-25,26-50,1,1,after,after,0.06666666666666667,0.08,1,371,4634
p0000307,2,13.059090909090909,physical_change,enter_leave,left,entered,germany,ben,capitalized,2,501-1000,1001+,1,2,after,after,0.0,0.18181818181818182,0,9122,1226
p0000308,2,6.6499999999999995,physical_change,enter_leave,entered,left,restaurant,doctors,content,1,101-250,251-500,2,2,after,after,0.1,0.125,1,3030,13222
p0000309,1,2.95,physical_change,enter_leave,enter,left,pin,cabin,content,2,101-250,101-250,2,3-4,after,after,0.0,0.2,0,16938,3315
p0000310,2,13.106521739130436,physical_change,open_close,open,close,african-american,god's,capitalized,2,51-100,101-250,2,3-4,after,after,0.0,0.17391304347826086,0,15590,6244
p0000311,2,11.147202797202796,physical_change,open_close,open,closing,channel,hands,content,1,501-1000,1001+,1,2,after,after,0.07692307692307693,0.13636363636363635,1,8186,1201
p0000312,2,13.100000000000001,physical_change,open_close,open,closed,birds,few,content,1,501-1000,1001+,2,3-4,after,after,0.0,0.2,0,12292,10247
p0000313,0,-1.0,physical_change,open_close,open,close,please,hand,content,2,1001+,1001+,2,2,after,after,0.0,0.16666666666666666,0,15880,11690
p0000314,2,11.028260869565216,physical_change,push_pull,pull,push,ears,chair,content,2,501-1000,1001+,3-4,2,after,after,0.1,0.08695652173913043,1,6919,3623
p0000315,0,-4.074000000000001,physical_change,size_change,grown,contract,feet,report,content,1,1001+,1001+,3-4,3-4,after,after,0.125,0.2,1,4493,14216
p0000316,2,13.032142857142858,spatial,spatial_inclusion,outside,inside,original,drive,adjectival,1,501-1000,1001+,2,3-4,after,after,0.0,0.19047619047619047,0,14340,5186
p0000317,2,11.829638009049773,spatial,spatial_inclusion,outside,into,hansel,downs,capitalized,2,11-25,26-50,1,2,after,after,0.058823529411764705,0.07692307692307693,1,8935,8639
p0000318,2,8.857142857142858,spatial,spatial_inclusion,into,outside,russian,what's,capitalized,2,501-1000,1001+,1,1,after,after,0.0,0.19047619047619047,0,14584,9852
p0000319,1,1.252097902097902,spatial,spatial_inclusion,inside,outside,flip,nails,content,1,51-100,51-100,2,3-4,after,after,0.09090909090909091,0.07692307692307693,1,4561,1219
p0000320,0,-3.0330827067669173,spatial,spatial_inclusion,outside,into,gloomy,grocery,content,1,51-100,51-100,2,2,after,after,0.07142857142857142,0.15789473684210525,1,19294,7438
p0000321,2,11.6,spatial,spatial_inclusion,outside,into,wears,pack,content,1,51-100,101-250,3-4,2,after,after,0.08333333333333333,0.041666666666666664,1,9434,15283
p0000322,2,13.059090909090909,spatial,spatial_inclusion,into,outside,closet,belongs,content,1,101-250,251-500,2,3-4,after,after,0.0,0.18181818181818182,0,4205,2411
p0000323,2,11.473636363636363,spatial,spatial_inclusion,outside,into,satellite,camera,content,1,101-250,251-500,1,2,after,after,0.09090909090909091,0.04,1,962,6322
p0000324,2,7.502777777777779,spatial,spatial_inclusion,into,outside,frame,smoke,content,1,101-250,251-500,2,2,after,after,0.08333333333333333,0.037037037037037035,1,1656,13110
p0000325,2,6.381818181818182,spatial,spatial_inclusion,into,outside,parlor,bedroom,content,1,101-250,251-500,2,2,after,after,0.1111111111111111,0.13636363636363635,1,1993,19921
p0000326,1,0.8500000000000003,spatial,spatial_inclusion,into,outside,coach,lane,content,1,251-500,251-500,2,1,after,after,0.08333333333333333,0.16666666666666666,1,18718,5655
p0000327,2,11.79155844155844,spatial,spatial_inclusion,inside,outside,barn,bright,content,1,251-500,501-1000,2,3-4,after,after,0.07142857142857142,0.045454545454545456,1,18039,13100
p0000328,2,7.2,spatial,spatial_inclusion,within,outside,sites,touch,content,1,251-500,501-1000,2,2,after,after,0.08333333333333333,0.08333333333333333,1,4155,2346
p0000329,2,7.674285714285715,spatial,spatial_inclusion,into,outside,private,office,content,1,501-1000,1001+,2,2,after,after,0.07142857142857142,0.04,1,11493,14671
p0000330,2,7.311645484949832,spatial,spatial_inclusion,into,outside,earlier,window,content,1,501-1000,1001+,2,2,after,after,0.07692307692307693,0.08695652173913043,1,9292,19200
p0000331,1,0.5455714285714289,spatial,spatial_inclusion,outside,inside,happens,check,content,1,501-1000,501-1000,3-4,2,after,after,0.125,0.09523809523809523,1,19697,14863
p0000332,2,8.5,spatial,spatial_inclusion,into,outside,spirit,home,content,1,501-1000,1001+,2,2,after,after,0.0,0.08333333333333333,0,12650,18654
