base_correct,cand_correct,checkpoint,column,gold_completion_full_nll_mean,gold_completion_full_nll_sum,gold_completion_ig_r8_mean,gold_completion_local_r8_nll_mean,gold_completion_token_count_scored,gold_full_nll_delta_chck100_minus_chck82,gold_ig_r8_delta_chck100_minus_chck82,item_id,status_82_to_100,target_tokens_preview,uid
False,False,chck82,EWoK,3.584215220063925,21.50529132038355,0.6816211131711801,4.265836333235105,6,-0.060421093677481164,0.03184570496280981,EWoK:social-interactions:285,both_wrong,ĠLi Ġis Ġcomfort ing ĠMaria .,social-interactions
False,False,chck82,EWoK,2.2951031466946006,18.360825173556805,1.5340984165668488,3.8292015632614493,8,-0.03328188171144575,0.05109158984851092,EWoK:material-properties:39,both_wrong,ĠThe Ġsurface Ġof Ġthe Ġfootball Ġis Ġwarm .,material-properties
False,False,chck82,EWoK,2.520224549940654,17.64157184958458,3.587584891489574,6.107809441430228,7,-0.061097911425999296,-0.0427173376083374,EWoK:social-relations:68,both_wrong,ĠMohammed Ġis ĠCar men 's Ġboss .,social-relations
False,False,chck82,EWoK,2.1266902896265187,19.14021260663867,1.4387044013581343,3.565394690984653,9,0.07256311643868685,0.08570100157521665,EWoK:quantitative-properties:299,both_wrong,ĠThe Ġamount Ġof Ġsyrup Ġand Ġblood Ġis Ġdifferent .,quantitative-properties
False,False,chck82,EWoK,4.104394094604585,36.939546851441264,0.677729745912883,4.7821238405174675,9,-0.27587124229305315,0.27756914268765187,EWoK:social-relations:3,both_wrong,ĠAli Ġis ĠWe i 's Ġsub ord inate .,social-relations
False,False,chck82,EWoK,5.2312557408586144,41.850045926868916,2.7886046459898353,8.01986038684845,8,-0.033990168711170554,-0.06956196413375437,EWoK:agent-properties:439,both_wrong,ĠMohammed Ġchoo ses ĠLi Ġover ĠCar men .,agent-properties
False,False,chck82,EWoK,2.3283710332055176,16.298597232438624,5.524572659683015,7.852943692888532,7,-0.0721057264932563,0.08494817731635873,EWoK:spatial-relations:55,both_wrong,ĠY an Ġis Ġabove ĠCha o .,spatial-relations
False,False,chck82,EWoK,3.599181274573008,21.59508764743805,1.215666264295578,4.8148475388685865,6,-0.06964589158693935,0.047244131565093994,EWoK:physical-interactions:502,both_wrong,ĠMohammed Ġis Ġthrowing Ġthe Ġrock .,physical-interactions
False,False,chck82,EWoK,3.424985421555383,23.97489795088768,-0.016892250095094954,3.408093171460288,7,-0.09551166423729507,-0.014033404844147817,EWoK:social-relations:1334,both_wrong,ĠAli Ġis ĠWe i 's Ġteacher .,social-relations
False,False,chck82,EWoK,2.73161564927016,19.12130954489112,-0.055057450596775324,2.6765581986733844,7,0.14104544903550797,-0.04816743305751255,EWoK:spatial-relations:33,both_wrong,ĠThe Ġtruck Ġis Ġbelow Ġthe Ġballoon .,spatial-relations
False,False,chck82,EWoK,5.125532794278115,41.00426235422492,3.765620064456016,8.89115285873413,8,-0.08937258459627628,0.29852468706667423,EWoK:agent-properties:227,both_wrong,ĠMohammed Ġchoo ses ĠLi Ġover ĠCar men .,agent-properties
False,False,chck82,EWoK,1.80089641218497,19.80986053403467,4.174095131541518,5.974991543726488,11,-0.021229436282407255,0.08488062955439091,EWoK:physical-interactions:193,both_wrong,ĠThe Ġcool er Ġis Ġcool ing Ġthe Ġscrew dri ver .,physical-interactions
False,False,chck82,EWoK,2.290712378298243,13.744274269789457,3.3149589747190475,5.60567135301729,6,-0.09203610320885991,-0.20082643410811807,EWoK:physical-relations:271,both_wrong,ĠThe Ġbin Ġcontains Ġthe Ġbox .,physical-relations
False,False,chck82,EWoK,3.5718408322760036,25.002885825932026,-0.3016018963285855,3.270238935947418,7,-0.3290896862745285,0.13778486315693173,EWoK:social-relations:1269,both_wrong,ĠAli Ġis ĠWe i 's Ġstudent .,social-relations
False,False,chck82,EWoK,3.2811996710176268,19.68719802610576,2.6345262257382274,5.915725896755855,6,0.05439586425200105,0.017579515930265188,EWoK:social-properties:2,both_wrong,ĠCha o Ġis Ġboast ful .,social-properties
False,False,chck82,EWoK,4.334099991764459,39.006899925880134,4.0330135454941125,8.367113537258572,9,-0.011601280317537821,-0.023460820834669605,EWoK:agent-properties:289,both_wrong,ĠCha o Ġchoo ses ĠAli Ġover ĠY an .,agent-properties
False,False,chck82,EWoK,2.4814053305557797,17.369837313890457,1.6635622084140778,4.1449675389698575,7,0.03434200372014695,0.0029351455824715433,EWoK:social-relations:1456,both_wrong,ĠMohammed Ġis ĠCar men 's Ġteacher .,social-relations
False,False,chck82,EWoK,4.226515290999992,38.03863761899993,2.599419519150009,6.825934810150001,9,-0.0797180831949742,-0.05508986907079816,EWoK:agent-properties:302,both_wrong,ĠCha o Ġchoo ses ĠY an Ġover ĠAli .,agent-properties
False,False,chck82,EWoK,4.4214253020472825,44.214253020472825,2.2059851341880856,6.627410436235368,10,-0.23398535670712572,0.3267746758647263,EWoK:social-relations:228,both_wrong,ĠY an Ġis ĠCha o 's Ġsub ord inate .,social-relations
False,False,chck82,EWoK,1.1513121582313695,12.664433740545064,2.7210350169122894,3.872347175143659,11,0.013775184030898613,-0.14271105279807328,EWoK:agent-properties:702,both_wrong,ĠCha o Ġmakes Ġan Ġeffort Ġto Ġinteract Ġwith ĠY an .,agent-properties
False,False,chck82,EWoK,1.3487776539360101,17.534109501168132,2.694491967988702,4.043269621924712,13,0.02951261411922479,0.1295656444003379,EWoK:agent-properties:1460,both_wrong,ĠCha o Ġmakes Ġless Ġeffort Ġto Ġplay Ġpool Ġthan Ġto Ġplay Ġfootball,agent-properties
False,False,chck82,EWoK,3.594135018331664,25.158945128321648,0.1044018885919026,3.6985369069235667,7,-0.1441179854529242,-0.09717853580202375,EWoK:quantitative-properties:122,both_wrong,ĠLi Ġhas Ġmore Ġrings Ġthan ĠMaria .,quantitative-properties
False,False,chck82,EWoK,7.489385199546814,37.44692599773407,0.7523783445358276,8.241763544082641,5,0.030786800384521307,-0.037270212173461936,EWoK:spatial-relations:102,both_wrong,ĠLi Ġis Ġabove ĠMaria .,spatial-relations
False,False,chck82,EWoK,3.0000471997146425,39.00061359629035,2.050930718676402,5.050977918391045,13,0.021872120694471864,-0.17272820037144898,EWoK:agent-properties:1334,both_wrong,ĠMohammed Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠCar men Ġthan Ġwith ĠLi,agent-properties
False,False,chck82,EWoK,4.563562368353208,27.381374210119247,0.4332464188337326,4.99680878718694,6,-0.3525512491663294,-0.2512772008776665,EWoK:social-relations:1521,both_wrong,ĠLi Ġis ĠMaria 's Ġstudent .,social-relations
False,False,chck82,EWoK,6.081517597194761,48.65214077755809,-0.3796372984070331,5.701880298787728,8,-0.10321604018099606,0.1788591886870563,EWoK:agent-properties:1944,both_wrong,ĠCha o Ġpre fers Ġfootball Ġover Ġpool .,agent-properties
False,False,chck82,EWoK,4.426452452937762,26.55871471762657,-0.12210292586435874,4.304349527073403,6,-0.2142408707489576,0.09880558913573623,EWoK:social-relations:562,both_wrong,ĠLi Ġand ĠMaria Ġare Ġfriends .,social-relations
False,False,chck82,EWoK,2.2930933674797416,18.344746939837933,0.8334406400099397,3.1265340074896812,8,0.05046965600922704,-0.07858701841905713,EWoK:quantitative-properties:229,both_wrong,ĠAli Ġhas Ġsome Ġof Ġthe Ġsculpt ures .,quantitative-properties
False,False,chck82,EWoK,3.129942364990711,18.779654189944267,-0.10055875778198242,3.029383607208729,6,-0.021811575939258088,-0.1503584384918213,EWoK:material-dynamics:257,both_wrong,ĠCha o Ġstir s Ġit .,material-dynamics
False,False,chck82,EWoK,2.3619388019932166,16.533571613952518,2.975741382688284,5.337680184681501,7,-0.006280201021581888,-0.10432565644649516,EWoK:spatial-relations:142,both_wrong,ĠCha o Ġis Ġabove ĠY an .,spatial-relations
False,False,chck82,EWoK,2.8587426553879465,20.011198587715626,1.163280120917729,4.0220227763056755,7,0.03771789052656738,-0.049632140568324656,EWoK:social-relations:204,both_wrong,ĠMohammed Ġis ĠCar men 's Ġboss .,social-relations
False,False,chck82,EWoK,5.458803058601916,43.67042446881533,-0.26374159660190344,5.195061462000012,8,-0.3034561360254884,0.2875773720443249,EWoK:social-relations:622,both_wrong,ĠWe i Ġis ĠAli 's Ġten ant .,social-relations
False,False,chck82,EWoK,2.127619800128741,29.786677201802377,2.1418782459763213,4.2694980461050624,14,0.16757942017284222,0.08654359873617068,EWoK:agent-properties:1160,both_wrong,ĠAli Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġcandle Ġthan Ġto Ġget Ġthe,agent-properties
False,False,chck82,EWoK,3.3952872493407793,30.557585244067013,1.0220482720889978,4.417335521429777,9,0.09431852514131212,0.00027168097181462514,EWoK:agent-properties:1997,both_wrong,ĠJesse Ġpre fers Ġthe Ġbox Ġover Ġthe Ġtruck .,agent-properties
False,False,chck82,EWoK,3.340459312001864,20.042755872011185,2.0910001546144485,5.431459466616313,6,-0.1818126464883485,-0.11752254515886307,EWoK:social-relations:200,both_wrong,ĠLi Ġis ĠMaria 's Ġboss .,social-relations
False,False,chck82,EWoK,3.1348651073873044,31.348651073873043,2.29373763166368,5.428602739050985,10,0.011485963687300593,-0.0008656986057760108,EWoK:agent-properties:2015,both_wrong,ĠLi Ġpre fers Ġthe Ġcar Ġover Ġthe Ġcool er .,agent-properties
False,False,chck82,EWoK,2.1146683551903283,14.802678486332297,0.9214340671896935,3.0361024223800217,7,0.15459745297474514,-0.08451034980160854,EWoK:physical-relations:411,both_wrong,ĠThe Ġairplane Ġis Ġinside Ġthe Ġtruck .,physical-relations
False,False,chck82,EWoK,0.8941249761899764,9.83537473808974,1.0848994456570258,1.9790244218470021,11,0.13936748491092155,-0.03131224231963814,EWoK:agent-properties:72,both_wrong,ĠCha o Ġbelieves Ġthat Ġthe Ġbed Ġis Ġin Ġthe Ġshop .,agent-properties
False,False,chck82,EWoK,2.580994009412825,25.80994009412825,2.716551593504846,5.297545602917671,10,0.0052643508650360715,-0.02323368722572905,EWoK:agent-properties:1788,both_wrong,ĠCha o Ġpre fers Ġthe Ġwheel Ġover Ġthe Ġtruck .,agent-properties
False,False,chck82,EWoK,3.269376542419195,42.50189505144954,2.2586179361320458,5.527994478551241,13,0.21595468501058912,-0.17000788464569094,EWoK:agent-properties:1069,both_wrong,ĠLi Ġmakes Ġless Ġeffort Ġto Ġinteract Ġwith ĠMaria Ġthan Ġwith ĠFat ima,agent-properties
False,False,chck82,EWoK,2.929773909838072,20.508417368866503,2.0913152347451875,5.021089144583259,7,-0.01395410565393318,-0.04935890223298767,EWoK:physical-interactions:425,both_wrong,ĠThe Ġwheel Ġis Ġapproaching Ġthe Ġnail .,physical-interactions
False,False,chck82,EWoK,1.9678635480231605,15.742908384185284,1.2726487812469713,3.240512329270132,8,0.23669458943186328,-0.173620541987475,EWoK:physical-interactions:452,both_wrong,ĠLi Ġis Ġsitting Ġon Ġthe Ġcool er .,physical-interactions
False,False,chck82,EWoK,3.9528970966736474,23.717382580041885,0.4620759089787801,4.414973005652428,6,-0.2504170636336007,-0.06332246462504065,EWoK:social-relations:1401,both_wrong,ĠJesse Ġis ĠAlex 's Ġstudent .,social-relations
False,False,chck82,EWoK,4.864542518343244,34.05179762840271,0.05565464070865086,4.920197159051895,7,-0.29612547584942384,-0.022460905568940294,EWoK:social-relations:706,both_wrong,ĠJesse Ġis ĠAlex 's Ġlandl ord .,social-relations
False,False,chck82,EWoK,2.147747120509545,12.88648272305727,5.808153171092272,7.955900291601817,6,0.06475058508416032,-0.05647414239744375,EWoK:social-interactions:49,both_wrong,ĠMohammed Ġis Ġhelping ĠCar men .,social-interactions
False,False,chck82,EWoK,2.4329846096890315,17.03089226782322,1.0887795649468899,3.5217641746359214,7,-0.06269769663257296,0.07949853768306125,EWoK:agent-properties:2171,both_wrong,ĠJesse Ġdoes Ġnot Ġsmell Ġthe Ġcookie .,agent-properties
False,False,chck82,EWoK,2.125635781791061,25.507629381492734,2.2233319740432003,4.348967755834262,12,-0.24435106825937214,0.06852571827281917,EWoK:agent-properties:7,both_wrong,ĠLi Ġdoub ts Ġthat Ġthe Ġcool er Ġis Ġin Ġthe Ġhospital .,agent-properties
False,False,chck82,EWoK,1.8268379242573347,16.441541318316013,2.365770884634306,4.192608808891641,9,0.0660458679517939,-0.1320983871507151,EWoK:physical-relations:610,both_wrong,ĠThe Ġtrain Ġis Ġtouching Ġthe Ġb ould er .,physical-relations
False,False,chck82,EWoK,4.711041080206632,23.555205401033163,1.5409880049526692,6.252029085159302,5,-0.13270061388611776,-0.18097467049956317,EWoK:social-properties:274,both_wrong,ĠLi Ġis Ġtrust worthy .,social-properties
False,False,chck82,EWoK,4.110232979059219,24.661397874355316,-0.34369369347890216,3.766539285580317,6,-0.1548289656639099,0.054413750767707825,EWoK:social-relations:900,both_wrong,ĠJesse Ġis ĠAlex 's Ġparent .,social-relations
False,False,chck82,EWoK,4.018905667322023,28.132339671254158,-0.01589220549379076,4.003013461828232,7,-0.1955978636230742,0.06863340096814291,EWoK:spatial-relations:71,both_wrong,ĠThe Ġcandle Ġis Ġbelow Ġthe Ġbaseball .,spatial-relations
False,False,chck82,EWoK,1.9433150977960654,13.603205684572458,2.240502833787884,4.18381793158395,7,0.16917744944138202,-0.13156629699681455,EWoK:physical-relations:434,both_wrong,ĠThe Ġbox Ġis Ġinside Ġthe Ġbin .,physical-relations
False,False,chck82,EWoK,0.9025861817412079,9.025861817412078,2.7483370236121116,3.65092320535332,10,0.05443340567871924,0.01911466894671321,EWoK:spatial-relations:77,both_wrong,ĠThe Ġcool er Ġis Ġbelow Ġthe Ġscrew dri ver .,spatial-relations
False,False,chck82,EWoK,3.4610746886048998,24.2275228202343,-0.15046521169798716,3.3106094769069125,7,-0.18239528579371322,0.02753770990031107,EWoK:social-relations:961,both_wrong,ĠAli Ġis ĠWe i 's Ġchild .,social-relations
False,False,chck82,EWoK,2.297352233635528,16.081465635448694,-0.6132469512522221,1.6841052823833056,7,0.1070028580725193,0.038738425288881606,EWoK:agent-properties:489,both_wrong,ĠMohammed Ġdoes Ġnot Ġfeel Ġthe Ġvolleyball .,agent-properties
False,False,chck82,EWoK,3.2787082908408984,22.950958035886288,3.344201655260154,6.6229099461010525,7,0.17419175165040146,-0.21787816711834473,EWoK:social-interactions:193,both_wrong,ĠMohammed Ġis Ġlearning Ġfrom ĠCar men .,social-interactions
False,False,chck82,EWoK,6.526458104451497,39.158748626708984,0.2431034048398336,6.769561509291331,6,-0.33426515261332135,0.2594038049379984,EWoK:social-properties:81,both_wrong,ĠAli Ġis Ġsubm iss ive .,social-properties
False,False,chck82,EWoK,3.706927073188126,33.362343658693135,0.9554788225019971,4.6624058956901235,9,-0.03883849312033938,-0.08601475858853924,EWoK:agent-properties:340,both_wrong,ĠJesse Ġchoo ses Ġthe Ġtruck Ġover Ġthe Ġbox .,agent-properties
False,False,chck82,EWoK,2.1762099297573934,28.290729086846113,3.865723715665249,6.041933645422642,13,0.02901659848598337,0.0515555861191106,EWoK:agent-properties:1646,both_wrong,ĠLi Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠMaria Ġthan Ġwith ĠFat ima,agent-properties
False,False,chck82,EWoK,2.5953364348970354,20.762691479176283,-1.0836423655273393,1.511694069369696,8,0.20600679249037057,-0.08306307496968657,EWoK:physical-relations:19,both_wrong,ĠThe Ġtruck Ġis Ġconnected Ġto Ġthe Ġbed .,physical-relations
False,False,chck82,EWoK,3.1054197901061604,21.737938530743122,0.966894688882998,4.072314478989158,7,0.07021812775305314,0.09240022514547619,EWoK:social-interactions:241,both_wrong,ĠMohammed Ġis Ġlearning Ġfrom ĠCar men .,social-interactions
False,False,chck82,EWoK,3.3588130896290145,20.152878537774086,1.9513475770751636,5.310160666704178,6,-0.21549949484566877,0.2808929750074942,EWoK:social-interactions:283,both_wrong,ĠLi Ġis Ġcomfort ing ĠMaria .,social-interactions
False,False,chck82,EWoK,1.9157116636633873,13.409981645643711,-0.43818043252187117,1.477531231141516,7,-0.17414117178746635,0.029096065621290912,EWoK:physical-interactions:49,both_wrong,ĠCha o Ġis Ġfixing Ġthe Ġwheel .,physical-interactions
False,False,chck82,EWoK,1.9461170706897974,19.461170706897974,1.1784427624195815,3.124559833109379,10,-0.03990734592080125,0.01952249296009545,EWoK:quantitative-properties:308,both_wrong,ĠThe Ġnumber Ġof Ġrings Ġand Ġballoons Ġis Ġthe Ġsame .,quantitative-properties
False,False,chck82,EWoK,3.6377474116161466,21.82648446969688,-0.15239029098302126,3.4853571206331253,6,-0.059160868016382206,-0.126283075970908,EWoK:material-dynamics:236,both_wrong,ĠCha o Ġfold s Ġit .,material-dynamics
False,False,chck82,EWoK,6.666092395782471,33.33046197891235,-0.37585787773132323,6.290234518051148,5,-0.06565732955932635,0.1433319091796875,EWoK:social-properties:137,both_wrong,ĠMohammed Ġis Ġhost ile .,social-properties
False,False,chck82,EWoK,1.7762229503132403,14.209783602505922,1.6104133273474872,3.3866362776607275,8,-0.04582355031743646,-0.08463480276986957,EWoK:agent-properties:748,both_wrong,ĠJesse Ġmakes Ġan Ġeffort Ġto Ġplay Ġvolleyball .,agent-properties
False,False,chck82,EWoK,1.7174855223170848,24.044797312439186,2.818104591131227,4.535590113448312,14,0.17189035974193478,0.021112907166493056,EWoK:agent-properties:1360,both_wrong,ĠAli Ġmakes Ġless Ġeffort Ġto Ġget Ġthe Ġairplane Ġthan Ġto Ġget Ġthe,agent-properties
False,False,chck82,EWoK,8.229567323412214,57.6069712638855,1.1338802065168108,9.363447529929024,7,-0.1141244683946887,-0.016933883939470595,EWoK:agent-properties:242,both_wrong,ĠAli Ġchoo ses Ġcards Ġover Ġhockey .,agent-properties
False,False,chck82,EWoK,2.601917834154197,18.21342483907938,0.25540527275630404,2.8573231069105014,7,-0.038140360798154305,0.08083863769258776,EWoK:social-relations:928,both_wrong,ĠCar men Ġis ĠMohammed 's Ġchild .,social-relations
False,False,chck82,EWoK,5.2095712423324585,20.838284969329834,-0.004474520683288574,5.20509672164917,4,-0.1657482385635376,0.008811712265014648,EWoK:material-dynamics:200,both_wrong,ĠIt Ġfl aps .,material-dynamics
False,False,chck82,EWoK,3.496865581188883,24.47805906832218,-0.2701072692871094,3.2267583119017735,7,-0.060157650283404696,-0.1755467823573521,EWoK:social-relations:882,both_wrong,ĠWe i Ġis ĠAli 's Ġchild .,social-relations
False,False,chck82,EWoK,4.426452452937762,26.55871471762657,-0.12210292586435874,4.304349527073403,6,-0.2142408707489576,0.09880558913573623,EWoK:social-relations:504,both_wrong,ĠLi Ġand ĠMaria Ġare Ġfriends .,social-relations
False,False,chck82,EWoK,1.9427609178237617,15.542087342590094,1.833299722056836,3.7760606398805976,8,0.19982043746858835,-0.25422285962849855,EWoK:physical-relations:566,both_wrong,ĠThe Ġpiano Ġis Ġsupported Ġby Ġthe Ġcouch .,physical-relations
False,False,chck82,EWoK,2.4693615223680223,17.285530656576157,1.2957231242741858,3.765084646642208,7,-0.16914407429950584,0.05228139406868393,EWoK:social-relations:996,both_wrong,ĠWe i Ġis ĠAli 's Ġchild .,social-relations
False,False,chck82,EWoK,1.3621032051742077,12.25892884656787,2.5029336435513363,3.865036848725544,9,0.010777590330690145,-0.11438319350903203,EWoK:quantitative-properties:28,both_wrong,ĠThere Ġis Ġa Ġlot Ġof Ġtooth p aste .,quantitative-properties
False,False,chck82,EWoK,5.475667280714131,49.28100552642718,-0.73534260964435,4.740324671069781,9,0.10575892895253247,-0.005823014873183485,EWoK:agent-properties:1868,both_wrong,ĠMohammed Ġpre fers Ġthe Ġvolleyball Ġover Ġthe Ġbus .,agent-properties
False,False,chck82,EWoK,2.6182885000482203,26.1828850004822,1.5672929914668203,4.18558149151504,10,-0.03126807473599946,0.010728493332862854,EWoK:agent-properties:324,both_wrong,ĠCha o Ġchoo ses Ġthe Ġwheel Ġover Ġthe Ġtruck .,agent-properties
False,False,chck82,EWoK,1.2886496430562278,18.041095002787188,4.222427620602373,5.5110772636586,14,0.029366095816450333,-0.11468508686604295,EWoK:agent-properties:962,both_wrong,ĠCha o Ġmakes Ġmore Ġeffort Ġto Ġinteract Ġwith ĠY an Ġthan Ġwith,agent-properties
False,False,chck82,EWoK,6.750980377197266,27.003921508789062,-0.25966405868530273,6.491316318511963,4,-0.09394383430480957,0.0447697639465332,EWoK:material-dynamics:113,both_wrong,ĠIt Ġwrink les .,material-dynamics
False,False,chck82,EWoK,0.9557237386886429,13.380132341641001,2.9260825460493964,3.8818062847380395,14,0.09640095858984365,-0.06098710540598917,EWoK:agent-properties:1002,both_wrong,ĠJesse Ġmakes Ġmore Ġeffort Ġto Ġget Ġthe Ġtruck Ġthan Ġto Ġget Ġthe,agent-properties
False,False,chck82,EWoK,7.278175609452384,50.94722926616669,-1.178165146282741,6.100010463169643,7,0.048188718301909184,-0.03193259026323059,EWoK:agent-properties:1970,both_wrong,ĠJesse Ġpre fers ĠAlex Ġover ĠMohammed .,agent-properties
False,False,chck82,EWoK,3.8906203389633447,31.124962711706758,1.0197275739628822,4.910347912926227,8,-0.034647308522835374,0.02846666402183473,EWoK:physical-interactions:214,both_wrong,ĠThe Ġwheel Ġis Ġhe ating Ġthe Ġnail .,physical-interactions
False,False,chck82,EWoK,2.308172706406497,32.31441788969096,1.8681281635196814,4.1763008699261785,14,0.1296230426419891,-0.04940105625012503,EWoK:agent-properties:1600,both_wrong,ĠJesse Ġmakes Ġless Ġeffort Ġto Ġget Ġthe Ġbox Ġthan Ġto Ġget Ġthe,agent-properties
False,False,chck82,EWoK,1.5710985637449015,20.42428132868372,4.51430622375427,6.085404787499171,13,0.11703885771119249,-0.23300876720951713,EWoK:agent-properties:887,both_wrong,ĠMohammed Ġmakes Ġless Ġeffort Ġto Ġinteract Ġwith ĠCar men Ġthan Ġwith ĠLi,agent-properties
False,False,chck82,EWoK,0.7754884790629148,4.652930874377489,0.15300759362677732,0.9284960726896921,6,0.05757179018110037,0.039200905400017916,EWoK:quantitative-properties:110,both_wrong,ĠThere Ġare Ġmany Ġsculpt ures .,quantitative-properties
False,False,chck82,EWoK,1.5144311056938022,12.115448845550418,1.3632687262725085,2.8776998319663107,8,0.1318726446479559,-0.04008687799796462,EWoK:agent-properties:485,both_wrong,ĠLi Ġdoes Ġnot Ġfeel Ġthe Ġcool er .,agent-properties
False,False,chck82,EWoK,2.590810427442193,15.544862564653158,2.9045956935733557,5.495406121015549,6,0.05364010731379176,-0.13376426696777344,EWoK:physical-relations:340,both_wrong,ĠThe Ġairplane Ġcontains Ġthe Ġbox .,physical-relations
False,False,chck82,EWoK,2.2559156822306767,15.791409775614738,-0.19698151094572885,2.0589341712849483,7,-0.06245025566646012,-0.02635726758411952,EWoK:social-relations:477,both_wrong,ĠMohammed Ġand ĠCar men Ġare Ġenemies .,social-relations
False,False,chck82,EWoK,1.8942557734747727,11.365534640848637,3.2676447853446007,5.161900558819373,6,0.036894504601756806,-0.19339123306175088,EWoK:social-interactions:280,both_wrong,ĠMohammed Ġis Ġteasing ĠCar men .,social-interactions
False,False,chck82,EWoK,0.34768249378872235,2.4337774565210566,3.6998767654045617,4.047559259193284,7,0.03657974023371935,-0.060026302268462395,EWoK:spatial-relations:268,both_wrong,ĠThe Ġhospital Ġis Ġeast Ġof ĠLi .,spatial-relations
False,False,chck82,EWoK,1.2415530412561364,11.173977371305227,0.2833018014724884,1.5248548427286248,9,0.07925078314211631,-0.0703065338958469,EWoK:physical-relations:682,both_wrong,ĠThe Ġb ould er Ġis Ġon Ġthe Ġtrain .,physical-relations
False,False,chck82,EWoK,4.222601509094238,21.11300754547119,-0.04485015869140625,4.177751350402832,5,0.23208773136138916,-0.09469223022460936,EWoK:material-dynamics:634,both_wrong,ĠJesse Ġstir s Ġit .,material-dynamics
False,False,chck82,EWoK,1.2849182622041553,12.849182622041553,3.080257879057899,4.365176141262054,10,0.07304197982884952,-0.18174507119692862,EWoK:physical-relations:517,both_wrong,ĠThe Ġtrain Ġis Ġsupported Ġby Ġthe Ġb ould er .,physical-relations
False,False,chck82,EWoK,4.736310005187988,23.68155002593994,0.7651989459991455,5.501508951187134,5,-0.44226446151733434,0.27265696525573735,EWoK:social-properties:228,both_wrong,ĠLi Ġis Ġtoler ant .,social-properties
False,False,chck82,EWoK,6.515033602714539,26.060134410858154,-0.3766896724700928,6.138343930244446,4,0.1484784483909607,-0.05863749980926514,EWoK:material-dynamics:318,both_wrong,ĠJesse Ġhangs Ġit .,material-dynamics
False,False,chck82,EWoK,4.1301619434315295,37.17145749088377,0.8339322119330367,4.964094155364567,9,0.1519706944624586,-0.10649677779939448,EWoK:agent-properties:1865,both_wrong,ĠMohammed Ġpre fers Ġthe Ġbus Ġover Ġthe Ġvolleyball .,agent-properties
False,False,chck82,EWoK,4.04204797132739,28.29433579929173,0.1230956462344953,4.165143617561886,7,-0.038478931146008755,-0.14233559423259326,EWoK:material-properties:56,both_wrong,ĠThe Ġbin Ġis Ġfra g ile .,material-properties
False,False,chck82,EWoK,1.077552571229171,16.163288568437565,2.2336676175124013,3.311220188741572,15,0.040377206896664575,0.03729901501016375,EWoK:agent-properties:1177,both_wrong,ĠCha o Ġmakes Ġless Ġeffort Ġto Ġget Ġthe Ġwheel Ġthan Ġto Ġget,agent-properties
False,False,chck82,EWoK,3.4694152463227512,34.69415246322751,1.6415032658725976,5.110918512195349,10,0.08385419826954577,-0.1519389076158404,EWoK:agent-properties:1789,both_wrong,ĠCha o Ġpre fers Ġthe Ġtruck Ġover Ġthe Ġwheel .,agent-properties
False,False,chck82,EWoK,4.674939477443695,23.374697387218475,1.280084240436554,5.955023717880249,5,-0.09930161237716728,0.03426386117935176,EWoK:social-properties:8,both_wrong,ĠMohammed Ġis Ġboast ful .,social-properties
False,False,chck82,EWoK,5.079926463110106,35.559485241770744,1.2620361766644888,6.341962639774595,7,-0.19899169036320252,0.14390204633985237,EWoK:spatial-relations:108,both_wrong,ĠThe Ġvolleyball Ġis Ġabove Ġthe Ġbed .,spatial-relations
False,False,chck82,EWoK,3.885554313659668,11.656662940979004,0.07860318819681804,3.964157501856486,3,-0.06789630651473999,0.015937308470408112,EWoK:material-dynamics:56,both_wrong,ĠIt Ġbreaks .,material-dynamics
False,False,chck82,EWoK,2.453558396797494,34.34981755516492,1.6483636255309517,4.101922022328446,14,0.11959349559245824,-0.06957793303341275,EWoK:agent-properties:1712,both_wrong,ĠMohammed Ġmakes Ġless Ġeffort Ġto Ġget Ġthe Ġbus Ġthan Ġto Ġget Ġthe,agent-properties
False,False,chck82,EWoK,5.911504687741399,47.29203750193119,0.8164419606328011,6.7279466483742,8,-0.037076120264828205,-0.1198071576654911,EWoK:agent-properties:258,both_wrong,ĠAli Ġchoo ses ĠWe i Ġover ĠJesse .,agent-properties
False,False,chck82,EWoK,4.570233678817749,22.851168394088745,-0.23113389015197755,4.339099788665772,5,-0.291638040542602,0.0033351421356201394,EWoK:material-dynamics:615,both_wrong,ĠMohammed Ġstir s Ġit .,material-dynamics
False,False,chck82,EWoK,4.037612160046895,12.112836480140686,-0.012913068135579428,4.024699091911316,3,-0.0317604144414263,0.011804580688476562,EWoK:material-dynamics:90,both_wrong,ĠIt Ġbreaks .,material-dynamics
False,False,chck82,EWoK,1.69608036892411,20.35296442708932,2.831606691412162,4.527687060336272,12,0.04709090674684058,0.11248798697488382,EWoK:agent-properties:1399,both_wrong,ĠAli Ġmakes Ġmore Ġeffort Ġto Ġplay Ġhockey Ġthan Ġto Ġplay Ġcards .,agent-properties
False,False,chck82,EWoK,0.5499336937375899,3.849535856163129,3.5711860566599563,4.121119750397546,7,0.04211443486357369,0.05530893978928875,EWoK:spatial-relations:481,both_wrong,ĠThe Ġtruck Ġis Ġsouth Ġof ĠJesse .,spatial-relations
