token_id,token,surface_repr,direct_count40,component_n16,component_min_count16,component_geo_count16,component_sum_count16,component_tokens16,component_counts16
25279,ĠKigg,'Kigg',0,2,211,1096.4843820137162,5909,ĠK igg,5698 211
24462,untarily,'untarily',0,2,210,272.2682500770151,563,Ġunt arily,353 210
29884,ĠBrocks,'Brocks',0,2,209,555.7895285087692,1687,ĠBro cks,1478 209
36860,Batrach,'Batrach',0,3,204,947.844911338416,5634,ĠBat r ach,204 4503 927
31240,tyd,'tyd',0,2,202,881.9875282564949,4053,Ġty d,202 3851
37193,ĠScip,'Scip',0,2,202,1250.5534774650787,7944,ĠS cip,7742 202
39093,chewan,'chewan',0,2,201,1085.1073679595029,6059,Ġchew an,201 5858
37466,ucaly,'ucaly',0,3,201,779.2536055176241,5256,Ġu c aly,519 4536 201
21975,ĠParaly,'Paraly',0,2,201,335.4996274215516,761,ĠPar aly,560 201
28910,lems,'lems',0,2,200,859.8837130682261,3897,Ġl ems,3697 200
38562,imÃ¦us,'imæus',0,3,198,645.0534659122645,5271,Ġim Ã¦ us,283 198 4790
28911,otiation,'otiation',0,3,198,1414.8401699047745,7855,Ġo ti ation,3234 198 4423
33775,ĠDÃ¦d,'Dæd',0,3,198,1732.2503893808328,10866,ĠD Ã¦ d,6817 198 3851
32778,ĠCasp,'Casp',0,2,197,1218.8424836704692,7738,ĠC asp,7541 197
30705,ĠMurdo,'Murdo',0,2,196,256.2420730481236,531,ĠMur do,196 335
31133,ĠCardo,'Cardo',0,2,195,1212.6396826757727,7736,ĠC ardo,7541 195
29233,ĠSyrac,'Syrac',0,2,195,271.49585632197045,573,ĠSy rac,378 195
36466,ĠVercing,'Vercing',0,2,195,256.3493709764079,532,ĠVer cing,337 195
26580,arcer,'arcer',0,2,194,429.9790692580281,1147,Ġar cer,953 194
37322,opence,'opence',0,2,193,518.878598517996,1588,Ġop ence,193 1395
28994,opon,'opon',0,2,193,1124.344253331692,6743,Ġop on,193 6550
25321,Ġopio,'opio',0,2,193,505.69259436934584,1518,Ġop io,193 1325
34811,ĠCuv,'Cuv',0,2,188,1190.675438564179,7729,ĠC uv,7541 188
19911,ĠLamer,'Lamer',0,2,188,1078.2355957767295,6372,ĠL amer,6184 188
8599,oples,'oples',0,2,186,775.5797831300144,3420,Ġo ples,3234 186
38587,ĠCupp,'Cupp',0,2,186,1184.3251242796464,7727,ĠC upp,7541 186
21315,Ġconstra,'constra',0,2,184,718.0306400147559,2986,Ġconst ra,184 2802
19405,Ġhtt,'htt',0,2,184,627.3563580613495,2323,Ġh tt,2139 184
17646,istocr,'istocr',0,3,182,4516.231377545515,98243,Ġis t ocr,92595 5466 182
17907,ĠArchite,'Archite',0,2,181,508.04133690084717,1607,ĠArch ite,181 1426
24697,OGE,'OGE',0,2,178,747.2523000968282,3315,ĠO GE,3137 178
23041,Ġmarshm,'marshm',0,2,178,228.37250272307296,471,Ġmars hm,178 293
17198,CHUCK,'CHUCK',0,2,177,209.9357044430509,426,ĠCH UCK,249 177
31018,ahab,'ahab',0,2,177,5928.869369449792,198773,Ġa hab,198596 177
31296,ĠAllahab,'Allahab',0,3,177,1894.709137090997,13847,ĠAll a hab,3956 9714 177
28949,chiod,'chiod',0,2,174,531.0875634017424,1795,Ġchi od,174 1621
31557,ĠAPHROD,'APHROD',0,4,174,956.3667870124477,6896,ĠAP H RO D,174 2938 498 3286
37859,ĠMirzak,'Mirzak',0,3,174,974.8358477098227,5365,ĠMir z ak,174 3784 1407
2425,Ļª,'��',0,2,174,3885.2536596726854,86928,Ġ ï¿½ï¿½,86754 174
19569,ĠGorbache,'Gorbache',0,3,173,635.20651311087,5490,ĠGor b ache,173 5022 295
24707,gwick,'gwick',0,2,172,655.7438524302001,2672,Ġg wick,2500 172
31930,ĠBabb,'Babb',0,2,172,1209.7007894516728,8680,ĠB abb,8508 172
25247,ĠOmay,'Omay',0,2,171,732.4117694302847,3308,ĠO may,3137 171
35745,BOL,'BOL',0,2,170,1202.6470804022272,8678,ĠB OL,8508 170
38596,roeder,'roeder',0,2,165,324.9615361854385,805,Ġro eder,640 165
27798,ĠAfric,'Afric',0,2,163,338.02810534036973,864,ĠAf ric,163 701
35898,Ġonsl,'onsl',0,2,163,3357.9533945544886,69340,Ġon sl,69177 163
31946,ĠPhara,'Phara',0,2,161,1093.9437828334694,7594,ĠP hara,7433 161
18348,ĠAther,'Ather',0,2,158,1426.7697782052994,13042,ĠA ther,12884 158
27878,ĠEmmel,'Emmel',0,2,158,271.344799102544,624,ĠEm mel,466 158
20520,ĠRodrÃŃ,'Rodrí',0,3,158,841.3205504470781,5498,ĠRod r ÃŃ,158 4503 837
25271,Ġoutsk,'outsk',0,2,158,2000.376964474448,25484,Ġout sk,25326 158
13242,okÃ©,'oké',0,2,153,474.2467712067212,1623,Ġok Ã©,153 1470
13281,okÃ©mon,'okémon',0,3,153,513.777828957655,2226,Ġok Ã© mon,153 1470 603
38645,ĠDruck,'Druck',0,2,153,1021.2742041195396,6970,ĠD ruck,6817 153
33802,ĠFlyn,'Flyn',0,2,153,935.4180883433885,5872,ĠF lyn,5719 153
30455,emouth,'emouth',0,2,151,337.869797407226,907,Ġem outh,756 151
30411,ĠPaste,'Paste',0,2,149,1052.386335905213,7582,ĠP aste,7433 149
30466,berus,'berus',0,2,147,839.1245437954966,4937,Ġber us,147 4790
36045,estinal,'estinal',0,2,147,232.5854681617061,515,Ġest inal,147 368
29853,elties,'elties',0,2,145,294.4656176873625,743,Ġel ties,598 145
2646,ruary,'ruary',0,2,145,638.8857487845542,2960,Ġr uary,2815 145
30306,uffe,'uffe',0,2,144,273.3788579974684,663,Ġu ffe,519 144
28269,utched,'utched',0,2,142,313.92355757413304,836,Ġut ched,142 694
20543,utenberg,'utenberg',0,3,142,662.1111005777293,6093,Ġut en berg,142 5585 366
29629,utical,'utical',0,2,142,488.2806569996397,1821,Ġut ical,142 1679
33628,zuma,'zuma',0,2,142,308.67782557222995,813,Ġz uma,671 142
39036,ĠGroning,'Groning',0,2,142,311.425753591446,825,ĠGr oning,683 142
23743,Ġutens,'utens',0,2,142,552.2825363887583,2290,Ġut ens,142 2148
21233,Ġvalle,'valle',0,2,142,507.81098845928904,1958,Ġv alle,1816 142
33740,ĠCunning,'Cunning',0,2,141,1031.1551774587565,7682,ĠC unning,7541 141
35882,Ġgaun,'gaun',0,2,141,593.7171043518956,2641,Ġg aun,2500 141
37382,ĠKiry,'Kiry',0,2,140,893.1517228332483,5838,ĠK iry,5698 140
25258,ĠLesc,'Lesc',0,2,140,930.4622507119778,6324,ĠL esc,6184 140
26498,Ġaggrav,'aggrav',0,3,140,534.9978163942667,3740,Ġag gra v,335 140 3265
21045,Ġobser,'obser',0,2,139,1157.9265952555024,9785,Ġobs er,139 9646
38791,heduan,'heduan',0,3,138,3307.106518070752,72049,Ġhe d uan,68060 3851 138
29214,ĠXuan,'Xuan',0,2,138,334.3351611781208,948,ĠX uan,810 138
35140,ĠShapir,'Shapir',0,2,137,288.3730223165822,744,ĠSha pir,607 137
19314,AUGHS,'AUGHS',0,3,136,1454.7458557935818,14777,ĠA U GHS,12884 1757 136
27851,ĠWarbur,'Warbur',0,2,136,438.36970698258784,1549,ĠWar bur,1413 136
39141,Ã¡novich,'ánovich',0,4,135,1545.4374611269477,88285,Ġ Ã¡ nov ich,86754 710 135 686
23611,rypton,'rypton',0,3,133,1547.6391245648667,12849,Ġr y pton,2815 9901 133
24819,ROOGE,'ROOGE',0,3,132,525.7766355859105,6496,ĠR OO GE,6186 132 178
25641,alanta,'alanta',0,2,132,417.2625073020577,1451,Ġal anta,1319 132
29272,ĠMalchiod,'Malchiod',0,3,132,565.7762145607783,3408,ĠMal ch iod,493 2783 132
16904,Ġcannab,'cannab',0,2,132,494.4330086068283,1984,Ġcann ab,132 1852
10871,Ġdecre,'decre',0,1,131,130.99999999999994,131,Ġdecre,131
8308,Ġcompar,'compar',0,1,130,129.99999999999997,130,Ġcompar,130
35021,ĠBeÅĤ,'Beł',0,2,128,420.7422013537508,1511,ĠBe ÅĤ,1383 128
33373,Ġdilapid,'dilapid',0,3,128,826.7433620598629,4615,Ġdil ap id,128 1457 3030
16756,Ġdilig,'dilig',0,2,128,545.5272678794341,2453,Ġdil ig,128 2325
11016,Ġshrie,'shrie',0,1,128,127.99999999999997,128,Ġshrie,128
29027,venworth,'venworth',0,2,127,175.31115195560153,369,Ġven worth,127 242
11213,Ġpengu,'pengu',0,1,124,124.00000000000003,124,Ġpengu,124
34192,ĠAraÃº,'Araú',0,2,123,135.83077707206127,273,ĠAra Ãº,123 150
19529,ĠVerhoe,'Verhoe',0,2,123,203.59518658357328,460,ĠVer hoe,337 123
37499,ĠRebell,'Rebell',0,2,122,426.4997069166636,1613,ĠRe bell,1491 122
36392,ĠSyrin,'Syrin',0,2,120,212.9788721915861,498,ĠSy rin,378 120
29834,ribai,'ribai',0,2,119,330.8776208811954,1039,Ġrib ai,119 920
11548,Ġathlet,'athlet',0,1,119,119.00000000000003,119,Ġathlet,119
35939,rohyla,'rohyla',0,2,118,274.8090245970826,758,Ġro hyla,640 118
29742,ĠUmber,'Umber',0,2,117,510.10587136397487,2341,ĠU mber,2224 117
29836,Ġsubpre,'subpre',0,2,117,345.6255198911099,1138,Ġsub pre,1021 117
33187,hasaurus,'hasaurus',0,3,116,2003.4292899578156,19378,Ġhas aur us,14472 116 4790
37130,ingitis,'ingitis',0,2,116,134.5213737664019,272,Ġing itis,116 156
38608,ĠHachi,'Hachi',0,2,116,792.9918032363258,5537,ĠH achi,5421 116
22723,Ġraviol,'raviol',0,2,116,146.09585894199734,300,Ġrav iol,116 184
18149,Ġmoust,'moust',0,2,115,663.0573127565972,3938,Ġm oust,3823 115
16347,etition,'etition',0,2,113,306.9885991368411,947,Ġet ition,113 834
36933,etorix,'etorix',0,3,113,792.9302086895491,6422,Ġet or ix,113 5508 801
37071,gencies,'gencies',0,2,113,531.5072906367327,2613,Ġg encies,2500 113
33759,chheim,'chheim',0,2,111,394.9113824644713,1516,Ġch heim,1405 111
34694,miah,'miah',0,2,111,651.4238251706794,3934,Ġm iah,3823 111
22726,ĠBuddh,'Buddh',0,2,111,637.8205076665377,3776,ĠBudd h,111 3665
7894,Ġimpati,'impati',0,1,111,110.99999999999997,111,Ġimpati,111
35875,eniable,'eniable',0,2,110,364.22520505862866,1316,Ġen iable,1206 110
26076,isoft,'isoft',0,2,110,3191.46518075946,92705,Ġis oft,92595 110
36618,ĠCONME,'CONME',0,2,110,123.6527395571971,249,ĠCON ME,110 139
29095,ĠAlbre,'Albre',0,2,109,428.05256686533255,1790,ĠAl bre,1681 109
23594,ĠOju,'Oju',0,2,109,584.7503740913725,3246,ĠO ju,3137 109
12234,ĠGIR,'GIR',0,1,108,108.00000000000003,108,ĠGIR,108
12297,Ġinev,'inev',0,1,107,106.99999999999996,107,Ġinev,107
4146,Ġmaint,'maint',0,1,107,106.99999999999996,107,Ġmaint,107
36101,ĠStoken,'Stoken',0,2,106,540.398001476689,2861,ĠSt oken,2755 106
4032,sequently,'sequently',0,2,105,268.3840531775313,791,Ġsequ ently,105 686
12533,Ġenthusi,'enthusi',0,1,104,103.99999999999999,104,Ġenthusi,104
26113,urcs,'urcs',0,2,102,161.5920790137932,358,Ġur cs,256 102
26426,ĠGyurcs,'Gyurcs',0,3,102,312.19473379056484,2997,ĠGy ur cs,107 2788 102
12751,icester,'icester',0,2,101,2960.0935796018325,86855,Ġ icester,86754 101
24409,henwald,'henwald',0,2,100,118.32159566199232,240,Ġhen wald,140 100
6274,Ġconclud,'conclud',0,1,100,100.00000000000004,100,Ġconclud,100
6307,Ġphilos,'philos',0,1,100,100.00000000000004,100,Ġphilos,100
31883,ayaku,'ayaku',0,3,99,875.3974088102793,6322,Ġay ak u,99 1407 4816
24631,ĠShahzad,'Shahzad',0,3,99,1069.4401939664776,7148,ĠShah z ad,99 3784 3265
38889,ĠFrument,'Frument',0,2,98,159.3172934743746,357,ĠFr ument,259 98
37368,Ġtweez,'tweez',0,2,97,215.77766334817875,577,Ġtw eez,480 97
11838,hammad,'hammad',0,2,96,559.8571246309184,3361,Ġhamm ad,96 3265
34821,ĠBorne,'Borne',0,2,96,903.7521784206112,8604,ĠB orne,8508 96
33867,ĠKolk,'Kolk',0,2,96,739.5998918334154,5794,ĠK olk,5698 96
32954,Ġattorne,'attorne',0,2,96,188.21264569629744,465,Ġatt orne,369 96
24012,ogalli,'ogalli',0,3,95,1130.1225596046297,8027,Ġo g alli,3234 4698 95
32937,ivisie,'ivisie',0,3,94,1248.5977919047937,9237,Ġiv is ie,94 5008 4135
13481,Ġcorre,'corre',0,1,92,92.00000000000001,92,Ġcorre,92
24231,stenfeld,'stenfeld',0,3,91,1082.3765466795774,8171,Ġst en feld,2495 5585 91
17589,Ġfestiv,'festiv',0,2,91,321.0965586860127,1224,Ġfest iv,91 1133
33312,elpiece,'elpiece',0,2,90,231.9913791501744,688,Ġel piece,598 90
25832,ĠSanthag,'Santhag',0,2,90,141.0319112825178,311,ĠSant hag,221 90
13638,Ġratt,'ratt',0,1,90,90.0,90,Ġratt,90
34138,ĠBraÈĻ,'Braș',0,3,89,158.37568826871572,597,ĠBra È Ļ,395 89 113
28893,escend,'escend',0,2,88,102.76186062932099,208,Ġes cend,120 88
22779,ggered,'ggered',0,2,88,469.0415759823432,2588,Ġg gered,2500 88
37887,Ġhydroe,'hydroe',0,2,88,114.50764166639706,237,Ġhyd roe,149 88
36844,á»Ŀng,'ờng',0,5,87,459.4201934709856,87308,Ġ á » Ŀ ng,86754 115 90 87 262
22842,Ġaneur,'aneur',0,2,87,1414.997526499605,23101,Ġan eur,23014 87
24822,lesbury,'lesbury',0,2,86,160.62378404209005,386,Ġles bury,86 300
36256,ĠEdmont,'Edmont',0,2,86,240.57846952709613,759,ĠEd mont,673 86
14042,Ġspecim,'specim',0,1,86,85.99999999999997,86,Ġspecim,86
25778,derabad,'derabad',0,2,85,148.3745261155027,344,Ġder abad,259 85
38463,itoba,'itoba',0,2,84,3182.934495084682,120692,Ġit oba,120608 84
7461,olarship,'olarship',0,3,83,389.2911757855981,1861,Ġol ars hip,83 1171 607
14357,Ġimpul,'impul',0,1,83,83.00000000000003,83,Ġimpul,83
36617,lacek,'lacek',0,2,82,589.0178265553601,4313,Ġlace k,82 4231
33770,ĠPodd,'Podd',0,2,82,780.7086524434068,7515,ĠP odd,7433 82
20033,Ġcrocod,'crocod',0,2,81,115.95688854052622,247,Ġcro cod,166 81
22239,ffold,'ffold',0,2,80,506.043476393086,3281,Ġf fold,3201 80
20333,gown,'gown',0,1,80,79.99999999999997,80,Ġgown,80
14705,ĠCratch,'Cratch',0,1,80,79.99999999999997,80,ĠCratch,80
14698,Ġresear,'resear',0,1,80,79.99999999999997,80,Ġresear,80
2789,/HSL,'/HSL',0,3,79,366.4417213476168,3229,Ġ/ H SL,212 2938 79
26628,terdam,'terdam',0,2,79,165.09088406087125,424,Ġter dam,345 79
14812,Ġcorrid,'corrid',0,1,79,79.0,79,Ġcorrid,79
2965,Ġprin,'prin',0,1,79,79.0,79,Ġprin,79
14893,ieval,'ieval',0,2,78,2601.3096701469417,86832,Ġ ieval,86754 78
22928,ĠMyfan,'Myfan',0,2,78,504.029761026073,3335,ĠMy fan,3257 78
14962,Ġingred,'ingred',0,1,78,78.0,78,Ġingred,78
15014,Ġunnecess,'unnecess',0,1,77,77.00000000000001,77,Ġunnecess,77
12998,GRUNT,'GRUNT',0,2,76,106.0565886685028,224,ĠGR UNT,148 76
30442,olulu,'olulu',0,2,76,79.42291860665914,159,Ġol ulu,83 76
9903,Ġfert,'fert',0,1,75,74.99999999999997,75,Ġfert,75
15232,Ġreci,'reci',0,1,75,74.99999999999997,75,Ġreci,75
15252,Ġvio,'vio',0,1,75,74.99999999999997,75,Ġvio,75
37476,erezh,'erezh',0,2,74,99.57911427603683,208,Ġere zh,134 74
17090,ndissement,'ndissement',0,3,74,2408.3893955694552,89004,Ġ ndisse ment,86754 74 2176
38143,ĠNaberezh,'Naberezh',0,4,74,827.3548317030137,7026,ĠN ab ere zh,4306 1852 794 74
15352,Ġecl,'ecl',0,1,74,74.00000000000003,74,Ġecl,74
31458,Ġinnumer,'innumer',0,2,74,136.8283596335205,327,Ġinn umer,253 74
15432,Ġtribut,'tribut',0,1,74,74.00000000000003,74,Ġtribut,74
15593,Ġemphat,'emphat',0,1,73,72.99999999999999,73,Ġemphat,73
25849,omenici,'omenici',0,3,72,597.04385930647,4220,Ġo men ici,3234 914 72
27698,ĠRuther,'Ruther',0,2,72,667.3769549512484,6258,ĠR uther,6186 72
36104,ĠStutt,'Stutt',0,2,72,445.37624543749496,2827,ĠSt utt,2755 72
25644,ĠSuther,'Suther',0,2,72,746.6083310545096,7814,ĠS uther,7742 72
10317,Ġawa,'awa',0,1,72,72.0,72,Ġawa,72
3692,Ġdeterm,'determ',0,1,72,72.0,72,Ġdeterm,72
26858,arcam,'arcam',0,2,71,474.34059493153205,3240,Ġarc am,71 3169
20526,arciss,'arciss',0,2,71,245.51782012717536,920,Ġarc iss,71 849
18996,romeda,'romeda',0,2,71,82.98795093265042,168,Ġrom eda,71 97
13903,rÃª,'rê',0,2,71,447.06263543266516,2886,Ġr Ãª,2815 71
15793,ĠBanc,'Banc',0,1,71,71.0,71,ĠBanc,71
35275,ĠMarguer,'Marguer',0,3,71,1488.552060350133,14533,ĠMarg u er,71 4816 9646
8722,Ġaccur,'accur',0,1,71,71.0,71,Ġaccur,71
2279,/CHILD,'/CHILD',0,2,70,121.8195386627285,282,Ġ/ CHILD,212 70
36585,ochyt,'ochyt',0,3,70,1073.5836635188957,8770,Ġo chy t,3234 70 5466
36992,ochytrium,'ochytrium',0,4,70,564.3913952265866,8852,Ġo chy t rium,3234 70 5466 82
38578,riassic,'riassic',0,2,70,171.668284782018,491,Ġri assic,421 70
15919,ĠBhair,'Bhair',0,1,70,70.00000000000003,70,ĠBhair,70
7375,Ġconfir,'confir',0,1,70,70.00000000000003,70,Ġconfir,70
8492,Ġinaug,'inaug',0,1,70,70.00000000000003,70,Ġinaug,70
37444,Ġchyt,'chyt',0,2,69,311.35992034942456,1474,Ġch yt,1405 69
19054,mingham,'mingham',0,2,68,261.8090907512572,1076,Ġming ham,68 1008
16230,Ġadequ,'adequ',0,1,68,68.00000000000001,68,Ġadequ,68
16208,Ġseiz,'seiz',0,1,68,68.00000000000001,68,Ġseiz,68
16223,Ġwerew,'werew',0,1,68,68.00000000000001,68,Ġwerew,68
27552,/Supp,'/Supp',0,2,67,119.18053532351662,279,Ġ/ Supp,212 67
30405,ctar,'ctar',0,2,67,461.51164665693955,3246,Ġc tar,3179 67
20311,ĠENGL,'ENGL',0,2,67,407.7916134498108,2549,ĠENG L,67 2482
3311,Ġsevent,'sevent',0,1,66,65.99999999999997,66,Ġsevent,66
9637,Ġproport,'proport',0,1,65,64.99999999999999,65,Ġproport,65
38633,ĠPurd,'Purd',0,2,64,689.7187832732994,7497,ĠP urd,7433 64
6243,Ġadvant,'advant',0,1,64,63.99999999999998,64,Ġadvant,64
10777,Ġeru,'eru',0,1,64,63.99999999999998,64,Ġeru,64
8983,Ġgalax,'galax',0,1,64,63.99999999999998,64,Ġgalax,64
3102,viron,'viron',0,2,63,338.2425165469298,1879,Ġv iron,1816 63
4583,Ġproduc,'produc',0,1,63,62.99999999999999,63,Ġproduc,63
21938,riendly,'riendly',0,3,62,3571.253527112379,95284,Ġ riend ly,86754 62 8468
3136,Ġpati,'pati',0,1,62,62.00000000000001,62,Ġpati,62
8210,ouncill,'ouncill',0,2,61,2300.4334374199993,86815,Ġ ouncill,86754 61
17397,ouncillors,'ouncillors',0,3,61,2222.334175871258,88889,Ġ ouncill ors,86754 61 2074
7681,Ġancest,'ancest',0,1,59,59.000000000000014,59,Ġancest,59
7800,Ġtiss,'tiss',0,1,59,59.000000000000014,59,Ġtiss,59
3924,Ġairpl,'airpl',0,1,58,57.999999999999986,58,Ġairpl,58
37121,Ġmicha,'micha',0,2,58,470.88639818962696,3881,Ġm icha,3823 58
19230,aguay,'aguay',0,2,56,136.96714934611148,391,Ġag uay,335 56
10281,ouncillor,'ouncillor',0,2,55,2184.3694742419384,86809,Ġ ouncillor,86754 55
10136,Ġbund,'bund',0,1,54,54.00000000000001,54,Ġbund,54
5806,Ġterrit,'territ',0,1,54,54.00000000000001,54,Ġterrit,54
30282,Pret,'Pret',0,1,51,51.0,51,ĠPret,51
11133,Ġcaut,'caut',0,1,51,51.0,51,Ġcaut,51
10888,Ġexerc,'exerc',0,1,51,51.0,51,Ġexerc,51
2846,Ġexperi,'experi',0,1,51,51.0,51,Ġexperi,51
13716,idoscope,'idoscope',0,2,50,84.26149773176357,192,Ġid oscope,142 50
8939,ĠSpani,'Spani',0,1,49,48.99999999999999,49,ĠSpani,49
11796,ĠLeban,'Leban',0,1,47,46.99999999999999,47,ĠLeban,47
8483,Ġconstitu,'constitu',0,1,47,46.99999999999999,47,Ġconstitu,47
36110,ptonshire,'ptonshire',0,3,46,405.13035076630297,5005,Ġp tons hire,4648 46 311
5773,erecorder,'erecorder',0,2,45,77.65307463326866,179,Ġere corder,134 45
4062,Ġstreng,'streng',0,1,45,44.99999999999999,45,Ġstreng,45
11098,AUGHING,'AUGHING',0,3,44,998.677007796845,14685,ĠA U GHING,12884 1757 44
9581,Ġcollap,'collap',0,1,44,43.99999999999999,44,Ġcollap,44
10061,Ġencoun,'encoun',0,1,44,43.99999999999999,44,Ġencoun,44
11682,Ġwithd,'withd',0,1,44,43.99999999999999,44,Ġwithd,44
15094,rastructure,'rastructure',0,3,41,539.0313625170828,4213,Ġr ast ructure,2815 1357 41
25172,wondo,'wondo',0,2,41,600.7004245045944,8842,Ġwond o,41 8801
8209,Ġcollea,'collea',0,1,41,41.00000000000001,41,Ġcollea,41
30680,Ã¼z,'üz',0,3,40,423.55025290809925,4326,ĠÃ ¼ z,502 40 3784
35690,Å¼ec,'żec',0,3,40,133.41858436922828,854,ĠÅ ¼ ec,81 40 733
11088,Ġprivile,'privile',0,1,39,38.99999999999999,39,Ġprivile,39
10874,Ġprovin,'provin',0,1,39,38.99999999999999,39,Ġprovin,39
9485,igers,'igers',0,2,37,1791.6188210665784,86791,Ġ igers,86754 37
9988,Ġfoss,'foss',0,1,34,34.00000000000001,34,Ġfoss,34
10182,Ġendea,'endea',0,1,32,32.0,32,Ġendea,32
35909,ĠTÆ°,'Tư',0,3,31,296.25941693555194,6565,ĠT Æ °,6403 31 131
10488,ĠVenezuel,'Venezuel',0,1,31,31.0,31,ĠVenezuel,31
8084,Ġcateg,'categ',0,1,30,30.000000000000004,30,Ġcateg,30
29206,Ġmisfortun,'misfortun',0,2,30,122.35195135346227,529,Ġmis fortun,499 30
4886,Ġmurd,'murd',0,1,30,30.000000000000004,30,Ġmurd,30
5125,ademy,'ademy',0,2,28,150.03999466808844,832,Ġad emy,804 28
9299,Ġsovere,'sovere',0,1,28,27.999999999999996,28,Ġsovere,28
6957,izza,'izza',0,2,27,1530.4763964204085,86781,Ġ izza,86754 27
7346,Ġencoura,'encoura',0,1,27,27.0,27,Ġencoura,27
12717,Ġyog,'yog',0,1,27,27.0,27,Ġyog,27
32630,byshire,'byshire',0,2,26,838.5213175584743,27069,Ġby shire,27043 26
34208,nshire,'nshire',0,2,26,238.62103846894976,2216,Ġn shire,2190 26
30674,ordshire,'ordshire',0,2,26,50.99019513592785,126,Ġord shire,100 26
11139,Ġearthqu,'earthqu',0,1,26,26.000000000000004,26,Ġearthqu,26
11550,Ġtadp,'tadp',0,1,26,26.000000000000004,26,Ġtadp,26
12268,Ġnutri,'nutri',0,1,25,24.999999999999996,25,Ġnutri,25
9679,Ġperspect,'perspect',0,1,25,24.999999999999996,25,Ġperspect,25
13178,Ġpyram,'pyram',0,1,25,24.999999999999996,25,Ġpyram,25
9979,Ġtremend,'tremend',0,1,25,24.999999999999996,25,Ġtremend,25
11135,iversities,'iversities',0,2,24,1442.946984473095,86778,Ġ iversities,86754 24
13539,ĠAzerbaij,'Azerbaij',0,1,23,23.0,23,ĠAzerbaij,23
10856,Ġhamb,'hamb',0,1,22,22.000000000000004,22,Ġhamb,22
12509,Ġhelicop,'helicop',0,1,22,22.000000000000004,22,Ġhelicop,22
9486,Ġsuitc,'suitc',0,1,22,22.000000000000004,22,Ġsuitc,22
37938,Ã§ao,'çao',0,3,21,89.93402572361201,592,ĠÃ § ao,502 21 69
32788,Ġ[//,'[//',0,2,21,1203.5086206587805,68994,Ġ[ //,68973 21
11397,Ġreind,'reind',0,1,20,19.999999999999996,20,Ġreind,20
13642,Ġtwent,'twent',0,1,20,19.999999999999996,20,Ġtwent,20
10159,ĠBangl,'Bangl',0,1,19,18.999999999999996,19,ĠBangl,19
9027,ĠLincol,'Lincol',0,1,19,18.999999999999996,19,ĠLincol,19
38670,Ġ---------,'---------',0,2,17,783.1296189009832,36093,Ġ- --------,36076 17
7120,Ġsciss,'sciss',0,1,17,17.0,17,Ġsciss,17
6016,Ġlollip,'lollip',0,1,16,15.999999999999998,16,Ġlollip,16
13943,Ġdatab,'datab',0,1,15,15.0,15,Ġdatab,15
33742,strup,'strup',0,2,1,71.72865536171716,5146,Ġstru p,1 5145
2888,llustr,'llustr',0,2,0,294.5403198205637,86754,Ġ llustr,86754 0
193,Ā,'\x00',0,2,0,294.5403198205637,86754,Ġ Ā,86754 0
194,ā,'\x01',0,2,0,294.5403198205637,86754,Ġ ā,86754 0
195,Ă,'\x02',0,2,0,294.5403198205637,86754,Ġ Ă,86754 0
196,ă,'\x03',0,2,0,294.5403198205637,86754,Ġ ă,86754 0
197,Ą,'\x04',0,2,0,294.5403198205637,86754,Ġ Ą,86754 0
198,ą,'\x05',0,2,0,294.5403198205637,86754,Ġ ą,86754 0
199,Ć,'\x06',0,2,0,294.5403198205637,86754,Ġ Ć,86754 0
200,ć,'\x07',0,2,0,294.5403198205637,86754,Ġ ć,86754 0
201,Ĉ,'\x08',0,2,0,294.5403198205637,86754,Ġ Ĉ,86754 0
202,ĉ,'\t',0,2,0,294.5403198205637,86754,Ġ ĉ,86754 0
203,Ċ,'\n',0,2,0,294.5403198205637,86754,Ċ Ġ,0 86754
204,ċ,'\x0b',0,2,0,294.5403198205637,86754,Ġ ċ,86754 0
205,Č,'\x0c',0,2,0,294.5403198205637,86754,Ġ Č,86754 0
206,č,'\r',0,2,0,294.5403198205637,86754,Ġ č,86754 0
207,Ď,'\x0e',0,2,0,294.5403198205637,86754,Ġ Ď,86754 0
208,ď,'\x0f',0,2,0,294.5403198205637,86754,Ġ ď,86754 0
209,Đ,'\x10',0,2,0,294.5403198205637,86754,Ġ Đ,86754 0
210,đ,'\x11',0,2,0,294.5403198205637,86754,Ġ đ,86754 0
211,Ē,'\x12',0,2,0,294.5403198205637,86754,Ġ Ē,86754 0
212,ē,'\x13',0,2,0,294.5403198205637,86754,Ġ ē,86754 0
213,Ĕ,'\x14',0,2,0,294.5403198205637,86754,Ġ Ĕ,86754 0
214,ĕ,'\x15',0,2,0,294.5403198205637,86754,Ġ ĕ,86754 0
215,Ė,'\x16',0,2,0,294.5403198205637,86754,Ġ Ė,86754 0
216,ė,'\x17',0,2,0,294.5403198205637,86754,Ġ ė,86754 0
217,Ę,'\x18',0,2,0,294.5403198205637,86754,Ġ Ę,86754 0
218,ę,'\x19',0,2,0,294.5403198205637,86754,Ġ ę,86754 0
219,Ě,'\x1a',0,2,0,294.5403198205637,86754,Ġ Ě,86754 0
220,ě,'\x1b',0,2,0,294.5403198205637,86754,Ġ ě,86754 0
221,Ĝ,'\x1c',0,2,0,294.5403198205637,86754,Ġ Ĝ,86754 0
