label,pid,pred,gold,pred_wc,gold_wc,pred_ic,gold_ic,is_nothing,is_recency,matches_initial,irrelevant_ops,entity_type
binding_ep25_alpha0p75,ambiref_0_ops_57,the green bomb and the red jacket and the small hat.,the blue ball and the yellow chemical and the small magazine.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_76,the yellow suit and the red rose and the yellow ball.,the yellow suit and the red rose and the red guitar.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_82,the green leaf and the red hat and the big ring.,the blue train and the big bomb and the yellow clock.,11,11,3,3,False,0,False,0,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_83,the blue shirt and the red cigarette.,the red shirt and the red cigarette.,7,7,2,2,False,0,False,0,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_100,the green brain and the blue tie and the green suit.,the big pipe and the red bus and the blue drink.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_118,the green jacket and the blue brick and the yellow block.,the green jacket and the blue brick and the green block.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_123,the yellow gift and the red cross.,the yellow string and the red cross.,7,7,2,2,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_129,the blue shirt and the small cake and the red tie.,the blue shirt and the small cake and the small engine.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_133,the green car and the yellow fish and the big newspaper.,the green glass and the yellow bread and the blue branch.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_140,the red tissue and the big tape and the big watch.,the red tissue and the big tape and the red watch.,11,11,3,3,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_143,the blue string.,the red paper.,3,3,1,1,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_147,the red game.,the small game.,3,3,1,1,False,0,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_164,the yellow meat and the red mirror.,the small newspaper and the big cross.,7,7,2,2,False,1,False,1,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_177,the red flower.,the small note.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_201,the green bus and the big chemical and the yellow paper.,the green bus and the yellow pot and the yellow paper.,11,11,3,3,False,0,False,2,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_217,the yellow suit.,the red bone.,3,3,1,1,False,0,False,2,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_250,the yellow book and the green machine and the red guitar.,the yellow book and the yellow train and the red guitar.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_276,the blue gift and the red gift.,the blue gift and the yellow watch.,7,7,2,2,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_284,the small mirror and the small block and the big file.,the green cash and the red document and the yellow picture.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_292,the red fish.,the big beer.,3,3,1,1,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_293,the big cream.,the blue brick.,3,3,1,1,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_301,the small magazine and the red gift and the blue letter.,the small magazine and the red gift and the blue magazine.,11,11,3,3,False,0,False,3,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_314,the yellow creature and the small note.,the green bus and the small note.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_315,the yellow tissue and the big watch.,the small meat and the yellow tape.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_323,the red bowl and the yellow cheese.,the yellow wire and the yellow cheese.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_340,the big mirror and the blue ring and the green ring.,the blue block and the red coffee and the red camera.,11,11,3,3,False,1,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_342,the green rock and the big train and the yellow flower.,the green rock and the green train and the yellow flower.,11,11,3,3,False,0,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_344,the yellow picture and the yellow pipe.,the red fan and the green ice.,7,7,2,2,False,0,False,4,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_346,the red plane and the red engine and the big brick.,the blue drug and the green flower and the yellow newspaper.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_354,the small tea and the yellow ice.,the blue note and the red card.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_357,the big radio and the red cross.,the yellow train and the small picture.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_363,the red ball and the yellow chemical and the red chemical.,the green letter and the yellow chemical and the red chemical.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_369,the blue knife and the yellow fig.,the red fan and the big bag.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_374,the yellow ball.,the small boot.,3,3,1,1,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_375,the blue camera and the small cigarette and the yellow ice.,the yellow bowl and the blue car and the small cross.,11,11,3,3,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_376,the big brick and the green machine.,the small drink and the green machine.,7,7,2,2,False,0,False,5,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_383,the big newspaper and the red bag.,the big newspaper and the yellow magazine.,7,7,2,2,False,0,False,6,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_390,the blue cream.,the red creature.,3,3,1,1,False,0,False,6,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_393,the big game.,the blue tape.,3,3,1,1,False,0,False,6,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_405,the big shell and the red stone and the yellow shell.,the big shell and the yellow stone and the yellow shell.,11,11,3,3,False,0,False,6,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_407,the blue card and the green bread and the yellow tea.,the blue fan and the red tea and the blue cash.,11,11,3,3,False,0,False,7,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_419,the blue ice and the small medicine.,the red bag and the yellow bag.,7,7,2,2,False,1,False,7,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_423,the red ice.,the green car.,3,3,1,1,False,0,False,7,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_433,the blue card and the green bread and the yellow tea.,the blue fan and the red tea and the blue cash.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_442,the yellow ice and the green fan and the green paper.,the big newspaper and the green fan and the green paper.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_447,the green crown and the yellow tissue and the green ticket.,the blue rose and the yellow coffee and the yellow document.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_448,the green ball and the big radio and the blue watch.,the green ball and the big radio and the green watch.,11,11,3,3,False,0,False,8,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_451,the big bag and the big clock.,the big dish and the red cheese.,7,7,2,2,False,0,False,8,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_454,the small watch and the green phone and the red file.,the big bus and the small branch and the small paper.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_457,the blue note and the big bag and the green dress.,the blue note and the red radio and the green dress.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_458,the blue shell and the red letter and the small shell.,the yellow brick and the red stone and the yellow bill.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_461,the big block and the red wire.,the green bell and the red wire.,7,7,2,2,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_468,the green suit and the small bone and the red bone.,the green camera and the red guitar and the red bowl.,11,11,3,3,False,1,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_469,the blue block and the yellow bell and the green guitar.,the green stone and the big shell and the big ice.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_470,the blue cross and the green dish and the small fig.,the yellow train and the red dish and the red brick.,11,11,3,3,False,0,False,9,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_490,the blue fig and the red bus and the green bus.,the blue shoe and the green meat and the yellow brain.,11,11,3,3,False,0,False,11,ambiref
binding_ep25_alpha0p75,ambiref_0_ops_505,the blue suit and the small bone and the green guitar.,the yellow wire and the blue map and the yellow newspaper.,11,11,3,3,False,1,False,12,ambiref
binding_ep25_alpha0p75,regular_0_ops_12,the bag and the coffee.,the crown and the seed.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_20,the coffee and the tissue.,the camera and the dress.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_22,the card and the shoe and the stone.,the card and the letter and the stone.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_24,the shoe and the television.,the shirt and the tape.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_52,the card and the plate and the watch.,the bell and the plate and the watch.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_72,the mirror.,the ring.,2,2,1,1,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_74,the file and the milk and the television.,the cake and the plane and the string.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_81,the crown and the stone.,the crown and the letter.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_85,the dress and the computer.,the dress and the fig.,5,5,2,2,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_95,the dress and the bottle and the ring.,the boot and the bottle and the ring.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_100,the apple and the clock and the picture.,the drug and the shell and the string.,8,8,3,3,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_105,the watch.,the glass.,2,2,1,1,False,0,False,0,regular
binding_ep25_alpha0p75,regular_0_ops_111,the dress and the bottle and the ring.,the boot and the bottle and the ring.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_122,the apple and the coat and the map.,the game and the knife and the ring.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_125,the fan and the seed and the milk.,the fan and the seed and the string.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_126,the bone and the cigarette.,the bone and the train.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_133,the crown and the wire.,the crown and the fig.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_134,the card.,the book.,2,2,1,1,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_139,the flower.,the clock.,2,2,1,1,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_151,the bell.,the plane.,2,2,1,1,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_157,the camera and the mirror and the note.,the camera and the fan and the note.,8,8,3,3,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_160,the car.,the bag.,2,2,1,1,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_164,the apple and the shell.,the ball and the branch.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_167,the tea.,the leaf.,2,2,1,1,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_172,the branch and the chemical and the cigarette.,the apple and the bell and the crown.,8,8,3,3,False,1,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_179,the chemical and the egg.,the disk and the wheel.,5,5,2,2,False,1,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_186,the gift and the shoe.,the gift and the jacket.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_187,the car and the mirror.,the engine and the mirror.,5,5,2,2,False,0,False,1,regular
binding_ep25_alpha0p75,regular_0_ops_195,the watch.,the game.,2,2,1,1,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_201,the bill and the rose.,the brain and the machine.,5,5,2,2,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_204,the chemical.,the brain.,2,2,1,1,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_210,the picture.,the creature.,2,2,1,1,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_217,the bottle and the stone and the tape.,the car and the magazine and the note.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_230,the bowl.,the crown.,2,2,1,1,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_233,the boat and the plant and the shirt.,the boat and the cross and the shirt.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_239,the bag and the coat and the machine.,the jacket and the letter and the mirror.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_240,the camera and the leaf and the rock.,the cheese and the drink and the sheet.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_242,the camera.,the plate.,2,2,1,1,False,1,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_246,the picture and the branch and the fan.,the beer and the branch and the fan.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_253,the ring.,the letter.,2,2,1,1,False,1,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_260,the tea.,the disk.,2,2,1,1,False,0,True,2,regular
binding_ep25_alpha0p75,regular_0_ops_262,the car and the knife and the ticket.,the car and the ring and the ticket.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_263,the apple and the clock and the ticket.,the camera and the fish and the letter.,8,8,3,3,False,0,False,2,regular
binding_ep25_alpha0p75,regular_0_ops_277,the bag and the radio.,the fish and the wire.,5,5,2,2,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_290,the bone and the coat.,the cream and the dress.,5,5,2,2,False,1,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_292,the bottle and the flower and the letter.,the gift and the plate and the suit.,8,8,3,3,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_300,the pot and the car.,the pot and the train.,5,5,2,2,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_309,the car and the stone.,the guitar and the stone.,5,5,2,2,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_310,the machine and the coffee and the knife.,the brick and the coffee and the knife.,8,8,3,3,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_312,the tape.,the creature.,2,2,1,1,False,1,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_316,the bowl and the glass and the ring.,the bus and the magazine and the meat.,8,8,3,3,False,0,False,3,regular
binding_ep25_alpha0p75,regular_0_ops_336,the ice and the shell and the stone.,the bomb and the shell and the stone.,8,8,3,3,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_337,the string and the suit and the ticket.,the letter and the plane and the seed.,8,8,3,3,False,1,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_339,the boat and the car and the clock.,the block and the car and the clock.,8,8,3,3,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_340,the creature and the medicine and the phone.,the document and the magazine and the ticket.,8,8,3,3,False,1,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_346,the fan and the ice and the mirror.,the boat and the ice and the mirror.,8,8,3,3,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_348,the dish and the pipe and the shell.,the dish and the pipe and the pot.,8,8,3,3,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_356,the bus and the clock and the computer.,the camera and the chemical and the milk.,8,8,3,3,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_357,the gift.,the dish.,2,2,1,1,False,1,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_359,the machine.,the game.,2,2,1,1,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_363,the shirt.,the picture.,2,2,1,1,False,0,False,4,regular
binding_ep25_alpha0p75,regular_0_ops_367,the bill and the cash and the disk.,the book and the bottle and the cake.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_375,the bottle and the coat.,the paper and the plane.,5,5,2,2,False,1,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_377,the book and the guitar and the game.,the book and the guitar and the magazine.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_382,the car and the cup and the wire.,the car and the cup and the document.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_383,the bus and the cheese and the egg.,the bell and the car and the cup.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_394,the tea.,the brick.,2,2,1,1,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_395,the bomb and the brick and the ice.,the drug and the map and the radio.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_400,the tissue and the knife and the suit.,the cake and the knife and the suit.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_402,the bone and the coat and the dish.,the leaf and the phone and the rock.,8,8,3,3,False,0,False,5,regular
binding_ep25_alpha0p75,regular_0_ops_404,the beer and the knife.,the beer and the pipe.,5,5,2,2,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_407,the apple and the bag and the note.,the engine and the hat and the train.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_411,the flower and the shoe.,the creature and the watch.,5,5,2,2,False,1,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_412,the guitar and the pipe and the shirt.,the ball and the chemical and the tea.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_413,the string and the sheet.,the pot and the sheet.,5,5,2,2,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_415,the bomb and the wire.,the bomb and the drink.,5,5,2,2,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_416,the bell and the string and the tea.,the dress and the string and the tea.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_417,the bowl and the clock and the rock.,the book and the boot and the fan.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_419,the flower and the gift and the pipe.,the bell and the jacket and the rock.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_423,the boot and the meat and the milk.,the bag and the clock and the cross.,8,8,3,3,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_424,the flower and the painting.,the glass and the painting.,5,5,2,2,False,0,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_431,the coat.,the suit.,2,2,1,1,False,1,False,6,regular
binding_ep25_alpha0p75,regular_0_ops_433,the bone and the bowl and the knife.,the camera and the fish and the letter.,8,8,3,3,False,0,False,7,regular
binding_ep25_alpha0p75,regular_0_ops_438,the cigarette and the painting and the tissue.,the cigarette and the sheet and the tissue.,8,8,3,3,False,0,False,7,regular
binding_ep25_alpha0p75,regular_0_ops_440,the chemical and the crown.,the bottle and the document.,5,5,2,2,False,1,False,7,regular
binding_ep25_alpha0p75,regular_0_ops_447,the crown and the fig.,the brain and the dish.,5,5,2,2,False,0,False,7,regular
binding_ep25_alpha0p75,regular_0_ops_448,the clock and the coat and the key.,the hat and the painting and the shell.,8,8,3,3,False,0,False,7,regular
binding_ep25_alpha0p75,regular_0_ops_464,the flower and the bone and the wire.,the flower and the suit and the wire.,8,8,3,3,False,0,False,8,regular
binding_ep25_alpha0p75,regular_0_ops_467,the brick and the plant and the shell.,the bill and the plant and the shell.,8,8,3,3,False,0,False,8,regular
binding_ep25_alpha0p75,regular_0_ops_468,the bottle and the flower and the letter.,the gift and the plate and the suit.,8,8,3,3,False,0,False,8,regular
binding_ep25_alpha0p75,regular_0_ops_475,the bag and the boat and the painting.,the bag and the boat and the leaf.,8,8,3,3,False,0,False,9,regular
binding_ep25_alpha0p75,regular_0_ops_476,the car and the coffee and the ticket.,the car and the ring and the ticket.,8,8,3,3,False,0,False,9,regular
binding_ep25_alpha0p75,regular_0_ops_482,the painting.,the machine.,2,2,1,1,False,0,False,9,regular
binding_ep25_alpha0p75,regular_0_ops_485,the cross and the mirror.,the disk and the fan.,5,5,2,2,False,0,False,9,regular
binding_ep25_alpha0p75,regular_0_ops_487,the newspaper and the painting.,the bag and the coffee.,5,5,2,2,False,0,False,10,regular
binding_ep25_alpha0p75,regular_0_ops_492,the apple and the egg.,the cup and the gift.,5,5,2,2,False,0,False,10,regular
binding_ep25_alpha0p75,regular_0_ops_493,the guitar.,the tissue.,2,2,1,1,False,1,False,10,regular
binding_ep25_alpha0p75,regular_0_ops_495,the car and the phone and the sheet.,the jacket and the machine and the tape.,8,8,3,3,False,0,False,10,regular
binding_ep25_alpha0p75,regular_0_ops_496,the computer and the cup and the rose.,the bell and the cigarette and the tape.,8,8,3,3,False,1,False,10,regular
binding_ep25_alpha0p75,regular_0_ops_499,the bone and the picture and the rock.,the block and the bread and the fish.,8,8,3,3,False,1,False,11,regular
binding_ep25_alpha0p75,regular_0_ops_500,the dish and the pot and the picture.,the dish and the drug and the picture.,8,8,3,3,False,0,False,11,regular
binding_ep25_alpha0p75,regular_0_ops_501,the drug and the map and the radio.,the cup and the phone and the sheet.,8,8,3,3,False,0,False,11,regular
binding_ep25_alpha0p75,regular_0_ops_509,the car and the phone and the sheet.,the jacket and the machine and the tape.,8,8,3,3,False,0,False,12,regular
binding_ep25_alpha0p75,regular_0_ops_510,the block and the pot and the ring.,the creature and the magazine and the train.,8,8,3,3,False,0,False,12,regular
binding_ep25_alpha0p75,move_contents_0_ops_0,the cross and the ice.,the cross and the magazine.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_14,the cream and the wheel.,the sheet and the wheel.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_16,the brick and the pot and the mirror.,the brick and the pot and the tape.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_22,the cup and the key and the bottle.,the cup and the key and the tape.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_23,the bowl and the bread and the wheel.,the block and the magazine and the radio.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_35,the cross.,the plate.,2,2,1,1,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_38,the fish and the letter.,the drug and the letter.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_39,the beer and the fan and the guitar.,the beer and the fan and the wheel.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_42,the shirt and the plane.,the bell and the plane.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_45,the cream and the pot.,the bus and the pot.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_51,the cash and the map and the train.,the cash and the map and the string.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_54,the flower and the key and the map.,the block and the drink and the shoe.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_65,the bell and the bomb and the ticket.,the computer and the disk and the stone.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_69,the medicine.,the game.,2,2,1,1,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_71,the knife.,the wheel.,2,2,1,1,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_76,the coat and the gift.,the ball and the gift.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_81,the bottle and the egg.,the cream and the creature.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_89,the coffee and the newspaper and the stone.,the book and the newspaper and the stone.,8,8,3,3,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_90,the bomb and the milk.,the fan and the newspaper.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_99,the card and the painting.,the boat and the crown.,5,5,2,2,False,0,False,0,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_104,the bomb and the hat and the tie.,the game and the guitar and the pot.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_109,the bag and the egg and the glass.,the bell and the camera and the magazine.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_110,the bowl.,the string.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_111,the cream.,the note.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_118,the book and the knife.,the fan and the pipe.,5,5,2,2,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_120,the apple and the branch and the dress.,the cigarette and the coffee and the ice.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_121,the tie.,the wire.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_128,the phone.,the disk.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_129,the brain and the drug and the meat.,the cream and the drink and the radio.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_130,the cup and the dress and the shell.,the cream and the tape and the tissue.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_137,the fan and the key and the phone.,the bell and the creature and the crown.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_145,the coffee.,the game.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_152,the cross.,the map.,2,2,1,1,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_154,the book and the bottle.,the book and the file.,5,5,2,2,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_177,the coat and the flower and the machine.,the creature and the flower and the machine.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_179,the jacket.,the knife.,2,2,1,1,False,1,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_180,the fish and the mirror and the painting.,the fish and the mirror and the paper.,8,8,3,3,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_182,the document and the fish.,the drug and the letter.,5,5,2,2,False,0,False,1,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_190,the rock and the map.,the engine and the map.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_192,the bowl and the shirt and the milk.,the bowl and the map and the milk.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_193,the bone and the knife.,the apple and the knife.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_196,the drink and the milk and the mirror.,the engine and the gift and the tie.,8,8,3,3,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_199,the glass and the rock.,the guitar and the rock.,5,5,2,2,False,0,False,2,move_contents
binding_ep25_alpha0p75,move_contents_0_ops_204,the phone and the rose.,the computer and the seed.,5,5,2,2,False,0,False,2,move_contents
