mode,word,delta_exp_1M,delta_exp_2M,child_aoa,childes_logfreq,whole_logfreq
sort__whole_freq,table,-226.0,-435.0,23.623454640728905,6.546427981822358,5.630871222045353
sort__whole_freq,blue,-244.0,-396.0,22.642599694308036,5.956990056064274,5.445896500992256
sort__whole_freq,door,-223.0,-412.275,21.094330119099542,5.945873777681399,5.802435545617071
sort__whole_freq,paper,-262.0,-333.0,22.99233148218998,6.26209397669561,5.44718985548696
sort__whole_freq,school,-272.0,-312.0,23.937530807499474,6.480180505176821,6.263788662566112
sort__whole_freq,girl,-250.0,-352.0,24.667729430346036,5.99929630103451,6.024185819194328
sort__whole_freq,daddy,-217.0,-393.0,,6.583093192468943,5.536566255637849
sort__whole_freq,face,-237.0,-348.0,23.708999528999072,5.228087334055585,5.802435545617071
source_written_first_control,old,1002.0,1897.0,,5.629342642087174,6.566538806248726
source_written_first_control,get,-969.0,-1886.0,24.364636413972246,8.04227475150112,7.6429580928170475
source_written_first_control,like,-939.5374999999999,-1759.5416666666665,25.75007721668643,8.39985910501987,7.952476164256436
source_written_first_control,go,-694.0,-1371.8625000000002,19.7106217091394,8.247803201271969,7.733992192149176
source_written_first_control,day,569.0,1087.275,28.57030413820359,6.327324362435809,6.75868085978167
source_written_first_control,mommy,-578.0,-1063.0,,7.626455930350997,6.302261769097063
source_written_first_control,man,570.0,949.0,26.239323453067815,6.90393031950422,6.920577719002021
source_written_first_control,put,-435.0,-956.0,26.847988805835868,8.021962568335118,7.124482288250216
source_written_first_control,long,472.0,836.0,,6.038033372299425,6.520775754778549
source_written_first_control,poor,428.0,825.0,,4.622732394160128,5.4333070703197786
source_written_first_control,eat,-438.04999999999995,-784.0,20.38286318166485,7.331113266273134,6.2681583439782855
source_written_first_control,have,386.0,810.9166666666661,25.902575376900778,8.291184240371877,8.416511711975142
source_written_first_control,look,-349.0,-823.0,24.098423511314476,7.780686376934893,7.14748452410013
source_written_first_control,time,352.0,809.0,,6.927813891533989,7.378511749771549
source_written_first_control,boy,417.0,677.0,23.9923879977722,6.422568300467102,6.172337137990999
source_written_first_control,face,363.0,722.0,23.708999528999072,5.228087334055585,5.802435545617071
source_written_first_control,play,-345.0,-714.0,22.7220598630656,7.207273408240402,6.2902812735777855
source_written_first_control,girl,344.0,598.0,24.667729430346036,5.99929630103451,6.024185819194328
source_written_first_control,head,331.0,609.0,21.410556416835345,6.269473811672127,6.154656375158736
source_written_first_control,see,-273.0,-662.8625000000002,23.26497097971234,8.208395569017808,7.6188430602245445
source_written_first_control,lady,330.0,535.0,,5.256833795552924,5.410328219609729
source_written_first_control,today,-312.0,-566.8625,29.606093090564784,6.116431545182149,5.716056835531589
source_written_first_control,last,314.0,489.0541666666668,,6.201795678430712,6.4812784629342906
source_written_first_control,hand,276.0,496.0,21.18568722469747,6.132580806096998,5.954035228449029
source_written_first_control,car,-239.0,-547.0,17.496796781553705,6.62156859774509,5.896343099492617
source_written_first_control,baby,-242.0,-495.0,,7.175692297978997,6.21861007980149
source_written_first_control,child,214.0,496.0,,4.247431659006836,5.450201193289871
source_written_first_control,think,-175.0,-532.0,,7.608888336748274,7.4157799838344545
source_written_first_control,night,227.0,373.0,24.482917590787725,6.07085159485008,6.329373251515157
source_written_first_control,good,258.0,283.2750000000001,24.339939004434495,7.600181777990932,7.357941968329268
source_written_first_control,room,162.0,455.0,24.722076365420904,6.577165013646126,6.2540307142686755
source_written_first_control,new,-185.0,-404.86249999999995,28.840785987993776,5.949930372666764,6.741116108230288
source_written_first_control,wish,212.0,349.0,,4.352764404215196,5.0664168345550165
source_written_first_control,wait,-195.0,-370.0,26.10356767864079,6.466991260898347,5.9261390497191515
source_written_first_control,movie,-185.0,-377.0,27.917043742420812,4.671149968233419,5.21224191507981
source_written_first_control,big,-177.0,-385.0,22.607359585163238,7.265422010189091,6.499644173307944
source_written_first_control,book,-151.0,-427.0,,6.978649343360932,6.172337137990999
source_written_first_control,food,-184.0,-350.0,23.482138731792105,6.401528985631022,5.749408909348354
source_written_first_control,tape,-184.0,-339.8625,26.896831500589155,6.3027367025279215,5.141692795841268
source_written_first_control,stick,-179.0,-331.0,24.602147570761282,6.508367098579312,5.429367558538547
sort__child_early,go,2886.60625,5049.1375,19.7106217091394,8.247803201271969,7.733992192149176
sort__child_early,have,-2096.39375,-3117.2,25.902575376900778,8.291184240371877,8.416511711975142
sort__child_early,car,1337.0,1686.0,17.496796781553705,6.62156859774509,5.896343099492617
sort__child_early,people,-963.0,-1667.8625000000002,27.729170763166103,6.404745353268232,7.132980661780615
sort__child_early,cat,1154.0,1276.0,18.228507346753123,6.389211563037923,5.3447476054258445
sort__child_early,eat,854.95,1521.0,20.38286318166485,7.331113266273134,6.2681583439782855
sort__child_early,first,-842.0,-1504.0,28.986200167021508,6.618980001647649,7.050300301516208
sort__child_early,bear,868.0,1212.0,20.255559869502484,6.498474957747266,5.4672370176518
sort__child_early,baby,828.0,1284.0,,7.175692297978997,6.21861007980149
sort__child_early,like,-899.5374999999999,-1034.1999999999998,25.75007721668643,8.39985910501987,7.952476164256436
sort__child_early,new,-686.0,-1306.8625,28.840785987993776,5.949930372666764,6.741116108230288
sort__child_early,day,-646.0,-1134.725,28.57030413820359,6.327324362435809,6.75868085978167
sort__child_early,see,478.6062499999998,1408.7375000000002,23.26497097971234,8.208395569017808,7.6188430602245445
sort__child_early,man,-653.0,-982.2,26.239323453067815,6.90393031950422,6.920577719002021
sort__child_early,make,-650.0,-958.0,26.76673663101711,7.3972868419386195,7.0313038839767765
sort__child_early,cup,661.0,895.0,20.04657761410228,5.928447269336691,5.317163654344396
sort__child_early,milk,675.0,840.0,18.255048075517685,6.248671456845309,5.192428933788718
sort__child_early,big,523.0,1116.0,22.607359585163238,7.265422010189091,6.499644173307944
sort__child_early,head,564.0,967.0,21.410556416835345,6.269473811672127,6.154656375158736
sort__child_early,say,-560.0,-885.0,27.143040225343398,7.261067136062021,7.005158720929226
sort__child_early,hot,559.0,802.0,18.922355478495714,5.772062221600183,5.331776320291702
sort__child_early,mommy,426.60625000000005,990.0,,7.626455930350997,6.302261769097063
sort__child_early,dog,530.0,723.0,,6.633390585291819,5.781684431017422
sort__child_early,moon,534.0,712.0,21.266352929569763,5.930513279058709,5.002636723984989
sort__child_early,bird,537.0,686.0,18.06848056468084,5.589510906233106,4.786699762581836
sort__child_early,take,-510.90625,-718.0,26.912440144087405,7.147369047691428,6.954261885436218
sort__child_early,door,454.0,773.0,21.094330119099542,5.945873777681399,5.802435545617071
sort__child_early,eye,432.0,543.0,17.56441529060678,4.9918651914142655,4.874471869283385
sort__child_early,open,370.0,662.0,22.114445562602707,6.040809737971584,5.77052169747249
sort__child_early,bed,333.0,730.0,20.670831293608018,6.0174343573530935,5.528257766862519
sort__child_early,hat,409.81875,527.0,18.89138270526583,5.673002805875343,4.813037649749785
sort__child_early,time,-374.0,-588.0,,6.927813891533989,7.378511749771549
sort__child_early,kitty,414.0,506.0,20.292166245251202,5.482383113778653,4.726546757154605
sort__child_early,good,-459.39374999999995,-396.9249999999997,24.339939004434495,7.600181777990932,7.357941968329268
sort__child_early,apple,378.0,552.0,18.28091715859917,5.611046445275273,4.579903658740204
sort__child_early,home,278.48749999999995,737.0,21.78006375395454,6.673945816250395,6.5919548996104025
sort__child_early,tree,367.0,555.0,20.777050994395196,5.382223134369701,5.156206417415475
sort__child_early,sit,305.0,637.0,21.993039748466675,6.420673822302685,5.566453403781075
sort__child_early,play,293.60625000000005,653.0,22.7220598630656,7.207273408240402,6.2902812735777855
sort__child_early,hand,306.0,602.0,21.18568722469747,6.132580806096998,5.954035228449029
