pair_id,match_level,pair_cost,category,target_class,target_token_len,target_token_pattern,target_freq_bin_a,target_freq_bin_b,target_freq_bin_delta,distance_bin_a,distance_bin_b,distance_bin_delta,row_a,row_b,source_a,source_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b
p0000469,0,0.006,causal_connector,content,1,S,501-1000,501-1000,0,1,1,0,7904,5240,gutenberg,fw_preserved_compact_view,caught,shown,if,therefore
p0000470,0,0.006,causal_connector,content,1,S,501-1000,501-1000,0,2,2,0,18710,14010,gutenberg,qwen_pair_packed,houses,thou,though,thus
p0000471,1,2.106,causal_connector,content,1,S,501-1000,501-1000,0,3-4,2,1,9707,4018,gutenberg,qwen_pair_packed,bottom,ways,because,though
p0000472,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,11414,14250,open_subtitles,gutenberg,job,cut,because,if
p0000473,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,1903,15283,gutenberg,bnc_spoken,still,every,though,if
p0000474,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7873,7375,gutenberg,childes,might,try,though,if
p0000475,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,176,18140,open_subtitles,gutenberg,can,may,if,because
p0000476,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,17917,11925,gutenberg,open_subtitles,time,hold,if,if
p0000477,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,11991,7116,gutenberg,open_subtitles,would,might,if,if
p0000478,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,8677,9677,bnc_spoken,open_subtitles,mind,use,if,if
p0000479,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,1069,6594,gutenberg,open_subtitles,ever,room,though,because
p0000480,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15423,19000,fw_preserved_compact_view,qwen_pair_packed,wish,area,if,although
p0000481,0,0.003,causal_connector,content,1,S,1001+,1001+,0,2,2,0,12651,5558,qwen_pair_packed,fw_preserved_compact_view,can,person,if,though
p0000482,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7689,9236,childes,gutenberg,can,cut,if,if
p0000483,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15037,13278,fw_preserved_compact_view,qwen_pair_packed,child,feel,if,if
p0000484,0,0.006,causal_connector,content,1,S,1001+,1001+,0,1,1,0,3675,14903,fw_preserved_compact_view,qwen_pair_packed,much,ever,although,if
p0000485,0,0.004,causal_connector,content,1,S,1001+,1001+,0,2,2,0,360,1506,fw_preserved_compact_view,qwen_pair_packed,large,sometimes,if,although
p0000486,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5776,14711,bnc_spoken,open_subtitles,could,return,if,if
p0000487,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7922,17088,gutenberg,open_subtitles,heart,return,because,if
p0000488,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,13944,6067,fw_preserved_compact_view,qwen_pair_packed,stay,keep,though,if
p0000489,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,634,11913,childes,open_subtitles,keep,save,because,because
p0000490,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,5853,15138,bnc_spoken,gutenberg,over,high,because,therefore
p0000491,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,2713,17577,gutenberg,open_subtitles,use,about,if,because
p0000492,0,0.002,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19780,4366,qwen_pair_packed,fw_preserved_compact_view,seems,woman,although,because
p0000493,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,17938,16927,childes,gutenberg,can,near,if,if
p0000494,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,14354,18307,bnc_spoken,open_subtitles,comes,love,because,because
p0000495,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,2286,5989,open_subtitles,gutenberg,walk,both,if,although
p0000496,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,4573,12355,fw_preserved_compact_view,qwen_pair_packed,believe,knew,if,though
p0000497,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,13183,11627,open_subtitles,gutenberg,company,made,because,though
p0000498,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15370,13637,gutenberg,simple_wiki,met,told,though,because
p0000499,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,6948,410,gutenberg,open_subtitles,poor,found,because,if
p0000500,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,3618,1994,gutenberg,bnc_spoken,bad,keep,though,if
p0000501,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,18825,19622,open_subtitles,childes,next,could,if,if
p0000502,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17106,1576,open_subtitles,bnc_spoken,start,major,if,because
p0000503,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11255,10498,bnc_spoken,gutenberg,money,sun,because,if
p0000504,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,12166,11040,gutenberg,bnc_spoken,always,back,if,because
p0000505,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8260,8908,gutenberg,bnc_spoken,must,means,if,because
p0000506,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,18738,10285,bnc_spoken,open_subtitles,goes,day,if,if
p0000507,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,4326,1478,open_subtitles,gutenberg,now,almost,because,though
p0000508,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,3176,2126,open_subtitles,childes,pay,stop,if,if
p0000509,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7479,4442,childes,bnc_spoken,could,can,if,if
p0000510,0,0.005,causal_connector,content,1,S,1001+,1001+,0,2,2,0,993,2769,qwen_pair_packed,fw_preserved_compact_view,makes,mother,if,because
p0000511,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2584,15253,open_subtitles,gutenberg,comes,could,if,if
p0000512,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,1153,17788,open_subtitles,childes,new,can,if,if
p0000513,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16176,17624,open_subtitles,gutenberg,believe,right,because,if
p0000514,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16300,17875,gutenberg,bnc_spoken,knew,forget,if,if
p0000515,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5749,15621,childes,open_subtitles,cut,stay,because,if
p0000516,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,12049,16523,open_subtitles,bnc_spoken,knew,few,if,although
p0000517,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,11348,2310,bnc_spoken,gutenberg,round,front,because,if
p0000518,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,3222,6884,open_subtitles,gutenberg,wants,might,if,if
p0000519,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,19956,3150,open_subtitles,simple_wiki,another,large,unless,because
p0000520,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,6718,10632,gutenberg,open_subtitles,base,both,therefore,because
p0000521,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,8112,16360,gutenberg,childes,love,speak,because,because
p0000522,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,12423,8891,bnc_spoken,childes,quite,went,because,if
p0000523,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17385,17176,gutenberg,childes,find,eat,if,if
p0000524,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,14005,3333,open_subtitles,gutenberg,someone,quite,if,though
p0000525,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,5449,40,open_subtitles,gutenberg,might,would,if,if
p0000526,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16777,8006,open_subtitles,gutenberg,common,came,if,if
p0000527,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,8890,19564,open_subtitles,gutenberg,thought,time,because,if
p0000528,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17902,4505,open_subtitles,gutenberg,time,mean,because,if
p0000529,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8432,11299,gutenberg,childes,first,gotta,because,because
p0000530,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11246,7154,gutenberg,open_subtitles,can,ever,if,if
p0000531,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16187,17371,bnc_spoken,gutenberg,can,comes,unless,if
p0000532,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,9203,10984,switchboard,gutenberg,end,big,because,if
p0000533,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8634,9415,childes,simple_wiki,could,many,therefore,because
p0000534,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,690,401,gutenberg,simple_wiki,try,father,if,because
p0000535,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2381,3186,childes,gutenberg,gotta,people,if,although
p0000536,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,659,9786,gutenberg,bnc_spoken,went,can,if,if
p0000537,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,10145,19421,gutenberg,open_subtitles,good,buy,because,if
p0000538,0,0.004,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,19818,9170,qwen_pair_packed,fw_preserved_compact_view,little,road,because,because
p0000539,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,11052,15130,childes,gutenberg,made,gone,because,if
p0000540,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2030,7602,gutenberg,bnc_spoken,would,can,if,if
p0000541,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2298,10421,gutenberg,switchboard,care,saw,if,if
p0000542,0,0.001,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16404,5952,fw_preserved_compact_view,qwen_pair_packed,thought,return,because,if
p0000543,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,15048,4127,open_subtitles,bnc_spoken,tomorrow,down,if,if
p0000544,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16476,11827,gutenberg,childes,would,ran,if,because
p0000545,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,828,14713,open_subtitles,gutenberg,air,find,if,if
p0000546,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,14533,1206,open_subtitles,gutenberg,keep,best,if,if
p0000547,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,9606,8,childes,gutenberg,now,new,if,if
p0000548,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,4037,12785,open_subtitles,childes,out,other,if,because
p0000549,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16606,7625,open_subtitles,gutenberg,try,heard,if,because
p0000550,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,13228,10054,gutenberg,childes,things,another,because,because
p0000551,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,3976,12328,gutenberg,simple_wiki,went,hot,thus,because
p0000552,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16337,19135,gutenberg,open_subtitles,dog,pay,if,if
p0000553,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,2909,1636,gutenberg,open_subtitles,friend,stay,if,if
p0000554,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,14087,6767,open_subtitles,childes,place,might,if,though
p0000555,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,7847,15727,gutenberg,childes,took,clear,therefore,if
p0000556,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,13145,17372,open_subtitles,gutenberg,case,little,if,if
p0000557,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,895,11088,gutenberg,open_subtitles,way,sleep,if,if
p0000558,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,8553,1726,gutenberg,bnc_spoken,much,first,because,if
p0000559,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,1445,4876,open_subtitles,gutenberg,himself,piece,if,though
p0000560,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19653,18620,childes,open_subtitles,keep,start,because,if
p0000561,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,6054,16548,gutenberg,open_subtitles,life,still,if,because
p0000562,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,5615,16356,open_subtitles,gutenberg,well,human,if,if
p0000563,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,4180,8677,open_subtitles,bnc_spoken,came,could,if,if
p0000564,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,9910,14036,childes,bnc_spoken,time,first,if,unless
p0000565,0,0.002,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16626,13983,fw_preserved_compact_view,qwen_pair_packed,among,found,because,because
p0000566,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,2201,6011,open_subtitles,childes,find,last,if,because
p0000567,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,3538,15275,open_subtitles,childes,young,still,if,because
p0000568,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,4745,664,bnc_spoken,gutenberg,start,knew,if,if
p0000569,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,10423,19533,simple_wiki,gutenberg,won,known,if,if
p0000570,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15573,17151,open_subtitles,childes,can,keep,if,if
p0000571,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,13442,14468,gutenberg,childes,might,ate,though,if
p0000572,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,13961,17154,open_subtitles,childes,out,hold,if,though
p0000573,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,14281,2381,open_subtitles,childes,understand,wants,because,if
p0000574,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15627,902,open_subtitles,gutenberg,help,may,if,if
p0000575,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,606,11002,gutenberg,childes,man,kids,if,because
p0000576,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,9033,2842,gutenberg,childes,order,walk,therefore,if
p0000577,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15346,5142,gutenberg,simple_wiki,believe,whole,though,though
p0000578,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,913,10352,gutenberg,bnc_spoken,keep,will,if,because
p0000579,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,13922,10015,childes,open_subtitles,time,somebody,though,if
p0000580,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17975,1709,gutenberg,open_subtitles,could,stop,if,if
p0000581,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8267,12535,open_subtitles,gutenberg,will,many,because,therefore
p0000582,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,541,7045,gutenberg,open_subtitles,made,ever,though,if
p0000583,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,3660,9430,bnc_spoken,gutenberg,work,walk,if,if
p0000584,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7035,6212,open_subtitles,gutenberg,remember,goes,if,if
p0000585,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11237,3907,open_subtitles,childes,would,went,if,because
p0000586,0,0.005,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5593,18832,qwen_pair_packed,fw_preserved_compact_view,stood,such,if,therefore
p0000587,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,15611,10504,childes,bnc_spoken,other,group,if,if
p0000588,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,17290,10697,open_subtitles,gutenberg,another,stick,though,if
p0000589,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,8201,15194,bnc_spoken,gutenberg,should,shall,if,if
p0000590,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,10558,6798,childes,gutenberg,big,could,if,if
p0000591,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,18546,19511,bnc_spoken,open_subtitles,many,little,because,because
p0000592,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,6348,10615,gutenberg,open_subtitles,ever,someone,if,if
p0000593,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11434,7701,bnc_spoken,gutenberg,may,might,therefore,though
p0000594,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17845,14930,gutenberg,childes,might,drink,though,because
p0000595,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16893,10841,gutenberg,open_subtitles,father,person,because,because
p0000596,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,2979,18527,gutenberg,childes,hard,funny,because,because
p0000597,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16567,16825,gutenberg,open_subtitles,guess,done,though,because
p0000598,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7745,9813,childes,open_subtitles,could,would,if,because
p0000599,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7136,9712,bnc_spoken,open_subtitles,could,remember,if,if
p0000600,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,15715,4691,childes,open_subtitles,hurt,became,though,if
p0000601,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,6836,14571,gutenberg,open_subtitles,true,makes,if,because
p0000602,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5587,9188,gutenberg,bnc_spoken,things,can,if,if
p0000603,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8038,3230,gutenberg,open_subtitles,might,war,if,if
p0000604,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19207,13367,gutenberg,bnc_spoken,hit,many,if,because
p0000605,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5050,14083,open_subtitles,simple_wiki,people,felt,if,because
p0000606,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19698,6525,childes,open_subtitles,came,find,if,if
p0000607,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,3353,5459,childes,bnc_spoken,down,back,if,if
p0000608,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,1609,6889,childes,gutenberg,eat,stood,if,if
p0000609,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2813,878,bnc_spoken,gutenberg,around,gave,because,if
p0000610,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19555,2025,gutenberg,childes,end,says,if,if
p0000611,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11735,2628,open_subtitles,gutenberg,still,lay,if,if
p0000612,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,10774,4594,gutenberg,simple_wiki,many,study,although,because
p0000613,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,14586,10951,open_subtitles,gutenberg,now,upon,because,because
p0000614,0,0.005,causal_connector,content,1,S,1001+,1001+,0,2,2,0,7782,8758,qwen_pair_packed,fw_preserved_compact_view,goes,set,if,because
p0000615,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,497,2599,gutenberg,open_subtitles,ran,work,if,although
p0000616,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,1774,3871,childes,gutenberg,third,knew,because,if
p0000617,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,5734,10793,bnc_spoken,open_subtitles,time,wants,because,if
p0000618,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,134,18883,gutenberg,open_subtitles,would,told,though,because
p0000619,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,11609,16918,childes,gutenberg,anymore,about,because,if
p0000620,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,10766,10602,childes,bnc_spoken,whole,time,if,because
p0000621,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,11391,8124,gutenberg,childes,might,gets,if,although
p0000622,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19585,3959,gutenberg,open_subtitles,stood,found,though,if
p0000623,0,0.001,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16875,9788,qwen_pair_packed,fw_preserved_compact_view,eat,point,if,if
p0000624,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,16576,3605,gutenberg,bnc_spoken,house,things,if,because
p0000625,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15066,12941,gutenberg,open_subtitles,gave,believe,if,because
p0000626,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,4469,6816,bnc_spoken,open_subtitles,try,ever,if,if
p0000627,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,3765,2817,bnc_spoken,open_subtitles,knew,keep,if,if
p0000628,0,0.0,causal_connector,content,1,S,1001+,1001+,0,5-8,5-8,0,12289,11599,gutenberg,simple_wiki,different,good,though,because
p0000629,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8509,1697,bnc_spoken,open_subtitles,can,hope,because,if
p0000630,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,4656,1595,open_subtitles,childes,good,over,if,if
p0000631,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,13644,9625,bnc_spoken,open_subtitles,country,gets,if,if
p0000632,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16991,9703,gutenberg,bnc_spoken,could,middle,if,if
p0000633,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,9543,6660,childes,simple_wiki,light,work,because,because
p0000634,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17169,4034,gutenberg,bnc_spoken,might,can,if,because
p0000635,0,0.001,causal_connector,content,1,S,1001+,1001+,0,2,2,0,14323,4666,qwen_pair_packed,fw_preserved_compact_view,people,can,because,thus
p0000636,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,2399,13027,childes,switchboard,someone,pay,if,because
p0000637,0,0.003,causal_connector,content,1,S,1001+,1001+,0,2,2,0,5113,3295,qwen_pair_packed,childes,save,place,if,if
p0000638,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8839,15396,gutenberg,simple_wiki,means,almost,though,because
p0000639,0,0.002,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17341,2466,qwen_pair_packed,fw_preserved_compact_view,can,takes,because,because
p0000640,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8409,7179,open_subtitles,gutenberg,knew,could,if,if
p0000641,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,3465,17334,gutenberg,simple_wiki,short,three,if,if
p0000642,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,171,10773,open_subtitles,gutenberg,money,hold,if,if
p0000643,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,3654,17481,bnc_spoken,open_subtitles,along,use,if,if
p0000644,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,16820,7860,gutenberg,childes,heart,lost,though,because
p0000645,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,738,5043,gutenberg,childes,heard,made,though,if
p0000646,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,6916,10738,gutenberg,open_subtitles,could,find,if,if
p0000647,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,17165,12314,gutenberg,childes,little,over,because,if
p0000648,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,386,2240,gutenberg,open_subtitles,knew,needs,because,if
p0000649,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,9570,11346,open_subtitles,gutenberg,keep,should,because,if
p0000650,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,11022,11587,childes,bnc_spoken,short,many,if,because
p0000651,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,19580,3047,gutenberg,childes,quite,known,if,if
p0000652,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,19545,7684,open_subtitles,bnc_spoken,means,person,if,if
p0000653,0,0.004,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,12167,9377,qwen_pair_packed,fw_preserved_compact_view,wrong,best,if,although
p0000654,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,14925,2778,open_subtitles,childes,guess,ever,if,though
p0000655,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,14038,9735,bnc_spoken,gutenberg,over,reason,because,though
p0000656,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,5163,166,gutenberg,childes,wrong,hear,though,if
p0000657,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2766,11456,simple_wiki,gutenberg,lot,came,though,because
p0000658,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,8425,14939,open_subtitles,bnc_spoken,told,comes,if,if
p0000659,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,13345,13949,gutenberg,open_subtitles,must,place,therefore,if
p0000660,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,17917,8337,gutenberg,childes,much,too,if,if
p0000661,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,17184,9951,bnc_spoken,open_subtitles,can,met,if,because
p0000662,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,15738,3625,childes,open_subtitles,bad,could,because,if
p0000663,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,1248,4721,gutenberg,bnc_spoken,means,matter,though,therefore
p0000664,0,0.0,causal_connector,content,1,S,1001+,1001+,0,1,1,0,19156,15599,gutenberg,bnc_spoken,instead,place,if,if
p0000665,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,6246,10834,bnc_spoken,gutenberg,believe,read,if,if
p0000666,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,12169,13977,childes,simple_wiki,tape,work,because,if
p0000667,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,17403,4493,gutenberg,open_subtitles,baby,easy,if,if
p0000668,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,2522,17161,gutenberg,open_subtitles,well,lord,though,if
p0000669,0,0.0,causal_connector,content,1,S,1001+,1001+,0,2,2,0,12438,1979,gutenberg,open_subtitles,someone,wrote,if,because
p0000670,0,0.0,causal_connector,content,1,S,1001+,1001+,0,3-4,3-4,0,8496,9138,gutenberg,open_subtitles,both,back,if,if
