domain,line_idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,PLL_0,PLL_1,margin,is_correct
agent-properties,686,intend,not intend,indirect,other,concept swap,-18.742111,-20.435678,1.693567,1
agent-properties,687,intend,not intend,indirect,other,concept swap,-20.205193,-16.707714,-3.497478,0
agent-properties,688,intend,not intend,indirect,other,concept swap,-28.258106,-26.355799,-1.902308,0
agent-properties,689,intend,not intend,indirect,other,concept swap,-20.39217,-22.29409,1.90192,1
agent-properties,690,intend,not intend,indirect,other,concept swap,-20.86385,-18.272657,-2.591192,0
agent-properties,691,intend,not intend,indirect,other,concept swap,-14.152133,-16.451303,2.29917,1
agent-properties,692,intend,not intend,indirect,other,concept swap,-17.151125,-17.917889,0.766764,1
agent-properties,693,intend,not intend,indirect,other,concept swap,-15.826383,-13.115925,-2.710458,0
agent-properties,694,intend,not intend,indirect,other,concept swap,-27.605829,-27.630522,0.024693,1
agent-properties,695,intend,not intend,indirect,other,concept swap,-22.043123,-22.187841,0.144718,1
agent-properties,696,intend,not intend,indirect,other,concept swap,-25.300747,-23.410603,-1.890144,0
agent-properties,697,intend,not intend,indirect,other,concept swap,-19.973774,-20.990108,1.016335,1
agent-properties,698,intend,not intend,indirect,other,concept swap,-20.360044,-20.895386,0.535341,1
agent-properties,699,intend,not intend,indirect,other,concept swap,-19.190731,-17.805658,-1.385073,0
agent-properties,700,make an effort,make no effort,direct,antonym,concept swap,-25.409956,-24.251925,-1.158031,0
agent-properties,701,make an effort,make no effort,direct,antonym,concept swap,-28.06601,-28.459665,0.393656,1
agent-properties,702,make an effort,make no effort,direct,antonym,concept swap,-34.771912,-34.966141,0.194229,1
agent-properties,703,make an effort,make no effort,direct,antonym,concept swap,-38.503681,-38.113838,-0.389843,0
agent-properties,704,make an effort,make no effort,direct,antonym,concept swap,-27.141073,-25.00036,-2.140713,0
agent-properties,705,make an effort,make no effort,direct,antonym,concept swap,-31.85533,-33.277885,1.422556,1
agent-properties,706,make an effort,make no effort,direct,antonym,concept swap,-25.896391,-24.547533,-1.348858,0
agent-properties,707,make an effort,make no effort,direct,antonym,concept swap,-29.978462,-30.538902,0.56044,1
agent-properties,708,make an effort,make no effort,direct,antonym,concept swap,-26.86672,-25.5443,-1.32242,0
agent-properties,709,make an effort,make no effort,direct,antonym,concept swap,-29.785669,-30.156641,0.370972,1
agent-properties,710,make an effort,make no effort,direct,negation,concept swap,-12.045809,-12.295737,0.249928,1
agent-properties,711,make an effort,make no effort,direct,negation,concept swap,-14.664631,-15.775975,1.111344,1
agent-properties,712,make an effort,make no effort,direct,negation,concept swap,-10.833496,-11.56093,0.727434,1
agent-properties,713,make an effort,make no effort,direct,negation,concept swap,-16.131113,-17.68755,1.556437,1
agent-properties,714,make an effort,make no effort,direct,negation,concept swap,-9.235966,-11.623008,2.387042,1
agent-properties,715,make an effort,make no effort,direct,negation,concept swap,-13.655154,-14.132712,0.477558,1
agent-properties,716,make an effort,make no effort,direct,negation,concept swap,-11.525364,-11.764077,0.238713,1
agent-properties,717,make an effort,make no effort,direct,negation,concept swap,-15.769073,-17.187698,1.418626,1
agent-properties,718,make an effort,make no effort,direct,negation,concept swap,-10.486768,-10.773961,0.287193,1
agent-properties,719,make an effort,make no effort,direct,negation,concept swap,-15.227042,-16.83975,1.612708,1
agent-properties,720,make an effort,make no effort,direct,negation,concept swap,-13.010727,-13.71875,0.708023,1
agent-properties,721,make an effort,make no effort,direct,negation,concept swap,-19.92964,-21.006475,1.076836,1
agent-properties,722,make an effort,make no effort,direct,negation,concept swap,-7.248951,-9.465359,2.216407,1
agent-properties,723,make an effort,make no effort,direct,negation,concept swap,-11.625272,-12.566433,0.941161,1
agent-properties,724,make an effort,make no effort,direct,negation,concept swap,-10.656485,-12.320527,1.664042,1
agent-properties,725,make an effort,make no effort,direct,negation,concept swap,-15.391054,-15.60526,0.214206,1
agent-properties,726,make an effort,make no effort,direct,negation,concept swap,-13.582946,-12.254238,-1.328708,0
agent-properties,727,make an effort,make no effort,direct,negation,concept swap,-16.172054,-18.391247,2.219193,1
agent-properties,728,make an effort,make no effort,direct,negation,concept swap,-11.391355,-12.8806,1.489245,1
agent-properties,729,make an effort,make no effort,direct,negation,concept swap,-17.639353,-17.881947,0.242594,1
agent-properties,730,make an effort,make no effort,indirect,antonym,concept swap,-14.303944,-14.878825,0.574882,1
agent-properties,731,make an effort,make no effort,indirect,antonym,concept swap,-16.660858,-16.679316,0.018457,1
agent-properties,732,make an effort,make no effort,indirect,antonym,concept swap,-12.331413,-11.434563,-0.896851,0
agent-properties,733,make an effort,make no effort,indirect,antonym,concept swap,-16.15733,-16.632233,0.474903,1
agent-properties,734,make an effort,make no effort,indirect,antonym,concept swap,-24.8666,-23.656828,-1.209772,0
agent-properties,735,make an effort,make no effort,indirect,antonym,concept swap,-26.784748,-28.079681,1.294933,1
agent-properties,736,make an effort,make no effort,indirect,antonym,concept swap,-19.359789,-18.978786,-0.381002,0
agent-properties,737,make an effort,make no effort,indirect,antonym,concept swap,-24.208281,-24.89356,0.68528,1
agent-properties,738,make an effort,make no effort,indirect,antonym,concept swap,-11.919731,-12.148108,0.228377,1
agent-properties,739,make an effort,make no effort,indirect,antonym,concept swap,-15.064358,-15.143164,0.078806,1
agent-properties,740,make an effort,make no effort,indirect,antonym,concept swap,-10.575002,-9.613075,-0.961926,0
agent-properties,741,make an effort,make no effort,indirect,antonym,concept swap,-14.876594,-15.555047,0.678453,1
agent-properties,742,make an effort,make no effort,indirect,antonym,concept swap,-29.566227,-30.436056,0.869829,1
agent-properties,743,make an effort,make no effort,indirect,antonym,concept swap,-33.466003,-33.542507,0.076504,1
agent-properties,744,make an effort,make no effort,indirect,antonym,concept swap,-25.736765,-28.942623,3.205858,1
agent-properties,745,make an effort,make no effort,indirect,antonym,concept swap,-33.576557,-30.563601,-3.012957,0
agent-properties,746,make an effort,make no effort,indirect,antonym,concept swap,-11.831462,-12.170074,0.338613,1
agent-properties,747,make an effort,make no effort,indirect,antonym,concept swap,-15.873204,-15.890825,0.017621,1
agent-properties,748,make an effort,make no effort,indirect,antonym,concept swap,-12.659843,-11.273514,-1.38633,0
agent-properties,749,make an effort,make no effort,indirect,antonym,concept swap,-17.188286,-19.146145,1.957859,1
agent-properties,750,make an effort,make no effort,indirect,antonym,concept swap,-24.931917,-22.617039,-2.314878,0
agent-properties,751,make an effort,make no effort,indirect,antonym,concept swap,-26.464025,-30.215815,3.751789,1
agent-properties,752,make an effort,make no effort,indirect,antonym,concept swap,-21.327541,-19.762751,-1.564791,0
agent-properties,753,make an effort,make no effort,indirect,antonym,concept swap,-26.747053,-28.4533,1.706247,1
agent-properties,754,make an effort,make no effort,indirect,antonym,concept swap,-11.132909,-10.99685,-0.136059,0
agent-properties,755,make an effort,make no effort,indirect,antonym,concept swap,-14.255934,-14.312373,0.056439,1
agent-properties,756,make an effort,make no effort,indirect,antonym,concept swap,-10.696432,-9.699347,-0.997085,0
agent-properties,757,make an effort,make no effort,indirect,antonym,concept swap,-12.511095,-14.582907,2.071812,1
agent-properties,758,make an effort,make no effort,indirect,antonym,concept swap,-22.769901,-21.412003,-1.357899,0
agent-properties,759,make an effort,make no effort,indirect,antonym,concept swap,-24.617117,-27.143141,2.526024,1
agent-properties,760,make an effort,make no effort,indirect,antonym,concept swap,-18.819557,-18.7686,-0.050957,0
agent-properties,761,make an effort,make no effort,indirect,antonym,concept swap,-24.680517,-24.911467,0.230949,1
agent-properties,762,make an effort,make no effort,indirect,antonym,concept swap,-14.840981,-15.169129,0.328149,1
agent-properties,763,make an effort,make no effort,indirect,antonym,concept swap,-17.60103,-18.238276,0.637245,1
agent-properties,764,make an effort,make no effort,indirect,antonym,concept swap,-12.627176,-12.43768,-0.189496,0
agent-properties,765,make an effort,make no effort,indirect,antonym,concept swap,-16.640614,-17.473141,0.832527,1
agent-properties,766,make an effort,make no effort,indirect,antonym,concept swap,-24.282244,-23.388041,-0.894203,0
agent-properties,767,make an effort,make no effort,indirect,antonym,concept swap,-26.541199,-27.585293,1.044094,1
agent-properties,768,make an effort,make no effort,indirect,antonym,concept swap,-19.157537,-18.530899,-0.626638,0
agent-properties,769,make an effort,make no effort,indirect,antonym,concept swap,-23.06628,-24.167372,1.101091,1
agent-properties,770,make an effort,make no effort,indirect,negation,concept swap,-16.276472,-19.1476,2.871128,1
agent-properties,771,make an effort,make no effort,indirect,negation,concept swap,-21.601458,-20.444811,-1.156647,0
agent-properties,772,make an effort,make no effort,indirect,negation,concept swap,-11.221893,-12.281537,1.059644,1
agent-properties,773,make an effort,make no effort,indirect,negation,concept swap,-17.250572,-18.011536,0.760963,1
agent-properties,774,make an effort,make no effort,indirect,negation,concept swap,-11.416733,-11.967883,0.55115,1
agent-properties,775,make an effort,make no effort,indirect,negation,concept swap,-15.564546,-16.387045,0.822499,1
agent-properties,776,make an effort,make no effort,indirect,negation,concept swap,-7.892324,-8.525211,0.632887,1
agent-properties,777,make an effort,make no effort,indirect,negation,concept swap,-13.452724,-14.500511,1.047787,1
agent-properties,778,make an effort,make no effort,indirect,negation,concept swap,-13.750195,-16.191931,2.441736,1
agent-properties,779,make an effort,make no effort,indirect,negation,concept swap,-20.529211,-19.625929,-0.903282,0
agent-properties,780,make an effort,make no effort,indirect,negation,concept swap,-11.405947,-11.123419,-0.282528,0
agent-properties,781,make an effort,make no effort,indirect,negation,concept swap,-17.759689,-19.825359,2.06567,1
agent-properties,782,make an effort,make no effort,indirect,negation,concept swap,-9.861156,-10.837718,0.976562,1
agent-properties,783,make an effort,make no effort,indirect,negation,concept swap,-12.331835,-15.183452,2.851617,1
agent-properties,784,make an effort,make no effort,indirect,negation,concept swap,-8.994383,-8.007358,-0.987025,0
agent-properties,785,make an effort,make no effort,indirect,negation,concept swap,-12.365135,-14.261296,1.896161,1
agent-properties,786,make an effort,make no effort,indirect,negation,concept swap,-16.29113,-16.213367,-0.077763,0
agent-properties,787,make an effort,make no effort,indirect,negation,concept swap,-18.881081,-21.364809,2.483728,1
agent-properties,788,make an effort,make no effort,indirect,negation,concept swap,-11.977701,-11.503048,-0.474653,0
agent-properties,789,make an effort,make no effort,indirect,negation,concept swap,-15.823147,-18.121227,2.29808,1
agent-properties,790,make more effort,make less effort,indirect,antonym,concept swap,-32.338699,-32.47263,0.13393,1
agent-properties,791,make more effort,make less effort,indirect,antonym,concept swap,-36.389183,-35.798977,-0.590206,0
agent-properties,792,make more effort,make less effort,indirect,antonym,concept swap,-30.704908,-25.935623,-4.769285,0
agent-properties,793,make more effort,make less effort,indirect,antonym,concept swap,-32.424873,-35.348972,2.924099,1
agent-properties,794,make more effort,make less effort,indirect,antonym,concept swap,-33.3134,-29.364498,-3.948902,0
agent-properties,795,make more effort,make less effort,indirect,antonym,concept swap,-36.248528,-36.329948,0.081421,1
agent-properties,796,make more effort,make less effort,indirect,antonym,concept swap,-18.677481,-18.298763,-0.378717,0
agent-properties,797,make more effort,make less effort,indirect,antonym,concept swap,-23.391426,-18.099712,-5.291714,0
agent-properties,798,make more effort,make less effort,indirect,antonym,concept swap,-26.151934,-25.63596,-0.515974,0
agent-properties,799,make more effort,make less effort,indirect,antonym,concept swap,-30.918568,-27.137466,-3.781101,0
agent-properties,800,make more effort,make less effort,indirect,antonym,concept swap,-15.658762,-15.052843,-0.605919,0
agent-properties,801,make more effort,make less effort,indirect,antonym,concept swap,-20.785828,-15.941758,-4.844069,0
agent-properties,802,make more effort,make less effort,indirect,antonym,concept swap,-19.04365,-19.47751,0.433861,1
agent-properties,803,make more effort,make less effort,indirect,antonym,concept swap,-19.130718,-24.791042,5.660324,1
agent-properties,804,make more effort,make less effort,indirect,antonym,concept swap,-32.648323,-32.896267,0.247944,1
agent-properties,805,make more effort,make less effort,indirect,antonym,concept swap,-34.560234,-38.097561,3.537327,1
agent-properties,806,make more effort,make less effort,indirect,antonym,concept swap,-20.029673,-20.198072,0.1684,1
agent-properties,807,make more effort,make less effort,indirect,antonym,concept swap,-21.367962,-26.073887,4.705925,1
agent-properties,808,make more effort,make less effort,indirect,antonym,concept swap,-31.883743,-32.343273,0.45953,1
agent-properties,809,make more effort,make less effort,indirect,antonym,concept swap,-35.781368,-36.233593,0.452225,1
agent-properties,810,make more effort,make less effort,indirect,antonym,concept swap,-27.695988,-32.174885,4.478897,1
agent-properties,811,make more effort,make less effort,indirect,antonym,concept swap,-35.659672,-34.802036,-0.857635,0
agent-properties,812,make more effort,make less effort,indirect,antonym,concept swap,-59.122787,-59.478912,0.356125,1
agent-properties,813,make more effort,make less effort,indirect,antonym,concept swap,-63.702789,-61.969318,-1.733471,0
agent-properties,814,make more effort,make less effort,indirect,antonym,concept swap,-23.919724,-21.119492,-2.800232,0
agent-properties,815,make more effort,make less effort,indirect,antonym,concept swap,-26.722839,-27.435326,0.712486,1
agent-properties,816,make more effort,make less effort,indirect,antonym,concept swap,-29.274206,-24.57408,-4.700127,0
agent-properties,817,make more effort,make less effort,indirect,antonym,concept swap,-30.880787,-32.155033,1.274246,1
agent-properties,818,make more effort,make less effort,indirect,antonym,concept swap,-14.823314,-13.435354,-1.387959,0
agent-properties,819,make more effort,make less effort,indirect,antonym,concept swap,-18.937401,-14.332884,-4.604517,0
agent-properties,820,make more effort,make less effort,indirect,antonym,concept swap,-31.898308,-30.870129,-1.028179,0
agent-properties,821,make more effort,make less effort,indirect,antonym,concept swap,-36.474159,-32.037281,-4.436878,0
agent-properties,822,make more effort,make less effort,indirect,antonym,concept swap,-14.101314,-12.969041,-1.132273,0
agent-properties,823,make more effort,make less effort,indirect,antonym,concept swap,-18.842709,-14.23618,-4.606528,0
agent-properties,824,make more effort,make less effort,indirect,antonym,concept swap,-15.671304,-16.938404,1.2671,1
agent-properties,825,make more effort,make less effort,indirect,antonym,concept swap,-16.582432,-21.899174,5.316742,1
agent-properties,826,make more effort,make less effort,indirect,antonym,concept swap,-49.882652,-50.405945,0.523293,1
agent-properties,827,make more effort,make less effort,indirect,antonym,concept swap,-51.015366,-55.633049,4.617683,1
agent-properties,828,make more effort,make less effort,indirect,antonym,concept swap,-19.655964,-20.49197,0.836006,1
agent-properties,829,make more effort,make less effort,indirect,antonym,concept swap,-20.963976,-25.85199,4.888014,1
agent-properties,830,make more effort,make less effort,indirect,antonym,concept swap,-60.687454,-60.091095,-0.596359,0
agent-properties,831,make more effort,make less effort,indirect,antonym,concept swap,-63.581329,-65.187157,1.605827,1
agent-properties,832,make more effort,make less effort,indirect,antonym,concept swap,-23.779797,-28.810266,5.03047,1
agent-properties,833,make more effort,make less effort,indirect,antonym,concept swap,-32.015697,-30.253489,-1.762209,0
agent-properties,834,make more effort,make less effort,indirect,antonym,concept swap,-42.498241,-40.148808,-2.349434,0
agent-properties,835,make more effort,make less effort,indirect,antonym,concept swap,-45.426899,-47.169918,1.743019,1
agent-properties,836,make more effort,make less effort,indirect,antonym,concept swap,-33.736496,-29.799337,-3.937159,0
agent-properties,837,make more effort,make less effort,indirect,antonym,concept swap,-36.346531,-36.54826,0.201729,1
agent-properties,838,make more effort,make less effort,indirect,antonym,concept swap,-33.537151,-31.394979,-2.142172,0
agent-properties,839,make more effort,make less effort,indirect,antonym,concept swap,-37.390312,-37.765339,0.375027,1
agent-properties,840,make more effort,make less effort,indirect,antonym,concept swap,-15.777187,-15.994381,0.217194,1
agent-properties,841,make more effort,make less effort,indirect,antonym,concept swap,-21.110916,-15.440841,-5.670075,0
agent-properties,842,make more effort,make less effort,indirect,antonym,concept swap,-26.087128,-25.042351,-1.044777,0
agent-properties,843,make more effort,make less effort,indirect,antonym,concept swap,-30.763945,-26.992237,-3.771708,0
agent-properties,844,make more effort,make less effort,indirect,antonym,concept swap,-14.650547,-14.012589,-0.637959,0
agent-properties,845,make more effort,make less effort,indirect,antonym,concept swap,-19.727139,-15.228362,-4.498776,0
agent-properties,846,make more effort,make less effort,indirect,antonym,concept swap,-19.027775,-19.178406,0.150631,1
agent-properties,847,make more effort,make less effort,indirect,antonym,concept swap,-18.4895,-24.552048,6.062548,1
agent-properties,848,make more effort,make less effort,indirect,antonym,concept swap,-33.800632,-34.099968,0.299335,1
agent-properties,849,make more effort,make less effort,indirect,antonym,concept swap,-35.862274,-39.971096,4.108822,1
agent-properties,850,make more effort,make less effort,indirect,antonym,concept swap,-18.178993,-18.261059,0.082066,1
agent-properties,851,make more effort,make less effort,indirect,antonym,concept swap,-20.133894,-24.520058,4.386164,1
agent-properties,852,make more effort,make less effort,indirect,antonym,concept swap,-38.357864,-41.775719,3.417854,1
agent-properties,853,make more effort,make less effort,indirect,antonym,concept swap,-46.346104,-44.180439,-2.165665,0
agent-properties,854,make more effort,make less effort,indirect,antonym,concept swap,-29.45406,-31.69479,2.24073,1
agent-properties,855,make more effort,make less effort,indirect,antonym,concept swap,-36.81493,-35.498287,-1.316643,0
agent-properties,856,make more effort,make less effort,indirect,antonym,concept swap,-40.631142,-36.134651,-4.49649,0
agent-properties,857,make more effort,make less effort,indirect,antonym,concept swap,-40.810028,-43.24366,2.433632,1
agent-properties,858,make more effort,make less effort,indirect,antonym,concept swap,-24.318316,-22.689402,-1.628914,0
agent-properties,859,make more effort,make less effort,indirect,antonym,concept swap,-28.390917,-28.795458,0.404541,1
agent-properties,860,make more effort,make less effort,indirect,antonym,concept swap,-28.327068,-24.638643,-3.688425,0
agent-properties,861,make more effort,make less effort,indirect,antonym,concept swap,-31.197599,-31.358795,0.161196,1
agent-properties,862,make more effort,make less effort,indirect,antonym,concept swap,-14.609912,-13.54774,-1.062172,0
agent-properties,863,make more effort,make less effort,indirect,antonym,concept swap,-19.722042,-15.136442,-4.5856,0
agent-properties,864,make more effort,make less effort,indirect,antonym,concept swap,-27.206484,-26.490398,-0.716085,0
agent-properties,865,make more effort,make less effort,indirect,antonym,concept swap,-32.08783,-28.203962,-3.883867,0
agent-properties,866,make more effort,make less effort,indirect,antonym,concept swap,-15.370903,-14.802675,-0.568228,0
agent-properties,867,make more effort,make less effort,indirect,antonym,concept swap,-20.94915,-16.472422,-4.476728,0
agent-properties,868,make more effort,make less effort,indirect,antonym,concept swap,-17.610949,-18.406061,0.795113,1
agent-properties,869,make more effort,make less effort,indirect,antonym,concept swap,-18.665716,-24.341724,5.676008,1
agent-properties,870,make more effort,make less effort,indirect,antonym,concept swap,-34.060844,-34.364391,0.303547,1
agent-properties,871,make more effort,make less effort,indirect,antonym,concept swap,-35.906506,-39.841133,3.934628,1
agent-properties,872,make more effort,make less effort,indirect,antonym,concept swap,-20.597666,-20.860214,0.262548,1
agent-properties,873,make more effort,make less effort,indirect,antonym,concept swap,-22.264009,-27.313339,5.04933,1
agent-properties,874,make more effort,make less effort,indirect,antonym,concept swap,-35.699566,-39.727898,4.028332,1
agent-properties,875,make more effort,make less effort,indirect,antonym,concept swap,-42.498333,-40.598724,-1.899609,0
agent-properties,876,make more effort,make less effort,indirect,antonym,concept swap,-25.450249,-29.435499,3.98525,1
agent-properties,877,make more effort,make less effort,indirect,antonym,concept swap,-32.907391,-32.148689,-0.758701,0
agent-properties,878,make more effort,make less effort,indirect,antonym,concept swap,-32.178909,-31.968756,-0.210154,0
agent-properties,879,make more effort,make less effort,indirect,antonym,concept swap,-37.0839,-37.01038,-0.073521,0
agent-properties,880,make more effort,make less effort,indirect,antonym,concept swap,-26.428877,-23.469612,-2.959265,0
agent-properties,881,make more effort,make less effort,indirect,antonym,concept swap,-29.302917,-30.460331,1.157413,1
agent-properties,882,make more effort,make less effort,indirect,antonym,concept swap,-38.377136,-36.61919,-1.757946,0
agent-properties,883,make more effort,make less effort,indirect,antonym,concept swap,-42.777805,-42.88129,0.103485,1
agent-properties,884,make more effort,make less effort,indirect,antonym,concept swap,-16.016474,-15.638824,-0.377649,0
agent-properties,885,make more effort,make less effort,indirect,antonym,concept swap,-21.101263,-16.369875,-4.731388,0
agent-properties,886,make more effort,make less effort,indirect,antonym,concept swap,-24.298981,-23.511126,-0.787855,0
agent-properties,887,make more effort,make less effort,indirect,antonym,concept swap,-29.382467,-25.771101,-3.611366,0
agent-properties,888,make more effort,make less effort,indirect,antonym,concept swap,-14.429417,-13.605783,-0.823633,0
agent-properties,889,make more effort,make less effort,indirect,antonym,concept swap,-19.414248,-15.391775,-4.022472,0
agent-properties,890,make more effort,make less effort,indirect,antonym,concept swap,-18.314709,-18.572208,0.2575,1
agent-properties,891,make more effort,make less effort,indirect,antonym,concept swap,-18.673058,-24.159306,5.486248,1
agent-properties,892,make more effort,make less effort,indirect,antonym,concept swap,-31.470676,-31.932486,0.461809,1
agent-properties,893,make more effort,make less effort,indirect,antonym,concept swap,-33.711285,-37.533844,3.822559,1
agent-properties,894,make more effort,make less effort,indirect,antonym,concept swap,-17.939377,-18.467831,0.528454,1
agent-properties,895,make more effort,make less effort,indirect,antonym,concept swap,-20.570965,-24.307892,3.736927,1
agent-properties,896,make more effort,make less effort,indirect,antonym,concept swap,-30.923414,-31.481441,0.558027,1
agent-properties,897,make more effort,make less effort,indirect,antonym,concept swap,-36.335735,-36.404671,0.068935,1
agent-properties,898,make more effort,make less effort,indirect,antonym,concept swap,-36.291458,-38.137081,1.845623,1
agent-properties,899,make more effort,make less effort,indirect,antonym,concept swap,-42.849003,-42.494244,-0.354759,0
agent-properties,900,make more effort,make less effort,indirect,antonym,variable swap,-44.804253,-44.428699,-0.375553,0
agent-properties,901,make more effort,make less effort,indirect,antonym,variable swap,-36.389183,-35.798977,-0.590206,0
agent-properties,902,make more effort,make less effort,indirect,antonym,variable swap,-32.338699,-32.47263,0.13393,1
agent-properties,903,make more effort,make less effort,indirect,antonym,variable swap,-41.782726,-41.072548,-0.710178,0
agent-properties,904,make more effort,make less effort,indirect,antonym,variable swap,-34.622292,-34.746487,0.124195,1
agent-properties,905,make more effort,make less effort,indirect,antonym,variable swap,-32.424873,-35.348972,2.924099,1
agent-properties,906,make more effort,make less effort,indirect,antonym,variable swap,-30.704908,-25.935623,-4.769285,0
agent-properties,907,make more effort,make less effort,indirect,antonym,variable swap,-29.783615,-30.873152,1.089537,1
agent-properties,908,make more effort,make less effort,indirect,antonym,variable swap,-36.259918,-36.798332,0.538414,1
agent-properties,909,make more effort,make less effort,indirect,antonym,variable swap,-36.248528,-36.329948,0.081421,1
agent-properties,910,make more effort,make less effort,indirect,antonym,variable swap,-33.3134,-29.364498,-3.948902,0
agent-properties,911,make more effort,make less effort,indirect,antonym,variable swap,-30.112875,-32.238083,2.125208,1
agent-properties,912,make more effort,make less effort,indirect,antonym,variable swap,-27.916328,-33.296337,5.380009,1
agent-properties,913,make more effort,make less effort,indirect,antonym,variable swap,-23.391426,-18.099712,-5.291714,0
agent-properties,914,make more effort,make less effort,indirect,antonym,variable swap,-18.677481,-18.298763,-0.378717,0
agent-properties,915,make more effort,make less effort,indirect,antonym,variable swap,-27.952198,-27.962835,0.010637,1
agent-properties,916,make more effort,make less effort,indirect,antonym,variable swap,-29.808027,-33.392712,3.584684,1
agent-properties,917,make more effort,make less effort,indirect,antonym,variable swap,-30.918568,-27.137466,-3.781101,0
agent-properties,918,make more effort,make less effort,indirect,antonym,variable swap,-26.151934,-25.63596,-0.515974,0
agent-properties,919,make more effort,make less effort,indirect,antonym,variable swap,-28.03937,-28.637947,0.598577,1
agent-properties,920,make more effort,make less effort,indirect,antonym,variable swap,-27.402349,-31.840036,4.437687,1
agent-properties,921,make more effort,make less effort,indirect,antonym,variable swap,-20.785828,-15.941758,-4.844069,0
agent-properties,922,make more effort,make less effort,indirect,antonym,variable swap,-15.658762,-15.052843,-0.605919,0
agent-properties,923,make more effort,make less effort,indirect,antonym,variable swap,-26.778042,-27.166162,0.388121,1
agent-properties,924,make more effort,make less effort,indirect,antonym,variable swap,-28.589758,-23.032316,-5.557442,0
agent-properties,925,make more effort,make less effort,indirect,antonym,variable swap,-19.130718,-24.791042,5.660324,1
agent-properties,926,make more effort,make less effort,indirect,antonym,variable swap,-19.04365,-19.47751,0.433861,1
agent-properties,927,make more effort,make less effort,indirect,antonym,variable swap,-23.087971,-22.398924,-0.689047,0
agent-properties,928,make more effort,make less effort,indirect,antonym,variable swap,-40.640202,-37.24387,-3.396332,0
agent-properties,929,make more effort,make less effort,indirect,antonym,variable swap,-34.560234,-38.097561,3.537327,1
agent-properties,930,make more effort,make less effort,indirect,antonym,variable swap,-32.648323,-32.896267,0.247944,1
agent-properties,931,make more effort,make less effort,indirect,antonym,variable swap,-35.311218,-35.174625,-0.136593,0
agent-properties,932,make more effort,make less effort,indirect,antonym,variable swap,-33.367851,-29.042326,-4.325525,0
agent-properties,933,make more effort,make less effort,indirect,antonym,variable swap,-21.367962,-26.073887,4.705925,1
agent-properties,934,make more effort,make less effort,indirect,antonym,variable swap,-20.029673,-20.198072,0.1684,1
agent-properties,935,make more effort,make less effort,indirect,antonym,variable swap,-27.653805,-27.356686,-0.297119,0
agent-properties,936,make more effort,make less effort,indirect,antonym,variable swap,-44.152122,-45.108391,0.956268,1
agent-properties,937,make more effort,make less effort,indirect,antonym,variable swap,-35.781368,-36.233593,0.452225,1
agent-properties,938,make more effort,make less effort,indirect,antonym,variable swap,-31.883743,-32.343273,0.45953,1
agent-properties,939,make more effort,make less effort,indirect,antonym,variable swap,-41.173088,-41.045979,-0.12711,0
agent-properties,940,make more effort,make less effort,indirect,antonym,variable swap,-35.79081,-35.829754,0.038944,1
agent-properties,941,make more effort,make less effort,indirect,antonym,variable swap,-35.659672,-34.802036,-0.857635,0
agent-properties,942,make more effort,make less effort,indirect,antonym,variable swap,-27.695988,-32.174885,4.478897,1
agent-properties,943,make more effort,make less effort,indirect,antonym,variable swap,-31.106857,-29.089722,-2.017136,0
agent-properties,944,make more effort,make less effort,indirect,antonym,variable swap,-65.631607,-65.484421,-0.147186,0
agent-properties,945,make more effort,make less effort,indirect,antonym,variable swap,-63.702789,-61.969318,-1.733471,0
agent-properties,946,make more effort,make less effort,indirect,antonym,variable swap,-59.122787,-59.478912,0.356125,1
agent-properties,947,make more effort,make less effort,indirect,antonym,variable swap,-61.158154,-61.778404,0.620251,1
agent-properties,948,make more effort,make less effort,indirect,antonym,variable swap,-25.524094,-26.193108,0.669014,1
agent-properties,949,make more effort,make less effort,indirect,antonym,variable swap,-26.722839,-27.435326,0.712486,1
agent-properties,950,make more effort,make less effort,indirect,antonym,variable swap,-23.919724,-21.119492,-2.800232,0
agent-properties,951,make more effort,make less effort,indirect,antonym,variable swap,-21.114895,-22.827641,1.712746,1
agent-properties,952,make more effort,make less effort,indirect,antonym,variable swap,-34.997032,-35.078793,0.08176,1
agent-properties,953,make more effort,make less effort,indirect,antonym,variable swap,-30.880787,-32.155033,1.274246,1
agent-properties,954,make more effort,make less effort,indirect,antonym,variable swap,-29.274206,-24.57408,-4.700127,0
agent-properties,955,make more effort,make less effort,indirect,antonym,variable swap,-29.16374,-31.208736,2.044996,1
agent-properties,956,make more effort,make less effort,indirect,antonym,variable swap,-22.939976,-27.343845,4.40387,1
agent-properties,957,make more effort,make less effort,indirect,antonym,variable swap,-18.937401,-14.332884,-4.604517,0
agent-properties,958,make more effort,make less effort,indirect,antonym,variable swap,-14.823314,-13.435354,-1.387959,0
agent-properties,959,make more effort,make less effort,indirect,antonym,variable swap,-21.571609,-22.931324,1.359715,1
agent-properties,960,make more effort,make less effort,indirect,antonym,variable swap,-45.426769,-49.77523,4.348461,1
agent-properties,961,make more effort,make less effort,indirect,antonym,variable swap,-36.474159,-32.037281,-4.436878,0
agent-properties,962,make more effort,make less effort,indirect,antonym,variable swap,-31.898308,-30.870129,-1.028179,0
agent-properties,963,make more effort,make less effort,indirect,antonym,variable swap,-43.51572,-44.689991,1.174271,1
agent-properties,964,make more effort,make less effort,indirect,antonym,variable swap,-20.85766,-25.536835,4.679174,1
