label,pred_id,entity_type,reported_numops,total_ops,irrelevant_ops,irrelevant_bin,base_correct,label_correct,gold,pred,pred_item_count,gold_item_count,pred_item_hits,gold_item_hits,pred_minus_gold_item_hits,pred_item_hit_fraction,gold_item_hit_fraction,pred_token_hits,gold_token_hits,pred_minus_gold_token_hits,pred_token_hit_fraction,gold_token_hit_fraction,pred_more_items,pred_more_tokens,pred_less_items,pred_less_tokens,pred_hit_items,gold_hit_items,operation_items,operations
coherent86,regular_0_ops_185,regular,0,1,1,1-3,0,0,the car and the meat.,the gift and the mirror.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the fish,Move the fish from Box 1 to Box 0.
coherent86,regular_0_ops_186,regular,0,1,1,1-3,1,1,the gift and the jacket.,the gift and the jacket.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the pot,Remove the pot from Box 0.
coherent86,regular_0_ops_187,regular,0,1,1,1-3,1,1,the engine and the mirror.,the engine and the mirror.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the coffee,Put the coffee into Box 0.
coherent86,regular_0_ops_188,regular,0,1,1,1-3,0,0,the bread and the dish and the sheet.,the bomb and the clock and the shoe.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the pot,Remove the pot from Box 2.
coherent86,regular_0_ops_189,regular,0,1,1,1-3,0,0,the milk and the newspaper.,the cross and the medicine.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the camera,Remove the camera from Box 3.
coherent86,regular_0_ops_190,regular,0,1,1,1-3,0,0,the clock and the coat and the key.,the newspaper and the picture and the string.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the mirror,Remove the bone and the mirror from Box 3.
coherent86,regular_0_ops_191,regular,0,1,1,1-3,0,0,the rock.,the glass.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the cash || the tea,Remove the cash and the tea from Box 6.
coherent86,regular_0_ops_192,regular,0,1,1,1-3,1,1,the bottle and the painting.,the bottle and the painting.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the bill || the television,Move the bill and the television from Box 5 to Box 1.
coherent86,regular_0_ops_193,regular,0,1,1,1-3,0,0,the plate.,the disk.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wheel,Put the wheel into Box 3.
coherent86,regular_0_ops_194,regular,0,1,1,1-3,0,0,the ticket.,the plate.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the egg || the shell,Remove the egg and the shell from Box 2.
coherent86,regular_0_ops_195,regular,0,2,2,1-3,1,1,the game.,the game.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the string || the watch,Move the string from Box 0 to Box 5. || Move the watch from Box 6 to Box 0.
coherent86,regular_0_ops_196,regular,0,2,2,1-3,1,1,the gift and the jacket.,the gift and the jacket.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the pot || the disk,Remove the pot from Box 0. || Remove the disk from Box 2.
coherent86,regular_0_ops_197,regular,0,2,2,1-3,0,0,the bag and the file.,the boot and the knife.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the egg || the fig,Put the egg into Box 0. || Remove the fig from Box 0.
coherent86,regular_0_ops_198,regular,0,2,2,1-3,0,0,the bag and the creature and the guitar.,the bowl and the computer and the tea.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wheel || the camera,Put the wheel into Box 3. || Put the camera into Box 1.
coherent86,regular_0_ops_199,regular,0,2,2,1-3,0,0,the coat and the ring and the tie.,the camera and the file and the milk.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.2,0.0,True,True,False,False,the file,,the file || the brick,Remove the file from Box 2. || Move the brick from Box 6 to Box 5.
coherent86,regular_0_ops_200,regular,0,2,2,1-3,0,0,the bowl and the leaf.,the bag and the jacket.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the dish || the shoe,Remove the dish from Box 6. || Remove the shoe from Box 0.
coherent86,regular_0_ops_201,regular,0,2,2,1-3,1,1,the brain and the machine.,the brain and the machine.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the picture || the television || the gift,Move the picture and the television from Box 4 to Box 6. || Put the gift into Box 3.
coherent86,regular_0_ops_202,regular,0,2,2,1-3,0,0,the apple and the fig and the ice.,the branch and the creature and the egg.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the watch || the file,Remove the watch from Box 2. || Remove the file from Box 3.
coherent86,regular_0_ops_203,regular,0,2,2,1-3,0,0,the ball and the game and the medicine.,the cup and the shirt and the suit.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the paper || the paper,Move the paper from Box 3 to Box 5. || Remove the paper from Box 5.
coherent86,regular_0_ops_204,regular,0,2,2,1-3,1,1,the brain.,the brain.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the chemical || the wheel,Put the chemical into Box 2. || Remove the wheel from Box 5.
coherent86,regular_0_ops_205,regular,0,2,2,1-3,0,0,the bowl and the map.,the glass and the painting.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the rock || the branch || the medicine || the mirror,Remove the rock from Box 0. || Remove the branch and the medicine and the mirror from Box 2.
coherent86,regular_0_ops_206,regular,0,2,2,1-3,0,0,the block and the bottle and the wire.,the bell and the cash and the ice.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the cheese || the meat,Remove the cheese from Box 1. || Remove the meat from Box 2.
coherent86,regular_0_ops_207,regular,0,2,2,1-3,0,0,the key and the string and the suit.,the camera and the fish and the letter.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the bowl || the knife || the apple || the clock,Remove the bone and the bowl and the knife from Box 4. || Remove the apple and the clock from Box 6.
coherent86,regular_0_ops_208,regular,0,2,2,1-3,1,1,the mirror and the ticket and the watch.,the mirror and the ticket and the watch.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the block || the wire || the bus || the shirt,Remove the block and the wire from Box 1. || Remove the bus and the shirt from Box 2.
coherent86,regular_0_ops_209,regular,0,2,2,1-3,0,0,the beer and the cheese and the flower.,the brain and the camera and the rock.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the tape || the string,Move the tape from Box 1 to Box 3. || Remove the string from Box 2.
coherent86,regular_0_ops_210,regular,0,2,2,1-3,1,1,the creature.,the creature.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the tape || the string,Move the tape from Box 1 to Box 3. || Remove the string from Box 2.
coherent86,regular_0_ops_211,regular,0,2,2,1-3,0,0,the apple and the bell and the crown.,the branch and the chemical and the cigarette.,3,3,3.0,0.0,3.0,1.0,0.0,5.0,2.0,3.0,1.0,0.4,True,True,False,False,the branch || the chemical || the cigarette,,the branch || the chemical || the cigarette || the fan,Put the branch and the chemical and the cigarette into Box 3. || Put the fan into Box 5.
coherent86,regular_0_ops_212,regular,0,2,2,1-3,0,0,the painting.,the machine.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the flower || the bomb,Remove the flower from Box 3. || Remove the bomb from Box 4.
coherent86,regular_0_ops_213,regular,0,2,2,1-3,0,0,the television and the tie.,the machine and the ticket.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the note || the fan || the string || the wire,Move the note from Box 5 to Box 2. || Remove the fan and the string and the wire from Box 3.
coherent86,regular_0_ops_214,regular,0,2,2,1-3,1,1,the apple and the coffee and the tissue.,the apple and the coffee and the tissue.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the fish || the camera,Put the fish into Box 2. || Move the camera from Box 4 to Box 1.
coherent86,regular_0_ops_215,regular,0,2,2,1-3,0,0,the cream and the meat and the plant.,the bottle and the disk and the phone.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the dish || the branch || the ring,Move the dish from Box 0 to Box 1. || Remove the branch and the ring from Box 2.
coherent86,regular_0_ops_216,regular,0,2,2,1-3,1,1,the beer and the crown.,the beer and the crown.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the bomb || the shirt,Remove the bomb from Box 5. || Remove the shirt from Box 0.
coherent86,regular_0_ops_217,regular,0,2,2,1-3,1,0,the car and the magazine and the note.,the bus and the flower and the tie.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,0.6,0.4,True,True,False,False,the bus,,the bus || the leaf || the rock,Remove the bus from Box 4. || Remove the leaf and the rock from Box 6.
coherent86,regular_0_ops_218,regular,0,2,2,1-3,1,1,the fish and the wheel.,the fish and the wheel.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the pipe || the ring,Put the pipe into Box 4. || Put the ring into Box 2.
coherent86,regular_0_ops_219,regular,0,2,2,1-3,0,0,the disk and the fan.,the cross and the mirror.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wheel || the camera,Put the wheel into Box 3. || Put the camera into Box 1.
coherent86,regular_0_ops_220,regular,0,2,2,1-3,0,0,the leaf.,the phone.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the phone,,the fish || the tie || the train || the phone,Remove the fish and the tie and the train from Box 5. || Put the phone into Box 2.
coherent86,regular_0_ops_221,regular,0,2,2,1-3,0,0,the card and the television.,the glass and the watch.,2,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.0,True,True,False,False,the glass || the watch,,the watch || the glass,Move the watch from Box 5 to Box 4. || Remove the glass from Box 5.
coherent86,regular_0_ops_222,regular,0,2,2,1-3,0,0,the hat and the seed and the train.,the cross and the machine and the medicine.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bag || the pipe || the car || the milk || the tie,Remove the bag and the pipe from Box 6. || Remove the car and the milk and the tie from Box 1.
coherent86,regular_0_ops_223,regular,0,2,2,1-3,1,1,the gift and the plate and the suit.,the gift and the plate and the suit.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bottle || the flower || the letter || the magazine,Remove the bottle and the flower and the letter from Box 0. || Move the magazine from Box 6 to Box 2.
coherent86,regular_0_ops_224,regular,0,2,2,1-3,1,1,the glass and the seed and the sheet.,the glass and the seed and the sheet.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the crown || the magazine,Put the crown into Box 4. || Move the magazine from Box 4 to Box 3.
coherent86,regular_0_ops_225,regular,0,2,2,1-3,0,0,the watch.,the picture.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the bell || the guitar || the card,Remove the bell and the guitar from Box 3. || Put the card into Box 6.
coherent86,regular_0_ops_226,regular,0,2,2,1-3,0,0,the egg and the shell.,the flower and the shoe.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the milk || the dress || the rock,Put the milk into Box 3. || Remove the dress and the rock from Box 0.
coherent86,regular_0_ops_227,regular,0,2,2,1-3,0,0,the cross and the egg and the gift.,the beer and the cheese and the seed.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the fish || the meat || the document,Remove the fish and the meat from Box 4. || Move the document from Box 6 to Box 1.
coherent86,regular_0_ops_228,regular,0,2,2,1-3,1,1,the jacket and the machine and the tape.,the jacket and the machine and the tape.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the car || the sheet || the picture,Remove the car and the sheet from Box 2. || Put the picture into Box 4.
coherent86,regular_0_ops_229,regular,0,2,2,1-3,0,0,the sheet and the train and the wheel.,the cake and the cheese and the milk.,3,3,2.0,0.0,2.0,0.6666666666666666,0.0,4.0,2.0,2.0,0.8,0.4,True,True,False,False,the cake || the cheese,,the crown || the cake || the cheese,Remove the crown from Box 4. || Remove the cake and the cheese from Box 2.
coherent86,regular_0_ops_230,regular,0,2,2,1-3,1,1,the crown.,the crown.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the letter || the map || the bell || the bus,Remove the letter and the map from Box 3. || Remove the bell and the bus from Box 4.
coherent86,regular_0_ops_231,regular,0,2,2,1-3,1,1,the bell and the car and the cup.,the bell and the car and the cup.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bowl || the disk || the egg,Remove the bowl and the disk from Box 2. || Remove the egg from Box 1.
coherent86,regular_0_ops_232,regular,0,2,2,1-3,1,1,the bottle and the disk and the phone.,the bottle and the disk and the phone.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the dish || the branch || the ring,Move the dish from Box 0 to Box 1. || Remove the branch and the ring from Box 2.
coherent86,regular_0_ops_233,regular,0,2,2,1-3,1,1,the boat and the cross and the shirt.,the boat and the cross and the shirt.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the seed || the bottle,Move the seed from Box 1 to Box 5. || Remove the bottle from Box 1.
coherent86,regular_0_ops_234,regular,0,2,2,1-3,0,0,the game and the picture and the ticket.,the letter and the magazine and the medicine.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the bomb || the jacket,Move the bomb from Box 1 to Box 5. || Remove the jacket from Box 1.
coherent86,regular_0_ops_235,regular,0,2,2,1-3,0,0,the brick and the computer.,the plate and the computer.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the cream || the picture || the string,Remove the cream from Box 3. || Remove the picture and the string from Box 1.
coherent86,regular_0_ops_236,regular,0,2,2,1-3,0,0,the file and the milk and the television.,the cake and the plane and the string.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the flower || the magazine || the fan,Remove the flower and the magazine from Box 3. || Remove the fan from Box 1.
coherent86,regular_0_ops_237,regular,0,2,2,1-3,0,0,the wire.,the glass.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the glass,,the glass || the clock || the letter,Move the glass from Box 6 to Box 3. || Put the clock and the letter into Box 4.
coherent86,regular_0_ops_238,regular,0,2,2,1-3,1,1,the bread and the coat.,the bread and the coat.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the tea || the plane,Move the tea from Box 2 to Box 4. || Move the plane from Box 5 to Box 1.
coherent86,regular_0_ops_239,regular,0,2,2,1-3,1,1,the jacket and the letter and the mirror.,the jacket and the letter and the mirror.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the file || the file,Move the file from Box 4 to Box 0. || Remove the file from Box 0.
coherent86,regular_0_ops_240,regular,0,2,2,1-3,1,1,the cheese and the drink and the sheet.,the cheese and the drink and the sheet.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bus || the leaf || the rock,Remove the bus from Box 4. || Remove the leaf and the rock from Box 6.
coherent86,regular_0_ops_241,regular,0,2,2,1-3,0,0,the car and the tissue.,the bomb and the glass.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the coffee || the drink,Put the coffee into Box 4. || Remove the drink from Box 2.
coherent86,regular_0_ops_242,regular,0,2,2,1-3,1,1,the plate.,the plate.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wheel || the camera,Put the wheel into Box 3. || Put the camera into Box 1.
coherent86,regular_0_ops_243,regular,0,2,2,1-3,0,0,the watch.,the knife.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the hat || the engine || the plane,Move the hat from Box 0 to Box 3. || Remove the engine and the plane from Box 4.
coherent86,regular_0_ops_244,regular,0,2,2,1-3,0,0,the bag and the coffee.,the crown and the seed.,2,2,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,0.3333333333333333,True,True,False,False,the crown || the seed,,the bomb || the ring || the crown || the seed,Put the bomb and the ring into Box 0. || Remove the crown and the seed from Box 4.
coherent86,regular_0_ops_245,regular,0,2,2,1-3,1,1,the bag and the cream.,the bag and the cream.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the boat || the crown,Remove the boat from Box 4. || Move the crown from Box 4 to Box 0.
coherent86,regular_0_ops_246,regular,0,2,2,1-3,1,1,the beer and the branch and the fan.,the beer and the branch and the fan.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the file || the shirt,Remove the file from Box 1. || Move the shirt from Box 3 to Box 4.
coherent86,regular_0_ops_247,regular,0,2,2,1-3,0,0,the plant.,the block.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the game || the stone || the game,Put the game and the stone into Box 0. || Remove the game from Box 0.
coherent86,regular_0_ops_248,regular,0,2,2,1-3,1,1,the tissue.,the tissue.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the milk || the guitar || the painting,Put the milk into Box 1. || Put the guitar and the painting into Box 2.
coherent86,regular_0_ops_249,regular,0,2,2,1-3,0,0,the cigarette.,the bowl.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wire || the hat,Move the wire from Box 0 to Box 1. || Put the hat into Box 6.
coherent86,regular_0_ops_250,regular,0,2,2,1-3,0,0,the bone and the cheese and the coffee.,the book and the disk and the tissue.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.2,0.0,True,True,False,False,the disk,,the shell || the disk,Put the shell into Box 5. || Move the disk from Box 6 to Box 0.
coherent86,regular_0_ops_251,regular,0,2,2,1-3,0,0,the jacket.,the meat.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the meat,,the drug || the meat,Put the drug into Box 3. || Remove the meat from Box 5.
coherent86,regular_0_ops_252,regular,0,2,2,1-3,0,0,the bill.,the document.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the jacket || the bell || the file || the stone,Remove the jacket from Box 3. || Remove the bell and the file and the stone from Box 5.
coherent86,regular_0_ops_253,regular,0,2,2,1-3,1,1,the letter.,the letter.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the flower || the gift || the drink || the painting,Remove the flower and the gift from Box 0. || Move the drink and the painting from Box 4 to Box 2.
coherent86,regular_0_ops_254,regular,0,2,2,1-3,0,0,the hat and the painting and the shell.,the newspaper and the picture and the string.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the mirror || the beer,Remove the bone and the mirror from Box 3. || Remove the beer from Box 0.
coherent86,regular_0_ops_255,regular,0,2,2,1-3,0,0,the flower.,the ticket.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the ticket,,the boot || the ticket,Move the boot from Box 3 to Box 4. || Remove the ticket from Box 4.
coherent86,regular_0_ops_256,regular,0,2,2,1-3,0,1,the ball and the file and the milk.,the ball and the file and the milk.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the bowl || the knife || the apple || the clock,Remove the bone and the bowl and the knife from Box 4. || Remove the apple and the clock from Box 6.
coherent86,regular_0_ops_257,regular,0,2,2,1-3,0,0,the fig.,the ring.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the ring,,the cake || the cheese || the ring,Remove the cake and the cheese from Box 3. || Move the ring from Box 2 to Box 1.
coherent86,regular_0_ops_258,regular,0,2,2,1-3,0,0,the cake and the painting.,the magazine and the radio.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the bone || the chemical || the plant,Move the bone from Box 4 to Box 3. || Remove the chemical and the plant from Box 5.
coherent86,regular_0_ops_259,regular,0,2,2,1-3,0,0,the guitar and the jacket.,the disk and the seed.,2,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.0,True,True,False,False,the disk || the seed,,the disk || the seed,Remove the disk from Box 6. || Remove the seed from Box 6.
coherent86,regular_0_ops_260,regular,0,2,2,1-3,1,1,the disk.,the disk.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the tea || the plane,Move the tea from Box 2 to Box 4. || Move the plane from Box 5 to Box 1.
coherent86,regular_0_ops_261,regular,0,2,2,1-3,1,1,the branch and the painting and the sheet.,the branch and the painting and the sheet.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the letter || the map || the bell || the bus,Remove the letter and the map from Box 3. || Remove the bell and the bus from Box 4.
coherent86,regular_0_ops_262,regular,0,2,2,1-3,1,1,the car and the ring and the ticket.,the car and the ring and the ticket.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the egg || the fig,Put the egg into Box 0. || Remove the fig from Box 0.
coherent86,regular_0_ops_263,regular,0,2,2,1-3,1,1,the camera and the fish and the letter.,the camera and the fish and the letter.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the bowl || the knife || the apple || the clock,Remove the bone and the bowl and the knife from Box 4. || Remove the apple and the clock from Box 6.
coherent86,regular_0_ops_264,regular,0,2,2,1-3,0,0,the cigarette and the rose.,the bread and the tape.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the cash || the tea || the string,Remove the cash and the tea from Box 6. || Put the string into Box 4.
coherent86,regular_0_ops_265,regular,0,3,3,1-3,1,1,the cup and the phone and the rock.,the cup and the phone and the rock.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the painting || the seed || the game || the crown,Put the painting and the seed into Box 3. || Remove the game from Box 0. || Move the crown from Box 5 to Box 2.
coherent86,regular_0_ops_266,regular,0,3,3,1-3,1,1,the chemical and the rock.,the chemical and the rock.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the machine || the car || the pipe,Remove the machine from Box 0. || Move the car from Box 4 to Box 2. || Move the pipe from Box 1 to Box 3.
coherent86,regular_0_ops_267,regular,0,3,3,1-3,0,0,the creature and the magazine and the stone.,the bell and the plate and the watch.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wire || the machine || the machine,Remove the wire from Box 0. || Put the machine into Box 5. || Remove the machine from Box 5.
coherent86,regular_0_ops_268,regular,0,3,3,1-3,1,1,the ball and the chemical and the tea.,the ball and the chemical and the tea.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the bomb || the shirt || the fan,Remove the bomb from Box 5. || Remove the shirt from Box 0. || Move the fan from Box 6 to Box 4.
coherent86,regular_0_ops_269,regular,0,3,3,1-3,1,1,the flower and the shoe.,the flower and the shoe.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the milk || the dress || the rock || the milk,Put the milk into Box 3. || Remove the dress and the rock from Box 0. || Move the milk from Box 3 to Box 0.
coherent86,regular_0_ops_270,regular,0,3,3,1-3,1,1,the cake and the clock.,the cake and the clock.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the flower || the cash || the key || the picture,Remove the flower from Box 5. || Put the cash and the key into Box 6. || Remove the picture from Box 4.
coherent86,regular_0_ops_271,regular,0,3,3,1-3,0,0,the file and the tissue.,the chemical and the rock.,2,2,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,True,False,False,the chemical,,the block || the television || the chemical,Remove the block from Box 6. || Move the television from Box 5 to Box 1. || Remove the chemical from Box 2.
coherent86,regular_0_ops_272,regular,0,3,3,1-3,0,0,the cup and the flower.,the bowl and the map.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the knife || the radio || the cream || the drink,Move the knife and the radio from Box 5 to Box 0. || Remove the cream from Box 3. || Move the drink from Box 6 to Box 3.
coherent86,regular_0_ops_273,regular,0,3,3,1-3,0,0,the plate.,the disk.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the wheel || the camera || the cross,Put the wheel into Box 3. || Put the camera into Box 1. || Remove the cross from Box 2.
coherent86,regular_0_ops_274,regular,0,3,3,1-3,0,0,the pipe.,the plane.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the flower || the magazine || the fan || the cake || the string,Remove the flower and the magazine from Box 3. || Remove the fan from Box 1. || Move the cake and the string from Box 5 to Box 2.
coherent86,regular_0_ops_275,regular,0,3,3,1-3,0,0,the plant.,the painting.,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,True,False,False,the painting,,the branch || the chemical || the cigarette || the fan || the fan || the painting,Put the branch and the chemical and the cigarette into Box 3. || Put the fan into Box 5. || Remove the fan and the painting from Box 5.
