global_index,domain,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_c1,context_diff_c2,target_diff_words,depth_interaction_sum,shallow_interaction_sum,depth_local_min_actual_over_swapped_sum,shallow_local_min_actual_over_swapped_sum
1378,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,,-16.099115083925426,-2.47923149401322,-1.1348776817321777,-0.2597188949584961
1379,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-16.099115083925426,-2.47923149401322,-1.1348776817321777,-0.2597188949584961
1382,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,,-8.634056428447366,-20.946520203724504,-1.058530330657959,-2.99648380279541
1383,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-8.634056428447366,-20.946520203724504,-1.058530330657959,-2.99648380279541
1386,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,hockey ||| cards.,cards ||| hockey.,,-13.606435760855675,-19.187661960721016,-2.616560459136963,-5.395543098449707
1387,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cards ||| hockey.,hockey ||| cards.,,-13.606435760855675,-19.187661960721016,-2.616560459136963,-5.395543098449707
1390,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,,-16.472596770821838,-3.8178367672953755,-1.7863636016845703,-0.8002152442932129
1391,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-16.472596770821838,-3.8178367672953755,-1.7863636016845703,-0.8002152442932129
1394,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,,-9.012834338995162,-17.985628673108295,-3.9670352935791016,-1.2261343002319336
1395,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-9.012834338995162,-17.985628673108295,-3.9670352935791016,-1.2261343002319336
1398,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,hockey ||| cards.,cards ||| hockey.,,-12.500482765084598,-8.997906777076423,-0.04280900955200195,-1.0759334564208984
1399,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cards ||| hockey.,hockey ||| cards.,,-12.500482765084598,-8.997906777076423,-0.04280900955200195,-1.0759334564208984
1400,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-16.073301589814946,-2.1368908984586596,-1.349778652191162,-0.08962297439575195
1401,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,,-16.073301589814946,-2.1368908984586596,-1.349778652191162,-0.08962297439575195
1404,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-8.290406130254269,-21.06844572443515,-1.1800827980041504,-2.500746250152588
1405,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,,-8.290406130254269,-21.06844572443515,-1.1800827980041504,-2.500746250152588
1408,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cards ||| hockey.,hockey ||| cards.,,-13.732581471092999,-18.926611684262753,-2.500476837158203,-5.361651420593262
1409,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,hockey ||| cards.,cards ||| hockey.,,-13.732581471092999,-18.926611684262753,-2.500476837158203,-5.361651420593262
1415,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-10.615170465782285,-21.342884979210794,-0.9625544548034668,-0.06316709518432617
1416,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Wei ||| Jesse.,Jesse ||| Wei.,,-8.90703250747174,-25.95458083273843,-1.0338187217712402,-1.0224556922912598
1417,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Jesse ||| Wei.,Wei ||| Jesse.,,-8.90703250747174,-25.95458083273843,-1.0338187217712402,-1.0224556922912598
1422,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,,-14.226626224612119,-1.8475845297798514,-1.2194008827209473,-2.462225914001465
1423,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,candle ||| airplane.,airplane ||| candle.,,-14.226626224612119,-1.8475845297798514,-1.2194008827209473,-2.462225914001465
1425,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,airplane ||| candle.,candle ||| airplane.,,-11.917778302798979,-0.6238773746881634,-0.8269534111022949,-2.329552412033081
1430,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-14.219290568958968,-9.954986924305558,-4.582895278930664,-8.949758529663086
1431,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-14.219290568958968,-9.954986924305558,-4.582895278930664,-8.949758529663086
1432,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-10.934007252100855,-12.472174969152547,-3.6935882568359375,-11.76503324508667
1433,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-10.934007252100855,-12.472174969152547,-3.6935882568359375,-11.76503324508667
1437,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-15.523414131021127,-14.626362139824778,-2.277942657470703,-5.5252275466918945
1442,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-16.272498649777845,-14.216445015743375,-0.8668832778930664,-3.3992085456848145
1443,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,football ||| pool.,pool ||| football.,,-16.272498649777845,-14.216445015743375,-0.8668832778930664,-3.3992085456848145
1447,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-3.5151594449416734,-4.68656845879741,-0.08564043045043945,-0.23409318923950195
1448,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-4.3017257756437175,-4.79115305643063,-0.05394554138183594,-0.6938190460205078
1449,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-4.3017257756437175,-4.79115305643063,-0.05394554138183594,-0.6938190460205078
1452,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-21.573115552047966,-15.413152727822307,-0.2507462501525879,-1.3375921249389648
1453,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-21.573115552047966,-15.413152727822307,-0.2507462501525879,-1.3375921249389648
1456,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-22.171591256395914,-23.268299290997675,-8.605980396270752,-7.358391046524048
1457,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-22.171591256395914,-23.268299290997675,-8.605980396270752,-7.358391046524048
1460,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,football ||| pool.,pool ||| football.,,-13.764886444376316,-14.91657797433436,-1.027759075164795,-1.952519416809082
1461,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-13.764886444376316,-14.91657797433436,-1.027759075164795,-1.952519416809082
1466,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-19.86843058373779,-14.28683501132764,-0.11072874069213867,-0.960902214050293
1467,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-19.86843058373779,-14.28683501132764,-0.11072874069213867,-0.960902214050293
1470,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-14.245654541999102,-24.588920773006976,-9.027195930480957,-4.7681684494018555
1471,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-14.245654541999102,-24.588920773006976,-9.027195930480957,-4.7681684494018555
1474,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-13.492106845602393,-17.252582971006632,-1.6745548248291016,-3.0665040016174316
1475,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,football ||| pool.,pool ||| football.,,-13.492106845602393,-17.252582971006632,-1.6745548248291016,-3.0665040016174316
1478,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-21.832633260753937,-14.62494441360468,-0.008416175842285156,-1.089881420135498
1479,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-21.832633260753937,-14.62494441360468,-0.008416175842285156,-1.089881420135498
1482,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-24.041947041172534,-23.37244507134892,-8.098583221435547,-7.400049209594727
1483,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-24.041947041172534,-23.37244507134892,-8.098583221435547,-7.400049209594727
1486,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-13.976448431320023,-14.336212155758403,-0.8465671539306641,-1.6389141082763672
1487,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,football ||| pool.,pool ||| football.,,-13.976448431320023,-14.336212155758403,-0.8465671539306641,-1.6389141082763672
1488,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-19.719894292065874,-14.477677366463467,-0.4546985626220703,-0.8363766670227051
1489,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-19.719894292065874,-14.477677366463467,-0.4546985626220703,-0.8363766670227051
1492,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-14.322284270077944,-25.164732037112117,-9.141013145446777,-4.929807424545288
1493,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-14.322284270077944,-25.164732037112117,-9.141013145446777,-4.929807424545288
1496,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,football ||| pool.,pool ||| football.,,-14.513017637655139,-16.765962009318173,-1.1926093101501465,-3.0372347831726074
1497,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,pool ||| football.,football ||| pool.,,-14.513017637655139,-16.765962009318173,-1.1926093101501465,-3.0372347831726074
1502,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-19.301424651406705,-15.360882207052782,-4.722038269042969,-11.698541641235352
1503,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-19.301424651406705,-15.360882207052782,-4.722038269042969,-11.698541641235352
1504,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Yan ||| Ali.,Ali ||| Yan.,,-16.59981659706682,-14.060547474771738,-5.821157455444336,-8.969487190246582
1505,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Ali ||| Yan.,Yan ||| Ali.,,-16.59981659706682,-14.060547474771738,-5.821157455444336,-8.969487190246582
1510,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-9.125169191334862,-2.4224697625031695,-0.38164377212524414,-0.686762809753418
1511,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-9.125169191334862,-2.4224697625031695,-0.38164377212524414,-0.686762809753418
1512,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,wheel ||| truck.,truck ||| wheel.,,-6.925027132849209,-3.7297470602206886,-1.219881534576416,-0.6971545219421387
1513,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| wheel.,wheel ||| truck.,,-6.925027132849209,-3.7297470602206886,-1.219881534576416,-0.6971545219421387
1517,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-8.05751995742321,-24.167466862185393,-4.350394248962402,-1.497626781463623
1522,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-8.288402067497373,-23.81828676792793,-3.169281005859375,-2.186830997467041
1526,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-12.479655135888606,-20.25321616232395,-1.0730617046356201,-0.7294731140136719
1527,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-12.479655135888606,-20.25321616232395,-1.0730617046356201,-0.7294731140136719
1528,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-12.419445415958762,-20.113765361718833,-0.011913299560546875,-0.8167471885681152
1529,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-12.419445415958762,-20.113765361718833,-0.011913299560546875,-0.8167471885681152
1540,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-14.786020665982505,-6.989601192821283,-1.8524551391601562,-0.25330114364624023
1541,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,box ||| truck.,truck ||| box.,,-14.786020665982505,-6.989601192821283,-1.8524551391601562,-0.25330114364624023
1544,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Alex ||| Mohammed.,Mohammed ||| Alex.,,-17.250793713261373,-33.20060493546771,-2.636401653289795,-1.0052909851074219
1545,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-17.250793713261373,-33.20060493546771,-2.636401653289795,-1.0052909851074219
1548,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-10.372520497010555,-22.56747193110641,-2.7237725257873535,-1.7070846557617188
1549,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-10.372520497010555,-22.56747193110641,-2.7237725257873535,-1.7070846557617188
1554,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,box ||| truck.,truck ||| box.,,-13.555442042183131,-5.299341970123351,-3.5735573768615723,-0.3994007110595703
1555,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-13.555442042183131,-5.299341970123351,-3.5735573768615723,-0.3994007110595703
1558,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-13.815851461142302,-29.891658764099702,-2.764307975769043,-1.9548678398132324
1562,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-12.20899984613061,-25.735495315864682,-2.0169148445129395,-2.563901901245117
1563,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-12.20899984613061,-25.735495315864682,-2.0169148445129395,-2.563901901245117
1566,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,box ||| truck.,truck ||| box.,,-15.397946060751565,-6.2171231070533395,-1.86970853805542,-0.024916648864746094
1567,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-15.397946060751565,-6.2171231070533395,-1.86970853805542,-0.024916648864746094
1570,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-18.41860645142151,-33.21779745261301,-2.7063889503479004,-0.42834901809692383
1571,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Alex ||| Mohammed.,Mohammed ||| Alex.,,-18.41860645142151,-33.21779745261301,-2.7063889503479004,-0.42834901809692383
1574,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-10.107425811875146,-21.574782132986,-2.8243422508239746,-1.986814022064209
1575,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-10.107425811875146,-21.574782132986,-2.8243422508239746,-1.986814022064209
1576,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-13.90155474486528,-5.271128022111952,-3.41353178024292,-0.5002899169921875
1577,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,box ||| truck.,truck ||| box.,,-13.90155474486528,-5.271128022111952,-3.41353178024292,-0.5002899169921875
1581,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-12.781774800270796,-29.8105101340916,-2.9716362953186035,-1.83168363571167
1584,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| tennis.,tennis ||| volleyball.,,-12.240695618093014,-25.42733643949032,-2.45473051071167,-2.623340606689453
1585,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,tennis ||| volleyball.,volleyball ||| tennis.,,-12.240695618093014,-25.42733643949032,-2.45473051071167,-2.623340606689453
1589,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-11.359910382889211,-24.8078749749111,-2.777179718017578,-1.0251693725585938
1594,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Mohammed ||| Alex.,Alex ||| Mohammed.,,-13.047349143773317,-25.045782910543494,-3.8953933715820312,-0.20234060287475586
1599,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-4.256006712268572,-3.278682170785032,-1.1137886047363281,-3.398444175720215
1600,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,truck ||| box.,box ||| truck.,,-1.8275876742554829,-2.348531628958881,-3.0422892570495605,-3.7965877056121826
1606,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-0.6288987416774035,-22.059284666669555,-5.890959739685059,-1.489865779876709
1608,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-0.8626289651729167,-23.41653647669591,-6.662837028503418,-0.7468867301940918
1622,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,car ||| cooler.,cooler ||| car.,,-5.9686005226685666,-8.754333028162364,-1.2247467041015625,-3.479619026184082
1623,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-5.9686005226685666,-8.754333028162364,-1.2247467041015625,-3.479619026184082
1624,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-5.445766590797575,-8.919335961982142,-1.0080080032348633,-0.9874815940856934
1628,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-7.612622498330893,-7.4423065491137095,-2.227592945098877,-0.7546591758728027
1629,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,car ||| cooler.,cooler ||| car.,,-7.612622498330893,-7.4423065491137095,-2.227592945098877,-0.7546591758728027
1632,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-4.023949883063324,-19.935449969372712,-1.28226900100708,-2.5149073600769043
1633,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-4.023949883063324,-19.935449969372712,-1.28226900100708,-2.5149073600769043
1636,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,dominoes ||| basketball.,basketball ||| dominoes.,,-1.2289188869763166,-1.5416634604334831,-2.5063514709472656,-0.2216176986694336
1643,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-7.765676726237871,-6.618612550199032,-1.7555627822875977,-1.2566957473754883
1646,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-11.36281580477953,-16.81714932480827,-2.104763984680176,-0.1433877944946289
1647,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-11.36281580477953,-16.81714932480827,-2.104763984680176,-0.1433877944946289
1654,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,car ||| cooler.,cooler ||| car.,,-7.931375022322754,-5.979983851924771,-2.0817508697509766,-0.7913155555725098
1655,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-7.931375022322754,-5.979983851924771,-2.0817508697509766,-0.7913155555725098
1658,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-4.942757218435872,-18.925611474202015,-1.3298139572143555,-2.943291664123535
1659,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-4.942757218435872,-18.925611474202015,-1.3298139572143555,-2.943291664123535
1663,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,dominoes ||| basketball.,basketball ||| dominoes.,,-1.1153122523683123,-1.8225981905125082,-2.1545257568359375,-0.969184398651123
1664,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-8.55292337294668,-5.997638234402984,-1.8721790313720703,-1.2638835906982422
1668,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-11.812290158122778,-16.947469753213227,-2.238781452178955,-0.21349620819091797
1669,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-11.812290158122778,-16.947469753213227,-2.238781452178955,-0.21349620819091797
1678,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-3.033526253886521,-21.76236864225939,-5.593343734741211,-0.05756378173828125
1680,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Maria ||| Fatima.,Fatima ||| Maria.,,-4.2905131643638015,-21.404325365438126,-4.338032245635986,-0.4488363265991211
1681,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Fatima ||| Maria.,Maria ||| Fatima.,,-4.2905131643638015,-21.404325365438126,-4.338032245635986,-0.4488363265991211
1687,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-6.704326345410664,-5.117999694426544,-0.7610692977905273,-0.6602921485900879
1688,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,cooler ||| car.,car ||| cooler.,,-6.237482201016974,-5.918356960173696,-0.10065937042236328,-2.4277048110961914
1700,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-18.338259909884073,-21.936225638492033,-0.4852719306945801,-0.6469564437866211
1701,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-18.338259909884073,-21.936225638492033,-0.4852719306945801,-0.6469564437866211
1706,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-19.720555055188015,-21.48919614008628,-0.4945797920227051,-0.6336488723754883
1707,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-19.720555055188015,-21.48919614008628,-0.4945797920227051,-0.6336488723754883
1710,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-4.5333108930208255,-2.1598102315329015,-0.6937947273254395,-0.8978662490844727
1712,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-6.319648267352022,-5.236549696943257,-1.342635154724121,-0.05672883987426758
1713,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-6.319648267352022,-5.236549696943257,-1.342635154724121,-0.05672883987426758
1716,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-9.243904396353173,-9.960466887569055,-2.711698532104492,-3.3552565574645996
1717,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-9.243904396353173,-9.960466887569055,-2.711698532104492,-3.3552565574645996
1720,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Carmen ||| Li.,Li ||| Carmen.,,-5.422013670089655,-20.4661403587088,-2.5078721046447754,-0.8357710838317871
1724,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-13.317730299080722,-17.373100897995755,-2.3381471633911133,-0.8294363021850586
1725,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-13.317730299080722,-17.373100897995755,-2.3381471633911133,-0.8294363021850586
1730,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-10.875977499934379,-2.8675269205123186,-2.002666473388672,-0.11254549026489258
1731,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-10.875977499934379,-2.8675269205123186,-2.002666473388672,-0.11254549026489258
1734,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Li ||| Carmen.,Carmen ||| Li.,,-8.185778858140111,-20.710595464799553,-0.24042701721191406,-2.9258832931518555
1735,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Carmen ||| Li.,Li ||| Carmen.,,-8.185778858140111,-20.710595464799553,-0.24042701721191406,-2.9258832931518555
1738,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-15.161962579935789,-25.572097435593605,-0.55035400390625,-3.6535120010375977
1739,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-15.161962579935789,-25.572097435593605,-0.55035400390625,-3.6535120010375977
1742,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,bus ||| volleyball.,volleyball ||| bus.,,-11.33392557282059,-9.476834734203294,-2.5145583152770996,-3.225766181945801
1743,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-11.333923650570796,-9.476836127461866,-2.5145583152770996,-3.225766181945801
1746,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Li ||| Carmen.,Carmen ||| Li.,,-7.302796789037529,-20.236630668805446,-2.6413960456848145,-1.2382087707519531
1747,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,Carmen ||| Li.,Li ||| Carmen.,,-7.302796789037529,-20.236630668805446,-2.6413960456848145,-1.2382087707519531
1750,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,soccer ||| chess.,chess ||| soccer.,,-13.341215269407257,-17.599453503265977,-2.818998336791992,-0.9241852760314941
1751,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,chess ||| soccer.,soccer ||| chess.,,-13.341215269407257,-17.599453503265977,-2.818998336791992,-0.9241852760314941
1752,agent-properties,indirect,variable swap,variable swap,make more effort,make less effort,volleyball ||| bus.,bus ||| volleyball.,,-11.345345668203663,-2.8163078802172095,-1.9862236976623535,-0.1031951904296875
