example_id,source,source_pos,words,c_score,s_score,c_residual_surface,s_residual_surface,s_residual_surface_plus_c,c_residual_surface_plus_s,source_pos,char_per_word,alpha_word_rate,noise_word_rate,digit_word_rate,punct_only_rate,filler_rate,pronoun_rate,function_word_rate,dialogue_marker_rate_row,upper_word_rate,sent_end_per_word,quote_char_per_word,word_ttr,tokens_per_word_row,token_ttr_row,moderate_token_ratio_union,bigram_diversity_token,in_r_a,in_r_b,in_c_high,in_c_control,in_s_high
15749,childes.train.txt,0.6187204325298491,160,0.346875,0.262048,-0.07134028775812973,-0.04421966325500282,-0.026860380332933143,0.004569995462618104,0.6187204325298491,4.25,1.0,0.0,0.05,0.0,0.025,0.1,0.20625,0.09375,0.14375,0.1375,0.08125,0.55,1.6375,0.3931297709923664,0.07633587786259542,0.6743295019157088,0,1,1,0,0
15750,childes.train.txt,0.6187767515206127,160,0.30625,0.258612,-0.02917875292024097,-0.015026837677309224,-0.007926750991747278,-0.00338272870769335,0.6187767515206127,4.45,1.0,0.0,0.0125,0.0,0.025,0.13125,0.13125,0.1625,0.175,0.1875,0.1,0.51875,1.71875,0.36363636363636365,0.09818181818181818,0.5656934306569343,1,0,0,0,0
15751,childes.train.txt,0.6188330705113765,160,0.3125,0.276557,-0.03515444858971467,-0.022872225395663637,-0.014318068435893283,0.004109466597997213,0.6188330705113765,4.5125,1.0,0.0,0.0,0.0,0.025,0.1375,0.1625,0.16875,0.16875,0.175,0.075,0.5125,1.7,0.3602941176470588,0.13602941176470587,0.6014760147601476,1,0,0,0,0
15752,childes.train.txt,0.6188893895021401,160,0.51875,0.375971,-0.009687275641573567,-0.013710200563453512,-0.011352988896796534,0.01384852565531336,0.6188893895021401,4.18125,0.99375,0.00625,0.0,0.00625,0.0125,0.10625,0.2875,0.1,0.0875,0.09375,0.01875,0.59375,1.35625,0.4930875576036866,0.1382488479262673,0.7546296296296297,0,0,1,0,1
15753,childes.train.txt,0.6189457084929038,160,0.503125,0.405053,-0.07900899132845385,-0.03114736081070879,-0.01192204679868819,-0.025539452967547227,0.6189457084929038,4.625,1.0,0.0,0.0,0.0,0.0125,0.1,0.25,0.0875,0.08125,0.08125,0.05,0.60625,1.41875,0.5066079295154186,0.21585903083700442,0.7920353982300885,0,1,1,0,1
15754,childes.train.txt,0.6190020274836675,160,0.753125,0.495082,0.07540882550750228,0.024517273911115245,0.006167990806961232,0.03332091552815997,0.6190020274836675,4.45625,1.0,0.0,0.0,0.0,0.0,0.125,0.19375,0.0625,0.0625,0.0625,0.03125,0.66875,1.33125,0.5539906103286385,0.22065727699530516,0.8349056603773585,0,1,1,0,1
15755,childes.train.txt,0.6190583464744311,160,0.603125,0.435086,-0.03013635173805207,0.018154463977397173,0.025487563863866525,-0.06130145795557129,0.6190583464744311,4.0625,1.0,0.0,0.0,0.0,0.01875,0.14375,0.23125,0.05625,0.05625,0.05625,0.04375,0.56875,1.3375,0.4672897196261682,0.18691588785046728,0.7699530516431925,0,1,1,0,1
15756,childes.train.txt,0.6191146654651949,160,0.615625,0.513904,-0.07392675379912561,0.041683992240635126,0.05967264178267373,-0.14548414306531532,0.6191146654651949,4.2375,1.0,0.0,0.0,0.0,0.0,0.1125,0.275,0.05,0.05,0.05,0.01875,0.6625,1.26875,0.5862068965517241,0.21182266009852216,0.8168316831683168,1,0,1,0,1
15757,childes.train.txt,0.6191709844559585,160,0.671875,0.584926,-0.026829086075062625,0.09037585603259318,0.0969041966147976,-0.18197402212284075,0.6191709844559585,4.33125,1.0,0.0,0.0,0.0,0.0,0.09375,0.2625,0.0375,0.03125,0.0375,0.00625,0.5875,1.275,0.5441176470588235,0.28431372549019607,0.8325123152709359,0,0,1,0,1
15758,childes.train.txt,0.6192273034467223,160,0.63125,0.552141,-0.07685713204567846,0.03167069919907095,0.050372399762477205,-0.131225066331758,0.6192273034467223,4.44375,1.0,0.0,0.0,0.0,0.00625,0.1125,0.23125,0.05,0.04375,0.0375,0.025,0.69375,1.25,0.63,0.28,0.8542713567839196,0,0,1,0,1
15759,childes.train.txt,0.6192836224374859,160,0.640625,0.585087,-0.08964930196068521,0.0810750368464167,0.10288946520669778,-0.2288278609120089,0.6192836224374859,3.95,1.0,0.0,0.0,0.0,0.0,0.09375,0.3375,0.025,0.025,0.025,0.0125,0.5875,1.1375,0.5824175824175825,0.24175824175824176,0.9060773480662984,0,1,1,0,1
15760,childes.train.txt,0.6193399414282496,160,0.721875,0.545699,0.032269487893067494,0.06603945603652112,0.05818729861342131,-0.08109803782885883,0.6193399414282496,4.19375,1.0,0.0,0.0,0.0,0.0,0.15,0.21875,0.05625,0.05625,0.0625,0.0125,0.64375,1.275,0.5784313725490197,0.23529411764705882,0.8177339901477833,0,0,1,0,1
15761,childes.train.txt,0.6193962604190133,160,0.540625,0.388286,0.0718530471697642,0.012042843709683282,-0.005441209324440088,0.05117953657531554,0.6193962604190133,4.175,0.9625,0.0375,0.0125,0.0375,0.01875,0.1,0.16875,0.1,0.10625,0.09375,0.04375,0.61875,1.53125,0.5306122448979592,0.16326530612244897,0.7418032786885246,1,1,1,0,1
15762,childes.train.txt,0.6194525794097769,160,0.2,0.256681,0.0783679542265435,-0.0031631572718630596,-0.022232487270288204,0.0837980309549481,0.6194525794097769,4.26875,1.0,0.0,0.0,0.0,0.05625,0.04375,0.225,0.2,0.1875,0.2125,0.05625,0.51875,1.69375,0.35793357933579334,0.12177121771217712,0.5962962962962963,0,0,0,1,0
15763,childes.train.txt,0.6195088984005407,160,0.15,0.23048,-0.11203503870692802,-0.02306754534116881,0.004194020251226144,-0.07243582489207784,0.6195088984005407,4.4,1.0,0.0,0.0,0.0,0.03125,0.1,0.1875,0.18125,0.18125,0.19375,0.0375,0.425,1.5875,0.2992125984251969,0.10236220472440945,0.5177865612648221,1,0,0,1,0
15764,childes.train.txt,0.6195652173913043,160,0.38125,0.346702,-0.07402503606671579,-0.026230164574543136,-0.008217599938481979,-0.028996669154510768,0.6195652173913043,4.525,1.0,0.0,0.0,0.0,0.0125,0.06875,0.1625,0.125,0.11875,0.13125,0.0625,0.56875,1.5,0.45416666666666666,0.17083333333333334,0.7238493723849372,0,0,1,0,1
15765,childes.train.txt,0.6196215363820681,160,0.178125,0.294192,-0.06230638704028474,-0.028349850749900152,-0.013188793309940106,-0.013639232175703314,0.6196215363820681,4.3375,1.0,0.0,0.0,0.0,0.05,0.10625,0.1875,0.1625,0.1625,0.2,0.03125,0.6125,1.60625,0.4669260700389105,0.1245136186770428,0.71484375,1,0,0,1,1
15766,childes.train.txt,0.6196778553728317,160,0.496875,0.40254,0.010228876740274062,0.016477750521470047,0.013988750674547246,-0.018057876637119052,0.6196778553728317,4.0,1.0,0.0,0.0,0.0,0.00625,0.0625,0.26875,0.1125,0.1125,0.1125,0.0375,0.5625,1.39375,0.4484304932735426,0.19730941704035873,0.7162162162162162,0,1,1,0,1
15767,childes.train.txt,0.6197341743635955,160,0.490625,0.333098,0.05565473020423872,-0.0071748519641388064,-0.020717357018819604,0.06797153690454988,0.6197341743635955,4.39375,1.0,0.0,0.0,0.0,0.025,0.04375,0.2125,0.11875,0.11875,0.11875,0.10625,0.5125,1.50625,0.3900414937759336,0.16597510373443983,0.6708333333333333,1,0,1,0,1
15768,childes.train.txt,0.6197904933543591,160,0.16875,0.275939,-0.17866811212640515,-0.028296687477536886,0.015178751226463616,-0.13009222071262827,0.6197904933543591,4.19375,1.0,0.0,0.0,0.0,0.0375,0.0875,0.2,0.14375,0.14375,0.14375,0.05625,0.5125,1.5125,0.359504132231405,0.12396694214876033,0.6265560165975104,1,0,0,1,0
15769,childes.train.txt,0.6198468123451227,160,0.403125,0.360775,-0.08382940810717915,-0.009395211173166162,0.011003058279515143,-0.06770099172913119,0.6198468123451227,3.83125,1.0,0.0,0.0,0.0,0.0375,0.15,0.21875,0.1,0.1,0.1,0.05625,0.51875,1.375,0.43636363636363634,0.16363636363636364,0.7168949771689498,1,1,1,0,1
15770,childes.train.txt,0.6199031313358865,160,0.425,0.271358,-0.06396224511136056,-0.008343908389797539,0.007220070171423676,-0.04963856188055765,0.6199031313358865,3.7375,1.0,0.0,0.0,0.0,0.025,0.23125,0.1875,0.11875,0.11875,0.11875,0.0125,0.3875,1.375,0.31363636363636366,0.04090909090909091,0.5707762557077626,1,0,1,0,0
15771,childes.train.txt,0.6199594503266501,160,0.5625,0.297015,-0.03044833411933212,-0.004989706312231168,0.0024193084688023947,-0.02188268726749043,0.6199594503266501,3.575,1.0,0.0,0.0,0.0,0.0125,0.18125,0.31875,0.075,0.075,0.075,0.01875,0.33125,1.24375,0.2964824120603015,0.09045226130653267,0.5404040404040404,1,0,1,0,1
15772,childes.train.txt,0.6200157693174139,160,0.39375,0.296807,-0.09616729729509516,-0.0056059843497496264,0.01779447244762422,-0.08654370841187692,0.6200157693174139,3.53125,1.0,0.0,0.0,0.0,0.01875,0.15625,0.31875,0.10625,0.10625,0.10625,0.025,0.41875,1.34375,0.3488372093023256,0.06976744186046512,0.6261682242990654,1,1,1,0,1
15773,childes.train.txt,0.6200720883081775,160,0.5,0.339675,-0.04289309929730589,-0.006470537503982687,0.0039666708323615185,-0.031785363544429734,0.6200720883081775,3.6875,1.0,0.0,0.0,0.0,0.01875,0.125,0.275,0.08125,0.08125,0.08125,0.0375,0.4625,1.30625,0.40669856459330145,0.10526315789473684,0.6923076923076923,0,0,1,0,1
15774,childes.train.txt,0.6201284072989413,160,0.403125,0.318048,0.048524815229365414,-0.0005191558002457519,-0.012326733576825954,0.04941603105805775,0.6201284072989413,3.85625,0.9625,0.0375,0.00625,0.0375,0.05,0.08125,0.2125,0.09375,0.09375,0.10625,0.04375,0.48125,1.48125,0.4345991561181435,0.13924050632911392,0.7076271186440678,1,0,1,0,1
15777,childes.train.txt,0.6202973642712323,160,0.203125,0.265993,-0.005483988204779661,-0.006734503767108879,-0.005400081019743153,0.00607688880516874,0.6202973642712323,4.50625,1.0,0.0,0.0,0.0,0.04375,0.1125,0.20625,0.19375,0.1875,0.20625,0.05,0.5125,1.73125,0.36101083032490977,0.10108303249097472,0.6268115942028986,0,0,0,1,0
15778,childes.train.txt,0.6203536832619959,160,0.521875,0.323042,0.1623001819492375,0.013627978531864482,-0.025864640089359847,0.13890552821534452,0.6203536832619959,4.0875,1.0,0.0,0.0,0.0,0.01875,0.075,0.29375,0.1375,0.14375,0.1625,0.0375,0.5,1.525,0.36065573770491804,0.12704918032786885,0.6707818930041153,1,0,1,0,1
15779,childes.train.txt,0.6204100022527597,160,0.434375,0.312452,0.052512335336792615,0.004402194482460542,-0.008375669395809249,0.04495524861658551,0.6204100022527597,4.20625,1.0,0.0,0.0,0.0,0.00625,0.1,0.2375,0.1625,0.1625,0.1625,0.05625,0.5125,1.61875,0.3667953667953668,0.12355212355212356,0.6356589147286822,0,0,1,0,1
15780,childes.train.txt,0.6204663212435233,160,0.209375,0.262474,-0.08753921309941695,-0.022946469314111595,-0.0016454903760926287,-0.0481478460845782,0.6204663212435233,3.99375,1.0,0.0,0.0,0.0,0.0375,0.1125,0.20625,0.1625,0.16875,0.175,0.075,0.5125,1.61875,0.3590733590733591,0.11196911196911197,0.6356589147286822,0,1,0,1,0
15781,childes.train.txt,0.620522640234287,160,0.38125,0.280896,0.062337069964092384,0.004318579242107934,-0.010849944295508562,0.05492352247755483,0.620522640234287,4.34375,0.99375,0.00625,0.00625,0.0,0.0125,0.13125,0.23125,0.19375,0.18125,0.1875,0.05,0.50625,1.69375,0.34686346863468637,0.08118081180811808,0.6111111111111112,1,0,1,0,0
15782,childes.train.txt,0.6205789592250507,160,0.234375,0.24262,-0.05924614294177971,-0.013821731400874837,0.000594674667665801,-0.035518880723816704,0.6205789592250507,4.1625,1.0,0.0,0.0,0.0,0.00625,0.1375,0.2,0.2,0.2,0.2,0.01875,0.4125,1.675,0.2835820895522388,0.1044776119402985,0.5280898876404494,1,0,0,1,0
15783,childes.train.txt,0.6206352782158143,160,0.275,0.294126,-0.015276161097921404,0.0038201428798216863,0.007537302016619729,-0.02183406105927388,0.6206352782158143,4.41875,0.95625,0.04375,0.0125,0.0375,0.0125,0.08125,0.2,0.16875,0.175,0.175,0.0375,0.53125,1.7375,0.41007194244604317,0.1223021582733813,0.6606498194945848,1,1,0,0,1
15784,childes.train.txt,0.6206915972065781,160,-0.078125,0.145657,-0.19052921491040112,-0.019881880048379375,0.026479729225793266,-0.1563987165226146,0.6206915972065781,4.1,1.0,0.0,0.0,0.0,0.01875,0.0125,0.0875,0.2125,0.2125,0.23125,0.00625,0.20625,1.6375,0.15267175572519084,0.08396946564885496,0.37547892720306514,0,0,0,1,0
15785,childes.train.txt,0.6207479161973417,160,-0.046875,0.228917,-0.26297644128873676,-0.04033689735926452,0.023653346998139063,-0.1937315606769073,0.6207479161973417,4.65625,0.9625,0.0375,0.00625,0.0375,0.0125,0.03125,0.1,0.16875,0.15625,0.2125,0.00625,0.3625,1.65,0.32196969696969696,0.1893939393939394,0.5513307984790875,0,1,0,1,0
15786,childes.train.txt,0.6208042351881055,160,0.20625,0.246557,-0.0891904429427714,-0.034139020263611736,-0.012436246394272682,-0.030585231904752375,0.6208042351881055,4.21875,1.0,0.0,0.0,0.0,0.025,0.05,0.28125,0.1625,0.15,0.16875,0.05,0.4625,1.58125,0.32806324110671936,0.13043478260869565,0.5793650793650794,1,1,0,1,0
15787,childes.train.txt,0.6208605541788691,160,0.471875,0.31244,0.0641255379008952,0.0012528021742631568,-0.014350910537488493,0.06197489809797574,0.6208605541788691,4.54375,1.0,0.0,0.0,0.0,0.0125,0.10625,0.1875,0.15,0.14375,0.15,0.025,0.5,1.50625,0.3900414937759336,0.1037344398340249,0.5875,0,0,1,0,1
15788,childes.train.txt,0.6209168731696328,160,0.0375,0.220366,-0.07255346095335136,-0.0074004136262492415,0.010254071591621727,-0.05984944077391922,0.6209168731696328,4.61875,1.0,0.0,0.0,0.0,0.0125,0.0375,0.2125,0.2125,0.2125,0.30625,0.0375,0.49375,1.78125,0.3263157894736842,0.12280701754385964,0.528169014084507,0,1,0,1,0
15790,childes.train.txt,0.6210295111511601,160,0.2375,0.264022,-0.05150191026834361,-0.025735588910544283,-0.01320359248229408,-0.007322563361374046,0.6210295111511601,4.5,1.0,0.0,0.0,0.0,0.04375,0.125,0.20625,0.1625,0.1625,0.18125,0.04375,0.5375,1.6125,0.375968992248062,0.08527131782945736,0.6575875486381323,0,0,0,1,0
15792,childes.train.txt,0.6211421491326875,160,0.3375,0.297606,-0.11167589226734964,-0.01752789642714786,0.00964627780685745,-0.08158639171245397,0.6211421491326875,4.08125,1.0,0.0,0.0,0.0,0.00625,0.1125,0.25,0.1375,0.1375,0.14375,0.05625,0.50625,1.475,0.3771186440677966,0.1059322033898305,0.6340425531914894,1,1,1,0,1
15793,childes.train.txt,0.6211984681234513,160,0.53125,0.375752,0.09717180103943879,0.0375487085120047,0.013903825104613965,0.03271330253657878,0.6211984681234513,4.38125,0.99375,0.00625,0.00625,0.0,0.01875,0.0625,0.1875,0.125,0.125,0.125,0.08125,0.5875,1.55625,0.4457831325301205,0.10843373493975904,0.717741935483871,1,1,1,0,1
15794,childes.train.txt,0.6212547871142149,160,0.53125,0.362783,0.1097591268273026,0.03379058174167604,0.007082815404451492,0.05175206749235195,0.6212547871142149,4.15625,1.0,0.0,0.0,0.0,0.0125,0.05,0.2375,0.13125,0.13125,0.125,0.04375,0.55625,1.46875,0.40425531914893614,0.12340425531914893,0.6495726495726496,1,1,1,0,1
15795,childes.train.txt,0.6213111061049786,160,0.396875,0.360882,0.010727296182203583,0.024804883979732406,0.022194603375776056,-0.031854343512808525,0.6213111061049786,4.13125,1.0,0.0,0.0,0.0,0.05,0.1375,0.20625,0.125,0.13125,0.125,0.04375,0.56875,1.48125,0.43037974683544306,0.10970464135021098,0.711864406779661,1,1,1,0,1
15796,childes.train.txt,0.6213674250957423,160,0.009375,0.19954,-0.14479978745287317,-0.026179560553332565,0.00905467463747714,-0.09985829061835537,0.6213674250957423,4.05,1.0,0.0,0.0,0.0,0.05,0.11875,0.2375,0.1875,0.1875,0.2375,0.03125,0.45625,1.625,0.3192307692307692,0.06538461538461539,0.555984555984556,0,1,0,1,0
15797,childes.train.txt,0.621423744086506,160,0.453125,0.32067,0.1478352236671135,0.016551858925913376,-0.0194209911162066,0.1194212510945426,0.621423744086506,4.6125,1.0,0.0,0.0,0.0,0.00625,0.025,0.175,0.175,0.16875,0.18125,0.03125,0.475,1.63125,0.34099616858237547,0.18773946360153257,0.5461538461538461,0,1,1,0,1
15798,childes.train.txt,0.6214800630772697,160,0.19375,0.267604,0.03272114589190561,0.01995962228969278,0.011997562604740497,-0.0015428097662893159,0.6214800630772697,4.49375,1.0,0.0,0.0,0.0,0.025,0.05625,0.15625,0.2125,0.2,0.25625,0.075,0.5,1.7375,0.33093525179856115,0.12949640287769784,0.5451263537906137,0,0,0,1,0
15799,childes.train.txt,0.6215363820680333,160,0.121875,0.259086,-0.07395961965198385,-0.011525203672468842,0.006471443140903976,-0.054174722831112784,0.6215363820680333,4.75625,0.9625,0.0375,0.00625,0.0375,0.04375,0.1125,0.18125,0.1875,0.1875,0.19375,0.0125,0.5,1.70625,0.38095238095238093,0.12087912087912088,0.5955882352941176,1,1,0,1,0
15800,childes.train.txt,0.621592701058797,160,0.103125,0.187785,0.040585907714582786,0.00406299196056753,-0.0058128058082208,0.033611117593008125,0.621592701058797,4.0,1.0,0.0,0.0,0.0,0.04375,0.05625,0.19375,0.2375,0.2375,0.23125,0.04375,0.41875,1.775,0.2640845070422535,0.056338028169014086,0.4558303886925795,0,1,0,1,0
15801,childes.train.txt,0.6216490200495607,160,0.265625,0.247668,-0.010773878101197565,-0.00793379613853995,-0.005312180723128945,0.0028457803846469454,0.6216490200495607,3.85625,1.0,0.0,0.0,0.0,0.025,0.09375,0.26875,0.16875,0.16875,0.18125,0.03125,0.40625,1.575,0.2976190476190476,0.10317460317460317,0.5537848605577689,0,1,0,0,0
15802,childes.train.txt,0.6217053390403244,160,0.396875,0.324651,0.08635586940435541,0.009052453659219084,-0.011960581416472715,0.07081585235014792,0.6217053390403244,4.4375,1.0,0.0,0.0,0.0,0.025,0.0625,0.24375,0.14375,0.14375,0.1875,0.0125,0.475,1.5,0.36666666666666664,0.16666666666666666,0.6317991631799164,1,1,1,0,1
15803,childes.train.txt,0.6217616580310881,160,0.165625,0.235757,0.0026832762101161867,0.007730322020250591,0.007077398513025801,-0.010587085677554509,0.6217616580310881,4.69375,1.0,0.0,0.0,0.0,0.00625,0.075,0.21875,0.2125,0.20625,0.3,0.0375,0.44375,1.725,0.3079710144927536,0.10869565217391304,0.5127272727272727,0,0,0,1,0
15804,childes.train.txt,0.6218179770218518,160,0.303125,0.296952,-0.029313952101751917,-0.016060565467381882,-0.00892758066889654,-0.001743365091993021,0.6218179770218518,4.5375,1.0,0.0,0.0,0.0,0.0125,0.0875,0.18125,0.1625,0.1625,0.19375,0.01875,0.4875,1.55625,0.36947791164658633,0.1686746987951807,0.5806451612903226,1,0,0,0,1
15805,childes.train.txt,0.6218742960126155,160,0.346875,0.325942,-0.023081965581119468,-0.01581349254159109,-0.010196941452274066,0.004064480347673205,0.6218742960126155,4.3625,1.0,0.0,0.0,0.0,0.03125,0.08125,0.25625,0.1375,0.1375,0.15,0.04375,0.56875,1.4875,0.42857142857142855,0.13445378151260504,0.7130801687763713,0,1,1,0,1
15806,childes.train.txt,0.6219306150033791,160,0.303125,0.29168,-0.012646279696040319,-0.0018375136625543576,0.0012397145636544593,-0.00949188700557363,0.6219306150033791,4.3,1.0,0.0,0.0,0.0,0.01875,0.075,0.175,0.1625,0.1625,0.175,0.03125,0.5,1.5875,0.3700787401574803,0.11811023622047244,0.6007905138339921,0,0,0,0,1
15807,childes.train.txt,0.6219869339941428,160,0.409375,0.36522,0.019422944249614882,0.008455174289362544,0.0037289754611239956,0.0049082549068883985,0.6219869339941428,4.13125,1.0,0.0,0.0,0.0,0.04375,0.0875,0.29375,0.1,0.1,0.13125,0.0125,0.51875,1.3875,0.4369369369369369,0.17567567567567569,0.6923076923076923,0,0,1,0,1
15808,childes.train.txt,0.6220432529849065,160,0.65,0.45687,0.13419802789962543,0.06083525440711429,0.028180752903117223,0.029764365317903496,0.6220432529849065,4.08125,1.0,0.0,0.0,0.0,0.00625,0.075,0.26875,0.10625,0.1,0.09375,0.0125,0.53125,1.35625,0.4377880184331797,0.2073732718894009,0.7037037037037037,1,1,1,0,1
15809,childes.train.txt,0.6220995719756702,160,0.546875,0.417341,0.010905982961131988,0.02782109024889151,0.02516732966402474,-0.03685346803523948,0.6220995719756702,4.075,1.0,0.0,0.0,0.0,0.00625,0.1125,0.21875,0.1,0.1,0.10625,0.01875,0.58125,1.3625,0.4541284403669725,0.16972477064220184,0.728110599078341,1,1,1,0,1
15810,childes.train.txt,0.6221558909664339,160,0.553125,0.491,-0.0203744777206728,0.028904845099301135,0.033862581243310985,-0.06999437114425189,0.6221558909664339,4.41875,1.0,0.0,0.0,0.0,0.0125,0.08125,0.26875,0.075,0.075,0.0875,0.00625,0.64375,1.28125,0.5756097560975609,0.22439024390243903,0.8284313725490197,1,1,1,0,1
15811,childes.train.txt,0.6222122099571976,160,0.38125,0.39054,-0.17150905536546135,-0.045811253582138,-0.004077833247754292,-0.09286654707534764,0.6222122099571976,4.65625,0.99375,0.00625,0.0,0.00625,0.0125,0.05625,0.25,0.08125,0.08125,0.0875,0.03125,0.54375,1.3375,0.46261682242990654,0.2616822429906542,0.7746478873239436,1,0,1,0,1
15812,childes.train.txt,0.6222685289479613,160,0.45,0.373582,-0.11217398205180956,-0.037056741333269916,-0.00976136655801757,-0.04856002566266271,0.6222685289479613,4.5125,1.0,0.0,0.0,0.0,0.0125,0.08125,0.24375,0.0875,0.0875,0.0875,0.03125,0.575,1.30625,0.47368421052631576,0.17703349282296652,0.7596153846153846,0,0,1,0,1
15813,childes.train.txt,0.6223248479387249,160,0.709375,0.488607,0.10828282943326573,0.03798717184872474,0.011638634005602555,0.043071636910996025,0.6223248479387249,4.35625,1.0,0.0,0.0,0.0,0.0,0.06875,0.25625,0.075,0.075,0.075,0.0125,0.60625,1.325,0.5235849056603774,0.2358490566037736,0.7867298578199052,1,1,1,0,1
15814,childes.train.txt,0.6223811669294886,160,0.5625,0.450483,-0.05522975594686119,0.009984452691183754,0.023423548457784993,-0.07236970174927915,0.6223811669294886,4.26875,1.0,0.0,0.0,0.0,0.0,0.04375,0.33125,0.0625,0.0625,0.075,0.04375,0.6375,1.25,0.54,0.175,0.8492462311557789,0,1,1,0,1
15815,childes.train.txt,0.6224374859202523,160,0.45625,0.380672,-0.026940776736609384,0.011007947032951493,0.017563465383209576,-0.045837717948747525,0.6224374859202523,4.28125,1.0,0.0,0.0,0.0,0.01875,0.0875,0.1625,0.1125,0.1125,0.1125,0.05625,0.6,1.43125,0.4585152838427948,0.1572052401746725,0.6929824561403509,1,1,1,0,1
15816,childes.train.txt,0.622493804911016,160,0.640625,0.536012,-0.03722250066943511,0.0681472950616977,0.07720467260380037,-0.15420847677308824,0.622493804911016,4.44375,1.0,0.0,0.0,0.0,0.00625,0.1125,0.25,0.05625,0.05625,0.05625,0.0375,0.575,1.23125,0.5177664974619289,0.23857868020304568,0.8112244897959183,1,0,1,0,1
15817,childes.train.txt,0.6225501239017797,160,0.73125,0.572644,0.0988586029662536,0.09755264120590373,0.07349730708684243,-0.06860645845151614,0.6225501239017797,4.7875,1.0,0.0,0.0,0.0,0.0,0.0625,0.2625,0.06875,0.06875,0.075,0.0375,0.6,1.34375,0.5162790697674419,0.2930232558139535,0.7897196261682243,0,1,1,0,1
15818,childes.train.txt,0.6226064428925434,160,0.375,0.360162,-0.16252146856300342,-0.06638486899549745,-0.02683840454527653,-0.048560985011597724,0.6226064428925434,4.5125,0.95625,0.04375,0.0125,0.0375,0.0125,0.08125,0.3,0.08125,0.08125,0.08125,0.025,0.61875,1.39375,0.5560538116591929,0.19730941704035873,0.8423423423423423,1,1,1,0,1
15819,childes.train.txt,0.622662761883307,160,0.425,0.301101,0.033865842209239494,0.01026000173791597,0.0020194022845255177,0.01625287140755688,0.622662761883307,3.9125,1.0,0.0,0.0,0.0,0.00625,0.10625,0.1875,0.15,0.14375,0.15625,0.03125,0.46875,1.5125,0.371900826446281,0.09090909090909091,0.5850622406639004,0,0,1,0,1
15820,childes.train.txt,0.6227190808740707,160,0.3,0.29156,0.044047824518972156,0.02478462220481975,0.014066433759618413,0.0015009674740064094,0.6227190808740707,4.31875,1.0,0.0,0.0,0.0,0.00625,0.08125,0.1625,0.19375,0.19375,0.21875,0.00625,0.4625,1.63125,0.3371647509578544,0.11877394636015326,0.5307692307692308,1,0,0,0,1
15821,childes.train.txt,0.6227753998648344,160,0.35625,0.328484,-0.07665980616026963,-0.01613090840854975,0.0025227767069196383,-0.04896846398881155,0.6227753998648344,4.175,1.0,0.0,0.0,0.0,0.0125,0.0625,0.275,0.13125,0.13125,0.13125,0.05625,0.525,1.4625,0.3803418803418803,0.1752136752136752,0.6566523605150214,0,0,1,0,1
15822,childes.train.txt,0.6228317188555981,160,0.428125,0.316797,0.0905869298958204,0.01731993866759368,-0.00472264336452094,0.06085442284254022,0.6228317188555981,3.99375,1.0,0.0,0.0,0.0,0.025,0.08125,0.25625,0.15625,0.15625,0.15625,0.05625,0.53125,1.55,0.3870967741935484,0.10887096774193548,0.6275303643724697,1,0,1,0,1
15823,childes.train.txt,0.6228880378463618,160,0.615625,0.383046,0.17903992244525302,0.037167234635578195,-0.006398676937555248,0.11523628623371851,0.6228880378463618,4.09375,1.0,0.0,0.0,0.0,0.01875,0.0875,0.2375,0.125,0.125,0.125,0.03125,0.55,1.41875,0.4185022026431718,0.13656387665198239,0.6769911504424779,0,0,1,0,1
15824,childes.train.txt,0.6229443568371255,160,0.3625,0.314047,0.10802343442364298,0.017505582969409517,-0.008779836101667382,0.07797223856787516,0.6229443568371255,4.23125,1.0,0.0,0.0,0.0,0.05,0.08125,0.1875,0.16875,0.16875,0.16875,0.05,0.575,1.575,0.4007936507936508,0.10714285714285714,0.6414342629482072,1,0,1,0,1
15825,childes.train.txt,0.6230006758278892,160,0.453125,0.363336,0.005994825007878346,-3.9961040068481335e-05,-0.0014986860697864812,0.0060634246679868165,0.6230006758278892,4.29375,1.0,0.0,0.0,0.0,0.01875,0.1,0.2,0.13125,0.1375,0.13125,0.0625,0.60625,1.50625,0.43983402489626555,0.16182572614107885,0.7083333333333334,1,0,1,0,1
15826,childes.train.txt,0.6230569948186528,160,0.45,0.282376,0.12077359819709677,-0.0013029687160964754,-0.030690894199770336,0.12301035707280888,0.6230569948186528,4.25625,0.99375,0.00625,0.0,0.00625,0.0125,0.075,0.26875,0.1625,0.1625,0.16875,0.05,0.50625,1.65625,0.37358490566037733,0.09433962264150944,0.6212121212121212,0,1,1,0,0
15827,childes.train.txt,0.6231133138094165,160,0.44375,0.304105,0.11278733035182142,0.02982400479438352,0.002379383541379232,0.06158954900140623,0.6231133138094165,4.2625,1.0,0.0,0.0,0.0,0.0,0.08125,0.24375,0.18125,0.1875,0.1875,0.04375,0.475,1.63125,0.3333333333333333,0.09961685823754789,0.5692307692307692,1,0,1,0,1
15828,childes.train.txt,0.6231696328001802,160,0.665625,0.362078,0.2903692762625994,0.07323433998650752,0.0025785776266945004,0.16465055566082243,0.6231696328001802,4.4875,1.0,0.0,0.0,0.0,0.00625,0.0875,0.16875,0.1625,0.16875,0.1625,0.04375,0.375,1.59375,0.2784313725490196,0.18823529411764706,0.47244094488188976,1,1,1,0,1
