domain,line_idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,PLL_0,PLL_1,margin,is_correct
agent-properties,2111,see,not see,indirect,antonym,concept swap,-8.132168,-8.289492,0.157324,1
agent-properties,2112,see,not see,indirect,antonym,concept swap,-9.286021,-8.245684,-1.040338,0
agent-properties,2113,see,not see,indirect,antonym,concept swap,-9.345041,-9.529809,0.184768,1
agent-properties,2114,see,not see,indirect,antonym,concept swap,-9.517847,-8.892106,-0.625741,0
agent-properties,2115,see,not see,indirect,antonym,concept swap,-8.491323,-8.959558,0.468236,1
agent-properties,2116,see,not see,indirect,antonym,concept swap,-8.700142,-8.922829,0.222687,1
agent-properties,2117,see,not see,indirect,antonym,concept swap,-10.126041,-9.91293,-0.213112,0
agent-properties,2118,see,not see,indirect,antonym,concept swap,-9.962559,-10.015074,0.052515,1
agent-properties,2119,see,not see,indirect,antonym,concept swap,-11.951637,-12.317832,0.366195,1
agent-properties,2120,see,taste,direct,antonym,concept swap,-14.497051,-14.863855,0.366804,1
agent-properties,2121,see,taste,direct,antonym,concept swap,-23.037277,-23.527327,0.490049,1
agent-properties,2122,see,taste,direct,antonym,concept swap,-14.568503,-15.035773,0.46727,1
agent-properties,2123,see,taste,direct,antonym,concept swap,-25.393833,-25.325516,-0.068317,0
agent-properties,2124,see,taste,direct,antonym,concept swap,-10.654423,-11.371003,0.71658,1
agent-properties,2125,see,taste,direct,antonym,concept swap,-19.661978,-18.352339,-1.309639,0
agent-properties,2126,see,taste,direct,antonym,concept swap,-12.921799,-11.531954,-1.389845,0
agent-properties,2127,see,taste,direct,antonym,concept swap,-14.003636,-15.568626,1.56499,1
agent-properties,2128,see,taste,direct,antonym,concept swap,-13.848482,-12.724321,-1.124161,0
agent-properties,2129,see,taste,direct,antonym,concept swap,-21.214678,-21.686687,0.47201,1
agent-properties,2130,see,taste,direct,other,concept swap,-16.997078,-17.668438,0.67136,1
agent-properties,2131,see,taste,direct,other,concept swap,-28.277908,-27.060688,-1.21722,0
agent-properties,2132,see,taste,direct,other,concept swap,-10.868209,-9.643207,-1.225002,0
agent-properties,2133,see,taste,direct,other,concept swap,-14.858693,-17.41782,2.559127,1
agent-properties,2134,see,taste,direct,other,concept swap,-11.676854,-12.604478,0.927624,1
agent-properties,2135,see,taste,direct,other,concept swap,-19.120598,-24.428928,5.308331,1
agent-properties,2136,see,taste,direct,other,concept swap,-11.193565,-10.400638,-0.792928,0
agent-properties,2137,see,taste,direct,other,concept swap,-20.10512,-21.255253,1.150133,1
agent-properties,2138,see,taste,direct,other,concept swap,-18.508234,-16.292864,-2.21537,0
agent-properties,2139,see,taste,direct,other,concept swap,-25.400797,-33.0825,7.681704,1
agent-properties,2140,see,taste,direct,other,concept swap,-12.670025,-15.132295,2.46227,1
agent-properties,2141,see,taste,direct,other,concept swap,-23.410706,-23.275599,-0.135107,0
agent-properties,2142,see,taste,direct,other,concept swap,-14.647068,-15.186936,0.539868,1
agent-properties,2143,see,taste,direct,other,concept swap,-25.987614,-27.786716,1.799103,1
agent-properties,2144,see,taste,direct,other,concept swap,-10.152866,-11.186586,1.03372,1
agent-properties,2145,see,taste,direct,other,concept swap,-19.593908,-19.915066,0.321157,1
agent-properties,2146,see,taste,direct,other,concept swap,-10.241275,-10.746144,0.504869,1
agent-properties,2147,see,taste,direct,other,concept swap,-12.535604,-13.873396,1.337791,1
agent-properties,2148,see,taste,direct,other,concept swap,-10.523227,-11.406037,0.882811,1
agent-properties,2149,see,taste,direct,other,concept swap,-19.91637,-17.869438,-2.046932,0
agent-properties,2150,smell,not smell,direct,antonym,concept swap,-20.841232,-18.54217,-2.299063,0
agent-properties,2151,smell,not smell,direct,antonym,concept swap,-13.766699,-16.058212,2.291513,1
agent-properties,2152,smell,not smell,direct,antonym,concept swap,-19.190865,-17.058775,-2.13209,0
agent-properties,2153,smell,not smell,direct,antonym,concept swap,-15.778315,-16.383219,0.604904,1
agent-properties,2154,smell,not smell,direct,antonym,concept swap,-17.138325,-16.198652,-0.939672,0
agent-properties,2155,smell,not smell,direct,antonym,concept swap,-11.169497,-12.252683,1.083186,1
agent-properties,2156,smell,not smell,direct,antonym,concept swap,-22.486172,-22.60025,0.114079,1
agent-properties,2157,smell,not smell,direct,antonym,concept swap,-11.884812,-13.389931,1.505118,1
agent-properties,2158,smell,not smell,direct,antonym,concept swap,-19.996586,-19.117886,-0.8787,0
agent-properties,2159,smell,not smell,direct,antonym,concept swap,-11.955112,-13.413056,1.457944,1
agent-properties,2160,smell,not smell,indirect,antonym,concept swap,-16.523474,-17.642485,1.119011,1
agent-properties,2161,smell,not smell,indirect,antonym,concept swap,-14.873624,-14.283892,-0.589732,0
agent-properties,2162,smell,not smell,indirect,antonym,concept swap,-16.796352,-19.396852,2.6005,1
agent-properties,2163,smell,not smell,indirect,antonym,concept swap,-15.913242,-13.098022,-2.81522,0
agent-properties,2164,smell,not smell,indirect,antonym,concept swap,-16.628939,-18.531961,1.903023,1
agent-properties,2165,smell,not smell,indirect,antonym,concept swap,-15.391029,-15.334238,-0.056791,0
agent-properties,2166,smell,not smell,indirect,antonym,concept swap,-16.066813,-14.870972,-1.195841,0
agent-properties,2167,smell,not smell,indirect,antonym,concept swap,-11.811018,-13.155859,1.344841,1
agent-properties,2168,smell,not smell,indirect,antonym,concept swap,-13.522758,-16.096182,2.573424,1
agent-properties,2169,smell,not smell,indirect,antonym,concept swap,-12.105984,-10.594938,-1.511045,0
agent-properties,2170,smell,not smell,indirect,antonym,concept swap,-16.64979,-16.285082,-0.364708,0
agent-properties,2171,smell,not smell,indirect,antonym,concept swap,-13.772991,-15.057326,1.284335,1
agent-properties,2172,smell,not smell,indirect,antonym,concept swap,-21.792732,-23.824509,2.031776,1
agent-properties,2173,smell,not smell,indirect,antonym,concept swap,-12.645866,-12.551722,-0.094145,0
agent-properties,2174,smell,not smell,indirect,antonym,concept swap,-24.032841,-25.354481,1.32164,1
agent-properties,2175,smell,not smell,indirect,antonym,concept swap,-18.399357,-19.309727,0.91037,1
agent-properties,2176,smell,not smell,indirect,antonym,concept swap,-15.526137,-17.378475,1.852338,1
agent-properties,2177,smell,not smell,indirect,antonym,concept swap,-12.219268,-12.054132,-0.165135,0
agent-properties,2178,smell,not smell,indirect,antonym,concept swap,-15.681898,-17.344366,1.662468,1
agent-properties,2179,smell,not smell,indirect,antonym,concept swap,-14.482609,-14.901541,0.418932,1
agent-properties,2180,taste,not taste,direct,antonym,concept swap,-23.037277,-23.527327,0.490049,1
agent-properties,2181,taste,not taste,direct,antonym,concept swap,-18.367764,-17.135893,-1.231871,0
agent-properties,2182,taste,not taste,direct,antonym,concept swap,-25.393833,-25.325516,-0.068317,0
agent-properties,2183,taste,not taste,direct,antonym,concept swap,-20.561211,-19.731981,-0.829229,0
agent-properties,2184,taste,not taste,direct,antonym,concept swap,-19.661978,-18.352339,-1.309639,0
agent-properties,2185,taste,not taste,direct,antonym,concept swap,-14.528808,-13.888558,-0.640249,0
agent-properties,2186,taste,not taste,direct,antonym,concept swap,-14.003636,-15.568626,1.56499,1
agent-properties,2187,taste,not taste,direct,antonym,concept swap,-13.248146,-11.070586,-2.17756,0
agent-properties,2188,taste,not taste,direct,antonym,concept swap,-21.214678,-21.686687,0.47201,1
agent-properties,2189,taste,not taste,direct,antonym,concept swap,-18.740482,-16.945829,-1.794653,0
agent-properties,2190,taste,not taste,direct,other,concept swap,-23.410706,-25.062294,1.651588,1
agent-properties,2191,taste,not taste,direct,other,concept swap,-18.246258,-16.346691,-1.899567,0
agent-properties,2192,taste,not taste,direct,other,concept swap,-25.987614,-28.385843,2.39823,1
agent-properties,2193,taste,not taste,direct,other,concept swap,-21.236855,-18.543165,-2.693689,0
agent-properties,2194,taste,not taste,direct,other,concept swap,-19.593908,-23.493933,3.900024,1
agent-properties,2195,taste,not taste,direct,other,concept swap,-15.253628,-12.706112,-2.547516,0
agent-properties,2196,taste,not taste,direct,other,concept swap,-12.535604,-13.769565,1.23396,1
agent-properties,2197,taste,not taste,direct,other,concept swap,-10.093763,-9.813345,-0.280418,0
agent-properties,2198,taste,not taste,direct,other,concept swap,-19.91637,-22.591808,2.675438,1
agent-properties,2199,taste,not taste,direct,other,concept swap,-17.396168,-15.06233,-2.333838,0
agent-properties,2200,taste,not taste,indirect,antonym,concept swap,-18.424179,-18.235388,-0.188791,0
agent-properties,2201,taste,not taste,indirect,antonym,concept swap,-14.380459,-13.894634,-0.485825,0
agent-properties,2202,taste,not taste,indirect,antonym,concept swap,-23.196495,-23.110651,-0.085844,0
agent-properties,2203,taste,not taste,indirect,antonym,concept swap,-15.33951,-15.589519,0.250009,1
agent-properties,2204,taste,not taste,indirect,antonym,concept swap,-17.624735,-17.475019,-0.149715,0
agent-properties,2205,taste,not taste,indirect,antonym,concept swap,-13.609715,-13.294016,-0.315699,0
agent-properties,2206,taste,not taste,indirect,antonym,concept swap,-14.039321,-13.942547,-0.096774,0
agent-properties,2207,taste,not taste,indirect,antonym,concept swap,-13.953827,-13.47838,-0.475447,0
agent-properties,2208,taste,not taste,indirect,antonym,concept swap,-19.336449,-19.265329,-0.071119,0
agent-properties,2209,taste,not taste,indirect,antonym,concept swap,-15.825632,-14.902224,-0.923409,0
material-dynamics,0,break,drip,direct,material,concept swap,-13.446223,-13.227978,-0.218246,0
material-dynamics,1,break,drip,direct,material,concept swap,-25.546038,-26.38793,0.841892,1
material-dynamics,2,break,drip,direct,material,concept swap,-13.25262,-13.223726,-0.028893,0
material-dynamics,3,break,drip,direct,material,concept swap,-24.89423,-26.936954,2.042725,1
material-dynamics,4,break,drip,direct,material,concept swap,-14.741442,-14.546832,-0.19461,0
material-dynamics,5,break,drip,direct,material,concept swap,-26.004456,-26.754072,0.749617,1
material-dynamics,6,break,drip,direct,material,concept swap,-13.879118,-13.35635,-0.522768,0
material-dynamics,7,break,drip,direct,material,concept swap,-25.285557,-26.61306,1.327503,1
material-dynamics,8,break,drip,direct,material,concept swap,-14.171,-13.660489,-0.51051,0
material-dynamics,9,break,drip,direct,material,concept swap,-25.678738,-26.434275,0.755537,1
material-dynamics,10,break,drip,indirect,material,concept swap,-12.4486,-14.943088,2.494488,1
material-dynamics,11,break,drip,indirect,material,concept swap,-25.120998,-24.370333,-0.750666,0
material-dynamics,12,break,drip,indirect,material,concept swap,-15.344838,-14.446374,-0.898464,0
material-dynamics,13,break,drip,indirect,material,concept swap,-27.754217,-28.091124,0.336906,1
material-dynamics,14,break,drip,indirect,material,concept swap,-17.244812,-14.426258,-2.818554,0
material-dynamics,15,break,drip,indirect,material,concept swap,-25.97418,-29.742218,3.768038,1
material-dynamics,16,break,drip,indirect,material,concept swap,-14.511795,-13.915023,-0.596772,0
material-dynamics,17,break,drip,indirect,material,concept swap,-24.506023,-30.508432,6.002409,1
material-dynamics,18,break,drip,indirect,material,concept swap,-18.327358,-16.710993,-1.616365,0
material-dynamics,19,break,drip,indirect,material,concept swap,-25.953239,-29.279305,3.326065,1
material-dynamics,20,break,flap,direct,material,concept swap,-13.446223,-14.335129,0.888906,1
material-dynamics,21,break,flap,direct,material,concept swap,-23.453697,-27.674267,4.22057,1
material-dynamics,22,break,flap,direct,material,concept swap,-13.25262,-14.349872,1.097252,1
material-dynamics,23,break,flap,direct,material,concept swap,-23.213623,-28.563784,5.350161,1
material-dynamics,24,break,flap,direct,material,concept swap,-14.741442,-16.069637,1.328196,1
material-dynamics,25,break,flap,direct,material,concept swap,-24.501621,-29.616619,5.114998,1
material-dynamics,26,break,flap,direct,material,concept swap,-13.879118,-14.222712,0.343594,1
material-dynamics,27,break,flap,direct,material,concept swap,-23.745253,-28.944653,5.1994,1
material-dynamics,28,break,flap,direct,material,concept swap,-14.171,-15.399724,1.228724,1
material-dynamics,29,break,flap,direct,material,concept swap,-24.155964,-28.179333,4.023369,1
material-dynamics,30,break,flap,indirect,material,concept swap,-12.4486,-14.600174,2.151574,1
material-dynamics,31,break,flap,indirect,material,concept swap,-23.445663,-23.903814,0.458151,1
material-dynamics,32,break,flap,indirect,material,concept swap,-15.344838,-14.818456,-0.526382,0
material-dynamics,33,break,flap,indirect,material,concept swap,-24.841812,-24.006142,-0.83567,0
material-dynamics,34,break,flap,indirect,material,concept swap,-17.244812,-17.680826,0.436014,1
material-dynamics,35,break,flap,indirect,material,concept swap,-27.775368,-28.813534,1.038166,1
material-dynamics,36,break,flap,indirect,material,concept swap,-14.511795,-13.246696,-1.2651,0
material-dynamics,37,break,flap,indirect,material,concept swap,-23.62347,-27.767662,4.144192,1
material-dynamics,38,break,flap,indirect,material,concept swap,-18.327358,-14.989665,-3.337693,0
material-dynamics,39,break,flap,indirect,material,concept swap,-24.909418,-27.145582,2.236164,1
material-dynamics,40,break,rip ,direct,material,concept swap,-13.446223,-14.335129,0.888906,1
material-dynamics,41,break,rip ,direct,material,concept swap,-23.508114,-23.318546,-0.189568,0
material-dynamics,42,break,rip ,direct,material,concept swap,-13.25262,-14.349872,1.097252,1
material-dynamics,43,break,rip ,direct,material,concept swap,-23.270973,-24.030985,0.760012,1
material-dynamics,44,break,rip ,direct,material,concept swap,-14.741442,-16.069637,1.328196,1
material-dynamics,45,break,rip ,direct,material,concept swap,-24.32164,-24.782629,0.460989,1
material-dynamics,46,break,rip ,direct,material,concept swap,-13.879118,-14.222712,0.343594,1
material-dynamics,47,break,rip ,direct,material,concept swap,-23.29184,-23.877672,0.585833,1
material-dynamics,48,break,rip ,direct,material,concept swap,-14.171,-15.399724,1.228724,1
material-dynamics,49,break,rip ,direct,material,concept swap,-23.857328,-23.877354,0.020025,1
material-dynamics,50,break,ripple,direct,material,concept swap,-13.446223,-14.335129,0.888906,1
material-dynamics,51,break,ripple,direct,material,concept swap,-33.366283,-36.156109,2.789825,1
material-dynamics,52,break,ripple,direct,material,concept swap,-13.446223,-13.227978,-0.218246,0
material-dynamics,53,break,ripple,direct,material,concept swap,-30.340906,-36.156109,5.815203,1
material-dynamics,54,break,ripple,direct,material,concept swap,-13.25262,-14.349872,1.097252,1
material-dynamics,55,break,ripple,direct,material,concept swap,-31.208302,-34.070972,2.862671,1
material-dynamics,56,break,ripple,direct,material,concept swap,-13.25262,-13.223726,-0.028893,0
material-dynamics,57,break,ripple,direct,material,concept swap,-28.537506,-34.070972,5.533466,1
material-dynamics,58,break,ripple,direct,material,concept swap,-14.741442,-16.069637,1.328196,1
material-dynamics,59,break,ripple,direct,material,concept swap,-34.408012,-37.099106,2.691093,1
material-dynamics,60,break,ripple,direct,material,concept swap,-14.741442,-14.546832,-0.19461,0
material-dynamics,61,break,ripple,direct,material,concept swap,-31.667437,-37.099106,5.431669,1
material-dynamics,62,break,ripple,direct,material,concept swap,-13.879118,-14.222712,0.343594,1
material-dynamics,63,break,ripple,direct,material,concept swap,-33.034225,-35.978874,2.944649,1
material-dynamics,64,break,ripple,direct,material,concept swap,-13.879118,-13.35635,-0.522768,0
material-dynamics,65,break,ripple,direct,material,concept swap,-30.655251,-35.978874,5.323624,1
material-dynamics,66,break,ripple,direct,material,concept swap,-14.171,-15.399724,1.228724,1
material-dynamics,67,break,ripple,direct,material,concept swap,-34.497032,-37.030869,2.533836,1
material-dynamics,68,break,ripple,direct,material,concept swap,-14.171,-13.660489,-0.51051,0
material-dynamics,69,break,ripple,direct,material,concept swap,-31.64365,-37.030869,5.387218,1
material-dynamics,70,break,ripple,indirect,material,concept swap,-12.4486,-14.943088,2.494488,1
material-dynamics,71,break,ripple,indirect,material,concept swap,-31.010321,-29.363239,-1.647081,0
material-dynamics,72,break,ripple,indirect,material,concept swap,-12.4486,-14.600174,2.151574,1
material-dynamics,73,break,ripple,indirect,material,concept swap,-31.644243,-29.363239,-2.281004,0
material-dynamics,74,break,ripple,indirect,material,concept swap,-15.344838,-14.818456,-0.526382,0
material-dynamics,75,break,ripple,indirect,material,concept swap,-31.576883,-30.505947,-1.070936,0
material-dynamics,76,break,ripple,indirect,material,concept swap,-15.344838,-14.446374,-0.898464,0
material-dynamics,77,break,ripple,indirect,material,concept swap,-30.122339,-30.505947,0.383608,1
material-dynamics,78,break,ripple,indirect,material,concept swap,-17.244812,-14.426258,-2.818554,0
material-dynamics,79,break,ripple,indirect,material,concept swap,-31.933424,-31.866825,-0.066599,0
material-dynamics,80,break,ripple,indirect,material,concept swap,-17.244812,-17.680826,0.436014,1
material-dynamics,81,break,ripple,indirect,material,concept swap,-33.546265,-31.866825,-1.67944,0
material-dynamics,82,break,ripple,indirect,material,concept swap,-14.511795,-13.915023,-0.596772,0
material-dynamics,83,break,ripple,indirect,material,concept swap,-30.991213,-31.572788,0.581575,1
material-dynamics,84,break,ripple,indirect,material,concept swap,-14.511795,-13.246696,-1.2651,0
material-dynamics,85,break,ripple,indirect,material,concept swap,-30.326399,-31.572788,1.246389,1
material-dynamics,86,break,ripple,indirect,material,concept swap,-18.327358,-16.710993,-1.616365,0
material-dynamics,87,break,ripple,indirect,material,concept swap,-33.168335,-38.079247,4.910912,1
material-dynamics,88,break,ripple,indirect,material,concept swap,-18.327358,-14.989665,-3.337693,0
material-dynamics,89,break,ripple,indirect,material,concept swap,-31.765156,-38.079247,6.314091,1
material-dynamics,90,break,splash,direct,material,concept swap,-13.446223,-13.227978,-0.218246,0
material-dynamics,91,break,splash,direct,material,concept swap,-26.858929,-28.371399,1.51247,1
material-dynamics,92,break,splash,direct,material,concept swap,-13.25262,-13.223726,-0.028893,0
material-dynamics,93,break,splash,direct,material,concept swap,-26.14711,-29.751013,3.603903,1
material-dynamics,94,break,splash,direct,material,concept swap,-14.741442,-14.546832,-0.19461,0
material-dynamics,95,break,splash,direct,material,concept swap,-27.609392,-29.004311,1.394918,1
material-dynamics,96,break,splash,direct,material,concept swap,-13.879118,-13.35635,-0.522768,0
material-dynamics,97,break,splash,direct,material,concept swap,-27.082546,-29.010677,1.928131,1
material-dynamics,98,break,splash,direct,material,concept swap,-14.171,-13.660489,-0.51051,0
material-dynamics,99,break,splash,direct,material,concept swap,-26.994402,-28.616249,1.621847,1
material-dynamics,100,break,splash,indirect,material,concept swap,-12.4486,-14.943088,2.494488,1
material-dynamics,101,break,splash,indirect,material,concept swap,-24.786833,-23.439587,-1.347246,0
material-dynamics,102,break,splash,indirect,material,concept swap,-15.344838,-14.446374,-0.898464,0
material-dynamics,103,break,splash,indirect,material,concept swap,-23.749424,-25.020447,1.271023,1
material-dynamics,104,break,splash,indirect,material,concept swap,-17.244812,-14.426258,-2.818554,0
material-dynamics,105,break,splash,indirect,material,concept swap,-25.727549,-30.141001,4.413452,1
material-dynamics,106,break,splash,indirect,material,concept swap,-14.511795,-13.915023,-0.596772,0
material-dynamics,107,break,splash,indirect,material,concept swap,-23.949566,-26.683563,2.733997,1
material-dynamics,108,break,splash,indirect,material,concept swap,-18.327358,-16.710993,-1.616365,0
material-dynamics,109,break,splash,indirect,material,concept swap,-26.783133,-28.038309,1.255177,1
material-dynamics,110,break,wrinkle,direct,material,concept swap,-13.446223,-14.335129,0.888906,1
material-dynamics,111,break,wrinkle,direct,material,concept swap,-36.545113,-40.315403,3.77029,1
material-dynamics,112,break,wrinkle,direct,material,concept swap,-13.25262,-14.349872,1.097252,1
material-dynamics,113,break,wrinkle,direct,material,concept swap,-34.692307,-38.737225,4.044918,1
material-dynamics,114,break,wrinkle,direct,material,concept swap,-14.741442,-16.069637,1.328196,1
material-dynamics,115,break,wrinkle,direct,material,concept swap,-37.135105,-40.919731,3.784626,1
material-dynamics,116,break,wrinkle,direct,material,concept swap,-13.879118,-14.222712,0.343594,1
material-dynamics,117,break,wrinkle,direct,material,concept swap,-36.156643,-40.420364,4.263721,1
material-dynamics,118,break,wrinkle,direct,material,concept swap,-14.171,-15.399724,1.228724,1
material-dynamics,119,break,wrinkle,direct,material,concept swap,-37.686241,-41.183342,3.497101,1
material-dynamics,120,break,wrinkle,indirect,material,concept swap,-12.4486,-14.600174,2.151574,1
material-dynamics,121,break,wrinkle,indirect,material,concept swap,-35.145176,-34.814339,-0.330837,0
material-dynamics,122,break,wrinkle,indirect,material,concept swap,-15.344838,-14.818456,-0.526382,0
material-dynamics,123,break,wrinkle,indirect,material,concept swap,-36.937279,-35.031197,-1.906082,0
material-dynamics,124,break,wrinkle,indirect,material,concept swap,-17.244812,-17.680826,0.436014,1
material-dynamics,125,break,wrinkle,indirect,material,concept swap,-37.815727,-37.3494,-0.466328,0
material-dynamics,126,break,wrinkle,indirect,material,concept swap,-14.511795,-13.246696,-1.2651,0
material-dynamics,127,break,wrinkle,indirect,material,concept swap,-35.735149,-34.372219,-1.36293,0
material-dynamics,128,break,wrinkle,indirect,material,concept swap,-18.327358,-14.989665,-3.337693,0
material-dynamics,129,break,wrinkle,indirect,material,concept swap,-36.538879,-40.039238,3.500359,1
material-dynamics,130,drape,pour,direct,material,concept swap,-35.544796,-36.319527,0.774731,1
material-dynamics,131,drape,pour,direct,material,concept swap,-23.0478,-22.130674,-0.917126,0
material-dynamics,132,drape,pour,direct,material,concept swap,-31.591131,-31.560572,-0.03056,0
material-dynamics,133,drape,pour,direct,material,concept swap,-21.648436,-20.057873,-1.590563,0
material-dynamics,134,drape,pour,direct,material,concept swap,-39.985798,-40.295235,0.309437,1
material-dynamics,135,drape,pour,direct,material,concept swap,-26.384672,-25.600683,-0.783989,0
material-dynamics,136,drape,pour,direct,material,concept swap,-35.921238,-36.34259,0.421352,1
material-dynamics,137,drape,pour,direct,material,concept swap,-22.048866,-21.683601,-0.365265,0
material-dynamics,138,drape,pour,direct,material,concept swap,-38.699219,-41.488697,2.789478,1
material-dynamics,139,drape,pour,direct,material,concept swap,-25.901392,-23.957993,-1.943399,0
material-dynamics,140,drape,pour,indirect,material,concept swap,-32.523579,-34.039352,1.515774,1
material-dynamics,141,drape,pour,indirect,material,concept swap,-22.028612,-19.285004,-2.743608,0
material-dynamics,142,drape,pour,indirect,material,concept swap,-28.964287,-28.428326,-0.535961,0
material-dynamics,143,drape,pour,indirect,material,concept swap,-21.243473,-19.44622,-1.797253,0
material-dynamics,144,drape,pour,indirect,material,concept swap,-36.952217,-34.298019,-2.654198,0
material-dynamics,145,drape,pour,indirect,material,concept swap,-22.47489,-24.070717,1.595827,1
material-dynamics,146,drape,pour,indirect,material,concept swap,-31.997398,-33.747166,1.749767,1
material-dynamics,147,drape,pour,indirect,material,concept swap,-22.773308,-19.867271,-2.906036,0
material-dynamics,148,drape,pour,indirect,material,concept swap,-36.369499,-36.105442,-0.264057,0
material-dynamics,149,drape,pour,indirect,material,concept swap,-22.614174,-22.911594,0.297421,1
material-dynamics,150,drape,stir,direct,material,concept swap,-35.544796,-35.339985,-0.204811,0
material-dynamics,151,drape,stir,direct,material,concept swap,-22.798334,-24.463572,1.665237,1
material-dynamics,152,drape,stir,direct,material,concept swap,-35.544796,-36.319527,0.774731,1
material-dynamics,153,drape,stir,direct,material,concept swap,-23.740978,-24.463572,0.722593,1
material-dynamics,154,drape,stir,direct,material,concept swap,-31.591131,-32.386497,0.795366,1
material-dynamics,155,drape,stir,direct,material,concept swap,-21.999626,-22.353544,0.353918,1
material-dynamics,156,drape,stir,direct,material,concept swap,-31.591131,-31.560572,-0.03056,0
material-dynamics,157,drape,stir,direct,material,concept swap,-22.342476,-22.353544,0.011068,1
material-dynamics,158,drape,stir,direct,material,concept swap,-39.985798,-39.103348,-0.88245,0
material-dynamics,159,drape,stir,direct,material,concept swap,-26.213497,-27.604527,1.391029,1
material-dynamics,160,drape,stir,direct,material,concept swap,-39.985798,-40.295235,0.309437,1
material-dynamics,161,drape,stir,direct,material,concept swap,-27.774752,-27.604527,-0.170225,0
material-dynamics,162,drape,stir,direct,material,concept swap,-35.921238,-34.851219,-1.070019,0
material-dynamics,163,drape,stir,direct,material,concept swap,-22.582491,-25.012024,2.429533,1
material-dynamics,164,drape,stir,direct,material,concept swap,-35.921238,-36.34259,0.421352,1
material-dynamics,165,drape,stir,direct,material,concept swap,-24.182571,-25.012024,0.829453,1
material-dynamics,166,drape,stir,direct,material,concept swap,-38.699219,-39.059837,0.360619,1
material-dynamics,167,drape,stir,direct,material,concept swap,-26.019173,-27.422943,1.40377,1
material-dynamics,168,drape,stir,direct,material,concept swap,-38.699219,-41.488697,2.789478,1
material-dynamics,169,drape,stir,direct,material,concept swap,-28.100929,-27.422943,-0.677986,0
material-dynamics,170,drape,stir,indirect,material,concept swap,-32.523579,-34.039352,1.515774,1
material-dynamics,171,drape,stir,indirect,material,concept swap,-23.569971,-24.403015,0.833044,1
material-dynamics,172,drape,stir,indirect,material,concept swap,-32.523579,-32.838352,0.314774,1
material-dynamics,173,drape,stir,indirect,material,concept swap,-26.368965,-24.403015,-1.96595,0
material-dynamics,174,drape,stir,indirect,material,concept swap,-28.964287,-27.335609,-1.628677,0
material-dynamics,175,drape,stir,indirect,material,concept swap,-23.14143,-22.790096,-0.351334,0
material-dynamics,176,drape,stir,indirect,material,concept swap,-28.964287,-28.428326,-0.535961,0
material-dynamics,177,drape,stir,indirect,material,concept swap,-22.558329,-22.790096,0.231768,1
material-dynamics,178,drape,stir,indirect,material,concept swap,-36.952217,-34.298019,-2.654198,0
material-dynamics,179,drape,stir,indirect,material,concept swap,-24.272779,-26.386822,2.114042,1
material-dynamics,180,drape,stir,indirect,material,concept swap,-36.952217,-34.751095,-2.201122,0
material-dynamics,181,drape,stir,indirect,material,concept swap,-25.990705,-26.386822,0.396116,1
material-dynamics,182,drape,stir,indirect,material,concept swap,-31.997398,-33.747166,1.749767,1
material-dynamics,183,drape,stir,indirect,material,concept swap,-24.168194,-23.812145,-0.356049,0
material-dynamics,184,drape,stir,indirect,material,concept swap,-31.997398,-31.033443,-0.963955,0
material-dynamics,185,drape,stir,indirect,material,concept swap,-25.413521,-23.812145,-1.601376,0
material-dynamics,186,drape,stir,indirect,material,concept swap,-36.369499,-36.105442,-0.264057,0
material-dynamics,187,drape,stir,indirect,material,concept swap,-23.996738,-25.000896,1.004158,1
material-dynamics,188,drape,stir,indirect,material,concept swap,-36.369499,-34.749542,-1.619957,0
material-dynamics,189,drape,stir,indirect,material,concept swap,-25.754055,-25.000896,-0.753159,0
material-dynamics,190,flap,drip,direct,material,concept swap,-23.453697,-22.730616,-0.723082,0
material-dynamics,191,flap,drip,direct,material,concept swap,-25.546038,-26.350264,0.804226,1
material-dynamics,192,flap,drip,direct,material,concept swap,-23.213623,-22.177006,-1.036617,0
material-dynamics,193,flap,drip,direct,material,concept swap,-24.89423,-26.242981,1.348751,1
material-dynamics,194,flap,drip,direct,material,concept swap,-24.501621,-23.89127,-0.610352,0
material-dynamics,195,flap,drip,direct,material,concept swap,-26.004456,-26.924072,0.919617,1
material-dynamics,196,flap,drip,direct,material,concept swap,-23.745253,-23.199091,-0.546162,0
material-dynamics,197,flap,drip,direct,material,concept swap,-25.285557,-26.046663,0.761106,1
material-dynamics,198,flap,drip,direct,material,concept swap,-24.155964,-23.353174,-0.80279,0
material-dynamics,199,flap,drip,direct,material,concept swap,-25.678738,-26.475098,0.79636,1
material-dynamics,200,flap,splash,direct,material,concept swap,-23.453697,-22.730616,-0.723082,0
material-dynamics,201,flap,splash,direct,material,concept swap,-26.858929,-27.26461,0.405682,1
material-dynamics,202,flap,splash,direct,material,concept swap,-23.213623,-22.177006,-1.036617,0
material-dynamics,203,flap,splash,direct,material,concept swap,-26.14711,-27.174992,1.027882,1
material-dynamics,204,flap,splash,direct,material,concept swap,-24.501621,-23.89127,-0.610352,0
material-dynamics,205,flap,splash,direct,material,concept swap,-27.609392,-27.797663,0.188271,1
material-dynamics,206,flap,splash,direct,material,concept swap,-23.745253,-23.199091,-0.546162,0
material-dynamics,207,flap,splash,direct,material,concept swap,-27.082546,-27.456573,0.374027,1
