pair_id,match_level,pair_cost,category,target_class,target_token_len,target_token_pattern,target_freq_bin_a,target_freq_bin_b,target_freq_bin_delta,distance_bin_a,distance_bin_b,distance_bin_delta,row_a,row_b,source_a,source_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b
p0001964,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,14994,1634,childes,gutenberg,cha,require,don't,not
p0001965,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,432,536,gutenberg,open_subtitles,inhabitants,virgin,not,not
p0001966,0,0.03,negation,content,1,S,101-250,101-250,0,2,2,0,8411,7064,fw_preserved_compact_view,qwen_pair_packed,smallest,repeat,wasn't,not
p0001967,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,12591,17042,open_subtitles,gutenberg,dust,trace,not,not
p0001968,0,0.0,negation,content,1,S,101-250,101-250,0,3-4,3-4,0,19585,2255,gutenberg,childes,gaze,permission,not,don't
p0001969,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,15290,9663,gutenberg,open_subtitles,minds,drag,never,can't
p0001970,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,7202,2535,bnc_spoken,open_subtitles,burn,crack,don't,not
p0001971,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,16275,2915,childes,gutenberg,awake,defend,not,not
p0001972,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,8013,14289,childes,gutenberg,spill,suspicion,don't,never
p0001973,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,13998,14982,childes,open_subtitles,dump,interfere,don't,not
p0001974,0,0.0,negation,content,1,S,101-250,101-250,0,5-8,5-8,0,11516,4821,childes,open_subtitles,drank,talent,don't,didn't
p0001975,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,7344,11818,childes,open_subtitles,bang,interfere,don't,not
p0001976,0,0.02,negation,content,1,S,101-250,101-250,0,1,1,0,10494,14854,qwen_pair_packed,open_subtitles,consent,fake,wouldn't,don't
p0001977,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,17831,2300,open_subtitles,childes,breathe,spill,don't,don't
p0001978,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,2587,11593,open_subtitles,bnc_spoken,cameras,swallow,not,don't
p0001979,0,0.0,negation,content,1,S,101-250,101-250,0,3-4,3-4,0,8144,1600,open_subtitles,gutenberg,fans,alarm,don't,don't
p0001980,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,5423,344,gutenberg,childes,refuse,ruin,never,don't
p0001981,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,7607,16413,childes,open_subtitles,tear,argue,don't,won't
p0001982,1,2.1,negation,content,1,S,101-250,101-250,0,5-8,3-4,1,4628,13904,childes,open_subtitles,sets,custom,not,wouldn't
p0001983,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,766,8591,childes,gutenberg,pack,pause,don't,without
p0001984,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,4640,5179,gutenberg,childes,behave,scissors,didn't,not
p0001985,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,9217,6607,gutenberg,childes,shelter,stack,not,don't
p0001986,0,0.0,negation,content,1,S,101-250,101-250,0,3-4,3-4,0,9497,20254,childes,bnc_spoken,crayons,schedule,can't,not
p0001987,0,0.014,negation,content,1,S,101-250,101-250,0,1,1,0,5078,8108,qwen_pair_packed,bnc_spoken,fetch,concern,not,wouldn't
p0001988,0,0.018000000000000002,negation,content,1,S,101-250,101-250,0,1,1,0,14009,18813,qwen_pair_packed,open_subtitles,delay,attend,cannot,not
p0001989,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,5924,18107,simple_wiki,open_subtitles,strict,guilty,not,not
p0001990,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,14573,3099,open_subtitles,childes,operate,cough,won't,don't
p0001991,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,7844,8178,gutenberg,childes,resist,flood,not,don't
p0001992,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,16200,13701,bnc_spoken,open_subtitles,bother,punish,didn't,can't
p0001993,0,0.0,negation,content,1,S,101-250,101-250,0,3-4,3-4,0,9281,4036,gutenberg,bnc_spoken,daughters,penalty,never,not
p0001994,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,9568,13554,open_subtitles,gutenberg,shout,stir,don't,never
p0001995,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,8149,9899,gutenberg,simple_wiki,clever,permission,not,without
p0001996,0,0.027,negation,content,1,S,101-250,101-250,0,1,1,0,14555,8272,qwen_pair_packed,gutenberg,invite,refuse,can't,not
p0001997,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,8313,13542,childes,open_subtitles,ruin,argue,not,can't
p0001998,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,15431,5399,childes,simple_wiki,crack,attend,won't,not
p0001999,0,0.012,negation,content,1,S,101-250,101-250,0,1,1,0,14241,12367,qwen_pair_packed,childes,grant,tear,not,don't
p0002000,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,14631,4619,bnc_spoken,gutenberg,awake,regret,not,not
p0002001,0,0.0,negation,content,1,S,101-250,101-250,0,3-4,3-4,0,15030,15133,open_subtitles,childes,grief,eats,don't,don't
p0002002,0,0.034,negation,content,1,S,101-250,101-250,0,2,2,0,11910,12452,fw_preserved_compact_view,gutenberg,absolute,remind,not,not
p0002003,0,0.015,negation,content,1,S,101-250,101-250,0,1,1,0,9264,9876,qwen_pair_packed,childes,require,burn,not,doesn't
p0002004,0,0.0,negation,content,1,S,101-250,101-250,0,1,1,0,2335,13334,open_subtitles,childes,fake,spill,don't,don't
p0002005,0,0.0,negation,content,1,S,101-250,101-250,0,2,2,0,3633,14859,gutenberg,childes,inch,ruin,without,don't
p0002006,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,17439,7875,childes,open_subtitles,belong,ends,doesn't,never
p0002007,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,19602,13700,childes,gutenberg,dese,sorts,don't,not
p0002008,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,9936,14617,gutenberg,open_subtitles,grandma,troops,can't,don't
p0002009,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,4184,8636,gutenberg,bnc_spoken,escape,accept,not,can't
p0002010,0,0.026000000000000002,negation,content,1,S,251-500,251-500,0,1,1,0,9683,6783,qwen_pair_packed,open_subtitles,remain,prove,not,doesn't
p0002011,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,9927,3351,childes,open_subtitles,correct,accept,not,won't
p0002012,0,0.014,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,3393,7104,qwen_pair_packed,gutenberg,features,rough,not,not
p0002013,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,14112,1260,open_subtitles,switchboard,appear,ideas,don't,don't
p0002014,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,659,8340,gutenberg,open_subtitles,appreciate,respect,wouldn't,not
p0002015,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,8677,17684,bnc_spoken,childes,paint,belong,not,not
p0002016,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,9466,3546,open_subtitles,gutenberg,chase,marry,don't,not
p0002017,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,5178,7066,childes,bnc_spoken,mess,proper,don't,not
p0002018,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,19890,14803,gutenberg,childes,fashion,picks,not,aren't
p0002019,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,20174,17713,childes,simple_wiki,campaign,agree,didn't,don't
p0002020,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,10643,13013,gutenberg,childes,cast,climb,cannot,don't
p0002021,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,18118,14389,open_subtitles,childes,rules,regular,didn't,doesn't
p0002022,0,0.037,negation,content,1,S,251-500,251-500,0,1,1,0,17629,2871,qwen_pair_packed,open_subtitles,consider,judge,never,don't
p0002023,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,6016,5457,open_subtitles,childes,papers,mess,didn't,don't
p0002024,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,13458,1024,open_subtitles,simple_wiki,rode,appear,never,not
p0002025,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,16578,14985,open_subtitles,gutenberg,judge,struck,can't,not
p0002026,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,18313,13142,open_subtitles,gutenberg,judge,spare,don't,can't
p0002027,0,0.016,negation,content,1,S,251-500,251-500,0,1,1,0,574,1860,qwen_pair_packed,open_subtitles,desert,asleep,not,not
p0002028,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,16695,16525,childes,open_subtitles,hasta,weak,not,not
p0002029,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,6703,12515,childes,open_subtitles,smell,soul,can't,not
p0002030,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,3953,8353,gutenberg,childes,occasion,candy,won't,won't
p0002031,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,10786,2201,childes,open_subtitles,hadta,gray,didn't,doesn't
p0002032,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,4989,956,open_subtitles,gutenberg,treat,climb,can't,couldn't
p0002033,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,2548,12365,open_subtitles,childes,handle,bump,don't,don't
p0002034,0,0.0,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,18983,19983,open_subtitles,childes,judge,rough,not,don't
p0002035,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,1428,18771,gutenberg,childes,accept,decide,not,couldn't
p0002036,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,12916,6478,open_subtitles,childes,discuss,belong,didn't,doesn't
p0002037,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,15103,6474,open_subtitles,childes,belong,tells,doesn't,never
p0002038,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,16908,19743,gutenberg,open_subtitles,produce,teach,cannot,can't
p0002039,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,19435,11192,gutenberg,open_subtitles,understood,imagine,not,can't
p0002040,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,7048,8286,gutenberg,simple_wiki,escape,bones,not,without
p0002041,0,0.011,negation,content,1,S,251-500,251-500,0,1,1,0,16198,15844,qwen_pair_packed,childes,impact,belong,not,don't
p0002042,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,6019,10386,childes,bnc_spoken,waste,figures,don't,can't
p0002043,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,13076,17886,open_subtitles,childes,blame,chase,not,won't
p0002044,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,17357,16818,simple_wiki,gutenberg,chart,exist,not,not
p0002045,0,0.1,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,6016,8087,open_subtitles,childes,soup,belongs,not,not
p0002046,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,11251,1616,gutenberg,childes,blame,bunch,not,not
p0002047,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,5810,8201,simple_wiki,bnc_spoken,aware,consider,not,don't
p0002048,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,1131,12327,bnc_spoken,open_subtitles,produce,biggest,never,wasn't
p0002049,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,17879,8264,childes,gutenberg,tries,fond,can't,not
p0002050,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,5291,17227,bnc_spoken,simple_wiki,row,effects,didn't,without
p0002051,0,0.043000000000000003,negation,content,1,S,251-500,251-500,0,1,1,0,3251,20132,qwen_pair_packed,gutenberg,issue,gain,cannot,not
p0002052,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,5449,16412,open_subtitles,gutenberg,anywhere,fault,won't,not
p0002053,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,15654,9947,gutenberg,childes,gentleman,rid,not,can't
p0002054,1,2.1,negation,content,1,S,251-500,251-500,0,5-8,3-4,1,18802,19675,gutenberg,childes,lessons,shh,can't,not
p0002055,0,0.02,negation,content,1,S,251-500,251-500,0,1,1,0,3503,18503,qwen_pair_packed,bnc_spoken,appear,flag,not,not
p0002056,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,7781,12696,gutenberg,childes,agree,mess,don't,don't
p0002057,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,7546,12137,gutenberg,open_subtitles,unlike,strike,not,not
p0002058,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,16947,18143,bnc_spoken,open_subtitles,drawn,blame,not,don't
p0002059,0,0.1,negation,content,1,S,251-500,251-500,0,3-4,3-4,0,16416,15383,open_subtitles,gutenberg,papers,seventy,didn't,not
p0002060,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,3930,821,childes,open_subtitles,thousands,mess,not,not
p0002061,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,2352,14191,simple_wiki,open_subtitles,sex,rid,never,can't
p0002062,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,7208,6550,childes,open_subtitles,belong,waste,doesn't,shouldn't
p0002063,1,2.1,negation,content,1,S,251-500,251-500,0,3-4,2,1,8982,4748,open_subtitles,childes,peanut,smart,never,aren't
p0002064,0,0.0,negation,content,1,S,251-500,251-500,0,2,2,0,6192,6082,open_subtitles,gutenberg,boss,length,not,not
p0002065,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,9656,9147,childes,open_subtitles,loose,hide,won't,don't
p0002066,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,7736,15563,open_subtitles,switchboard,waste,aware,won't,wasn't
p0002067,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,8474,17758,open_subtitles,childes,blame,blow,don't,not
p0002068,0,0.052000000000000005,negation,content,1,S,251-500,251-500,0,2,2,0,7327,7110,qwen_pair_packed,gutenberg,suggest,teach,wouldn't,not
p0002069,0,0.0,negation,content,1,S,251-500,251-500,0,1,1,0,11386,6178,gutenberg,open_subtitles,struck,admit,never,couldn't
p0002070,1,2.126,negation,content,1,S,251-500,251-500,0,3-4,2,1,9570,20119,open_subtitles,qwen_pair_packed,hotel,aware,don't,aren't
p0002071,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,2436,15025,open_subtitles,gutenberg,fear,lose,without,didn't
p0002072,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,6006,7785,gutenberg,childes,flowers,fingers,not,don't
p0002073,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,12503,10507,open_subtitles,childes,crazy,cook,not,didn't
p0002074,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,2025,1721,childes,open_subtitles,jump,bite,don't,don't
p0002075,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,19953,2023,open_subtitles,childes,die,spent,not,isn't
p0002076,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,7284,3440,open_subtitles,childes,catch,touch,didn't,don't
p0002077,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,7968,3171,childes,open_subtitles,cute,trust,isn't,never
p0002078,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,8336,19462,open_subtitles,childes,include,jump,wouldn't,can't
p0002079,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,17812,7478,childes,open_subtitles,shown,worry,isn't,don't
p0002080,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,5651,6628,childes,gutenberg,meant,spirit,don't,without
p0002081,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,4488,5028,childes,open_subtitles,offer,sell,not,don't
p0002082,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,11612,2286,simple_wiki,open_subtitles,lose,worry,didn't,don't
p0002083,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,13348,14688,childes,gutenberg,touch,forgot,don't,never
p0002084,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,10724,4195,gutenberg,childes,seem,touch,not,don't
p0002085,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,16956,668,gutenberg,open_subtitles,seem,trust,doesn't,couldn't
p0002086,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,15272,12051,childes,open_subtitles,spent,notice,doesn't,don't
p0002087,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,8391,10770,gutenberg,bnc_spoken,spoke,include,never,doesn't
p0002088,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,14675,3661,open_subtitles,childes,press,touch,isn't,not
p0002089,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,16667,8706,open_subtitles,simple_wiki,none,plant,don't,not
p0002090,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,13867,2877,gutenberg,simple_wiki,knowledge,sold,not,without
p0002091,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,6593,18861,gutenberg,childes,enjoy,knock,not,don't
p0002092,0,0.004,negation,content,1,S,501-1000,501-1000,0,1,1,0,9683,4581,qwen_pair_packed,fw_preserved_compact_view,lie,provide,doesn't,doesn't
p0002093,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,17197,19893,gutenberg,childes,die,fit,don't,won't
p0002094,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,13412,13423,childes,gutenberg,touch,strange,cannot,not
p0002095,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,609,1745,open_subtitles,bnc_spoken,wear,touch,don't,wouldn't
p0002096,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,18312,9277,childes,bnc_spoken,finger,rich,didn't,isn't
p0002097,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,5816,2520,childes,open_subtitles,foot,wear,don't,don't
p0002098,0,0.013000000000000001,negation,content,1,S,501-1000,501-1000,0,2,2,0,20244,4274,qwen_pair_packed,childes,bank,wear,without,not
p0002099,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,9787,8748,gutenberg,open_subtitles,notice,include,not,didn't
p0002100,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,15052,3657,open_subtitles,gutenberg,kill,taught,not,not
p0002101,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,7801,14042,open_subtitles,gutenberg,spend,touch,can't,can't
p0002102,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,1567,14279,gutenberg,childes,win,sick,not,aren't
p0002103,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,12619,3401,open_subtitles,childes,worry,cross,don't,didn't
p0002104,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,11511,10208,childes,gutenberg,fit,doubt,can't,not
p0002105,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,17906,15633,childes,gutenberg,meat,spend,don't,shouldn't
p0002106,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,14367,8162,gutenberg,open_subtitles,fair,touch,not,don't
p0002107,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,5651,3266,childes,bnc_spoken,extra,paid,don't,doesn't
p0002108,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,18123,6947,childes,gutenberg,touch,enjoy,don't,can't
p0002109,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,8612,14032,open_subtitles,childes,lose,fit,shouldn't,doesn't
p0002110,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,15297,1155,childes,gutenberg,touch,older,don't,not
p0002111,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,12371,1686,childes,gutenberg,wear,fit,don't,not
p0002112,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,8658,17220,childes,bnc_spoken,tall,sell,not,can't
p0002113,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,4554,16573,gutenberg,open_subtitles,share,sign,not,didn't
p0002114,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,362,1787,childes,open_subtitles,mad,lie,not,never
p0002115,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,8230,12557,childes,open_subtitles,clothes,key,without,without
p0002116,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,12168,5526,open_subtitles,childes,clean,cook,not,don't
p0002117,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,2523,17541,childes,gutenberg,spend,foot,wouldn't,not
p0002118,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,3112,8208,childes,open_subtitles,paid,gives,don't,never
p0002119,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,6343,923,open_subtitles,simple_wiki,worth,reach,not,didn't
p0002120,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,11692,16373,gutenberg,bnc_spoken,notice,wear,not,doesn't
p0002121,0,0.058,negation,content,1,S,501-1000,501-1000,0,2,2,0,17983,19267,qwen_pair_packed,childes,include,wear,never,don't
p0002122,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,9236,1990,gutenberg,childes,count,fit,didn't,don't
p0002123,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,5757,5880,open_subtitles,gutenberg,mad,wood,aren't,not
p0002124,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,15272,11423,childes,bnc_spoken,fit,worry,doesn't,won't
p0002125,0,0.02,negation,content,1,S,501-1000,501-1000,0,1,1,0,4983,12097,qwen_pair_packed,gutenberg,win,dream,couldn't,wouldn't
p0002126,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,11073,12763,childes,open_subtitles,catch,lie,didn't,can't
p0002127,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,12901,7424,bnc_spoken,childes,worry,charge,don't,don't
p0002128,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,15118,10316,open_subtitles,childes,hang,learn,can't,not
p0002129,0,0.031,negation,content,1,S,501-1000,501-1000,0,2,2,0,1803,9069,qwen_pair_packed,childes,crazy,kid,not,not
p0002130,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,9568,9190,open_subtitles,childes,sweet,uhuh,isn't,not
p0002131,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,6696,9528,open_subtitles,bnc_spoken,process,worry,couldn't,don't
p0002132,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,16070,10869,childes,gutenberg,problems,neither,don't,not
p0002133,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,17856,6772,gutenberg,open_subtitles,doubt,design,without,didn't
p0002134,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,17560,6279,open_subtitles,gutenberg,touch,cover,don't,not
p0002135,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,1498,11275,open_subtitles,childes,complete,touch,not,don't
p0002136,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,2591,1423,childes,simple_wiki,cousin,sense,not,without
p0002137,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,6703,7731,childes,simple_wiki,paid,kill,never,won't
p0002138,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,18566,5984,open_subtitles,gutenberg,touch,lose,don't,not
p0002139,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,6370,1494,bnc_spoken,childes,follow,touch,not,not
p0002140,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,11239,492,gutenberg,childes,trust,step,wouldn't,don't
p0002141,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,10906,15718,open_subtitles,childes,share,touch,can't,don't
p0002142,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,2248,14904,childes,gutenberg,stuck,caught,doesn't,not
p0002143,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,11648,12899,simple_wiki,open_subtitles,subject,charge,not,not
p0002144,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,8255,8975,simple_wiki,childes,include,dogs,didn't,didn't
p0002145,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,7279,11812,childes,open_subtitles,die,hate,didn't,can't
p0002146,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,5367,2376,simple_wiki,childes,expect,touch,didn't,don't
p0002147,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,1230,15014,open_subtitles,bnc_spoken,share,provide,don't,not
p0002148,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,4496,4002,open_subtitles,childes,angry,touch,don't,don't
p0002149,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,516,19234,childes,gutenberg,win,difficult,didn't,not
p0002150,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,11022,16583,childes,gutenberg,bet,anybody,can't,don't
p0002151,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,986,19602,open_subtitles,childes,seem,knock,doesn't,don't
p0002152,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,18266,20246,open_subtitles,gutenberg,hate,lose,can't,wouldn't
p0002153,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,1775,8511,open_subtitles,gutenberg,fair,cost,not,can't
p0002154,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,13428,366,open_subtitles,gutenberg,meant,charge,wasn't,won't
p0002155,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,15992,14401,open_subtitles,childes,pass,kill,didn't,isn't
p0002156,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,20115,12645,simple_wiki,childes,sign,die,not,don't
p0002157,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,13554,658,gutenberg,open_subtitles,fear,reach,without,can't
p0002158,0,0.022,negation,content,1,S,501-1000,501-1000,0,1,1,0,13185,4457,qwen_pair_packed,childes,reach,practice,never,shouldn't
p0002159,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,17286,335,open_subtitles,gutenberg,anybody,lose,isn't,cannot
p0002160,0,0.0,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,15734,761,childes,bnc_spoken,fit,worth,don't,didn't
p0002161,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,12168,15650,open_subtitles,childes,perfect,nope,not,don't
p0002162,0,0.1,negation,content,1,S,501-1000,501-1000,0,3-4,3-4,0,1118,10904,childes,open_subtitles,sense,husband,doesn't,don't
p0002163,1,2.1,negation,content,1,S,501-1000,501-1000,0,3-4,2,1,19462,1115,childes,open_subtitles,learn,crazy,won't,wasn't
p0002164,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,15909,17984,open_subtitles,simple_wiki,fair,paid,not,not
p0002165,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,1086,1915,childes,gutenberg,anybody,danger,didn't,without
p0002166,0,0.0,negation,content,1,S,501-1000,501-1000,0,2,2,0,11861,10487,open_subtitles,childes,favorite,eggs,not,doesn't
p0002167,0,0.0,negation,content,1,S,501-1000,501-1000,0,1,1,0,16436,14900,childes,gutenberg,fit,follow,can't,not
p0002168,1,2.1,negation,content,1,S,501-1000,501-1000,0,3-4,5-8,1,12522,14676,childes,gutenberg,laugh,perfect,don't,not
