arm,checkpoint,split,numops,local_index,sample_id,example_id,item_key,pred,pred_idx,correct,gold,option_count
view,chck_100M,ambiref,1,395,1080,1164,ambiref:1:395,the red note and the big coffee and the red computer.,2,False,the small machine and the big coffee and the red computer.,5
view,chck_100M,ambiref,1,396,1307,1165,ambiref:1:396,the blue ring and the red branch.,4,False,the yellow mirror and the red branch.,5
view,chck_100M,ambiref,1,397,1979,1166,ambiref:1:397,the green ball and the blue plate and the yellow bag.,2,False,the blue tissue and the small cream and the green newspaper.,5
view,chck_100M,ambiref,1,398,384,1167,ambiref:1:398,the blue chemical.,1,False,the green chemical.,5
view,chck_100M,ambiref,1,399,295,1169,ambiref:1:399,the big rose and the small rose.,0,True,the big rose and the small rose.,5
view,chck_100M,ambiref,1,400,1883,1171,ambiref:1:400,the red branch and the blue knife and the big knife.,2,False,the big string and the yellow knife and the yellow bell.,5
view,chck_100M,ambiref,1,401,1755,1174,ambiref:1:401,the big cake.,0,True,the big cake.,5
view,chck_100M,ambiref,1,402,923,1176,ambiref:1:402,the big seed.,1,False,the small cake.,5
view,chck_100M,ambiref,1,403,1737,1177,ambiref:1:403,the small suit and the green clock and the small tape.,1,False,the red clock and the small bell and the small coffee.,5
view,chck_100M,ambiref,1,404,2194,1179,ambiref:1:404,the green ice.,1,False,the green camera.,5
view,chck_100M,ambiref,1,405,1711,1180,ambiref:1:405,the blue seed and the red key.,1,False,the small card and the green bread.,5
view,chck_100M,ambiref,1,406,256,1183,ambiref:1:406,the yellow plane and the yellow camera.,1,False,the small block and the yellow block.,5
view,chck_100M,ambiref,1,407,663,1184,ambiref:1:407,the yellow plate.,1,False,the small plant.,5
view,chck_100M,ambiref,1,408,73,1185,ambiref:1:408,the red car and the red ball.,3,False,the big seed and the red ball.,5
view,chck_100M,ambiref,1,409,1643,1186,ambiref:1:409,the blue painting.,0,True,the blue painting.,5
view,chck_100M,ambiref,1,410,874,1187,ambiref:1:410,the blue book and the red drug.,2,False,the small picture and the green bus.,5
view,chck_100M,ambiref,1,411,477,1188,ambiref:1:411,the small television and the green machine and the green cake.,3,False,the small television and the green machine and the red cake.,5
view,chck_100M,ambiref,1,412,1319,1190,ambiref:1:412,the red dress.,1,False,the blue letter.,5
view,chck_100M,ambiref,1,413,1756,1192,ambiref:1:413,the green train.,1,False,the red disk.,5
view,chck_100M,ambiref,1,414,39,1194,ambiref:1:414,the yellow bowl and the red bus and the yellow tissue.,2,False,the big egg and the small bus and the big jacket.,5
view,chck_100M,ambiref,1,415,629,1195,ambiref:1:415,the red guitar and the red pot.,3,False,the red guitar and the big pot.,5
view,chck_100M,ambiref,1,416,551,1196,ambiref:1:416,the yellow bread and the yellow fish.,2,False,the yellow bread and the blue branch.,5
view,chck_100M,ambiref,1,417,116,1197,ambiref:1:417,the big shirt and the big bomb and the red knife.,1,False,the big string and the red fig and the blue ice.,5
view,chck_100M,ambiref,1,418,1095,1199,ambiref:1:418,the yellow wheel and the green hat.,1,False,the big plant and the yellow fig.,5
view,chck_100M,ambiref,1,419,695,1200,ambiref:1:419,the blue shirt and the small cake.,0,True,the blue shirt and the small cake.,5
view,chck_100M,ambiref,1,420,1894,1202,ambiref:1:420,the green milk and the green crown and the small computer.,1,False,the blue crown and the green beer and the red letter.,5
view,chck_100M,ambiref,1,421,1979,1204,ambiref:1:421,the big document.,4,False,the yellow picture.,5
view,chck_100M,ambiref,1,422,2139,1205,ambiref:1:422,the green letter and the blue newspaper.,1,False,the small flower and the red milk.,5
view,chck_100M,ambiref,1,423,1258,1207,ambiref:1:423,the yellow drink and the red guitar.,0,True,the yellow drink and the red guitar.,5
view,chck_100M,ambiref,1,424,1147,1208,ambiref:1:424,the blue machine and the green map.,1,False,the small guitar and the small radio.,5
view,chck_100M,ambiref,1,425,1077,1209,ambiref:1:425,the red beer and the green game.,1,False,the red bread and the big bus.,5
view,chck_100M,ambiref,1,426,1628,1210,ambiref:1:426,the blue machine and the green stone.,4,False,the small crown and the green stone.,5
view,chck_100M,ambiref,1,427,294,1211,ambiref:1:427,the blue crown and the green rock and the yellow card.,2,False,the yellow brain and the red fig and the big bell.,5
view,chck_100M,ambiref,2,0,457,1214,ambiref:2:0,the blue clock.,1,False,the small boot.,5
view,chck_100M,ambiref,2,1,1333,1215,ambiref:2:1,the big drink.,1,False,the small glass.,5
view,chck_100M,ambiref,2,2,1319,1218,ambiref:2:2,the small glass and the blue fan.,1,False,the big engine and the green glass.,5
view,chck_100M,ambiref,2,3,727,1219,ambiref:2:3,the big bottle.,0,True,the big bottle.,5
view,chck_100M,ambiref,2,4,1511,1221,ambiref:2:4,the big television and the blue clock and the big cake.,2,False,the blue rock and the small guitar and the yellow wire.,5
view,chck_100M,ambiref,2,5,1729,1222,ambiref:2:5,the red tape and the yellow coat and the red shirt.,2,False,the red tape and the small tissue and the small ring.,5
view,chck_100M,ambiref,2,6,702,1223,ambiref:2:6,the green cash.,2,False,the yellow plant.,5
view,chck_100M,ambiref,2,7,1729,1224,ambiref:2:7,the red bone.,0,True,the red bone.,5
view,chck_100M,ambiref,2,8,1863,1225,ambiref:2:8,the green drink.,4,False,the big cash.,5
view,chck_100M,ambiref,2,9,1003,1226,ambiref:2:9,the yellow car and the green hat.,0,True,the yellow car and the green hat.,5
view,chck_100M,ambiref,2,10,1883,1227,ambiref:2:10,the green cup and the yellow radio and the blue knife.,0,True,the green cup and the yellow radio and the blue knife.,5
view,chck_100M,ambiref,2,11,473,1228,ambiref:2:11,the big apple.,0,True,the big apple.,5
view,chck_100M,ambiref,2,12,1555,1231,ambiref:2:12,the blue cash.,3,False,the red mirror.,5
view,chck_100M,ambiref,2,13,1147,1232,ambiref:2:13,the big machine and the blue sheet.,3,False,the green note and the blue sheet.,5
view,chck_100M,ambiref,2,14,425,1236,ambiref:2:14,the big bone.,2,False,the green suit.,5
view,chck_100M,ambiref,2,15,2165,1237,ambiref:2:15,the blue radio and the green ring.,1,False,the yellow egg and the blue cup.,5
view,chck_100M,ambiref,2,16,946,1238,ambiref:2:16,the yellow brick and the red stone and the yellow bill.,2,False,the blue tape and the blue bill and the yellow letter.,5
view,chck_100M,ambiref,2,17,1451,1239,ambiref:2:17,the blue disk and the blue ball.,2,False,the blue cross and the small bottle.,5
view,chck_100M,ambiref,2,18,1723,1240,ambiref:2:18,the blue rock and the big string.,1,False,the big string and the yellow paper.,5
view,chck_100M,ambiref,2,19,1768,1242,ambiref:2:19,the yellow cash and the yellow rose and the blue stone.,0,True,the yellow cash and the yellow rose and the blue stone.,5
view,chck_100M,ambiref,2,20,2169,1243,ambiref:2:20,the red card and the yellow tape.,1,False,the small brain and the blue gift.,5
view,chck_100M,ambiref,2,21,813,1244,ambiref:2:21,the green coat and the green block and the red bone.,1,False,the red dress and the green block and the red bone.,5
view,chck_100M,ambiref,2,22,762,1245,ambiref:2:22,the red meat and the big cheese.,1,False,the small cheese and the blue fig.,5
view,chck_100M,ambiref,2,23,2204,1246,ambiref:2:23,the green key.,2,False,the blue tape.,5
view,chck_100M,ambiref,2,24,1121,1247,ambiref:2:24,the yellow note.,0,True,the yellow note.,5
view,chck_100M,ambiref,2,25,593,1250,ambiref:2:25,the green machine and the red bowl and the yellow bone.,4,False,the green machine and the big bone and the yellow bone.,5
view,chck_100M,ambiref,2,26,33,1251,ambiref:2:26,the big guitar and the red book.,2,False,the yellow medicine and the big bus.,5
view,chck_100M,ambiref,2,27,56,1252,ambiref:2:27,the yellow painting and the red ball.,0,True,the yellow painting and the red ball.,5
view,chck_100M,ambiref,2,28,1333,1253,ambiref:2:28,the big drink.,2,False,the green picture.,5
view,chck_100M,ambiref,2,29,1883,1254,ambiref:2:29,the red block and the green tape and the big knife.,2,False,the green cup and the yellow radio and the blue knife.,5
view,chck_100M,ambiref,2,30,1577,1255,ambiref:2:30,the blue brick and the big egg.,3,False,the blue brick and the big car.,5
view,chck_100M,ambiref,2,31,1147,1256,ambiref:2:31,the small guitar and the blue sheet.,3,False,the green note and the blue sheet.,5
view,chck_100M,ambiref,2,32,969,1257,ambiref:2:32,the blue chemical.,3,False,the big chemical.,5
view,chck_100M,ambiref,2,33,1454,1261,ambiref:2:33,the green plant and the red crown and the red egg.,2,False,the green plant and the big creature and the red egg.,5
view,chck_100M,ambiref,2,34,1410,1262,ambiref:2:34,the small bill.,2,False,the blue chemical.,5
view,chck_100M,ambiref,2,35,1319,1263,ambiref:2:35,the small glass and the blue fan.,1,False,the big engine and the green glass.,5
view,chck_100M,ambiref,2,36,1756,1264,ambiref:2:36,the yellow creature and the small block and the yellow string.,1,False,the green chemical and the green tape and the red chemical.,5
view,chck_100M,ambiref,2,37,858,1265,ambiref:2:37,the red machine and the small drink and the blue cheese.,1,False,the red machine and the big guitar and the small drink.,5
view,chck_100M,ambiref,2,38,473,1267,ambiref:2:38,the blue ring and the small watch and the small computer.,2,False,the red gift and the green ring and the red shell.,5
view,chck_100M,ambiref,2,39,1863,1268,ambiref:2:39,the red disk and the small fish.,3,False,the red disk and the yellow book.,5
view,chck_100M,ambiref,2,40,2165,1269,ambiref:2:40,the blue radio and the green ring.,1,False,the yellow egg and the blue cup.,5
view,chck_100M,ambiref,2,41,629,1270,ambiref:2:41,the green brick and the red guitar and the big pot.,1,False,the big cake and the green watch and the big watch.,5
view,chck_100M,ambiref,2,42,653,1271,ambiref:2:42,the yellow bag.,3,False,the small card.,5
view,chck_100M,ambiref,2,43,1206,1272,ambiref:2:43,the small cake.,2,False,the blue egg.,5
view,chck_100M,ambiref,2,44,1999,1273,ambiref:2:44,the small card and the red disk.,2,False,the yellow card and the yellow magazine.,5
view,chck_100M,ambiref,2,45,196,1277,ambiref:2:45,the big ring.,0,True,the big ring.,5
view,chck_100M,ambiref,2,46,498,1279,ambiref:2:46,the small tea and the red engine.,0,True,the small tea and the red engine.,5
view,chck_100M,ambiref,2,47,1551,1281,ambiref:2:47,the big wire and the big flower.,0,True,the big wire and the big flower.,5
view,chck_100M,ambiref,2,48,2194,1282,ambiref:2:48,the green flower.,2,False,the yellow mirror.,5
view,chck_100M,ambiref,2,49,1643,1283,ambiref:2:49,the small mirror.,4,False,the blue fan.,5
view,chck_100M,ambiref,2,50,1887,1284,ambiref:2:50,the small car and the red stone and the big block.,0,True,the small car and the red stone and the big block.,5
view,chck_100M,ambiref,2,51,1003,1286,ambiref:2:51,the yellow car and the green hat.,0,True,the yellow car and the green hat.,5
view,chck_100M,ambiref,2,52,193,1288,ambiref:2:52,the big dish and the red cheese.,2,False,the yellow car and the red tie.,5
view,chck_100M,ambiref,2,53,766,1289,ambiref:2:53,the red watch and the blue car and the green car.,0,True,the red watch and the blue car and the green car.,5
view,chck_100M,ambiref,2,54,1755,1293,ambiref:2:54,the blue picture and the small branch and the green magazine.,0,True,the blue picture and the small branch and the green magazine.,5
view,chck_100M,ambiref,2,55,1959,1294,ambiref:2:55,the yellow disk and the big dish.,1,False,the big dish and the red paper.,5
view,chck_100M,ambiref,2,56,1239,1297,ambiref:2:56,the red guitar.,2,False,the green brick.,5
view,chck_100M,ambiref,2,57,425,1298,ambiref:2:57,the big bone.,3,False,the green brain.,5
view,chck_100M,ambiref,2,58,1731,1300,ambiref:2:58,the yellow disk and the yellow knife.,0,True,the yellow disk and the yellow knife.,5
view,chck_100M,ambiref,2,59,1206,1301,ambiref:2:59,the blue egg.,0,True,the blue egg.,5
view,chck_100M,ambiref,2,60,1147,1302,ambiref:2:60,the blue machine and the green map.,2,False,the blue bell and the yellow fig.,5
view,chck_100M,ambiref,2,61,1147,1306,ambiref:2:61,the red brick and the blue sheet.,4,False,the green note and the blue sheet.,5
view,chck_100M,ambiref,2,62,969,1307,ambiref:2:62,the yellow chemical.,2,False,the big chemical.,5
view,chck_100M,ambiref,2,63,128,1308,ambiref:2:63,the blue note and the yellow phone and the big apple.,0,True,the blue note and the yellow phone and the big apple.,5
view,chck_100M,ambiref,2,64,1121,1311,ambiref:2:64,the yellow note and the small hat.,3,False,the green note and the small hat.,5
view,chck_100M,ambiref,2,65,1729,1312,ambiref:2:65,the red tape and the yellow coat and the red shirt.,2,False,the red tape and the small tissue and the small ring.,5
view,chck_100M,ambiref,2,66,762,1316,ambiref:2:66,the red meat and the big cheese.,2,False,the green cheese and the yellow camera.,5
view,chck_100M,ambiref,2,67,212,1319,ambiref:2:67,the green shell and the yellow book.,1,False,the small mirror and the big leaf.,5
view,chck_100M,ambiref,2,68,593,1322,ambiref:2:68,the blue train and the green machine.,1,False,the blue train and the red document.,5
view,chck_100M,ambiref,2,69,336,1323,ambiref:2:69,the red rose.,3,False,the green rose.,5
view,chck_100M,ambiref,2,70,1410,1324,ambiref:2:70,the small mirror and the small block and the big file.,1,False,the small cross and the red document and the yellow picture.,5
view,chck_100M,ambiref,2,71,1367,1326,ambiref:2:71,the red bread.,3,False,the big bread.,5
view,chck_100M,ambiref,2,72,1643,1329,ambiref:2:72,the green ice.,1,False,the blue fan.,5
view,chck_100M,ambiref,2,73,1987,1330,ambiref:2:73,the blue bottle and the yellow book and the big book.,0,True,the blue bottle and the yellow book and the big book.,5
view,chck_100M,ambiref,2,74,371,1333,ambiref:2:74,the red bag.,0,True,the red bag.,5
view,chck_100M,ambiref,2,75,593,1334,ambiref:2:75,the yellow glass and the yellow apple and the big branch.,1,False,the green machine and the big bone and the yellow bone.,5
view,chck_100M,ambiref,2,76,2099,1335,ambiref:2:76,the blue fan and the red tea and the blue cash.,1,False,the green watch and the small watch and the green cash.,5
view,chck_100M,ambiref,2,77,1425,1338,ambiref:2:77,the red train.,0,True,the red train.,5
view,chck_100M,ambiref,2,78,1363,1340,ambiref:2:78,the green pot.,0,True,the green pot.,5
view,chck_100M,ambiref,2,79,1185,1341,ambiref:2:79,the red egg and the big file and the yellow file.,2,False,the blue gift and the blue clock and the yellow gift.,5
view,chck_100M,ambiref,2,80,375,1342,ambiref:2:80,the green picture.,0,True,the green picture.,5
view,chck_100M,ambiref,2,81,1896,1343,ambiref:2:81,the green bone.,2,False,the red newspaper.,5
view,chck_100M,ambiref,2,82,1451,1345,ambiref:2:82,the yellow train and the small picture.,2,False,the blue cross and the small bottle.,5
view,chck_100M,ambiref,2,83,168,1348,ambiref:2:83,the red fig.,0,True,the red fig.,5
view,chck_100M,ambiref,2,84,832,1350,ambiref:2:84,the small bread and the green milk.,2,False,the green milk and the yellow picture.,5
view,chck_100M,ambiref,2,85,212,1351,ambiref:2:85,the green shell and the yellow book.,1,False,the small mirror and the big leaf.,5
view,chck_100M,ambiref,2,86,779,1352,ambiref:2:86,the green ring and the small bone and the blue plant.,3,False,the green ring and the big bone and the blue plant.,5
view,chck_100M,ambiref,2,87,116,1353,ambiref:2:87,the small camera.,4,False,the blue fig.,5
view,chck_100M,ambiref,2,88,193,1354,ambiref:2:88,the big dish and the red cheese.,2,False,the yellow car and the red tie.,5
view,chck_100M,ambiref,2,89,1003,1355,ambiref:2:89,the yellow car and the green hat.,0,True,the yellow car and the green hat.,5
view,chck_100M,ambiref,2,90,1756,1356,ambiref:2:90,the big train and the small ring and the green creature.,1,False,the green chemical and the green tape and the red chemical.,5
view,chck_100M,ambiref,2,91,1768,1357,ambiref:2:91,the yellow creature and the big cheese and the green string.,0,True,the yellow creature and the big cheese and the green string.,5
view,chck_100M,ambiref,2,92,425,1358,ambiref:2:92,the yellow painting.,3,False,the green brain.,5
view,chck_100M,ambiref,2,93,1425,1360,ambiref:2:93,the red train.,0,True,the red train.,5
view,chck_100M,ambiref,2,94,1817,1361,ambiref:2:94,the green wheel.,2,False,the blue milk.,5
view,chck_100M,ambiref,2,95,1258,1362,ambiref:2:95,the red chemical.,4,False,the red seed.,5
view,chck_100M,ambiref,2,96,636,1363,ambiref:2:96,the blue string and the small card and the small document.,2,False,the yellow rose and the yellow key and the green document.,5
view,chck_100M,ambiref,2,97,636,1364,ambiref:2:97,the yellow rose and the blue disk and the small meat.,2,False,the small card and the big phone and the small document.,5
view,chck_100M,ambiref,2,98,1188,1366,ambiref:2:98,the blue paper.,2,False,the big fig.,5
view,chck_100M,ambiref,2,99,1121,1368,ambiref:2:99,the green note and the big hat.,4,False,the green note and the small hat.,5
view,chck_100M,ambiref,2,100,33,1369,ambiref:2:100,the big guitar and the red book.,2,False,the yellow medicine and the big bus.,5
view,chck_100M,ambiref,2,101,2210,1373,ambiref:2:101,the blue dress and the blue seed and the yellow coat.,2,False,the red coat and the blue knife and the small bell.,5
view,chck_100M,ambiref,2,102,1303,1376,ambiref:2:102,the blue shell and the blue radio and the big paper.,1,False,the small paper and the blue newspaper and the small medicine.,5
view,chck_100M,ambiref,2,103,1185,1377,ambiref:2:103,the red egg and the big file and the yellow file.,2,False,the blue gift and the blue clock and the yellow gift.,5
view,chck_100M,ambiref,2,104,1342,1379,ambiref:2:104,the green jacket and the green block and the green tape.,0,True,the green jacket and the green block and the green tape.,5
view,chck_100M,ambiref,2,105,465,1380,ambiref:2:105,the red shell.,0,True,the red shell.,5
view,chck_100M,ambiref,2,106,1080,1381,ambiref:2:106,the big coffee and the red computer.,0,True,the big coffee and the red computer.,5
view,chck_100M,ambiref,2,107,1863,1382,ambiref:2:107,the red disk and the yellow book.,0,True,the red disk and the yellow book.,5
view,chck_100M,ambiref,2,108,1226,1383,ambiref:2:108,the green bread and the yellow car.,1,False,the small camera and the big crown.,5
view,chck_100M,ambiref,2,109,1140,1384,ambiref:2:109,the yellow pipe and the big cream and the green block.,1,False,the blue branch and the yellow pipe and the yellow cup.,5
view,chck_100M,ambiref,2,110,1650,1386,ambiref:2:110,the yellow newspaper.,1,False,the green key.,5
view,chck_100M,ambiref,2,111,1729,1387,ambiref:2:111,the red tape and the yellow coat and the red shirt.,2,False,the red tape and the small tissue and the small ring.,5
view,chck_100M,ambiref,2,112,2099,1388,ambiref:2:112,the blue fan and the red tea and the blue cash.,1,False,the green watch and the small watch and the green cash.,5
view,chck_100M,ambiref,2,113,1003,1389,ambiref:2:113,the green plate and the red ball and the blue knife.,3,False,the green plate and the big ball and the blue knife.,5
view,chck_100M,ambiref,2,114,1451,1390,ambiref:2:114,the yellow radio.,4,False,the blue ball.,5
view,chck_100M,ambiref,2,115,927,1391,ambiref:2:115,the red guitar and the big cup and the big glass.,0,True,the red guitar and the big cup and the big glass.,5
view,chck_100M,ambiref,2,116,2068,1392,ambiref:2:116,the big pipe and the big disk and the yellow branch.,3,False,the big pipe and the big disk and the big branch.,5
view,chck_100M,ambiref,2,117,850,1394,ambiref:2:117,the red rock and the yellow cup.,1,False,the small fig and the big bottle.,5
view,chck_100M,ambiref,2,118,1188,1395,ambiref:2:118,the green cash and the small fig and the big shirt.,1,False,the big boat and the small fig and the big shirt.,5
view,chck_100M,ambiref,2,119,1097,1396,ambiref:2:119,the yellow paper.,2,False,the big meat.,5
view,chck_100M,ambiref,2,120,1258,1398,ambiref:2:120,the green bag.,1,False,the blue seed.,5
view,chck_100M,ambiref,2,121,1711,1400,ambiref:2:121,the blue hat.,0,True,the blue hat.,5
view,chck_100M,ambiref,2,122,1863,1402,ambiref:2:122,the big cash.,3,False,the red cash.,5
view,chck_100M,ambiref,2,123,328,1403,ambiref:2:123,the yellow tissue and the red plate.,1,False,the red plate and the yellow plate.,5
view,chck_100M,ambiref,2,124,295,1404,ambiref:2:124,the small dress.,4,False,the green ticket.,5
view,chck_100M,ambiref,2,125,472,1405,ambiref:2:125,the small newspaper and the small beer and the red picture.,2,False,the big plane and the blue medicine and the red wheel.,5
view,chck_100M,ambiref,2,126,1792,1407,ambiref:2:126,the blue sheet and the big tape and the yellow sheet.,2,False,the red picture and the big cream and the big fig.,5
view,chck_100M,ambiref,2,127,1476,1408,ambiref:2:127,the red leaf and the small flower.,3,False,the small fan and the small flower.,5
view,chck_100M,ambiref,2,128,71,1412,ambiref:2:128,the small coffee.,4,False,the small jacket.,5
view,chck_100M,ambiref,2,129,1121,1413,ambiref:2:129,the green note and the small hat.,0,True,the green note and the small hat.,5
view,chck_100M,ambiref,2,130,71,1414,ambiref:2:130,the big coffee.,3,False,the green television.,5
view,chck_100M,ambiref,2,131,1805,1415,ambiref:2:131,the yellow glass and the blue apple and the big watch.,0,True,the yellow glass and the blue apple and the big watch.,5
view,chck_100M,ambiref,2,132,103,1416,ambiref:2:132,the green dress.,1,False,the big book.,5
view,chck_100M,ambiref,2,133,1081,1418,ambiref:2:133,the small egg and the red crown and the red ball.,0,True,the small egg and the red crown and the red ball.,5
view,chck_100M,ambiref,2,134,2204,1419,ambiref:2:134,the green ice and the big boat.,0,True,the green ice and the big boat.,5
view,chck_100M,ambiref,2,135,927,1420,ambiref:2:135,the blue rock and the blue bread and the big ice.,2,False,the red guitar and the big cup and the big glass.,5
view,chck_100M,ambiref,2,136,336,1422,ambiref:2:136,the small creature.,2,False,the big boot.,5
view,chck_100M,ambiref,2,137,1239,1423,ambiref:2:137,the small knife and the red tape and the small chemical.,1,False,the big boat and the small chemical and the green file.,5
view,chck_100M,ambiref,2,138,147,1427,ambiref:2:138,the big map and the yellow glass.,4,False,the big paper and the yellow glass.,5
view,chck_100M,ambiref,2,139,1792,1432,ambiref:2:139,the blue sheet and the big tape and the yellow sheet.,0,True,the blue sheet and the big tape and the yellow sheet.,5
view,chck_100M,ambiref,2,140,1188,1433,ambiref:2:140,the blue cake.,4,False,the big fig.,5
view,chck_100M,ambiref,2,141,2196,1434,ambiref:2:141,the green tape.,0,True,the green tape.,5
view,chck_100M,ambiref,2,142,1858,1435,ambiref:2:142,the big crown.,0,True,the big crown.,5
view,chck_100M,ambiref,2,143,1097,1437,ambiref:2:143,the yellow paper.,4,False,the big meat.,5
view,chck_100M,ambiref,2,144,1792,1438,ambiref:2:144,the blue sheet and the big cream and the big fig.,4,False,the red picture and the big cream and the big fig.,5
view,chck_100M,ambiref,2,145,1363,1439,ambiref:2:145,the green pot.,3,False,the small pot.,5
view,chck_100M,ambiref,2,146,132,1441,ambiref:2:146,the red machine.,1,False,the yellow bomb.,5
view,chck_100M,ambiref,2,147,1335,1442,ambiref:2:147,the blue rock.,0,True,the blue rock.,5
view,chck_100M,ambiref,2,148,982,1443,ambiref:2:148,the blue rock and the big disk.,0,True,the blue rock and the big disk.,5
view,chck_100M,ambiref,2,149,472,1445,ambiref:2:149,the small newspaper and the small beer and the red picture.,2,False,the big plane and the blue medicine and the red wheel.,5
view,chck_100M,ambiref,2,150,969,1447,ambiref:2:150,the yellow chemical.,4,False,the yellow radio.,5
view,chck_100M,ambiref,2,151,335,1448,ambiref:2:151,the red tissue.,0,True,the red tissue.,5
view,chck_100M,ambiref,2,152,1711,1449,ambiref:2:152,the blue hat.,0,True,the blue hat.,5
view,chck_100M,ambiref,2,153,1357,1450,ambiref:2:153,the green wire and the big string and the big paper.,4,False,the small watch and the big string and the big paper.,5
view,chck_100M,ambiref,2,154,1121,1451,ambiref:2:154,the green note.,4,False,the big hat.,5
view,chck_100M,ambiref,2,155,1999,1453,ambiref:2:155,the small card and the red disk.,2,False,the yellow card and the yellow magazine.,5
view,chck_100M,ambiref,2,156,384,1454,ambiref:2:156,the green cake and the red creature.,1,False,the big plant and the green bill.,5
view,chck_100M,ambiref,2,157,256,1455,ambiref:2:157,the green disk.,4,False,the big medicine.,5
view,chck_100M,ambiref,2,158,1942,1456,ambiref:2:158,the small coat.,3,False,the yellow note.,5
view,chck_100M,ambiref,2,159,2049,1457,ambiref:2:159,the red cream.,2,False,the big cross.,5
view,chck_100M,ambiref,2,160,1550,1458,ambiref:2:160,the green mirror and the red bottle and the small bottle.,1,False,the small ticket and the green mirror and the small tie.,5
view,chck_100M,ambiref,2,161,2068,1459,ambiref:2:161,the big pipe and the big disk and the yellow branch.,3,False,the big pipe and the big disk and the big branch.,5
view,chck_100M,ambiref,2,162,147,1460,ambiref:2:162,the yellow dish.,0,True,the yellow dish.,5
view,chck_100M,ambiref,2,163,1987,1461,ambiref:2:163,the blue game and the big book.,1,False,the blue game and the red note.,5
view,chck_100M,ambiref,2,164,147,1462,ambiref:2:164,the yellow sheet.,1,False,the small fig.,5
view,chck_100M,ambiref,2,165,2055,1463,ambiref:2:165,the green bell and the red wire.,1,False,the green bone and the small cigarette.,5
view,chck_100M,ambiref,2,166,2049,1464,ambiref:2:166,the small cream.,1,False,the blue brick.,5
view,chck_100M,ambiref,2,167,402,1465,ambiref:2:167,the green machine and the big beer.,0,True,the green machine and the big beer.,5
view,chck_100M,ambiref,2,168,1206,1466,ambiref:2:168,the red stone and the yellow clock.,2,False,the green coat and the small car.,5
view,chck_100M,ambiref,2,169,2210,1468,ambiref:2:169,the big document.,1,False,the red coat.,5
view,chck_100M,ambiref,2,170,298,1469,ambiref:2:170,the green plane.,2,False,the yellow paper.,5
view,chck_100M,ambiref,2,171,858,1470,ambiref:2:171,the red machine and the small drink and the blue cheese.,1,False,the red machine and the big guitar and the small drink.,5
view,chck_100M,ambiref,2,172,2043,1472,ambiref:2:172,the yellow shirt and the green pot and the small plant.,3,False,the yellow shirt and the green pot and the red rose.,5
view,chck_100M,ambiref,2,173,449,1475,ambiref:2:173,the blue block and the blue coat and the yellow cross.,4,False,the blue block and the big dish and the yellow cross.,5
view,chck_100M,ambiref,2,174,1357,1476,ambiref:2:174,the big brick and the red coat and the big shoe.,0,True,the big brick and the red coat and the big shoe.,5
view,chck_100M,ambiref,2,175,71,1477,ambiref:2:175,the big coffee and the small coffee.,0,True,the big coffee and the small coffee.,5
view,chck_100M,ambiref,2,176,874,1479,ambiref:2:176,the green card.,0,True,the green card.,5
view,chck_100M,ambiref,2,177,1169,1480,ambiref:2:177,the green bill and the yellow bill and the yellow fan.,3,False,the green bill and the yellow bill and the red branch.,5
view,chck_100M,ambiref,2,178,850,1481,ambiref:2:178,the yellow meat and the yellow cup.,3,False,the red rock and the yellow cup.,5
view,chck_100M,ambiref,2,179,1805,1482,ambiref:2:179,the red file.,3,False,the green file.,5
view,chck_100M,ambiref,2,180,328,1483,ambiref:2:180,the yellow tissue and the red plate.,1,False,the red plate and the yellow plate.,5
view,chck_100M,ambiref,2,181,294,1486,ambiref:2:181,the blue hat.,3,False,the small bag.,5
view,chck_100M,ambiref,2,182,2049,1487,ambiref:2:182,the small cream.,1,False,the blue brick.,5
view,chck_100M,ambiref,2,183,978,1488,ambiref:2:183,the small drink and the green machine.,2,False,the green bill and the small bill.,5
view,chck_100M,ambiref,2,184,1140,1489,ambiref:2:184,the red bus.,2,False,the blue branch.,5
view,chck_100M,ambiref,2,185,695,1490,ambiref:2:185,the yellow tie.,4,False,the green shirt.,5
view,chck_100M,ambiref,2,186,212,1491,ambiref:2:186,the blue jacket and the red ball.,0,True,the blue jacket and the red ball.,5
view,chck_100M,ambiref,2,187,1207,1492,ambiref:2:187,the blue bone and the big crown.,1,False,the green plane and the green magazine.,5
view,chck_100M,ambiref,2,188,663,1493,ambiref:2:188,the blue phone and the red cross and the green bell.,4,False,the blue phone and the green magazine and the green bell.,5
view,chck_100M,ambiref,2,189,1633,1494,ambiref:2:189,the green cash.,3,False,the green cheese.,5
view,chck_100M,ambiref,2,190,1097,1495,ambiref:2:190,the blue jacket.,3,False,the big meat.,5
view,chck_100M,ambiref,2,191,1367,1496,ambiref:2:191,the big bread.,0,True,the big bread.,5
view,chck_100M,ambiref,2,192,2010,1497,ambiref:2:192,the big string.,0,True,the big string.,5
view,chck_100M,ambiref,2,193,1185,1498,ambiref:2:193,the blue phone and the yellow string and the red cross.,1,False,the blue gift and the blue clock and the yellow gift.,5
view,chck_100M,ambiref,2,194,256,1500,ambiref:2:194,the big disk and the blue plate and the small disk.,2,False,the green disk and the red disk and the yellow machine.,5
view,chck_100M,ambiref,2,195,1303,1501,ambiref:2:195,the blue shell and the blue radio and the big paper.,1,False,the small paper and the blue newspaper and the small medicine.,5
