global_step,epoch,stage_length,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
606,2,256,301,39102,55053,8110,5,23973564
607,2,256,301,39081,54867,8274,5,24012645
608,2,256,301,39210,55056,8221,5,24051855
609,2,256,301,38455,54092,8096,5,24090310
610,2,256,301,38826,55054,8160,5,24129136
611,2,256,301,39201,54782,8094,5,24168337
612,2,256,301,40866,56084,8407,5,24209203
613,2,256,301,39464,54904,8244,5,24248667
614,2,256,301,39797,55117,8330,5,24288464
615,2,256,301,39412,54918,8173,5,24327876
616,2,256,301,38392,53685,7954,5,24366268
617,2,256,301,39758,55043,8141,5,24406026
618,2,256,301,38776,54579,8330,5,24444802
619,2,256,301,40345,55937,8218,5,24485147
620,2,256,301,39642,55570,8466,5,24524789
621,2,256,301,40669,56157,8610,5,24565458
622,2,256,301,39604,55542,8389,5,24605062
623,2,256,301,39430,54873,8133,5,24644492
624,2,256,301,39621,55493,8267,5,24684113
625,2,256,301,39169,54254,8132,5,24723282
626,2,256,301,39203,54546,8389,5,24762485
627,2,256,301,40065,56157,8540,5,24802550
628,2,256,301,40547,55991,8266,5,24843097
629,2,256,301,38784,54979,8272,5,24881881
630,2,256,301,40514,55986,8506,5,24922395
631,2,256,301,38785,54603,8244,5,24961180
632,2,256,301,39136,54839,8397,5,25000316
633,2,256,301,39716,56074,8444,5,25040032
634,2,256,301,40043,55654,8233,5,25080075
635,2,256,301,40306,54995,8303,5,25120381
636,2,256,301,39782,55623,8361,5,25160163
637,2,256,301,39056,54457,8178,5,25199219
638,2,256,301,39747,55159,8306,5,25238966
639,2,256,301,39174,55108,8366,5,25278140
640,2,256,301,39092,55183,8458,5,25317232
641,2,256,301,38911,54696,8205,5,25356143
642,2,256,301,38896,55183,8141,5,25395039
643,2,256,301,39417,55176,8127,5,25434456
644,2,256,301,40325,56498,8378,5,25474781
645,2,256,301,38396,54151,8083,5,25513177
646,2,256,301,39286,54636,8244,5,25552463
647,2,256,301,39379,54620,8211,5,25591842
648,2,256,301,38431,54282,8175,5,25630273
649,2,256,301,39379,54823,7995,5,25669652
650,2,256,301,40022,55554,8306,5,25709674
651,2,256,301,38539,54402,8279,5,25748213
652,2,256,301,39410,54949,8186,5,25787623
653,2,256,301,39834,55435,8416,5,25827457
654,2,256,301,38486,54335,8037,5,25865943
655,2,256,301,37796,53175,7849,5,25903739
656,2,256,301,39287,55338,8195,5,25943026
657,2,256,301,38451,53735,8162,5,25981477
658,2,256,301,39353,55367,8277,5,26020830
659,2,256,301,40621,55882,8440,5,26061451
660,2,256,301,40267,55732,8066,5,26101718
661,2,256,301,39802,55186,8194,5,26141520
662,2,256,301,38589,54223,8042,5,26180109
663,2,256,301,39231,54667,8219,5,26219340
664,2,256,301,38714,54860,8170,5,26258054
665,2,256,301,40867,56630,8561,5,26298921
666,2,256,301,39247,54793,8224,5,26338168
667,2,256,301,39123,55842,8393,5,26377291
668,2,256,301,40771,56624,8646,5,26418062
669,2,256,301,39795,55445,8489,5,26457857
670,2,256,301,39554,54591,8126,5,26497411
671,2,256,301,39058,54666,8077,5,26536469
672,2,256,301,39814,54727,8206,5,26576283
673,2,256,301,39662,54851,8307,5,26615945
674,2,256,301,38451,54271,8174,5,26654396
675,2,256,301,40386,56929,8162,5,26694782
676,2,256,301,39694,55475,8426,5,26734476
677,2,256,301,39274,55365,8432,5,26773750
678,2,256,301,40328,56338,8379,5,26814078
679,2,256,301,38948,55151,8414,5,26853026
680,2,256,301,38252,54401,8240,5,26891278
681,2,256,301,40192,56070,8382,5,26931470
682,2,256,301,40097,56396,8502,5,26971567
683,2,256,301,39788,54958,8280,5,27011355
684,2,256,301,39836,54842,8260,5,27051191
685,2,256,301,38497,54627,8043,5,27089688
686,2,256,301,38235,53631,8080,5,27127923
687,2,256,301,38350,54137,8064,5,27166273
688,2,256,301,40010,55780,8414,5,27206283
689,2,256,301,39709,56245,8513,5,27245992
690,2,256,301,40113,55636,8211,5,27286105
691,2,256,301,38654,54569,8120,5,27324759
692,2,256,301,39441,55261,8592,5,27364200
693,2,256,301,38987,55131,8215,5,27403187
694,2,256,301,37306,53558,7890,5,27440493
695,2,256,301,37456,53593,8016,5,27477949
696,2,256,301,39796,55413,8312,5,27517745
697,2,256,301,38973,54115,7967,5,27556718
698,2,256,301,38635,54427,8219,5,27595353
699,2,256,301,40246,55748,8458,5,27635599
700,2,256,301,38536,54952,8210,5,27674135
701,2,256,301,38920,54572,8288,5,27713055
702,2,256,301,40069,56075,8308,5,27753124
703,2,256,301,39008,54890,8362,5,27792132
704,2,256,301,39596,55589,8302,5,27831728
705,2,256,301,40011,55724,8212,5,27871739
706,2,256,301,38245,54395,8223,5,27909984
707,2,256,301,40283,55971,8452,5,27950267
708,2,256,301,40021,56036,8246,5,27990288
709,2,256,301,39448,55466,8283,5,28029736
710,2,256,301,39135,54603,8336,5,28068871
711,2,256,301,39923,55128,8211,5,28108794
712,2,256,301,40295,56098,8391,5,28149089
713,2,256,301,40355,56045,8510,5,28189444
714,2,256,301,38669,54909,8288,5,28228113
715,2,256,301,40426,56561,8342,5,28268539
716,2,256,301,38454,53920,8074,5,28306993
717,2,256,301,39493,55088,8229,5,28346486
718,2,256,301,39388,54435,8019,5,28385874
719,2,256,301,40770,56740,8470,5,28426644
720,2,256,301,40382,56351,8496,5,28467026
721,2,256,301,39141,55073,8295,5,28506167
722,2,256,301,39891,55984,8265,5,28546058
723,2,256,301,37940,53776,8053,5,28583998
724,2,256,301,39080,55221,8435,5,28623078
725,2,256,301,39889,56226,8304,5,28662967
726,2,256,301,38259,54312,8249,5,28701226
727,2,256,301,39344,54859,8344,5,28740570
728,2,256,301,38778,54459,8073,5,28779348
729,2,256,301,39639,54928,8205,5,28818987
730,2,256,301,37776,53247,8025,5,28856763
731,2,256,301,39032,54872,8121,5,28895795
732,2,256,301,39754,55464,8354,5,28935549
733,2,256,301,39191,54743,8381,5,28974740
734,2,256,301,38700,54298,8031,5,29013440
735,2,256,301,40222,55645,8397,5,29053662
736,2,256,301,38626,54160,8209,5,29092288
737,2,256,301,38527,54268,8198,5,29130815
738,2,256,301,38909,54231,8127,5,29169724
739,2,256,301,39315,54309,8102,5,29209039
740,2,256,301,40061,55027,8187,5,29249100
741,2,256,301,38977,55210,8314,5,29288077
742,2,256,301,39521,55151,8061,5,29327598
743,2,256,301,37831,53983,8171,5,29365429
744,2,256,301,39853,55557,8340,5,29405282
745,2,256,301,39274,54662,8300,5,29444556
746,2,256,301,38995,54526,8334,5,29483551
747,2,256,301,39367,54843,8400,5,29522918
748,2,256,301,41307,56568,8526,5,29564225
749,2,256,301,39489,55497,8549,5,29603714
750,2,256,301,39975,55390,8529,5,29643689
751,2,256,301,39097,54798,8332,5,29682786
752,2,256,301,40066,55774,8367,5,29722852
753,2,256,301,39849,55797,8406,5,29762701
754,2,256,301,39518,55477,8373,5,29802219
755,2,256,301,39460,54787,8139,5,29841679
756,2,256,301,40093,55962,8472,5,29881772
757,2,256,301,39847,55226,8247,5,29921619
758,2,256,301,38978,54733,8239,5,29960597
759,2,256,301,39403,55274,8186,5,30000000
760,3,256,302,42118,54397,8113,5,30042118
761,3,256,302,42401,54633,8157,5,30084519
762,3,256,302,41924,54070,8005,5,30126443
763,3,256,302,42473,54386,8068,5,30168916
764,3,256,302,42356,54586,8223,5,30211272
765,3,256,302,42912,55965,8392,5,30254184
766,3,256,302,42950,55607,8371,5,30297134
767,3,256,302,42585,55122,8431,5,30339719
768,3,256,302,42750,55218,8169,5,30382469
769,3,256,302,42574,55012,8425,5,30425043
770,3,256,302,40430,56068,8397,5,30465473
771,3,256,301,39767,55769,8273,5,30505240
772,3,256,301,40206,56229,8443,5,30545446
773,3,256,301,40495,56447,8539,5,30585941
774,3,256,301,39782,55557,8370,5,30625723
775,3,256,301,38517,54104,7952,5,30664240
776,3,256,301,39181,54516,8178,5,30703421
777,3,256,301,39489,55269,8067,5,30742910
778,3,256,301,39369,55177,8412,5,30782279
779,3,256,301,39051,54999,8316,5,30821330
780,3,256,301,39971,55711,8287,5,30861301
781,3,256,301,40650,55883,8698,5,30901951
782,3,256,301,38143,53969,8150,5,30940094
783,3,256,301,41108,56338,8543,5,30981202
784,3,256,301,38766,55249,8324,5,31019968
785,3,256,301,39043,54965,8007,5,31059011
786,3,256,301,39239,54898,8473,5,31098250
787,3,256,301,38742,54783,8222,5,31136992
788,3,256,301,39681,55176,8202,5,31176673
789,3,256,301,40392,55803,8349,5,31217065
790,3,256,301,38033,53967,7905,5,31255098
791,3,256,301,40819,56368,8601,5,31295917
792,3,256,301,39214,55240,8314,5,31335131
793,3,256,301,38488,53849,8088,5,31373619
794,3,256,301,40653,56170,8299,5,31414272
795,3,256,301,40222,55919,8415,5,31454494
796,3,256,301,41258,56509,8360,5,31495752
797,3,256,301,36733,52372,7853,5,31532485
798,3,256,301,39966,55503,8446,5,31572451
799,3,256,301,39502,55462,8398,5,31611953
800,3,256,301,40656,56940,8640,5,31652609
801,3,256,301,39009,55168,8327,5,31691618
802,3,256,301,38322,54276,8159,5,31729940
803,3,256,301,38980,54144,8282,5,31768920
804,3,256,301,40049,55688,8209,5,31808969
805,3,256,301,38775,54685,8098,5,31847744
806,3,256,301,38290,54983,8278,5,31886034
807,3,256,301,38821,54451,8376,5,31924855
808,3,256,301,40719,56880,8563,5,31965574
809,3,256,301,37980,54071,7934,5,32003554
810,3,256,301,40015,55799,8247,5,32043569
811,3,256,301,41673,57036,8726,5,32085242
812,3,256,301,39461,54829,8368,5,32124703
813,3,256,301,38530,54658,8325,5,32163233
814,3,256,301,39019,54555,8219,5,32202252
815,3,256,301,39073,55032,8190,5,32241325
816,3,256,301,40157,56359,8375,5,32281482
817,3,256,301,38833,53676,7968,5,32320315
818,3,256,301,40167,56327,8418,5,32360482
819,3,256,301,39752,55601,8383,5,32400234
820,3,256,301,39333,55203,8149,5,32439567
821,3,256,301,38793,54687,8048,5,32478360
822,3,256,301,38878,54290,8099,5,32517238
823,3,256,301,39707,55515,8063,5,32556945
824,3,256,301,39185,54568,8292,5,32596130
825,3,256,301,38279,53545,7876,5,32634409
826,3,256,301,39778,55370,8076,5,32674187
827,3,256,301,38702,54759,8277,5,32712889
828,3,256,301,38976,55170,8314,5,32751865
829,3,256,301,39930,55851,8274,5,32791795
830,3,256,301,39887,55232,8252,5,32831682
831,3,256,301,38717,54152,8146,5,32870399
832,3,256,301,38553,53450,7838,5,32908952
833,3,256,301,39159,54880,8396,5,32948111
834,3,256,301,38665,54447,8339,5,32986776
835,3,256,301,40372,56430,8466,5,33027148
836,3,256,301,39150,54370,7988,5,33066298
837,3,256,301,39884,55646,8461,5,33106182
838,3,256,301,39716,55688,8337,5,33145898
839,3,256,301,39682,55017,8304,5,33185580
840,3,256,301,39659,55861,8361,5,33225239
841,3,256,301,40456,56241,8545,5,33265695
842,3,256,301,39396,54485,8243,5,33305091
843,3,256,301,39867,55439,8359,5,33344958
844,3,256,301,39282,54596,8205,5,33384240
845,3,256,301,38722,53825,8064,5,33422962
846,3,256,301,39213,55370,8582,5,33462175
847,3,256,301,39013,54694,8252,5,33501188
848,3,256,301,38228,54150,8290,5,33539416
849,3,256,301,38958,54927,8336,5,33578374
850,3,256,301,39816,56074,8397,5,33618190
851,3,256,301,40590,56054,8449,5,33658780
852,3,256,301,39737,55420,8132,5,33698517
853,3,256,301,38737,54542,8172,5,33737254
854,3,256,301,38939,54104,8044,5,33776193
855,3,256,301,38072,52757,7873,5,33814265
856,3,256,301,40109,55882,8375,5,33854374
857,3,256,301,40465,56241,8474,5,33894839
858,3,256,301,39623,55869,8320,5,33934462
859,3,256,301,39102,55053,8240,5,33973564
860,3,256,301,39081,54867,8239,5,34012645
861,3,256,301,39210,55056,8041,5,34051855
862,3,256,301,38455,54092,8016,5,34090310
863,3,256,301,38826,55054,8251,5,34129136
864,3,256,301,39201,54782,8105,5,34168337
865,3,256,301,40866,56084,8545,5,34209203
866,3,256,301,39464,54904,8157,5,34248667
867,3,256,301,39797,55117,8070,5,34288464
868,3,256,301,39412,54918,8048,5,34327876
869,3,256,301,38392,53685,8116,5,34366268
870,3,256,301,39758,55043,8542,5,34406026
871,3,256,301,38776,54579,8212,5,34444802
872,3,256,301,40345,55937,8291,5,34485147
873,3,256,301,39642,55570,8237,5,34524789
874,3,256,301,40669,56157,8574,5,34565458
875,3,256,301,39604,55542,8352,5,34605062
876,3,256,301,39430,54873,8393,5,34644492
877,3,256,301,39621,55493,8391,5,34684113
878,3,256,301,39169,54254,7865,5,34723282
879,3,256,301,39203,54546,8221,5,34762485
880,3,256,301,40065,56157,8516,5,34802550
881,3,256,301,40547,55991,8463,5,34843097
882,3,256,301,38784,54979,8301,5,34881881
883,3,256,301,40514,55986,8518,5,34922395
884,3,256,301,38785,54603,8053,5,34961180
885,3,256,301,39136,54839,8390,5,35000316
886,3,256,301,39716,56074,8368,5,35040032
887,3,256,301,40043,55654,8365,5,35080075
888,3,256,301,40306,54995,8219,5,35120381
889,3,256,301,39782,55623,8257,5,35160163
890,3,256,301,39056,54457,8232,5,35199219
891,3,256,301,39747,55159,8222,5,35238966
892,3,256,301,39174,55108,8164,5,35278140
893,3,256,301,39092,55183,8195,5,35317232
894,3,256,301,38911,54696,8287,5,35356143
895,3,256,301,38896,55183,8460,5,35395039
896,3,256,301,39417,55176,8286,5,35434456
897,3,256,301,40325,56498,8338,5,35474781
898,3,256,301,38396,54151,8148,5,35513177
899,3,256,301,39286,54636,8119,5,35552463
900,3,256,301,39379,54620,8052,5,35591842
901,3,256,301,38431,54282,8081,5,35630273
902,3,256,301,39379,54823,8121,5,35669652
903,3,256,301,40022,55554,8181,5,35709674
904,3,256,301,38539,54402,8264,5,35748213
905,3,256,301,39410,54949,8320,5,35787623
906,3,256,301,39834,55435,8301,5,35827457
907,3,256,301,38486,54335,8257,5,35865943
908,3,256,301,37796,53175,8060,5,35903739
909,3,256,301,39287,55338,8291,5,35943026
910,3,256,301,38451,53735,7997,5,35981477
911,3,256,301,39353,55367,8341,5,36020830
912,3,256,301,40621,55882,8292,5,36061451
913,3,256,301,40267,55732,8215,5,36101718
914,3,256,301,39802,55186,8373,5,36141520
915,3,256,301,38589,54223,8021,5,36180109
916,3,256,301,39231,54667,8214,5,36219340
917,3,256,301,38714,54860,8226,5,36258054
918,3,256,301,40867,56630,8556,5,36298921
919,3,256,301,39247,54793,8503,5,36338168
920,3,256,301,39123,55842,8382,5,36377291
921,3,256,301,40771,56624,8336,5,36418062
922,3,256,301,39795,55445,8298,5,36457857
923,3,256,301,39554,54591,8080,5,36497411
924,3,256,301,39058,54666,8356,5,36536469
925,3,256,301,39814,54727,8253,5,36576283
926,3,256,301,39662,54851,8319,5,36615945
927,3,256,301,38451,54271,8067,5,36654396
928,3,256,301,40386,56929,8318,5,36694782
929,3,256,301,39694,55475,8338,5,36734476
930,3,256,301,39274,55365,8427,5,36773750
931,3,256,301,40328,56338,8444,5,36814078
932,3,256,301,38948,55151,8154,5,36853026
933,3,256,301,38252,54401,8273,5,36891278
934,3,256,301,40192,56070,8349,5,36931470
935,3,256,301,40097,56396,8811,5,36971567
936,3,256,301,39788,54958,8304,5,37011355
937,3,256,301,39836,54842,8175,5,37051191
938,3,256,301,38497,54627,8167,5,37089688
939,3,256,301,38235,53631,8111,5,37127923
940,3,256,301,38350,54137,8269,5,37166273
941,3,256,301,40010,55780,8422,5,37206283
942,3,256,301,39709,56245,8472,5,37245992
943,3,256,301,40113,55636,8239,5,37286105
944,3,256,301,38654,54569,7948,5,37324759
945,3,256,301,39441,55261,8337,5,37364200
946,3,256,301,38987,55131,8335,5,37403187
947,3,256,301,37306,53558,8019,5,37440493
948,3,256,301,37456,53593,7978,5,37477949
949,3,256,301,39796,55413,8421,5,37517745
950,3,256,301,38973,54115,8188,5,37556718
951,3,256,301,38635,54427,8289,5,37595353
952,3,256,301,40246,55748,8420,5,37635599
953,3,256,301,38536,54952,8264,5,37674135
954,3,256,301,38920,54572,8308,5,37713055
955,3,256,301,40069,56075,8374,5,37753124
956,3,256,301,39008,54890,8246,5,37792132
957,3,256,301,39596,55589,8245,5,37831728
958,3,256,301,40011,55724,8288,5,37871739
959,3,256,301,38245,54395,8170,5,37909984
960,3,256,301,40283,55971,8579,5,37950267
961,3,256,301,40021,56036,8453,5,37990288
962,3,256,301,39448,55466,8287,5,38029736
963,3,256,301,39135,54603,8227,5,38068871
964,3,256,301,39923,55128,8311,5,38108794
965,3,256,301,40295,56098,8400,5,38149089
966,3,256,301,40355,56045,8455,5,38189444
967,3,256,301,38669,54909,8288,5,38228113
968,3,256,301,40426,56561,8479,5,38268539
969,3,256,301,38454,53920,8189,5,38306993
970,3,256,301,39493,55088,8374,5,38346486
971,3,256,301,39388,54435,7996,5,38385874
972,3,256,301,40770,56740,8499,5,38426644
973,3,256,301,40382,56351,8403,5,38467026
974,3,256,301,39141,55073,8190,5,38506167
975,3,256,301,39891,55984,8332,5,38546058
976,3,256,301,37940,53776,8187,5,38583998
977,3,256,301,39080,55221,8385,5,38623078
978,3,256,301,39889,56226,8391,5,38662967
979,3,256,301,38259,54312,8268,5,38701226
980,3,256,301,39344,54859,8204,5,38740570
981,3,256,301,38778,54459,8128,5,38779348
982,3,256,301,39639,54928,8068,5,38818987
983,3,256,301,37776,53247,8094,5,38856763
984,3,256,301,39032,54872,8353,5,38895795
985,3,256,301,39754,55464,8177,5,38935549
986,3,256,301,39191,54743,8334,5,38974740
987,3,256,301,38700,54298,8084,5,39013440
988,3,256,301,40222,55645,8326,5,39053662
989,3,256,301,38626,54160,8228,5,39092288
990,3,256,301,38527,54268,8106,5,39130815
991,3,256,301,38909,54231,8162,5,39169724
992,3,256,301,39315,54309,8266,5,39209039
993,3,256,301,40061,55027,8290,5,39249100
994,3,256,301,38977,55210,8242,5,39288077
995,3,256,301,39521,55151,8350,5,39327598
996,3,256,301,37831,53983,8268,5,39365429
997,3,256,301,39853,55557,8382,5,39405282
998,3,256,301,39274,54662,8102,5,39444556
999,3,256,301,38995,54526,8170,5,39483551
1000,3,256,301,39367,54843,8417,5,39522918
1001,3,256,301,41307,56568,8396,5,39564225
1002,3,256,301,39489,55497,8252,5,39603714
1003,3,256,301,39975,55390,8371,5,39643689
1004,3,256,301,39097,54798,8254,5,39682786
1005,3,256,301,40066,55774,8368,5,39722852
1006,3,256,301,39849,55797,8516,5,39762701
1007,3,256,301,39518,55477,8287,5,39802219
1008,3,256,301,39460,54787,8422,5,39841679
1009,3,256,301,40093,55962,8359,5,39881772
1010,3,256,301,39847,55226,8317,5,39921619
1011,3,256,301,38978,54733,8075,5,39960597
1012,3,256,301,39403,55274,8322,5,40000000
1013,4,256,302,42118,54397,8152,5,40042118
1014,4,256,302,42401,54633,8294,5,40084519
1015,4,256,302,41924,54070,8070,5,40126443
1016,4,256,302,42473,54386,7998,5,40168916
1017,4,256,302,42356,54586,8117,5,40211272
1018,4,256,302,42912,55965,8268,5,40254184
1019,4,256,302,42950,55607,8148,5,40297134
1020,4,256,302,42585,55122,8262,5,40339719
1021,4,256,302,42750,55218,8245,5,40382469
1022,4,256,302,42574,55012,8154,5,40425043
1023,4,256,302,40430,56068,8489,5,40465473
1024,4,256,301,39767,55769,8377,5,40505240
1025,4,256,301,40206,56229,8245,5,40545446
1026,4,256,301,40495,56447,8515,5,40585941
1027,4,256,301,39782,55557,8142,5,40625723
1028,4,256,301,38517,54104,8070,5,40664240
1029,4,256,301,39181,54516,8174,5,40703421
1030,4,256,301,39489,55269,8293,5,40742910
1031,4,256,301,39369,55177,8161,5,40782279
1032,4,256,301,39051,54999,8175,5,40821330
1033,4,256,301,39971,55711,8477,5,40861301
1034,4,256,301,40650,55883,8282,5,40901951
1035,4,256,301,38143,53969,8023,5,40940094
1036,4,256,301,41108,56338,8503,5,40981202
1037,4,256,301,38766,55249,8538,5,41019968
1038,4,256,301,39043,54965,8257,5,41059011
1039,4,256,301,39239,54898,8338,5,41098250
1040,4,256,301,38742,54783,8105,5,41136992
1041,4,256,301,39681,55176,8231,5,41176673
1042,4,256,301,40392,55803,8206,5,41217065
1043,4,256,301,38033,53967,8113,5,41255098
1044,4,256,301,40819,56368,8424,5,41295917
1045,4,256,301,39214,55240,8372,5,41335131
1046,4,256,301,38488,53849,8110,5,41373619
1047,4,256,301,40653,56170,8527,5,41414272
1048,4,256,301,40222,55919,8682,5,41454494
1049,4,256,301,41258,56509,8702,5,41495752
1050,4,256,301,36733,52372,7775,5,41532485
1051,4,256,301,39966,55503,8375,5,41572451
1052,4,256,301,39502,55462,8257,5,41611953
1053,4,256,301,40656,56940,8349,5,41652609
1054,4,256,301,39009,55168,8352,5,41691618
1055,4,256,301,38322,54276,8050,5,41729940
1056,4,256,301,38980,54144,8115,5,41768920
1057,4,256,301,40049,55688,8249,5,41808969
1058,4,256,301,38775,54685,8205,5,41847744
1059,4,256,301,38290,54983,8125,5,41886034
1060,4,256,301,38821,54451,8142,5,41924855
1061,4,256,301,40719,56880,8608,5,41965574
1062,4,256,301,37980,54071,7850,5,42003554
1063,4,256,301,40015,55799,8406,5,42043569
1064,4,256,301,41673,57036,8700,5,42085242
1065,4,256,301,39461,54829,8271,5,42124703
1066,4,256,301,38530,54658,8369,5,42163233
1067,4,256,301,39019,54555,8338,5,42202252
1068,4,256,301,39073,55032,8333,5,42241325
1069,4,256,301,40157,56359,8499,5,42281482
1070,4,256,301,38833,53676,7869,5,42320315
1071,4,256,301,40167,56327,8470,5,42360482
1072,4,256,301,39752,55601,8453,5,42400234
1073,4,256,301,39333,55203,8365,5,42439567
1074,4,256,301,38793,54687,8096,5,42478360
1075,4,256,301,38878,54290,8228,5,42517238
1076,4,256,301,39707,55515,8294,5,42556945
1077,4,256,301,39185,54568,8061,5,42596130
1078,4,256,301,38279,53545,8134,5,42634409
1079,4,256,301,39778,55370,8396,5,42674187
1080,4,256,301,38702,54759,8084,5,42712889
1081,4,256,301,38976,55170,8155,5,42751865
1082,4,256,301,39930,55851,8241,5,42791795
1083,4,256,301,39887,55232,8350,5,42831682
1084,4,256,301,38717,54152,8056,5,42870399
1085,4,256,301,38553,53450,7989,5,42908952
1086,4,256,301,39159,54880,8276,5,42948111
1087,4,256,301,38665,54447,8217,5,42986776
1088,4,256,301,40372,56430,8573,5,43027148
1089,4,256,301,39150,54370,8293,5,43066298
1090,4,256,301,39884,55646,8462,5,43106182
1091,4,256,301,39716,55688,8248,5,43145898
1092,4,256,301,39682,55017,8446,5,43185580
1093,4,256,301,39659,55861,8516,5,43225239
1094,4,256,301,40456,56241,8778,5,43265695
1095,4,256,301,39396,54485,8207,5,43305091
1096,4,256,301,39867,55439,8334,5,43344958
1097,4,256,301,39282,54596,8202,5,43384240
1098,4,256,301,38722,53825,8172,5,43422962
1099,4,256,301,39213,55370,8124,5,43462175
1100,4,256,301,39013,54694,8286,5,43501188
1101,4,256,301,38228,54150,7992,5,43539416
1102,4,256,301,38958,54927,8315,5,43578374
1103,4,256,301,39816,56074,8609,5,43618190
1104,4,256,301,40590,56054,8418,5,43658780
1105,4,256,301,39737,55420,8325,5,43698517
1106,4,256,301,38737,54542,8131,5,43737254
1107,4,256,301,38939,54104,8177,5,43776193
1108,4,256,301,38072,52757,7888,5,43814265
1109,4,256,301,40109,55882,8419,5,43854374
1110,4,256,301,40465,56241,8224,5,43894839
1111,4,256,301,39623,55869,8894,5,43934462
1112,4,256,301,39102,55053,8179,5,43973564
1113,4,256,301,39081,54867,8236,5,44012645
1114,4,256,301,39210,55056,8356,5,44051855
1115,4,256,301,38455,54092,7897,5,44090310
1116,4,256,301,38826,55054,8344,5,44129136
1117,4,256,301,39201,54782,8320,5,44168337
1118,4,256,301,40866,56084,8397,5,44209203
1119,4,256,301,39464,54904,8280,5,44248667
1120,4,256,301,39797,55117,8299,5,44288464
1121,4,256,301,39412,54918,8086,5,44327876
1122,4,256,301,38392,53685,8094,5,44366268
1123,4,256,301,39758,55043,8118,5,44406026
1124,4,256,301,38776,54579,8072,5,44444802
1125,4,256,301,40345,55937,8258,5,44485147
1126,4,256,301,39642,55570,8406,5,44524789
1127,4,256,301,40669,56157,8353,5,44565458
1128,4,256,301,39604,55542,8178,5,44605062
1129,4,256,301,39430,54873,8147,5,44644492
1130,4,256,301,39621,55493,8399,5,44684113
1131,4,256,301,39169,54254,8230,5,44723282
1132,4,256,301,39203,54546,8339,5,44762485
1133,4,256,301,40065,56157,8339,5,44802550
1134,4,256,301,40547,55991,8495,5,44843097
1135,4,256,301,38784,54979,8231,5,44881881
1136,4,256,301,40514,55986,8601,5,44922395
1137,4,256,301,38785,54603,8222,5,44961180
1138,4,256,301,39136,54839,8237,5,45000316
1139,4,256,301,39716,56074,8460,5,45040032
1140,4,256,301,40043,55654,8312,5,45080075
1141,4,256,301,40306,54995,8394,5,45120381
1142,4,256,301,39782,55623,8291,5,45160163
1143,4,256,301,39056,54457,8420,5,45199219
1144,4,256,301,39747,55159,8420,5,45238966
1145,4,256,301,39174,55108,8319,5,45278140
1146,4,256,301,39092,55183,8279,5,45317232
1147,4,256,301,38911,54696,8164,5,45356143
1148,4,256,301,38896,55183,8354,5,45395039
1149,4,256,301,39417,55176,8507,5,45434456
1150,4,256,301,40325,56498,8467,5,45474781
1151,4,256,301,38396,54151,8205,5,45513177
1152,4,256,301,39286,54636,8194,5,45552463
1153,4,256,301,39379,54620,8252,5,45591842
1154,4,256,301,38431,54282,8288,5,45630273
1155,4,256,301,39379,54823,8132,5,45669652
1156,4,256,301,40022,55554,8451,5,45709674
1157,4,256,301,38539,54402,8123,5,45748213
1158,4,256,301,39410,54949,8118,5,45787623
1159,4,256,301,39834,55435,8379,5,45827457
1160,4,256,301,38486,54335,8101,5,45865943
1161,4,256,301,37796,53175,8095,5,45903739
1162,4,256,301,39287,55338,8215,5,45943026
1163,4,256,301,38451,53735,7951,5,45981477
1164,4,256,301,39353,55367,8214,5,46020830
1165,4,256,301,40621,55882,8245,5,46061451
1166,4,256,301,40267,55732,8395,5,46101718
1167,4,256,301,39802,55186,8097,5,46141520
1168,4,256,301,38589,54223,8083,5,46180109
1169,4,256,301,39231,54667,8329,5,46219340
1170,4,256,301,38714,54860,8284,5,46258054
1171,4,256,301,40867,56630,8602,5,46298921
1172,4,256,301,39247,54793,8116,5,46338168
1173,4,256,301,39123,55842,8399,5,46377291
1174,4,256,301,40771,56624,8287,5,46418062
1175,4,256,301,39795,55445,8209,5,46457857
1176,4,256,301,39554,54591,8216,5,46497411
1177,4,256,301,39058,54666,8181,5,46536469
1178,4,256,301,39814,54727,8150,5,46576283
1179,4,256,301,39662,54851,8196,5,46615945
1180,4,256,301,38451,54271,8177,5,46654396
1181,4,256,301,40386,56929,8574,5,46694782
1182,4,256,301,39694,55475,8477,5,46734476
1183,4,256,301,39274,55365,8309,5,46773750
1184,4,256,301,40328,56338,8210,5,46814078
1185,4,256,301,38948,55151,8287,5,46853026
1186,4,256,301,38252,54401,8212,5,46891278
1187,4,256,301,40192,56070,8335,5,46931470
1188,4,256,301,40097,56396,8457,5,46971567
1189,4,256,301,39788,54958,8127,5,47011355
1190,4,256,301,39836,54842,8343,5,47051191
1191,4,256,301,38497,54627,8150,5,47089688
1192,4,256,301,38235,53631,8178,5,47127923
1193,4,256,301,38350,54137,8109,5,47166273
1194,4,256,301,40010,55780,8427,5,47206283
1195,4,256,301,39709,56245,8656,5,47245992
1196,4,256,301,40113,55636,8543,5,47286105
1197,4,256,301,38654,54569,8300,5,47324759
1198,4,256,301,39441,55261,8502,5,47364200
1199,4,256,301,38987,55131,8442,5,47403187
1200,4,256,301,37306,53558,7909,5,47440493
1201,4,256,301,37456,53593,8027,5,47477949
1202,4,256,301,39796,55413,8187,5,47517745
