pair_id,category,match_level,target_a,target_b,pivot_a,pivot_b,source_a,source_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,a_generic,b_generic,either_generic,both_generic,maybe_antonym,same_prefix3,same_suffix3,levenshtein,normalized_levenshtein,char_jaccard,cross_context_target_leaks,context_word_jaccard,local_window_jaccard,target_len_chars_a,target_len_chars_b
p0000499,causal_connector,0,well,i'll,because,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,True,False,True,False,False,False,False,2,0.5,0.2,0,0.0972972972972973,0.047619047619047616,4,4
p0000500,causal_connector,0,i've,i'd,because,if,gutenberg,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.10227272727272728,0.043478260869565216,4,3
p0000501,causal_connector,0,i'd,i'm,if,if,gutenberg,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,1,0.3333333333333333,0.5,0,0.10810810810810811,0.043478260869565216,3,3
p0000502,causal_connector,0,it's,british,if,because,bnc_spoken,simple_wiki,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,0.5714285714285714,0.42857142857142855,0,0.0967741935483871,0.0,4,7
p0000503,causal_connector,0,that's,i'd,if,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.14285714285714285,0,0.13872832369942195,0.04,6,3
p0000504,causal_connector,0,there's,i'd,if,though,open_subtitles,switchboard,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.14906832298136646,0.041666666666666664,7,3
p0000505,causal_connector,0,i'm,i'll,if,because,gutenberg,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.5,0,0.16574585635359115,0.041666666666666664,3,4
p0000506,causal_connector,0,mother,hey,because,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,0.6666666666666666,0.2857142857142857,0,0.1524390243902439,0.0,6,3
p0000507,causal_connector,0,i'm,i've,because,if,childes,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.14917127071823205,0.0,3,4
p0000508,causal_connector,0,i'll,hey,if,if,gutenberg,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,1.0,0.0,0,0.1319796954314721,0.045454545454545456,4,3
p0000509,causal_connector,0,i'll,could,if,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,True,True,False,False,False,False,4,0.8,0.14285714285714285,0,0.11864406779661017,0.1,4,5
p0000510,causal_connector,0,i'd,you're,although,though,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.09836065573770492,0.0,3,6
p0000511,causal_connector,0,i'm,i've,if,because,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.12903225806451613,0.09090909090909091,3,4
p0000512,causal_connector,0,thanks,you've,if,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,6,1.0,0.0,0,0.18128654970760233,0.1,6,6
p0000513,causal_connector,0,you're,mark,because,if,open_subtitles,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.1111111111111111,0,0.125,0.08695652173913043,6,4
p0000514,causal_connector,0,that's,i'd,because,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.14285714285714285,0,0.08,0.08695652173913043,6,3
p0000515,causal_connector,0,i'm,i've,because,unless,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.14689265536723164,0.0,3,4
p0000516,causal_connector,0,i'm,i've,because,if,open_subtitles,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.14189189189189189,0.05,3,4
p0000517,causal_connector,0,i've,we're,if,because,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,3,0.6,0.3333333333333333,0,0.1588235294117647,0.04,4,5
p0000518,causal_connector,0,i'd,i've,if,if,gutenberg,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.1503267973856209,0.08695652173913043,3,4
p0000519,causal_connector,0,i'm,wait,if,because,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,1.0,0.16666666666666666,0,0.16,0.04,3,4
p0000520,causal_connector,0,i'm,i've,because,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.10919540229885058,0.09090909090909091,3,4
p0000521,causal_connector,0,i'm,i'd,because,if,gutenberg,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,1,0.3333333333333333,0.5,0,0.09659090909090909,0.0,3,3
p0000522,causal_connector,0,i'll,i'm,if,because,gutenberg,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.5,0,0.11827956989247312,0.045454545454545456,4,3
p0000523,causal_connector,0,instead,i'll,because,if,simple_wiki,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.0855614973262032,0.05,7,4
p0000524,causal_connector,0,i'm,i'll,because,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.5,0,0.10555555555555556,0.041666666666666664,3,4
p0000525,causal_connector,0,phone,i've,because,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,0.8,0.125,0,0.125,0.0,5,4
p0000526,causal_connector,0,late,i'm,if,because,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,1.0,0.0,0,0.135,0.04,4,3
p0000527,causal_connector,0,you're,i'd,though,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.12195121951219512,0.09090909090909091,6,3
p0000528,causal_connector,0,i'm,you're,if,if,gutenberg,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.13903743315508021,0.08695652173913043,3,6
p0000529,causal_connector,0,i'm,you've,if,because,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.125,0,0.0893854748603352,0.05,3,6
p0000530,causal_connector,0,i'm,there's,because,if,switchboard,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.15028901734104047,0.04,3,7
p0000531,causal_connector,0,i'll,she's,if,though,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,1.0,0.16666666666666666,0,0.16560509554140126,0.0,4,5
p0000532,causal_connector,0,i'm,i'd,if,if,open_subtitles,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,1,0.3333333333333333,0.5,0,0.0958904109589041,0.047619047619047616,3,3
p0000533,causal_connector,0,i'm,i'll,if,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.5,0,0.1348314606741573,0.2,3,4
p0000534,causal_connector,0,i'd,i've,because,because,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.17857142857142858,0.0,3,4
p0000535,causal_connector,0,i'd,i've,if,though,bnc_spoken,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.14942528735632185,0.08333333333333333,3,4
p0000536,causal_connector,1,i'm,i've,because,because,childes,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.4,0,0.14788732394366197,0.041666666666666664,3,4
p0000537,causal_connector,1,i'm,sort,if,if,childes,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,1.0,0.0,0,0.16981132075471697,0.0,3,4
p0000538,causal_connector,0,i'd,i'll,if,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,2,0.5,0.5,0,0.14659685863874344,0.08695652173913043,3,4
p0000539,causal_connector,0,coffee,really,because,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,True,True,False,False,False,False,6,1.0,0.125,0,0.12041884816753927,0.0,6,6
p0000540,causal_connector,1,you'll,i'll,if,if,open_subtitles,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,True,3,0.5,0.3333333333333333,0,0.14619883040935672,0.041666666666666664,6,4
p0000541,causal_connector,1,there's,i'm,if,if,open_subtitles,childes,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.10884353741496598,0.09090909090909091,7,3
p0000542,causal_connector,1,i'm,find,if,if,gutenberg,open_subtitles,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,3,0.75,0.16666666666666666,0,0.1099476439790576,0.0,3,4
p0000543,causal_connector,1,looked,i'd,because,if,open_subtitles,gutenberg,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.14285714285714285,0,0.13559322033898305,0.0,6,3
p0000544,causal_connector,0,well,i'll,if,though,gutenberg,childes,capitalized,2,1001+,1001+,True,False,True,False,False,False,False,2,0.5,0.2,0,0.1144578313253012,0.09090909090909091,4,4
p0000545,causal_connector,1,stick,i've,if,though,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,5,1.0,0.125,0,0.21333333333333335,0.0,5,4
p0000546,causal_connector,0,hey,i've,if,if,open_subtitles,bnc_spoken,capitalized,2,1001+,1001+,False,False,False,False,False,False,False,4,1.0,0.16666666666666666,0,0.14917127071823205,0.05,3,4
p0000547,causal_connector,0,still...you,"jews,--would",if,though,open_subtitles,gutenberg,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,11,0.9166666666666666,0.2857142857142857,0,0.12234042553191489,0.05555555555555555,11,12
p0000548,causal_connector,0,cbi's,dennys,because,if,simple_wiki,childes,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,5,0.8333333333333334,0.1111111111111111,0,0.07602339181286549,0.0,5,6
p0000549,causal_connector,0,baber's,bible-woman,if,though,open_subtitles,gutenberg,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,8,0.7272727272727273,0.23076923076923078,0,0.10270270270270271,0.0,7,11
p0000550,causal_connector,0,richard'has,drill's,because,if,childes,open_subtitles,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,8,0.7272727272727273,0.5555555555555556,0,0.18055555555555555,0.0,11,7
p0000551,causal_connector,0,arends,lazzard,if,if,open_subtitles,bnc_spoken,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,6,0.8571428571428571,0.375,0,0.08290155440414508,0.08333333333333333,6,7
p0000552,causal_connector,0,elfin,woosley,though,because,gutenberg,simple_wiki,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,7,1.0,0.2222222222222222,0,0.09090909090909091,0.0,5,7
p0000553,causal_connector,0,vitesse,ladislas,because,thus,simple_wiki,gutenberg,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,7,0.875,0.25,0,0.07222222222222222,0.0,7,8
p0000554,causal_connector,0,lloyds,mandelas,if,if,gutenberg,bnc_spoken,capitalized,3,1-2,1-2,False,False,False,False,False,False,False,7,0.875,0.3333333333333333,0,0.07106598984771574,0.10526315789473684,6,8
p0000555,causal_connector,0,r.'s,veera,if,because,gutenberg,simple_wiki,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.07514450867052024,0.041666666666666664,4,5
p0000556,causal_connector,0,v-tach,rahul's,if,because,simple_wiki,open_subtitles,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,7,1.0,0.18181818181818182,0,0.11931818181818182,0.04,6,7
p0000557,causal_connector,1,banfield's,paloma,because,because,qwen_pair_packed,open_subtitles,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,8,0.8,0.15384615384615385,0,0.08426966292134831,0.047619047619047616,10,6
p0000558,causal_connector,0,norseman,ridgeway,because,because,gutenberg,bnc_spoken,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,6,0.75,0.25,0,0.1,0.1,8,8
p0000559,causal_connector,0,yourjob,qu'ran,because,if,open_subtitles,simple_wiki,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.08522727272727272,0.0,7,6
p0000560,causal_connector,1,seventh-day,barf,because,because,simple_wiki,open_subtitles,capitalized,3,3-5,3-5,False,False,False,False,False,False,False,11,1.0,0.07692307692307693,0,0.0892018779342723,0.041666666666666664,11,4
p0000561,causal_connector,0,ritalin,quintus,if,if,childes,open_subtitles,capitalized,3,6-10,6-10,False,False,False,False,False,False,False,7,1.0,0.3333333333333333,0,0.15568862275449102,0.08333333333333333,7,7
p0000562,causal_connector,0,houshou,stonewell,because,if,open_subtitles,gutenberg,capitalized,3,6-10,6-10,False,False,False,False,False,False,False,8,0.8888888888888888,0.2222222222222222,0,0.10396039603960396,0.0,7,9
p0000563,causal_connector,0,gaels,paganism,though,though,open_subtitles,gutenberg,capitalized,3,6-10,6-10,False,False,False,False,False,False,False,5,0.625,0.3333333333333333,0,0.1134020618556701,0.09523809523809523,5,8
p0000564,causal_connector,0,decepticon,steeped,if,if,childes,gutenberg,capitalized,3,6-10,6-10,False,False,False,False,False,False,False,8,0.8,0.4444444444444444,0,0.07065217391304347,0.041666666666666664,10,7
p0000565,causal_connector,0,nicked,ramseys,if,because,open_subtitles,gutenberg,capitalized,3,6-10,6-10,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.12574850299401197,0.041666666666666664,6,7
p0000566,causal_connector,0,matsuda,scutari,if,if,open_subtitles,gutenberg,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,7,1.0,0.4444444444444444,0,0.11940298507462686,0.04,7,7
p0000567,causal_connector,0,matsuda,rourke,if,because,open_subtitles,simple_wiki,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,7,1.0,0.1,0,0.05670103092783505,0.05263157894736842,7,6
p0000568,causal_connector,0,ziva,vicki,though,because,open_subtitles,childes,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,4,0.8,0.3333333333333333,0,0.11173184357541899,0.0,4,5
p0000569,causal_connector,0,nita,koran,though,if,gutenberg,open_subtitles,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,4,0.8,0.2857142857142857,0,0.11290322580645161,0.0,4,5
p0000570,causal_connector,0,eminence,muppets,if,if,open_subtitles,childes,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.11875,0.0,8,7
p0000571,causal_connector,1,freddo,hulks,if,if,open_subtitles,childes,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,6,1.0,0.0,0,0.15286624203821655,0.0,6,5
p0000572,causal_connector,0,genifer,pratts,if,because,open_subtitles,gutenberg,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,7,1.0,0.1,0,0.13903743315508021,0.0,7,6
p0000573,causal_connector,0,simone,andersen,because,if,open_subtitles,gutenberg,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,7,0.875,0.3333333333333333,0,0.14835164835164835,0.0,6,8
p0000574,causal_connector,0,ladybugs,simone,if,because,gutenberg,open_subtitles,capitalized,3,11-25,11-25,False,False,False,False,False,False,False,8,1.0,0.07692307692307693,0,0.13372093023255813,0.0,8,6
p0000575,causal_connector,1,brownies,greed,because,because,gutenberg,simple_wiki,capitalized,3,26-50,26-50,False,False,False,False,False,False,False,6,0.75,0.2,0,0.1625,0.2222222222222222,8,5
p0000576,causal_connector,0,highlands,hampden,because,if,open_subtitles,gutenberg,capitalized,3,26-50,26-50,False,False,False,False,False,False,False,7,0.7777777777777778,0.36363636363636365,0,0.09178743961352658,0.0,9,7
p0000577,causal_connector,1,andromeda,clerke,if,if,open_subtitles,gutenberg,capitalized,3,26-50,26-50,False,False,False,False,False,False,False,7,0.7777777777777778,0.2,0,0.12690355329949238,0.041666666666666664,9,6
p0000578,causal_connector,1,neptune,bailiff,though,though,open_subtitles,gutenberg,capitalized,3,26-50,26-50,False,False,False,False,False,False,False,7,1.0,0.0,0,0.08064516129032258,0.043478260869565216,7,7
p0000579,causal_connector,1,wexler,democrats,though,because,open_subtitles,gutenberg,capitalized,3,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.16666666666666666,0,0.1262135922330097,0.045454545454545456,6,9
p0000580,causal_connector,0,marines,lent,if,if,simple_wiki,gutenberg,capitalized,3,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.11904761904761904,0.25,7,4
p0000581,causal_connector,0,pandemic,ewoks,because,because,simple_wiki,childes,capitalized,3,51-100,51-100,False,False,False,False,False,False,False,8,1.0,0.08333333333333333,0,0.07058823529411765,0.0,8,5
p0000582,causal_connector,0,gregory,guts,thus,because,gutenberg,open_subtitles,capitalized,3,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.08287292817679558,0.041666666666666664,7,4
p0000583,causal_connector,0,breeze,aids,because,if,gutenberg,open_subtitles,capitalized,3,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.12365591397849462,0.0,6,4
p0000584,causal_connector,0,stars,catch,if,if,gutenberg,open_subtitles,capitalized,3,501-1000,501-1000,False,False,False,False,False,False,False,5,1.0,0.3333333333333333,0,0.13793103448275862,0.045454545454545456,5,5
p0000585,causal_connector,1,i'm,please,because,if,open_subtitles,gutenberg,capitalized,3,1001+,1001+,False,False,False,False,False,False,False,6,1.0,0.0,0,0.1218274111675127,0.043478260869565216,3,6
p0000586,causal_connector,0,works,please,if,if,open_subtitles,gutenberg,capitalized,3,1001+,1001+,False,False,False,False,False,False,False,5,0.8333333333333334,0.1111111111111111,0,0.13402061855670103,0.08333333333333333,5,6
p0000587,causal_connector,1,adorb'd,siobhan's,if,because,open_subtitles,bnc_spoken,capitalized,4,1-2,1-2,False,False,False,False,False,False,False,7,0.7777777777777778,0.4,0,0.12643678160919541,0.041666666666666664,7,9
p0000588,causal_connector,1,sukanya's,craddock's,because,because,open_subtitles,gutenberg,capitalized,4,1-2,1-2,False,False,False,False,False,False,False,8,0.8,0.36363636363636365,0,0.13793103448275862,0.2,9,10
p0000589,causal_connector,0,bessie;--that,coppelius,though,though,gutenberg,simple_wiki,capitalized,4,1-2,1-2,False,False,False,False,False,False,False,12,0.9230769230769231,0.21428571428571427,0,0.14035087719298245,0.05,13,9
p0000590,causal_connector,1,cauterize,lollardism,if,thus,open_subtitles,gutenberg,capitalized,4,1-2,1-2,False,False,False,False,False,False,False,8,0.8,0.23076923076923078,0,0.1044776119402985,0.0,9,10
p0000591,causal_connector,0,chromosom,stoic’s,because,if,fw_preserved_compact_view,gutenberg,capitalized,4,1-2,1-2,False,False,False,False,False,False,False,8,0.8888888888888888,0.3333333333333333,0,0.07746478873239436,0.043478260869565216,9,7
p0000592,causal_connector,0,yevgeny,vendean,because,thus,simple_wiki,gutenberg,capitalized,4,3-5,3-5,False,False,False,False,False,False,False,5,0.7142857142857143,0.42857142857142855,0,0.08743169398907104,0.0,7,7
p0000593,causal_connector,0,mochihara,uyghurs,because,though,open_subtitles,simple_wiki,capitalized,4,3-5,3-5,False,False,False,False,False,False,False,7,0.7777777777777778,0.18181818181818182,0,0.07179487179487179,0.08333333333333333,9,7
p0000594,causal_connector,0,estimating,roundheads,if,because,simple_wiki,gutenberg,capitalized,4,3-5,3-5,False,False,False,False,False,False,False,10,1.0,0.3076923076923077,0,0.1016949152542373,0.05263157894736842,10,10
p0000595,causal_connector,0,naacp,rlf's,because,though,simple_wiki,open_subtitles,capitalized,4,6-10,6-10,False,False,False,False,False,False,False,5,1.0,0.0,0,0.07179487179487179,0.043478260869565216,5,5
p0000596,causal_connector,0,youssouf,tauntaun,if,because,open_subtitles,childes,capitalized,4,11-25,11-25,False,False,False,False,False,False,False,6,0.75,0.125,0,0.09929078014184398,0.05,8,8
p0000597,causal_connector,0,stackanoff,vanderbilt,though,because,gutenberg,open_subtitles,capitalized,4,11-25,11-25,False,False,False,False,False,False,False,10,1.0,0.2,0,0.10891089108910891,0.0,10,10
p0000598,causal_connector,1,eurydice,f-15,if,although,open_subtitles,fw_preserved_compact_view,capitalized,4,26-50,26-50,False,False,False,False,False,False,False,8,1.0,0.0,0,0.06707317073170732,0.09090909090909091,8,4
p0000599,causal_connector,1,hes,mealtimes,because,because,open_subtitles,childes,content,1,3-5,3-5,False,False,False,False,False,False,False,7,0.7777777777777778,0.25,0,0.11702127659574468,0.1,3,9
p0000600,causal_connector,0,dec,deploy,if,if,bnc_spoken,open_subtitles,content,1,11-25,11-25,False,False,False,False,False,False,False,4,0.6666666666666666,0.2857142857142857,0,0.14838709677419354,0.13636363636363635,3,6
p0000601,causal_connector,0,dire,sway,because,if,bnc_spoken,gutenberg,content,1,11-25,11-25,False,False,False,False,False,False,False,4,1.0,0.0,0,0.1206896551724138,0.041666666666666664,4,4
p0000602,causal_connector,1,advert,entreat,if,therefore,bnc_spoken,gutenberg,content,1,11-25,11-25,False,False,False,False,False,False,False,5,0.7142857142857143,0.5714285714285714,0,0.08421052631578947,0.0,6,7
p0000603,causal_connector,0,adapt,extract,because,if,open_subtitles,bnc_spoken,content,1,26-50,26-50,False,False,False,False,False,False,False,5,0.7142857142857143,0.25,0,0.13450292397660818,0.08333333333333333,5,7
p0000604,causal_connector,0,announce,stair,if,because,open_subtitles,childes,content,1,26-50,26-50,False,False,False,False,False,False,False,8,1.0,0.1,0,0.09895833333333333,0.0,8,5
p0000605,causal_connector,0,thirst,syllables,if,if,open_subtitles,childes,content,1,26-50,26-50,False,False,False,False,False,False,False,9,1.0,0.1,0,0.1165644171779141,0.041666666666666664,6,9
p0000606,causal_connector,1,invent,announce,although,if,simple_wiki,open_subtitles,content,1,26-50,26-50,False,False,False,False,False,False,False,6,0.75,0.2222222222222222,0,0.09042553191489362,0.0,6,8
p0000607,causal_connector,0,hears,rub,if,if,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.14,0.047619047619047616,5,3
p0000608,causal_connector,0,utter,intimate,if,if,open_subtitles,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.25,0,0.15028901734104047,0.041666666666666664,5,8
p0000609,causal_connector,0,sandwiches,lemon,because,if,childes,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,10,1.0,0.16666666666666666,0,0.19047619047619047,0.041666666666666664,10,5
p0000610,causal_connector,0,ancestors,slim,though,if,simple_wiki,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.09090909090909091,0,0.04411764705882353,0.0,9,4
p0000611,causal_connector,0,complain,pops,though,because,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.75,0.2222222222222222,0,0.08522727272727272,0.0,8,4
p0000612,causal_connector,0,meets,thread,if,though,qwen_pair_packed,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.0945945945945946,0.041666666666666664,5,6
p0000613,causal_connector,0,falsetto,utter,though,because,childes,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.2222222222222222,0,0.11392405063291139,0.0,8,5
p0000614,causal_connector,0,wears,tadpoles,because,because,open_subtitles,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.3,0,0.07344632768361582,0.0,5,8
p0000615,causal_connector,0,hears,wages,if,therefore,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.42857142857142855,0,0.10614525139664804,0.0,5,5
p0000616,causal_connector,0,invalid,provision,though,unless,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.3,0,0.1813186813186813,0.08695652173913043,7,9
p0000617,causal_connector,0,valid,rat,if,if,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.14285714285714285,0,0.10810810810810811,0.14285714285714285,5,3
p0000618,causal_connector,0,neighbour,ignore,therefore,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.6666666666666666,0.6666666666666666,0,0.11413043478260869,0.0,9,6
p0000619,causal_connector,0,coup,deaf,because,if,simple_wiki,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,4,1.0,0.0,0,0.12727272727272726,0.043478260869565216,4,4
p0000620,causal_connector,0,deals,dense,because,because,bnc_spoken,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,3,0.6,0.5,0,0.10650887573964497,0.045454545454545456,5,5
p0000621,causal_connector,0,ban,rub,if,if,bnc_spoken,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,3,1.0,0.2,0,0.10062893081761007,0.043478260869565216,3,3
p0000622,causal_connector,0,component,tallest,though,because,qwen_pair_packed,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.2,0,0.09615384615384616,0.045454545454545456,9,7
p0000623,causal_connector,0,humour,shadows,if,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.2222222222222222,0,0.0625,0.041666666666666664,6,7
p0000624,causal_connector,0,intend,flock,if,if,qwen_pair_packed,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.13043478260869565,0.08333333333333333,6,5
p0000625,causal_connector,0,characteristics,aspects,though,though,fw_preserved_compact_view,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,11,0.7333333333333333,0.5555555555555556,0,0.09333333333333334,0.09523809523809523,15,7
p0000626,causal_connector,0,handkerchief,hum,though,although,gutenberg,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,11,0.9166666666666666,0.08333333333333333,0,0.06565656565656566,0.0,12,3
p0000627,causal_connector,0,dread,peel,though,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.16666666666666666,0,0.11475409836065574,0.0,5,4
p0000628,causal_connector,0,gratitude,profile,if,if,gutenberg,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.6666666666666666,0.25,0,0.11956521739130435,0.05263157894736842,9,7
p0000629,causal_connector,0,cartoon,neighbours,if,if,bnc_spoken,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,9,0.9,0.23076923076923078,0,0.10752688172043011,0.041666666666666664,7,10
p0000630,causal_connector,0,tickle,traces,if,though,childes,gutenberg,content,1,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.3333333333333333,0,0.0975609756097561,0.0,6,6
p0000631,causal_connector,0,velvet,disturb,though,if,gutenberg,open_subtitles,content,1,51-100,51-100,False,False,False,False,False,False,False,7,1.0,0.1,0,0.09444444444444444,0.0,6,7
p0000632,causal_connector,0,quicker,glue,if,because,bnc_spoken,childes,content,1,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.1111111111111111,0.09523809523809523,7,4
p0000633,causal_connector,0,dread,tore,because,because,open_subtitles,simple_wiki,content,1,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.3333333333333333,0,0.06735751295336788,0.13636363636363635,5,4
p0000634,causal_connector,0,baskets,component,if,if,childes,bnc_spoken,content,1,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.18181818181818182,0,0.10119047619047619,0.045454545454545456,7,9
