set,pair_id,original_id,source,example_id,original_words_field,rewrite_words_field,pair_words_field,base_same_source_example_rows,base_contains_exact_normalized_original,base_contains_count,base_match_sources,base_match_example_ids,replaced_in_dose21_by_same_source_example,replaced_in_dose25_by_same_source_example,selection_role
dose21,dose56_rw2s1_011462,rw2s1_011462,simple_wiki,60876,37,26,63,1,True,1,simple_wiki,60876,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_031385,rw2s1_031385,gutenberg,27152,30,33,63,1,True,1,gutenberg,27152,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_015505,rw_015505,simple_wiki,56768,21,24,45,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022951,rw2s1_022951,gutenberg,37827,29,22,51,1,True,1,gutenberg,37827,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_003293,rw2s1_003293,childes,17150,30,25,55,1,True,1,childes,17150,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_013842,rw2s1_013842,open_subtitles,46540,43,38,81,1,True,1,open_subtitles,46540,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028381,rw2s0_028381,simple_wiki,61235,32,31,63,1,True,1,simple_wiki,61235,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044255,rw_044255,childes,15638,16,15,31,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_012193,rw2s1_012193,gutenberg,26353,21,22,43,1,True,1,gutenberg,26353,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007607,rw2s1_007607,bnc_spoken,1267,20,22,42,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007922,rw2s1_007922,gutenberg,38039,22,18,40,1,True,1,gutenberg,38039,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_024030,rw2s1_024030,simple_wiki,54495,18,19,37,1,True,1,simple_wiki,54495,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_005616,rw2s1_005616,gutenberg,25955,32,29,61,1,True,1,gutenberg,25955,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_015888,rw2s0_015888,open_subtitles,51066,18,20,38,1,True,1,open_subtitles,51066,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_026273,rw2s0_026273,gutenberg,35526,21,18,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_003068,rw_003068,simple_wiki,60842,22,24,46,1,True,1,simple_wiki,60842,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_015108,rw2s0_015108,gutenberg,25852,23,23,46,1,True,1,gutenberg,25852,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_039044,rw_039044,open_subtitles,51943,12,12,24,1,True,1,open_subtitles,51943,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_039431,rw_039431,childes,15648,13,15,28,1,True,1,childes,15648,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_003988,rw2s0_003988,open_subtitles,46437,18,20,38,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_021934,rw2s1_021934,gutenberg,25363,24,27,51,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_009194,rw_009194,childes,5256,12,13,25,1,True,1,childes,5256,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_025755,rw2s0_025755,gutenberg,38017,35,32,67,1,True,1,gutenberg,38017,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_012680,rw2s1_012680,simple_wiki,57761,28,32,60,1,True,1,simple_wiki,57761,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011022,rw2s0_011022,childes,20559,19,14,33,1,True,1,childes,20559,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011447,rw2s1_011447,simple_wiki,57626,28,29,57,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011190,rw2s1_011190,bnc_spoken,943,37,33,70,1,True,1,bnc_spoken,943,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_026220,rw_026220,gutenberg,33112,24,23,47,1,True,1,gutenberg,33112,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_024968,rw2s1_024968,simple_wiki,54679,44,40,84,1,True,1,simple_wiki,54679,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024377,rw2s0_024377,gutenberg,25371,28,35,63,1,True,1,gutenberg,25371,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_004602,rw_004602,switchboard,62394,33,35,68,1,True,1,switchboard,62394,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_036835,rw_036835,open_subtitles,51365,12,13,25,1,True,1,open_subtitles,51365,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_026797,rw2s1_026797,gutenberg,32774,41,40,81,1,True,1,gutenberg,32774,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010164,rw2s1_010164,bnc_spoken,3365,31,28,59,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_008993,rw2s0_008993,gutenberg,22827,41,34,75,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_019439,rw2s0_019439,gutenberg,32270,38,41,79,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_003342,rw2s1_003342,gutenberg,38184,30,29,59,1,True,1,gutenberg,38184,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_020629,rw2s0_020629,bnc_spoken,2641,19,21,40,1,True,1,bnc_spoken,2641,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_043456,rw_043456,childes,17374,22,20,42,1,True,1,childes,17374,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_040515,rw_040515,childes,22401,12,12,24,1,True,1,childes,22401,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_041313,rw_041313,childes,14086,12,12,24,1,True,1,childes,14086,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_025775,rw2s0_025775,gutenberg,35238,25,22,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_024547,rw_024547,simple_wiki,52879,14,13,27,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_018525,rw2s0_018525,gutenberg,33597,26,29,55,1,True,1,gutenberg,33597,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_002022,rw_002022,gutenberg,27240,27,30,57,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024063,rw2s0_024063,simple_wiki,55504,20,19,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_024592,rw2s1_024592,gutenberg,23678,18,17,35,1,True,1,gutenberg,23678,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024079,rw2s0_024079,simple_wiki,55617,18,16,34,1,True,1,simple_wiki,55617,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_035322,rw_035322,open_subtitles,48366,13,13,26,1,True,1,open_subtitles,48366,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011943,rw2s0_011943,gutenberg,31620,21,21,42,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_041812,rw_041812,open_subtitles,47175,13,11,24,1,True,1,open_subtitles,47175,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_009932,rw_009932,childes,12473,13,17,30,1,True,1,childes,12473,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_002231,rw2s1_002231,childes,10563,22,22,44,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_027783,rw2s0_027783,gutenberg,30751,18,21,39,1,True,1,gutenberg,30751,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_003396,rw2s0_003396,gutenberg,35416,23,22,45,1,True,1,gutenberg,35416,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005385,rw2s0_005385,gutenberg,29165,31,34,65,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_001350,rw2s1_001350,childes,12433,21,19,40,1,True,1,childes,12433,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005212,rw2s0_005212,gutenberg,33416,35,33,68,1,True,1,gutenberg,33416,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_014162,rw2s0_014162,childes,13547,18,14,32,1,True,1,childes,13547,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011434,rw2s1_011434,gutenberg,24620,44,46,90,1,True,1,gutenberg,24620,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_008432,rw_008432,childes,14198,31,27,58,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017282,rw2s1_017282,gutenberg,30453,36,35,71,1,True,1,gutenberg,30453,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_017608,rw2s0_017608,gutenberg,33263,21,22,43,1,True,1,gutenberg,33263,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_037714,rw_037714,open_subtitles,52225,27,33,60,1,True,1,open_subtitles,52225,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_014447,rw2s0_014447,gutenberg,38240,20,24,44,1,True,1,gutenberg,38240,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016480,rw2s0_016480,gutenberg,24488,49,45,94,1,True,1,gutenberg,24488,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_032991,rw_032991,childes,18213,12,11,23,1,True,1,childes,18213,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_028098,rw_028098,childes,17397,16,12,28,1,True,1,childes,17397,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_032181,rw2s1_032181,simple_wiki,58987,45,44,89,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_004473,rw2s1_004473,simple_wiki,61541,23,28,51,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_009906,rw2s0_009906,gutenberg,33934,24,23,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028875,rw2s0_028875,gutenberg,28519,20,20,40,1,True,1,gutenberg,28519,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_031808,rw_031808,childes,11981,36,33,69,1,True,1,childes,11981,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_026425,rw2s1_026425,gutenberg,33307,18,18,36,1,True,1,gutenberg,33307,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013745,rw2s0_013745,gutenberg,22933,23,22,45,1,True,1,gutenberg,22933,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_031111,rw2s0_031111,gutenberg,35493,52,42,94,1,True,1,gutenberg,35493,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_030311,rw2s1_030311,gutenberg,32013,41,32,73,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_006596,rw2s0_006596,open_subtitles,49076,18,18,36,1,True,1,open_subtitles,49076,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_020830,rw2s1_020830,gutenberg,36978,19,19,38,1,True,1,gutenberg,36978,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011692,rw2s0_011692,gutenberg,27337,20,18,38,1,True,1,gutenberg,27337,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_001840,rw2s1_001840,bnc_spoken,2901,24,23,47,1,True,1,bnc_spoken,2901,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_031288,rw_031288,open_subtitles,52295,14,9,23,1,True,1,open_subtitles,52295,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010677,rw2s1_010677,gutenberg,38066,22,24,46,1,True,1,gutenberg,38066,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_042105,rw_042105,childes,12546,18,18,36,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_016790,rw_016790,gutenberg,37484,25,27,52,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028762,rw2s0_028762,childes,14224,22,17,39,1,True,1,childes,14224,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_041789,rw_041789,childes,18531,13,15,28,1,True,1,childes,18531,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044570,rw_044570,childes,21618,12,12,24,1,True,1,childes,21618,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027167,rw2s1_027167,bnc_spoken,3396,19,20,39,1,True,1,bnc_spoken,3396,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_034532,rw_034532,childes,6824,18,18,36,1,True,1,childes,6824,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017971,rw2s1_017971,gutenberg,25257,40,48,88,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_032676,rw2s1_032676,bnc_spoken,3949,27,23,50,1,True,1,bnc_spoken,3949,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_006444,rw2s0_006444,gutenberg,24032,21,20,41,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027723,rw2s1_027723,gutenberg,25779,25,30,55,1,True,1,gutenberg,25779,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_003013,rw2s1_003013,gutenberg,28194,18,16,34,1,True,1,gutenberg,28194,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_002222,rw2s1_002222,simple_wiki,59559,20,23,43,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_038623,rw_038623,childes,15270,13,14,27,1,True,1,childes,15270,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_019584,rw2s0_019584,gutenberg,26492,33,32,65,1,True,1,gutenberg,26492,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010961,rw2s1_010961,open_subtitles,50585,20,20,40,1,True,1,open_subtitles,50585,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_012352,rw2s0_012352,gutenberg,38339,18,16,34,1,True,1,gutenberg,38339,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_042603,rw_042603,childes,12638,12,15,27,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029033,rw2s0_029033,gutenberg,34172,26,26,52,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022970,rw2s1_022970,gutenberg,37602,47,48,95,1,True,1,gutenberg,37602,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044685,rw_044685,childes,8809,12,14,26,1,True,1,childes,8809,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010943,rw2s1_010943,simple_wiki,60191,29,27,56,1,True,1,simple_wiki,60191,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_018131,rw2s1_018131,gutenberg,27127,25,27,52,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005503,rw2s0_005503,simple_wiki,55400,20,24,44,1,True,1,simple_wiki,55400,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016891,rw2s0_016891,gutenberg,32952,23,27,50,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_037846,rw_037846,childes,21238,15,16,31,1,True,1,childes,21238,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_032224,rw2s0_032224,gutenberg,30597,18,22,40,1,True,1,gutenberg,30597,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_017364,rw_017364,childes,8928,16,16,32,1,True,1,childes,8928,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_004008,rw2s0_004008,simple_wiki,59602,21,25,46,1,True,1,simple_wiki,59602,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_005982,rw2s1_005982,childes,16573,18,16,34,1,True,1,childes,16573,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_004847,rw2s0_004847,bnc_spoken,2624,18,20,38,1,True,1,bnc_spoken,2624,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_003341,rw2s1_003341,gutenberg,28617,26,25,51,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_028507,rw2s1_028507,gutenberg,29401,41,39,80,1,True,1,gutenberg,29401,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_006817,rw2s1_006817,open_subtitles,44823,27,33,60,1,True,1,open_subtitles,44823,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_023378,rw2s1_023378,childes,12033,24,16,40,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011235,rw2s0_011235,open_subtitles,52247,29,23,52,1,True,1,open_subtitles,52247,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_009977,rw2s1_009977,gutenberg,37186,34,37,71,1,True,1,gutenberg,37186,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016863,rw2s0_016863,simple_wiki,57428,20,19,39,1,True,1,simple_wiki,57428,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028498,rw2s0_028498,simple_wiki,55298,24,22,46,1,True,1,simple_wiki,55298,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_029580,rw_029580,simple_wiki,59508,41,41,82,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_015996,rw2s0_015996,bnc_spoken,1010,30,27,57,1,True,1,bnc_spoken,1010,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_020789,rw2s1_020789,bnc_spoken,539,19,22,41,1,True,1,bnc_spoken,539,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021473,rw2s0_021473,simple_wiki,53733,18,21,39,1,True,1,simple_wiki,53733,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_001439,rw2s1_001439,simple_wiki,53813,18,21,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_000996,rw2s0_000996,gutenberg,24798,48,41,89,1,True,1,gutenberg,24798,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_023303,rw2s0_023303,gutenberg,25456,26,21,47,1,True,1,gutenberg,25456,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002905,rw2s0_002905,simple_wiki,61633,19,18,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021352,rw2s0_021352,gutenberg,29625,31,28,59,1,True,1,gutenberg,29625,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_043061,rw_043061,open_subtitles,47766,13,16,29,1,True,1,open_subtitles,47766,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_026212,rw2s0_026212,childes,9374,24,27,51,1,True,1,childes,9374,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002939,rw2s0_002939,simple_wiki,58137,20,20,40,1,True,1,simple_wiki,58137,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_023721,rw_023721,bnc_spoken,4220,22,20,42,1,True,1,bnc_spoken,4220,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_023035,rw2s1_023035,childes,12012,20,21,41,1,True,1,childes,12012,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007548,rw2s1_007548,gutenberg,28694,36,37,73,1,True,1,gutenberg,28694,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_042902,rw_042902,childes,14202,14,14,28,1,True,1,childes,14202,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_001732,rw2s1_001732,simple_wiki,61238,20,23,43,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_006298,rw_006298,gutenberg,38175,12,12,24,1,True,1,gutenberg,38175,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_030534,rw2s1_030534,simple_wiki,57854,19,19,38,1,True,1,simple_wiki,57854,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005871,rw2s0_005871,open_subtitles,45955,33,40,73,1,True,1,open_subtitles,45955,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_014133,rw_014133,childes,13189,12,12,24,1,True,1,childes,13189,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021178,rw2s0_021178,gutenberg,30583,35,29,64,1,True,1,gutenberg,30583,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_012202,rw2s1_012202,childes,8297,18,17,35,1,True,1,childes,8297,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005795,rw2s0_005795,childes,17255,23,19,42,1,True,1,childes,17255,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017475,rw2s1_017475,simple_wiki,58373,24,24,48,1,True,1,simple_wiki,58373,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029700,rw2s0_029700,gutenberg,36348,32,38,70,1,True,1,gutenberg,36348,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_023368,rw2s1_023368,gutenberg,34200,19,21,40,1,True,1,gutenberg,34200,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000243,rw2s1_000243,simple_wiki,55512,20,21,41,1,True,1,simple_wiki,55512,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028767,rw2s0_028767,bnc_spoken,2256,44,29,73,1,True,1,bnc_spoken,2256,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002732,rw2s0_002732,gutenberg,35768,24,31,55,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_008563,rw_008563,childes,7082,14,16,30,1,True,1,childes,7082,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_040159,rw_040159,childes,20061,12,13,25,1,True,1,childes,20061,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_015754,rw_015754,gutenberg,28211,30,26,56,1,True,1,gutenberg,28211,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_000737,rw_000737,bnc_spoken,2690,12,12,24,1,True,1,bnc_spoken,2690,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_036171,rw_036171,childes,5276,12,10,22,1,True,1,childes,5276,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_025464,rw2s1_025464,gutenberg,34326,40,41,81,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011372,rw2s1_011372,open_subtitles,42270,21,18,39,1,True,1,open_subtitles,42270,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024605,rw2s0_024605,gutenberg,36640,19,17,36,1,True,1,gutenberg,36640,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_003956,rw2s0_003956,gutenberg,26320,22,25,47,1,True,1,gutenberg,26320,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_001793,rw_001793,childes,9326,12,15,27,1,True,1,childes,9326,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_040203,rw_040203,open_subtitles,50672,16,16,32,1,True,1,open_subtitles,50672,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_008649,rw2s0_008649,simple_wiki,53980,24,23,47,1,True,1,simple_wiki,53980,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029412,rw2s0_029412,open_subtitles,46397,26,20,46,1,True,1,open_subtitles,46397,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_005141,rw_005141,childes,16143,15,15,30,1,True,1,childes,16143,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_022474,rw2s0_022474,childes,9189,19,15,34,1,True,1,childes,9189,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_002433,rw2s1_002433,gutenberg,31618,22,21,43,1,True,1,gutenberg,31618,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_017492,rw_017492,childes,10423,12,12,24,1,True,1,childes,10423,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022760,rw2s1_022760,gutenberg,24932,30,25,55,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_030789,rw2s1_030789,gutenberg,28975,20,22,42,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022559,rw2s1_022559,gutenberg,24758,21,21,42,1,True,1,gutenberg,24758,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_004521,rw2s0_004521,bnc_spoken,1490,21,21,42,1,True,1,bnc_spoken,1490,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028903,rw2s0_028903,gutenberg,30832,21,18,39,1,True,1,gutenberg,30832,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029730,rw2s0_029730,gutenberg,25669,18,23,41,1,True,1,gutenberg,25669,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_005969,rw_005969,gutenberg,24208,20,24,44,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044427,rw_044427,childes,16404,13,12,25,1,True,1,childes,16404,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_036401,rw_036401,childes,15690,22,25,47,1,True,1,childes,15690,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_001258,rw2s0_001258,simple_wiki,54649,20,19,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000554,rw2s1_000554,gutenberg,34188,23,17,40,1,True,1,gutenberg,34188,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002849,rw2s0_002849,open_subtitles,51286,20,23,43,1,True,1,open_subtitles,51286,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_038702,rw_038702,childes,9587,12,12,24,1,True,1,childes,9587,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000725,rw2s1_000725,childes,11124,25,25,50,1,True,1,childes,11124,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_025318,rw2s1_025318,simple_wiki,54258,18,20,38,1,True,1,simple_wiki,54258,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_007117,rw2s0_007117,bnc_spoken,1695,46,35,81,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_001881,rw2s1_001881,simple_wiki,58239,18,16,34,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_042336,rw_042336,open_subtitles,39148,12,13,25,1,True,1,open_subtitles,39148,True,True,dose21_clean_shard1_all_or_exact
