set,pair_id,original_id,source,example_id,original_words_field,rewrite_words_field,pair_words_field,base_same_source_example_rows,base_contains_exact_normalized_original,base_contains_count,base_match_sources,base_match_example_ids,replaced_in_dose21_by_same_source_example,replaced_in_dose25_by_same_source_example,selection_role
dose21,dose56_rw2s1_030159,rw2s1_030159,bnc_spoken,2006,29,24,53,1,True,1,bnc_spoken,2006,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_022402,rw_022402,childes,11877,15,15,30,1,True,1,childes,11877,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_025039,rw2s0_025039,gutenberg,34443,25,23,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011442,rw2s1_011442,childes,9419,37,36,73,1,True,1,childes,9419,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_019608,rw2s0_019608,gutenberg,32062,21,24,45,1,True,1,gutenberg,32062,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_032651,rw2s0_032651,open_subtitles,51765,20,16,36,1,True,1,open_subtitles,51765,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_018767,rw2s0_018767,simple_wiki,52850,29,25,54,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021538,rw2s0_021538,bnc_spoken,3270,30,25,55,1,True,1,bnc_spoken,3270,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_014113,rw2s0_014113,simple_wiki,56552,19,20,39,1,True,1,simple_wiki,56552,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016777,rw2s0_016777,simple_wiki,57739,19,29,48,1,True,1,simple_wiki,57739,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007561,rw2s1_007561,gutenberg,27667,24,27,51,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_030720,rw2s0_030720,bnc_spoken,1693,27,26,53,1,True,1,bnc_spoken,1693,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_041197,rw_041197,childes,15333,12,11,23,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_030281,rw2s1_030281,bnc_spoken,1671,20,20,40,1,True,1,bnc_spoken,1671,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_028190,rw2s1_028190,gutenberg,29325,22,25,47,1,True,1,gutenberg,29325,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000178,rw2s1_000178,simple_wiki,53848,19,21,40,1,True,1,simple_wiki,53848,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_021427,rw2s1_021427,gutenberg,33565,28,26,54,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_015510,rw2s0_015510,simple_wiki,54761,25,23,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_025467,rw2s1_025467,gutenberg,30330,33,28,61,1,True,1,gutenberg,30330,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_016420,rw2s1_016420,gutenberg,30426,33,29,62,1,True,1,gutenberg,30426,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_012445,rw2s0_012445,gutenberg,30803,22,25,47,1,True,1,gutenberg,30803,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_008687,rw2s0_008687,bnc_spoken,490,32,30,62,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_008907,rw2s1_008907,gutenberg,27595,27,26,53,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007189,rw2s1_007189,gutenberg,24053,24,24,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_015013,rw_015013,childes,14182,13,13,26,1,True,1,childes,14182,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013094,rw2s0_013094,bnc_spoken,2220,31,31,62,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029457,rw2s0_029457,simple_wiki,54659,38,37,75,1,True,1,simple_wiki,54659,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_026244,rw2s0_026244,simple_wiki,58297,19,18,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002859,rw2s0_002859,bnc_spoken,1383,37,33,70,1,True,1,bnc_spoken,1383,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_011990,rw_011990,gutenberg,37099,34,30,64,1,True,1,gutenberg,37099,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_013250,rw2s1_013250,bnc_spoken,470,54,41,95,1,True,1,bnc_spoken,470,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_026541,rw2s1_026541,gutenberg,32549,45,43,88,1,True,1,gutenberg,32549,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_029037,rw_029037,childes,16163,20,20,40,1,True,1,childes,16163,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_001010,rw_001010,bnc_spoken,8,27,23,50,1,True,1,bnc_spoken,8,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_036937,rw_036937,open_subtitles,50680,12,12,24,1,True,1,open_subtitles,50680,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_024723,rw2s1_024723,bnc_spoken,1644,28,23,51,1,True,1,bnc_spoken,1644,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_030769,rw2s1_030769,bnc_spoken,1930,37,40,77,1,True,1,bnc_spoken,1930,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017530,rw2s1_017530,gutenberg,32247,20,22,42,1,True,1,gutenberg,32247,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_003508,rw_003508,gutenberg,31264,15,15,30,1,True,1,gutenberg,31264,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_033473,rw_033473,childes,4885,13,13,26,1,True,1,childes,4885,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_027983,rw2s0_027983,gutenberg,22553,20,18,38,1,True,1,gutenberg,22553,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_017579,rw2s0_017579,bnc_spoken,1940,44,45,89,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013411,rw2s0_013411,gutenberg,29386,28,30,58,1,True,1,gutenberg,29386,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_013943,rw_013943,childes,18463,12,13,25,1,True,1,childes,18463,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_003020,rw2s0_003020,childes,18265,22,22,44,1,True,1,childes,18265,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_014288,rw2s0_014288,gutenberg,29313,38,40,78,1,True,1,gutenberg,29313,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_025776,rw2s1_025776,simple_wiki,54220,26,26,52,1,True,1,simple_wiki,54220,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_003993,rw_003993,childes,18743,13,13,26,1,True,1,childes,18743,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_009461,rw2s1_009461,bnc_spoken,246,18,19,37,1,True,1,bnc_spoken,246,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011998,rw2s0_011998,open_subtitles,47090,21,25,46,1,True,1,open_subtitles,47090,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_008516,rw2s1_008516,childes,9077,22,22,44,1,True,1,childes,9077,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029071,rw2s0_029071,open_subtitles,49393,19,20,39,1,True,1,open_subtitles,49393,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011912,rw2s0_011912,simple_wiki,57491,18,18,36,1,True,1,simple_wiki,57491,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_027467,rw_027467,gutenberg,33798,23,26,49,1,True,1,gutenberg,33798,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_012966,rw2s1_012966,simple_wiki,61120,18,20,38,1,True,1,simple_wiki,61120,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_032195,rw2s1_032195,simple_wiki,57504,28,31,59,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024281,rw2s0_024281,bnc_spoken,4747,29,35,64,1,True,1,bnc_spoken,4747,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_004873,rw2s0_004873,gutenberg,33979,27,30,57,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_027659,rw_027659,gutenberg,26548,17,17,34,1,True,1,gutenberg,26548,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_014481,rw2s1_014481,gutenberg,32416,22,20,42,1,True,1,gutenberg,32416,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022463,rw2s1_022463,simple_wiki,56854,27,22,49,1,True,1,simple_wiki,56854,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_009079,rw2s0_009079,gutenberg,22885,22,26,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_020582,rw2s0_020582,gutenberg,36255,30,28,58,1,True,1,gutenberg,36255,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016402,rw2s0_016402,gutenberg,25303,18,19,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_013149,rw2s1_013149,gutenberg,26737,34,32,66,1,True,1,gutenberg,26737,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027430,rw2s1_027430,gutenberg,37864,18,18,36,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_006003,rw_006003,open_subtitles,45686,13,18,31,1,True,1,open_subtitles,45686,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013748,rw2s0_013748,gutenberg,36506,27,23,50,1,True,1,gutenberg,36506,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_012796,rw2s0_012796,simple_wiki,56417,28,23,51,1,True,1,simple_wiki,56417,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_007786,rw2s1_007786,gutenberg,27229,29,32,61,1,True,1,gutenberg,27229,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_000370,rw2s0_000370,open_subtitles,47694,26,26,52,1,True,1,open_subtitles,47694,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_014101,rw2s0_014101,childes,14449,23,20,43,1,True,1,childes,14449,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_001654,rw2s0_001654,gutenberg,25480,23,23,46,1,True,1,gutenberg,25480,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_023499,rw_023499,simple_wiki,56833,14,15,29,1,True,1,simple_wiki,56833,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044089,rw_044089,childes,9580,15,15,30,1,True,1,childes,9580,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013489,rw2s0_013489,bnc_spoken,4127,52,37,89,1,True,1,bnc_spoken,4127,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_029545,rw2s1_029545,gutenberg,31538,20,19,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_008295,rw2s0_008295,gutenberg,32488,18,16,34,1,True,1,gutenberg,32488,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_007383,rw2s0_007383,gutenberg,33561,22,22,44,1,True,1,gutenberg,33561,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_018516,rw_018516,childes,15617,12,11,23,1,True,1,childes,15617,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_016634,rw2s1_016634,childes,9234,28,27,55,1,True,1,childes,9234,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_015353,rw2s0_015353,simple_wiki,54547,18,20,38,1,True,1,simple_wiki,54547,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_022744,rw_022744,childes,6018,12,13,25,1,True,1,childes,6018,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000792,rw2s1_000792,bnc_spoken,3766,29,30,59,1,True,1,bnc_spoken,3766,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_004505,rw2s1_004505,simple_wiki,54896,35,31,66,1,True,1,simple_wiki,54896,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_040840,rw_040840,open_subtitles,51804,13,15,28,1,True,1,open_subtitles,51804,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011243,rw2s0_011243,gutenberg,24389,24,22,46,1,True,1,gutenberg,24389,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_016889,rw_016889,childes,19136,12,12,24,1,True,1,childes,19136,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022058,rw2s1_022058,simple_wiki,62242,22,21,43,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_020149,rw2s0_020149,childes,12184,18,18,36,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044522,rw_044522,childes,9842,17,19,36,1,True,1,childes,9842,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_021774,rw_021774,simple_wiki,62264,15,16,31,1,True,1,simple_wiki,62264,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_018138,rw2s0_018138,gutenberg,30872,19,22,41,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_035887,rw_035887,childes,17379,15,12,27,1,True,1,childes,17379,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000300,rw2s1_000300,gutenberg,35069,25,24,49,1,True,1,gutenberg,35069,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_013681,rw2s0_013681,bnc_spoken,1393,36,35,71,1,True,1,bnc_spoken,1393,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022629,rw2s1_022629,bnc_spoken,4335,41,35,76,1,True,1,bnc_spoken,4335,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_006659,rw2s0_006659,gutenberg,36303,32,23,55,1,True,1,gutenberg,36303,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_025634,rw2s1_025634,bnc_spoken,184,20,25,45,1,True,1,bnc_spoken,184,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017054,rw2s1_017054,bnc_spoken,4328,26,22,48,1,True,1,bnc_spoken,4328,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011631,rw2s0_011631,bnc_spoken,1604,20,16,36,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_036747,rw_036747,childes,12637,13,14,27,1,True,1,childes,12637,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_011899,rw2s0_011899,simple_wiki,57320,18,22,40,1,True,1,simple_wiki,57320,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_038542,rw_038542,open_subtitles,46972,17,19,36,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_042027,rw_042027,childes,18703,19,18,37,1,True,1,childes,18703,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027817,rw2s1_027817,gutenberg,31855,33,34,67,1,True,1,gutenberg,31855,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_027805,rw2s0_027805,gutenberg,38228,18,20,38,1,True,1,gutenberg,38228,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002672,rw2s0_002672,gutenberg,33385,35,34,69,1,True,1,gutenberg,33385,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_023405,rw2s1_023405,gutenberg,29101,35,35,70,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016819,rw2s0_016819,bnc_spoken,4127,24,23,47,1,True,1,bnc_spoken,4127,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_009969,rw2s0_009969,gutenberg,24023,32,26,58,1,True,1,gutenberg,24023,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_007807,rw2s0_007807,gutenberg,33844,19,22,41,1,True,1,gutenberg,33844,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_002097,rw_002097,open_subtitles,44959,14,13,27,1,True,1,open_subtitles,44959,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_023943,rw_023943,gutenberg,28937,12,10,22,1,True,1,gutenberg,28937,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_002442,rw2s0_002442,gutenberg,26328,30,25,55,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_004781,rw2s0_004781,gutenberg,30448,35,35,70,1,True,1,gutenberg,30448,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_000530,rw2s0_000530,simple_wiki,53749,33,36,69,1,True,1,simple_wiki,53749,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021022,rw2s0_021022,gutenberg,31214,26,21,47,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_023308,rw2s0_023308,simple_wiki,61926,18,18,36,1,True,1,simple_wiki,61926,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_006853,rw2s1_006853,gutenberg,25015,39,36,75,1,True,1,gutenberg,25015,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027403,rw2s1_027403,gutenberg,34379,30,27,57,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_031738,rw2s0_031738,simple_wiki,55346,19,23,42,1,True,1,simple_wiki,55346,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028681,rw2s0_028681,gutenberg,24217,41,32,73,1,True,1,gutenberg,24217,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_039003,rw_039003,open_subtitles,45852,17,13,30,1,True,1,open_subtitles,45852,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_028009,rw_028009,childes,6394,12,13,25,1,True,1,childes,6394,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_032697,rw2s0_032697,gutenberg,34138,23,23,46,1,True,1,gutenberg,34138,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022331,rw2s1_022331,childes,15812,19,22,41,1,True,1,childes,15812,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024694,rw2s0_024694,bnc_spoken,2196,22,16,38,1,True,1,bnc_spoken,2196,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016038,rw2s0_016038,bnc_spoken,1462,20,21,41,1,True,1,bnc_spoken,1462,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_010765,rw2s0_010765,bnc_spoken,4432,24,31,55,1,True,1,bnc_spoken,4432,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_019422,rw2s0_019422,simple_wiki,55704,25,23,48,1,True,1,simple_wiki,55704,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_008158,rw2s1_008158,gutenberg,30037,28,29,57,1,True,1,gutenberg,30037,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_021564,rw2s0_021564,childes,15076,18,20,38,1,True,1,childes,15076,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_044954,rw_044954,childes,20231,15,15,30,1,True,1,childes,20231,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_018727,rw2s1_018727,open_subtitles,46786,20,17,37,1,True,1,open_subtitles,46786,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017711,rw2s1_017711,gutenberg,34878,45,40,85,1,True,1,gutenberg,34878,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_011580,rw2s1_011580,gutenberg,33220,38,33,71,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_001780,rw2s0_001780,gutenberg,22900,20,23,43,1,True,1,gutenberg,22900,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_020425,rw_020425,childes,10794,13,16,29,1,True,1,childes,10794,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010577,rw2s1_010577,simple_wiki,54705,27,27,54,1,True,1,simple_wiki,54705,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_006967,rw2s1_006967,simple_wiki,58760,18,24,42,1,True,1,simple_wiki,58760,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_022261,rw2s1_022261,gutenberg,36253,29,23,52,1,True,1,gutenberg,36253,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_016244,rw2s1_016244,gutenberg,29378,25,27,52,1,True,1,gutenberg,29378,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_028800,rw2s0_028800,gutenberg,33940,39,35,74,1,True,1,gutenberg,33940,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029619,rw2s0_029619,childes,19092,19,19,38,1,True,1,childes,19092,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_031900,rw2s1_031900,gutenberg,30847,25,22,47,1,True,1,gutenberg,30847,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016455,rw2s0_016455,gutenberg,26097,19,18,37,1,True,1,gutenberg,26097,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_015978,rw_015978,bnc_spoken,535,25,23,48,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_006824,rw2s1_006824,bnc_spoken,3910,49,34,83,1,True,1,bnc_spoken,3910,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_000750,rw_000750,childes,6916,12,13,25,1,True,1,childes,6916,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_024775,rw2s0_024775,simple_wiki,60765,25,28,53,1,True,1,simple_wiki,60765,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_027304,rw2s0_027304,gutenberg,28924,20,20,40,1,True,1,gutenberg,28924,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_000528,rw2s1_000528,gutenberg,29156,43,42,85,1,True,1,gutenberg,29156,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_041813,rw_041813,open_subtitles,46304,12,16,28,1,True,1,open_subtitles,46304,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005014,rw2s0_005014,gutenberg,34518,22,21,43,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_014892,rw2s1_014892,simple_wiki,57236,26,25,51,1,True,1,simple_wiki,57236,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_039528,rw_039528,childes,11927,21,24,45,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_029601,rw2s0_029601,open_subtitles,43495,20,15,35,1,True,1,open_subtitles,43495,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_012660,rw2s0_012660,childes,12035,19,15,34,1,True,1,childes,12035,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_023102,rw2s1_023102,simple_wiki,57649,23,23,46,1,True,1,simple_wiki,57649,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_017386,rw2s1_017386,gutenberg,27903,24,27,51,1,True,1,gutenberg,27903,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_027580,rw2s1_027580,simple_wiki,58641,32,24,56,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_032367,rw2s0_032367,childes,14324,22,26,48,1,True,1,childes,14324,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_038622,rw_038622,open_subtitles,46773,19,18,37,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_011373,rw_011373,bnc_spoken,2236,18,23,41,1,True,1,bnc_spoken,2236,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_017453,rw_017453,childes,21233,15,13,28,1,True,1,childes,21233,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_012911,rw2s1_012911,simple_wiki,53502,28,27,55,1,True,1,simple_wiki,53502,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_029438,rw2s1_029438,simple_wiki,56042,18,19,37,1,True,1,simple_wiki,56042,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_031448,rw2s1_031448,bnc_spoken,1898,26,31,57,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_024644,rw2s1_024644,open_subtitles,41770,27,33,60,1,True,1,open_subtitles,41770,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_039236,rw_039236,childes,7442,12,12,24,1,True,1,childes,7442,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_005684,rw2s0_005684,childes,10872,18,14,32,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_032298,rw2s0_032298,childes,9778,18,15,33,1,True,1,childes,9778,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_008485,rw2s1_008485,gutenberg,26499,38,45,83,1,True,1,gutenberg,26499,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_016489,rw2s0_016489,open_subtitles,39911,25,25,50,1,True,1,open_subtitles,39911,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_015151,rw2s1_015151,gutenberg,30557,28,27,55,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_018170,rw2s0_018170,gutenberg,33899,25,24,49,1,True,1,gutenberg,33899,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_009434,rw2s1_009434,gutenberg,36705,23,26,49,1,True,1,gutenberg,36705,True,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_006621,rw2s0_006621,gutenberg,31122,29,34,63,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_027936,rw2s0_027936,open_subtitles,39464,18,20,38,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw_011602,rw_011602,childes,12534,15,13,28,1,True,1,childes,12534,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_018061,rw2s1_018061,open_subtitles,45374,20,19,39,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s1_010455,rw2s1_010455,simple_wiki,52915,23,20,43,1,True,1,simple_wiki,52915,False,True,dose21_clean_shard1_all_or_exact
dose21,dose56_rw2s0_023843,rw2s0_023843,simple_wiki,59537,20,20,40,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
