word,stream_count,stream_log_freq_per_million,child_status,child_aoa_month,model_status,model_aoa_log10_step,model_curve_first_minus_last,current_exposure_status,current_cross_log10_word_pos,current_cross_word_pos,count_src__bnc_spoken,logfreq_src__bnc_spoken,count_src__childes,logfreq_src__childes,count_src__cleanqwen_fineweb_compact_view_reinvest,logfreq_src__cleanqwen_fineweb_compact_view_reinvest,count_src__gutenberg,logfreq_src__gutenberg,count_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,logfreq_src__neutral_cleanqwen_topup_compact_reinvest::open_subtitles,count_src__open_subtitles,logfreq_src__open_subtitles,count_src__qwen_pair_packed,logfreq_src__qwen_pair_packed,count_src__simple_wiki,logfreq_src__simple_wiki,count_src__switchboard,logfreq_src__switchboard,childes_spoken_first_cross_log10_word_pos,childes_spoken_first_cross_source,childes_bnc_simple_first_cross_log10_word_pos,childes_bnc_simple_first_cross_source,written_first_control_cross_log10_word_pos,written_first_control_cross_source,qwen_clean_first_control_cross_log10_word_pos,qwen_clean_first_control_cross_source,largest_sources_first_cross_log10_word_pos,largest_sources_first_cross_source,smallest_sources_first_cross_log10_word_pos,smallest_sources_first_cross_source,alphabetical_sources_cross_log10_word_pos,alphabetical_sources_cross_source,source_child_aoa_enrichment_first_cross_log10_word_pos,source_child_aoa_enrichment_first_cross_source
dance,8900,4.488692547929396,ok,23.335263733647373,ok,6.977861542481049,-0.20953061878681112,ok,7.699156432995127,50021468.0,130,3.120713568420119,2490,4.5718507484312445,90,3.061940548913208,1170,4.142368851444493,0,8.622553707074063,2650,4.975908578340346,1220,4.299542765739732,1140,4.679274111341922,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
dark,13890,4.933790246232648,ok,26.0144061423592,threshold_above_upper_asymptote,,-0.08439786434173513,ok,7.698906056111177,49992638.23054755,200,3.5501545884039944,2020,4.362712260436435,590,4.937560333844744,5200,5.633692618306716,0,8.622553707074063,1710,4.537946002330144,3030,5.209009777298057,1140,4.679274111341922,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
day,86150,6.75868085978167,ok,28.57030413820359,ok,6.755711034627276,3.4826838672161102,ok,7.699005248069324,50004057.749390885,4790,6.723730410748299,14410,6.327324362435809,2780,6.486976744834946,26310,7.254905942548209,0,8.622553707074063,17050,6.8373398057073596,16050,6.87602215662762,4650,6.0847820893,110,6.2599652481078385,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
deer,2100,3.0447605046213453,ok,27.88841176179346,threshold_above_upper_asymptote,,-1.1984476725260418,ok,7.699156432995127,50021468.0,40,1.9506423157698642,430,2.816559299785692,120,3.3482404511380373,690,3.6145985373628746,0,8.622553707074063,350,2.95276570438713,310,2.9307107772802503,160,2.718346012187549,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
diaper,730,1.988559045202663,ok,20.32324248611525,threshold_above_upper_asymptote,,-0.013812017440795188,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,570,3.098125145220037,0,-2.136556482352618,0,-3.6159646160464174,0,8.622553707074063,100,1.7035627254116152,60,1.2951702409435126,0,-3.0530951109424667,0,0.8618025465900853,7.678674223643472,qwen_pair_packed,7.678674223643472,qwen_pair_packed,7.698969926163005,childes,7.667309387832344,open_subtitles,7.680521159554612,qwen_pair_packed,7.698970004336019,childes,7.689485027938436,qwen_pair_packed,7.6937536739156185,open_subtitles
dinner,12430,4.822738222969115,ok,24.335488629604637,ok,7.142528292760819,1.363116812705993,ok,7.699086325852114,50013393.80306699,410,4.266716270549853,3970,5.038259286253172,90,3.061940548913208,3390,5.205915246637424,0,8.622553707074063,2730,5.005645019504693,1790,4.6827770653452045,50,1.5620254058987928,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
dirty,4860,3.8837264062730323,ok,22.77759428568781,flat_or_zero_amplitude,,-0.9505478858947765,ok,7.699156432995127,50021468.0,120,3.0409900945880803,2690,4.649094304847381,90,3.061940548913208,710,3.6431515120506828,0,8.622553707074063,620,3.523930602557147,480,3.367354104317064,150,2.654015153806409,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
dish,2820,3.3394992671919392,ok,28.392517499821075,ok,7.693096266004384,0.9453202739357938,ok,7.698849413758478,49986118.42402827,20,1.2697652278017333,1850,4.274823127744117,40,2.2578926723198207,380,3.0186687418152682,0,8.622553707074063,180,2.2891357756854203,290,2.864130452198683,60,1.7426954346542745,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
doctor,14340,4.965672795061149,ok,25.058857514368704,ok,6.753394551812259,0.6743410348892205,ok,7.698853905158279,49986635.37465181,540,4.541834978736634,3290,4.850406783814081,630,5.003103853612302,3060,5.103516144804653,0,8.622553707074063,4040,5.397528723585987,1850,4.715738027732928,930,4.475774145699784,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
dog,32430,5.781684431017422,child_above_50pct_from_first_age,,not_attempted_no_child_aoa,,,ok,7.698889184560309,49990696.1451861,1000,5.157595495681159,19570,6.633390585291819,640,5.018839819544116,5160,5.625971317519515,0,8.622553707074063,2450,4.897452362262087,2950,5.18225680240394,660,4.133049193579859,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
doll,10060,4.6112019582198105,ok,23.083057299428276,ok,7.522442192232571,0.9271214558528023,ok,7.698811972384983,49981809.20911794,0,-2.4438068389025744,7840,5.7186698627389925,30,1.9743173818206934,1090,4.071574150155212,0,8.622553707074063,280,2.729978722875236,750,3.8132665269802337,70,1.8956647794357016,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
donkey,1850,2.9180409658381192,child_sigmoid_or_bounds_failed,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,1180,3.8253053324434743,20,1.57701558435169,480,3.252009792923875,0,8.622553707074063,60,1.1960483629492806,80,1.5807840603312346,30,1.0577787532308447,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
donut,840,2.1288267668605787,ok,26.470267452063016,threshold_above_upper_asymptote,,-3.9935083389282227,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,670,3.25963567863964,0,-2.136556482352618,0,-3.6159646160464174,0,8.622553707074063,150,2.1073680821014156,20,0.2129517620510794,0,-3.0530951109424667,0,0.8618025465900853,7.678674223643472,qwen_pair_packed,7.678674223643472,qwen_pair_packed,7.698969926163005,childes,7.667309387832344,open_subtitles,7.680521159554612,qwen_pair_packed,7.698970004336019,childes,7.689485027938436,qwen_pair_packed,7.6937536739156185,open_subtitles
door,33110,5.802435545617071,ok,21.094330119099542,ok,6.688988403347932,2.225527918338776,ok,7.698999009590236,50003339.46481425,1290,5.41212536081604,9840,5.945873777681399,130,3.4279639249700753,9550,6.2415313526387175,0,8.622553707074063,6030,5.797990202935782,5970,5.887112830880156,300,3.345499823592741,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
downtown,780,2.0547645539673955,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,170,1.890347272641478,40,2.2578926723198207,0,-3.6159646160464174,0,8.622553707074063,280,2.729978722875236,140,2.1377343646805174,150,2.654015153806409,0,0.8618025465900853,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.698969926163005,childes,7.693753594798004,simple_wiki,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
draw,7130,4.26696645118873,ok,25.332147277029616,threshold_above_upper_asymptote,,-0.3222103595733632,ok,7.69903459860086,50007437.24263675,230,3.689591204094074,3930,5.028133899151718,90,3.061940548913208,830,3.799210493566877,0,8.622553707074063,660,3.586402121874865,1110,4.205092519241199,270,3.240324167904015,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
drawer,1810,2.8961881432176044,ok,28.011508334888347,ok,7.26984634718111,2.3288267965500165,ok,7.699156432995127,50021468.0,20,1.2697652278017333,930,3.587334052000212,40,2.2578926723198207,380,3.0186687418152682,0,8.622553707074063,230,2.5336558603491883,210,2.542012529029153,0,-3.0530951109424667,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.689485027938436,qwen_pair_packed,7.698786519592156,bnc_spoken
drive,9940,4.5992024142083,ok,25.239924635828906,ok,7.722365437887102,0.9430355489253994,ok,7.698981813493555,50001359.59798995,300,3.954788095632633,3350,4.868476843331132,440,4.644501143583562,1670,4.498060826310339,0,8.622553707074063,2450,4.897452362262087,1250,4.323825626224391,470,3.793848028642913,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
drop,7640,4.336048139057221,ok,26.122703160314753,model_fit_exception,,-0.39624323844909703,ok,7.699042732589801,50008373.85078534,410,4.266716270549853,2670,4.641632975697732,320,4.326472974568052,1080,4.062361740460468,0,8.622553707074063,1980,4.6845096149744565,940,4.0389385246478025,230,3.080302932054182,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
dryer,500,1.610437412767184,child_sigmoid_or_bounds_failed,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,40,1.9506423157698642,160,1.8299059184879773,40,2.2578926723198207,0,-3.6159646160464174,0,8.622553707074063,110,1.7984205188702924,60,1.2951702409435126,90,2.145401920323359,0,0.8618025465900853,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
duck,5250,3.9609084031579567,ok,18.166198717402246,threshold_above_upper_asymptote,,-0.8997454362757065,ok,7.699156432995127,50021468.0,40,1.9506423157698642,3690,4.965129205128013,40,2.2578926723198207,470,3.2309785235389623,0,8.622553707074063,420,3.1348494773254876,370,3.1073803206428585,220,3.0359497645043794,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
dump,1560,2.7475913757227426,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.699156432995127,50021468.0,50,2.171313677938685,1060,3.718107749922644,20,1.57701558435169,0,-3.6159646160464174,0,8.622553707074063,290,2.765008574204451,130,2.063900102669465,10,-0.008572673219043673,0,0.8618025465900853,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.682511778461281,cleanqwen_fineweb_compact_view_reinvest,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
ear,5240,3.9590020066221405,ok,18.557045885439496,ok,7.010246635039565,1.56116738319397,ok,7.699156432995127,50021468.0,70,2.5049530514755936,2170,4.434324810657555,310,4.294774599580861,1200,4.1676759801748355,0,8.622553707074063,800,3.778641530349254,570,3.5390400452088473,120,2.4317018225481886,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
eat,52750,6.2681583439782855,ok,20.38286318166485,ok,6.9433926538932065,2.6288453459739696,ok,7.699008217819333,50004399.68341232,570,4.595853510959501,39320,7.331113266273134,970,5.434402100816392,3680,5.2879864560122884,0,8.622553707074063,4980,5.606690564497705,2420,4.984256285286466,810,4.3377034107932095,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
egg,12700,4.8442264557623504,ok,21.979637752951344,ok,7.14665871429845,0.5935561895370487,ok,7.698815688613943,49982236.90196078,120,3.0409900945880803,9740,5.935659705939165,290,4.228194274499293,680,3.6000103866050486,0,8.622553707074063,460,3.2257178536078466,1070,4.168407983936454,340,3.470467195207046,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
elephant,6060,4.104377397922475,ok,22.548457510004862,flat_or_zero_amplitude,,-2.711396149226596,ok,7.699156432995127,50021468.0,20,1.2697652278017333,4600,5.185532248140323,160,3.634884640777398,540,3.3696772015927907,0,8.622553707074063,290,2.765008574204451,310,2.9307107772802503,140,2.585259558391279,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
empty,4660,3.8417078315131206,ok,26.529972503464574,ok,7.046955949563199,0.5406666755676266,ok,7.699156432995127,50021468.0,190,3.4989925362241263,1110,3.7641776192523886,70,2.8122034080255505,1070,4.053063672543265,0,8.622553707074063,1050,4.05042651819754,980,4.080589521543118,180,2.8357828473904143,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
eye,13090,4.874471869283385,ok,17.56441529060678,ok,7.0449611325621655,1.7621337890624993,ok,7.698957481158045,49998558.23664122,320,4.019222618018095,3790,4.9918651914142655,950,5.413578860135811,2770,5.003965652820932,0,8.622553707074063,2360,4.860033737898826,2290,4.929052289233514,610,4.054330363168238,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
face,33110,5.802435545617071,ok,23.708999528999072,flat_or_zero_amplitude,,0.7457372903823849,ok,7.699103917281081,50015419.67472793,800,4.93457687409414,4800,5.228087334055585,980,5.444653343843728,13460,6.584697314124836,0,8.622553707074063,4710,5.550954336401207,7500,6.115251839875662,850,4.385876481453395,10,3.906324984313508,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
fall,17300,5.153320495814236,ok,23.398800241984326,ok,7.311190153082224,2.0699132084846488,ok,7.6989556800993375,49998350.88850375,320,4.019222618018095,8660,5.818139712528241,400,4.549304464715742,2090,4.722341115310147,0,8.622553707074063,2420,4.885134407292234,2510,5.020764091381477,880,4.420541997553739,20,4.575374613294393,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
farm,5670,4.037862390267294,ok,28.02073014859909,ok,7.004468250936978,1.1305454730987545,ok,7.699003491033711,50003855.4471831,140,3.1945478304311714,1630,4.14825397114728,360,4.444082654932331,1380,4.307383595883737,0,8.622553707074063,440,3.181315443288719,1170,4.257713162837683,530,3.9138720276715167,20,4.575374613294393,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
fast,11780,4.769030715138462,ok,25.50491253156236,ok,7.090780030209967,0.6683662772178653,ok,7.698643057807622,49962373.05485232,360,4.136832298382375,3280,4.847363104702839,490,4.7520159772127455,2590,4.936788750768371,0,8.622553707074063,2980,5.093251348572466,1560,4.545288437617551,500,3.855659668372754,20,4.575374613294393,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
feed,5150,3.9416788903356568,ok,27.19892571562119,ok,7.485859577282093,1.6118436269462109,ok,7.699156432995127,50021468.0,140,3.1945478304311714,2540,4.591728166951693,320,4.326472974568052,630,3.523695719918502,0,8.622553707074063,830,3.8154329269658342,430,3.2574741997745025,260,3.2026549308109002,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
find,52650,6.2662608282051,ok,25.64249106636554,ok,6.446143622353852,3.3363857746124275,ok,7.699090403088275,50013863.34017484,2760,6.17250744338147,10840,6.042656375309052,1890,6.101187321538315,11160,6.397318602312595,0,8.622553707074063,18090,6.896547215499738,6750,6.009898731104018,1040,4.587508715451168,120,6.34659948008074,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
fine,24430,5.498417444693634,child_never_reaches_50pct,,not_attempted_no_child_aoa,,,ok,7.698872497913047,49988775.41830065,910,5.063334240825034,3580,4.934869710364901,600,4.954353339727366,5520,5.693406279392719,0,8.622553707074063,10730,6.374250430774022,2710,5.09741527460711,350,3.4994127760921234,30,4.9726764107633965,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
finger,6340,4.149542722686863,ok,21.849311819029033,ok,6.793246330576963,0.38231651782989573,ok,7.698883215815454,49990009.10062893,90,2.754690192363251,4020,5.05077352790611,150,3.570553782396258,800,3.762419096950297,0,8.622553707074063,440,3.181315443288719,690,3.729942848756064,150,2.654015153806409,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
finish,9920,4.597188416246434,ok,27.879604149197586,ok,7.457667094338411,0.19830570220947408,ok,7.698807474606412,49981291.57429719,290,3.920943917949337,5810,5.419033880580835,160,3.634884640777398,750,3.6979222155870444,0,8.622553707074063,1950,4.669246026859196,780,3.852461615862204,180,2.8357828473904143,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
fireman,940,2.2412414627529937,ok,28.027488402045414,flat_or_zero_amplitude,,-2.771055221557617,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,680,3.274439798009427,0,-2.136556482352618,110,1.7821980854713353,0,8.622553707074063,70,1.349017707730708,60,1.2951702409435126,20,0.6604769557618412,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.693753594798004,simple_wiki,7.690014524717385,simple_wiki,7.698970004336019,childes,7.698786519592156,simple_wiki,7.6937536739156185,open_subtitles
firetruck,340,1.2252449396014757,,,,,,ok,7.699156432995127,50021468.0,0,-2.4438068389025744,340,2.5820271015074736,0,-2.136556482352618,0,-3.6159646160464174,0,8.622553707074063,0,-3.5997421826474603,0,-3.5006203046532285,0,-3.0530951109424667,0,0.8618025465900853,7.629153432549817,childes,7.629153432549817,childes,7.698969926163005,childes,7.649871951278683,childes,7.629153432549817,childes,7.698970004336019,childes,7.634988046619437,childes,7.629153432549817,childes
first,115320,7.050300301516208,ok,28.986200167021508,flat_or_zero_amplitude,,1.691512417793274,ok,7.698908159808876,49992880.3926221,6340,7.004053250332325,19290,6.618980001647649,7250,7.4454164091952775,19060,6.932555974326227,0,8.622553707074063,17080,6.839097738831255,22260,7.203095962298905,24010,7.7262985832723405,30,4.9726764107633965,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
fit,9840,4.5890916157754,ok,29.91292643388448,ok,7.019049910868102,1.1548458099365249,ok,7.698540621931593,49950589.95344129,400,4.242054108165784,5470,5.358737274834751,370,4.471444142943469,1480,4.377317712055174,0,8.622553707074063,1130,4.123820289630509,900,3.9954770405227276,90,2.145401920323359,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
fix,8170,4.403115199503747,ok,25.022576246429,ok,7.3785185784242815,1.6035226821899409,ok,7.699156432995127,50021468.0,160,3.3276342842274413,5340,5.334686536447657,180,3.752321475980263,280,2.7137562894762786,0,8.622553707074063,1720,4.54377522315002,350,3.0518875823813616,110,2.3450675905752862,30,4.9726764107633965,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
flag,3620,3.5891972308407842,ok,27.41475309249198,ok,7.053213277398209,1.4395774602890024,ok,7.699156432995127,50021468.0,200,3.5501545884039944,350,2.6109726823925516,270,4.156862796493864,530,3.3510025225675655,0,8.622553707074063,390,3.0608329671922254,600,3.590289517426755,1280,4.795057975257058,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
flower,4390,3.782028208811959,ok,21.001766818807774,ok,7.143130270855823,1.0808453202247623,ok,7.698958988711597,49998731.79545455,10,0.6007155988208485,1870,4.285573029706107,250,4.080049618732247,1370,4.3001134802563685,0,8.622553707074063,340,2.923820123502052,400,3.1852406424151307,150,2.654015153806409,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
food,31400,5.749408909348354,ok,23.482138731792105,ok,6.8271030633788685,0.7384608387947083,ok,7.698990593369365,50002370.45625199,1250,5.380639091975045,15520,6.401528985631022,3900,6.825450727235696,2580,4.93292102210231,0,8.622553707074063,3010,5.103266454816987,3520,5.358885179865905,1590,5.011855780806678,30,4.9726764107633965,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698969926163005,switchboard,7.698969926163005,switchboard,7.698970004336019,childes,7.698970004336019,switchboard,7.698970004336019,switchboard
foot,10100,4.615170020566425,ok,21.095607950124922,flat_or_zero_amplitude,,0.3729738712310784,ok,7.698984236841166,50001638.60455897,260,3.8119432028507925,3720,4.973225322755223,720,5.136536113646904,2370,4.848038746855701,0,8.622553707074063,1090,4.0877965835541685,1750,4.660183616301437,190,2.8897042641842345,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
fork,3280,3.490580942796841,ok,21.87941295589893,flat_or_zero_amplitude,,-1.4488189080182234,ok,7.69862650164432,49960468.42682927,10,0.6007155988208485,2630,4.626541197088769,20,1.57701558435169,190,2.3268347590802834,0,8.622553707074063,100,1.7035627254116152,240,2.6752469654525326,90,2.145401920323359,0,0.8618025465900853,7.698970004336019,gutenberg,7.698970004336019,gutenberg,7.698969926163005,childes,7.698786441386108,bnc_spoken,7.698786441386108,cleanqwen_fineweb_compact_view_reinvest,7.698970004336019,childes,7.698786519592156,simple_wiki,7.698786519592156,bnc_spoken
