target,decoder_mode,layer_index,layer,pair_id,family,template_id,alt_type,alt_0,alt_1,correct_AB,correct_BA,margin_AB,margin_BA,four_cell_M,both_correct,swap_both_correct,erased_bias,s_AB_alt0,s_AB_alt1,s_BA_alt0,s_BA_alt1,s_erased_alt0,s_erased_alt1
scale1p75_live_80M,raw,3,L3,151108,heard_or_received,hr01,people,Leah,Felix,Felix,Leah,-11.257055282592773,11.342037200927734,0.08498191833496094,False,False,-10.779051780700684,-13.146543502807617,-24.40359878540039,-13.169023513793945,-24.51106071472168,-12.57909870147705,-23.358150482177734
scale1p75_live_80M,raw,3,L3,151109,heard_or_received,hr01,people,Liam,Felix,Felix,Liam,-4.410484313964844,4.530313491821289,0.11982917785644531,False,False,-4.547229766845703,-19.818817138671875,-24.22930145263672,-19.80092430114746,-24.33123779296875,-18.81092071533203,-23.358150482177734
scale1p75_live_80M,raw,3,L3,151110,heard_or_received,hr01,people,Dylan,Caleb,Caleb,Dylan,0.28849029541015625,-0.23192405700683594,0.05656623840332031,False,False,-0.7639503479003906,-26.288677215576172,-26.000186920166016,-26.249988555908203,-26.018064498901367,-23.66522216796875,-24.42917251586914
scale1p75_live_80M,raw,3,L3,151111,heard_or_received,hr01,people,Leo,Sofia,Sofia,Leo,-12.925556182861328,13.12696361541748,0.20140743255615234,False,False,-12.04207992553711,-12.338706970214844,-25.264263153076172,-12.336392402648926,-25.463356018066406,-11.887840270996094,-23.929920196533203
scale1p75_live_80M,raw,3,L3,151112,heard_or_received,hr01,people,Hana,Nina,Nina,Hana,8.691441535949707,-8.6738862991333,0.01755523681640625,False,False,8.221088409423828,-19.53406524658203,-10.842623710632324,-19.249412536621094,-10.575526237487793,-19.161128997802734,-10.940040588378906
scale1p75_live_80M,raw,3,L3,151113,heard_or_received,hr01,people,Dylan,Theo,Theo,Dylan,13.23613166809082,-13.059001922607422,0.17712974548339844,False,False,11.221223831176758,-26.037567138671875,-12.801435470581055,-25.907821655273438,-12.848819732666016,-23.66522216796875,-12.443998336791992
scale1p75_live_80M,raw,3,L3,151114,heard_or_received,hr01,people,Mira,Iris,Iris,Mira,4.859172821044922,-4.804746627807617,0.05442619323730469,False,False,4.054616928100586,-19.523468017578125,-14.664295196533203,-19.33277130126953,-14.528024673461914,-18.473772048950195,-14.41915512084961
scale1p75_live_80M,raw,3,L3,151115,heard_or_received,hr01,people,Owen,Liam,Liam,Owen,-7.363991737365723,7.349956512451172,-0.014035224914550781,False,False,-6.36015510559082,-12.847187995910645,-20.211179733276367,-12.801071166992188,-20.15102767944336,-12.450765609741211,-18.81092071533203
scale1p75_live_80M,raw,3,L3,151116,heard_or_received,hr01,people,Jules,Sofia,Sofia,Jules,-6.045804977416992,6.121734619140625,0.07592964172363281,False,False,-6.718828201293945,-18.755184173583984,-24.800989151000977,-18.835243225097656,-24.95697784423828,-17.211091995239258,-23.929920196533203
scale1p75_live_80M,raw,3,L3,151117,heard_or_received,hr01,people,Zoe,Miles,Miles,Zoe,-0.4905529022216797,0.4998207092285156,0.009267807006835938,False,False,0.09198379516601562,-20.297990798950195,-20.788543701171875,-20.2578125,-20.757633209228516,-19.541410446166992,-19.449426651000977
scale1p75_live_80M,raw,3,L3,151118,heard_or_received,hr01,people,Ava,Felix,Felix,Ava,-3.79229736328125,3.917499542236328,0.12520217895507812,False,False,-4.138359069824219,-20.28506851196289,-24.07736587524414,-20.200782775878906,-24.118282318115234,-19.219791412353516,-23.358150482177734
scale1p75_live_80M,raw,3,L3,151119,heard_or_received,hr01,people,Leah,Jules,Jules,Leah,-5.721112251281738,5.668519020080566,-0.052593231201171875,False,False,-4.631993293762207,-13.182623863220215,-18.903736114501953,-13.168078422546387,-18.836597442626953,-12.57909870147705,-17.211091995239258
scale1p75_live_80M,raw,3,L3,151120,heard_or_received,hr02,people,Ruby,Caleb,Caleb,Ruby,-4.1312408447265625,4.066917419433594,-0.06432342529296875,False,False,-4.35784912109375,-20.045265197753906,-24.17650604248047,-19.94393539428711,-24.010852813720703,-18.490646362304688,-22.848495483398438
scale1p75_live_80M,raw,3,L3,151121,heard_or_received,hr02,people,Nina,Tara,Tara,Nina,-7.335715293884277,7.330461502075195,-0.005253791809082031,False,False,-5.967171669006348,-9.801362037658691,-17.13707733154297,-9.886655807495117,-17.217117309570312,-10.25025463104248,-16.217426300048828
scale1p75_live_80M,raw,3,L3,151122,heard_or_received,hr02,people,Omar,Pia,Pia,Omar,3.008251190185547,-3.0152053833007812,-0.006954193115234375,False,False,3.208547592163086,-21.069339752197266,-18.06108856201172,-21.03775405883789,-18.02254867553711,-19.502784729003906,-16.29423713684082
scale1p75_live_80M,raw,3,L3,151123,heard_or_received,hr02,people,Tara,Mina,Mina,Tara,-1.4888572692871094,1.5147342681884766,0.025876998901367188,False,False,-1.0153274536132812,-17.333539962768555,-18.822397232055664,-17.320117950439453,-18.83485221862793,-16.217426300048828,-17.23275375366211
scale1p75_live_80M,raw,3,L3,151124,heard_or_received,hr02,people,Noah,Oscar,Oscar,Noah,5.221010208129883,-5.192069053649902,0.02894115447998047,False,False,4.9122114181518555,-17.25341796875,-12.032407760620117,-17.201601028442383,-12.00953197479248,-16.75263214111328,-11.840420722961426
scale1p75_live_80M,raw,3,L3,151125,heard_or_received,hr02,people,Arun,Hana,Hana,Arun,0.7019863128662109,-0.6918144226074219,0.010171890258789062,False,False,0.7213420867919922,-19.61518096923828,-18.91319465637207,-19.606555938720703,-18.91474151611328,-18.52659034729004,-17.805248260498047
scale1p75_live_80M,raw,3,L3,151126,heard_or_received,hr02,people,Caleb,Nina,Nina,Caleb,13.851651191711426,-13.852893829345703,-0.0012426376342773438,False,False,12.598240852355957,-23.900144577026367,-10.048493385314941,-23.912776947021484,-10.059883117675781,-22.848495483398438,-10.25025463104248
scale1p75_live_80M,raw,3,L3,151127,heard_or_received,hr02,people,Simon,Leo,Leo,Simon,-1.8672895431518555,1.9097042083740234,0.04241466522216797,False,False,-2.073153495788574,-10.296584129333496,-12.163873672485352,-10.273677825927734,-12.183382034301758,-9.561759948730469,-11.634913444519043
scale1p75_live_80M,raw,3,L3,151128,heard_or_received,hr02,people,Hana,Sofia,Sofia,Hana,-4.976806640625,5.049022674560547,0.07221603393554688,False,False,-4.626993179321289,-18.749292373657227,-23.726099014282227,-18.64611053466797,-23.695133209228516,-17.805248260498047,-22.432241439819336
scale1p75_live_80M,raw,3,L3,151129,heard_or_received,hr02,people,Tara,Liam,Liam,Tara,-1.197225570678711,1.2527637481689453,0.055538177490234375,False,False,-1.4890823364257812,-17.443017959594727,-18.640243530273438,-17.437774658203125,-18.69053840637207,-16.217426300048828,-17.70650863647461
scale1p75_live_80M,raw,3,L3,151130,heard_or_received,hr02,people,Maya,Clara,Clara,Maya,5.217148780822754,-4.951324462890625,0.2658243179321289,False,False,4.559160232543945,-16.658720016479492,-11.441571235656738,-16.57498550415039,-11.623661041259766,-16.522066116333008,-11.962905883789062
scale1p75_live_80M,raw,3,L3,151131,heard_or_received,hr02,people,Theo,Pia,Pia,Theo,-5.735383987426758,5.906761169433594,0.17137718200683594,False,False,-4.08689022064209,-12.36070442199707,-18.096088409423828,-12.31971549987793,-18.226476669311523,-12.20734691619873,-16.29423713684082
scale1p75_live_80M,raw,3,L3,151132,heard_or_received,hr02,people,Arun,Felix,Felix,Arun,-3.3487281799316406,3.3618907928466797,0.013162612915039062,False,False,-3.0183143615722656,-19.573856353759766,-22.922584533691406,-19.594989776611328,-22.956880569458008,-18.52659034729004,-21.544904708862305
scale1p75_live_80M,raw,3,L3,151133,heard_or_received,hr02,people,Miles,Hana,Hana,Miles,1.2864437103271484,-1.2634468078613281,0.022996902465820312,False,False,0.4071540832519531,-20.16861343383789,-18.882169723510742,-20.160869598388672,-18.897422790527344,-18.21240234375,-17.805248260498047
scale1p75_live_80M,raw,3,L3,151134,heard_or_received,hr02,people,Rosa,Maya,Maya,Rosa,2.2702674865722656,-2.233285903930664,0.03698158264160156,False,False,1.8943462371826172,-19.193111419677734,-16.92284393310547,-19.212543487548828,-16.979257583618164,-18.416412353515625,-16.522066116333008
scale1p75_live_80M,raw,3,L3,151135,heard_or_received,hr02,people,Noah,Iris,Iris,Noah,1.2984561920166016,-1.2603950500488281,0.03806114196777344,False,False,1.1738672256469727,-17.64626121520996,-16.34780502319336,-17.62812042236328,-16.367725372314453,-16.75263214111328,-15.578764915466309
scale1p75_live_80M,raw,3,L3,151136,heard_or_received,hr02,people,Owen,Jules,Jules,Owen,-6.325183868408203,6.400647163391113,0.07546329498291016,False,False,-5.308449745178223,-12.20682144165039,-18.532005310058594,-12.192635536193848,-18.59328269958496,-11.754986763000488,-17.06343650817871
scale1p75_live_80M,raw,3,L3,151137,heard_or_received,hr02,people,Mira,Sofia,Sofia,Mira,-4.315561294555664,4.428668975830078,0.11310768127441406,False,False,-4.144840240478516,-19.328853607177734,-23.6444149017334,-19.150161743164062,-23.57883071899414,-18.28740119934082,-22.432241439819336
scale1p75_live_80M,raw,3,L3,151138,heard_or_received,hr02,people,Clara,Noah,Noah,Clara,-5.664772033691406,5.869495391845703,0.20472335815429688,False,False,-4.789726257324219,-11.728584289550781,-17.393356323242188,-11.579652786254883,-17.449148178100586,-11.962905883789062,-16.75263214111328
scale1p75_live_80M,raw,3,L3,151139,heard_or_received,hr02,people,Dylan,Eli,Eli,Dylan,11.054723739624023,-10.99246883392334,0.062254905700683594,False,False,10.72426700592041,-23.871997833251953,-12.81727409362793,-23.86589241027832,-12.87342357635498,-22.30553436279297,-11.581267356872559
scale1p75_live_80M,raw,3,L3,151140,heard_or_received,hr02,people,Miles,Jules,Jules,Miles,1.2241382598876953,-1.1962318420410156,0.027906417846679688,False,False,1.148965835571289,-20.142478942871094,-18.9183406829834,-20.097667694091797,-18.90143585205078,-18.21240234375,-17.06343650817871
scale1p75_live_80M,raw,3,L3,151141,heard_or_received,hr02,people,Mina,Oscar,Oscar,Mina,6.337257385253906,-6.23883056640625,0.09842681884765625,False,False,5.392333030700684,-18.42684555053711,-12.089588165283203,-18.339326858520508,-12.100496292114258,-17.23275375366211,-11.840420722961426
scale1p75_live_80M,raw,3,L3,151142,heard_or_received,hr02,people,Jonah,Eli,Eli,Jonah,7.87275505065918,-7.721356391906738,0.1513986587524414,False,False,8.043017387390137,-20.387161254882812,-12.514406204223633,-20.25945472717285,-12.538098335266113,-19.624284744262695,-11.581267356872559
scale1p75_live_80M,raw,3,L3,151143,heard_or_received,hr02,people,Clara,Zoe,Zoe,Clara,-7.967342376708984,8.230022430419922,0.2626800537109375,False,False,-6.321647644042969,-11.638769149780273,-19.606111526489258,-11.497203826904297,-19.72722625732422,-11.962905883789062,-18.28455352783203
scale1p75_live_80M,raw,3,L3,151144,spatial_path,spn01,object,ring,stone,ring,stone,0.940424919128418,-1.3013792037963867,-0.36095428466796875,False,False,0.8231525421142578,-6.820756435394287,-7.761181354522705,-6.639765739440918,-7.941144943237305,-7.170914649963379,-7.994067192077637
scale1p75_live_80M,raw,3,L3,151145,spatial_path,spn01,object,card,fork,card,fork,1.4830522537231445,-1.5882368087768555,-0.10518455505371094,False,False,2.0487709045410156,-8.17838191986084,-9.661434173583984,-8.118083953857422,-9.706320762634277,-8.405326843261719,-10.454097747802734
scale1p75_live_80M,raw,3,L3,151146,spatial_path,spn01,object,lantern,mug,lantern,mug,2.2220888137817383,-2.2715559005737305,-0.04946708679199219,False,False,1.5569171905517578,-12.110185623168945,-14.332274436950684,-12.08159351348877,-14.3531494140625,-12.497397422790527,-14.054314613342285
scale1p75_live_80M,raw,3,L3,151147,spatial_path,spn01,object,ring,candle,ring,candle,2.4676294326782227,-2.709157943725586,-0.24152851104736328,False,False,2.1535253524780273,-6.766293525695801,-9.233922958374023,-6.612836837768555,-9.32199478149414,-7.170914649963379,-9.324440002441406
scale1p75_live_80M,raw,3,L3,151148,spatial_path,spn01,object,stone,coin,stone,coin,0.9767370223999023,-1.1509246826171875,-0.17418766021728516,False,False,0.8298492431640625,-7.855316162109375,-8.832053184509277,-7.715799331665039,-8.866724014282227,-7.994067192077637,-8.8239164352417
scale1p75_live_80M,raw,3,L3,151149,spatial_path,spn01,object,lantern,candle,lantern,candle,-2.557011604309082,2.5267677307128906,-0.030243873596191406,False,False,-3.172957420349121,-11.689279556274414,-9.132267951965332,-11.693244934082031,-9.16647720336914,-12.497397422790527,-9.324440002441406
scale1p75_live_80M,raw,3,L3,151150,spatial_path,spn01,object,map,wallet,map,wallet,1.4358606338500977,-1.760465145111084,-0.32460451126098633,False,False,1.994802474975586,-7.958895683288574,-9.394756317138672,-7.755980014801025,-9.51644515991211,-7.508942604064941,-9.503745079040527
scale1p75_live_80M,raw,3,L3,151151,spatial_path,spn01,object,lantern,photo,lantern,photo,-1.763361930847168,1.559112548828125,-0.20424938201904297,False,False,-2.3816146850585938,-11.88471508026123,-10.121353149414062,-11.811952590942383,-10.252840042114258,-12.497397422790527,-10.115782737731934
scale1p75_live_80M,raw,3,L3,151152,spatial_path,spn01,object,fork,feather,fork,feather,0.2275543212890625,-0.36197948455810547,-0.13442516326904297,False,False,-0.0957784652709961,-9.784770965576172,-10.012325286865234,-9.69275951385498,-10.054738998413086,-10.454097747802734,-10.358319282531738
scale1p75_live_80M,raw,3,L3,151153,spatial_path,spn01,object,coin,cup,coin,cup,-2.9735593795776367,2.7180638313293457,-0.255495548248291,False,False,-1.6567564010620117,-8.998027801513672,-6.024468421936035,-8.889288902282715,-6.171225070953369,-8.8239164352417,-7.1671600341796875
scale1p75_live_80M,raw,3,L3,151154,spatial_path,spn01,object,card,glove,card,glove,2.983907699584961,-3.10299015045166,-0.11908245086669922,False,False,3.2971086502075195,-8.248815536499023,-11.232723236083984,-8.17699146270752,-11.27998161315918,-8.405326843261719,-11.702435493469238
scale1p75_live_80M,raw,3,L3,151155,spatial_path,spn01,object,marble,drum,marble,drum,-0.7520036697387695,0.5472917556762695,-0.2047119140625,False,False,-1.0822439193725586,-8.519630432128906,-7.767626762390137,-8.394813537597656,-7.847521781921387,-9.098648071289062,-8.016404151916504
scale1p75_live_80M,raw,3,L3,151156,spatial_path,spn01,object,ribbon,rope,ribbon,rope,-1.5965518951416016,1.3808441162109375,-0.21570777893066406,False,False,-1.6673641204833984,-10.517955780029297,-8.921403884887695,-10.34581184387207,-8.964967727661133,-11.337623596191406,-9.670259475708008
scale1p75_live_80M,raw,3,L3,151157,spatial_path,spn01,object,fork,mug,fork,mug,4.493363380432129,-4.604239463806152,-0.11087608337402344,False,False,3.600216865539551,-9.830111503601074,-14.323474884033203,-9.744048118591309,-14.348287582397461,-10.454097747802734,-14.054314613342285
scale1p75_live_80M,raw,3,L3,151158,spatial_path,spn01,object,lantern,scarf,lantern,scarf,2.8554515838623047,-2.8686370849609375,-0.013185501098632812,False,False,2.3219480514526367,-12.105575561523438,-14.961027145385742,-12.074602127075195,-14.943239212036133,-12.497397422790527,-14.819345474243164
scale1p75_live_80M,raw,3,L3,151159,spatial_path,spn01,object,bowl,ticket,bowl,ticket,0.0047206878662109375,-0.4086933135986328,-0.4039726257324219,False,False,-0.11815643310546875,-8.86081600189209,-8.8655366897583,-8.621602058410645,-9.030295372009277,-9.6903657913208,-9.572209358215332
scale1p75_live_80M,raw,3,L3,151160,spatial_path,spn01,object,notebook,scarf,notebook,scarf,-7.359841346740723,7.350854873657227,-0.008986473083496094,False,False,-8.661081314086914,-22.444747924804688,-15.084906578063965,-22.463529586791992,-15.112674713134766,-23.480426788330078,-14.819345474243164
scale1p75_live_80M,raw,3,L3,151161,spatial_path,spn01,object,fork,shell,fork,shell,-0.2665395736694336,0.07477855682373047,-0.19176101684570312,False,False,-0.6133613586425781,-9.82768440246582,-9.561144828796387,-9.735001564025879,-9.660223007202148,-10.454097747802734,-9.840736389160156
scale1p75_live_80M,raw,3,L3,151162,spatial_path,spn01,object,wallet,notebook,wallet,notebook,13.175090789794922,-13.26344108581543,-0.08835029602050781,False,False,13.976683616638184,-9.47860336303711,-22.65369415283203,-9.372377395629883,-22.635818481445312,-9.503745079040527,-23.48042869567871
scale1p75_live_80M,raw,3,L3,151163,spatial_path,spn01,object,badge,pencil,badge,pencil,-5.266830921173096,5.097918510437012,-0.16891241073608398,False,False,-4.5767974853515625,-13.212503433227539,-7.945672512054443,-13.154214859008789,-8.056296348571777,-12.805438995361328,-8.228641510009766
scale1p75_live_80M,raw,3,L3,151164,spatial_path,spn01,object,marble,ticket,marble,ticket,0.16112136840820312,-0.6140375137329102,-0.45291614532470703,False,False,0.47356128692626953,-8.775136947631836,-8.936258316040039,-8.535655975341797,-9.149693489074707,-9.098648071289062,-9.572209358215332
scale1p75_live_80M,raw,3,L3,151165,spatial_path,spn01,object,badge,ticket,badge,ticket,-4.063501358032227,3.9478883743286133,-0.11561298370361328,False,False,-3.233229637145996,-13.128002166748047,-9.06450080871582,-13.117918968200684,-9.17003059387207,-12.805438995361328,-9.572209358215332
scale1p75_live_80M,raw,3,L3,151166,spatial_path,spn01,object,coin,rope,coin,rope,0.04768848419189453,-0.14600372314453125,-0.09831523895263672,False,False,0.8463430404663086,-8.881897926330566,-8.929586410522461,-8.835794448852539,-8.98179817199707,-8.8239164352417,-9.670259475708008
scale1p75_live_80M,raw,3,L3,151167,spatial_path,spn01,object,ticket,key,ticket,key,-3.350888729095459,3.1677637100219727,-0.18312501907348633,False,False,-3.7911643981933594,-9.032543182373047,-5.681654453277588,-8.888734817504883,-5.72097110748291,-9.572209358215332,-5.781044960021973
scale1p75_live_80M,raw,3,L3,151168,spatial_path,spn02,object,mug,notebook,mug,notebook,8.987360954284668,-9.048555374145508,-0.061194419860839844,False,False,9.694477081298828,-14.861477851867676,-23.848838806152344,-14.77432632446289,-23.8228816986084,-14.281150817871094,-23.975627899169922
scale1p75_live_80M,raw,3,L3,151169,spatial_path,spn02,object,book,key,book,key,-0.7738800048828125,0.7028408050537109,-0.07103919982910156,False,False,-0.8130521774291992,-6.434634208679199,-5.660754203796387,-6.389472484588623,-5.686631679534912,-6.527218818664551,-5.714166641235352
scale1p75_live_80M,raw,3,L3,151170,spatial_path,spn02,object,sock,photo,sock,photo,-0.790593147277832,0.6633110046386719,-0.12728214263916016,False,False,-0.9462776184082031,-10.579277992248535,-9.788684844970703,-10.520090103149414,-9.856779098510742,-10.965855598449707,-10.019577980041504
scale1p75_live_80M,raw,3,L3,151171,spatial_path,spn02,object,bowl,ribbon,bowl,ribbon,1.8132076263427734,-1.9493122100830078,-0.13610458374023438,False,False,1.5820579528808594,-8.796915054321289,-10.610122680664062,-8.759737014770508,-10.709049224853516,-9.589383125305176,-11.171441078186035
scale1p75_live_80M,raw,3,L3,151172,spatial_path,spn02,object,fork,ticket,fork,ticket,-1.5037012100219727,1.309218406677246,-0.19448280334472656,False,False,-1.4135313034057617,-10.498922348022461,-8.995221138000488,-10.419488906860352,-9.110270500183105,-10.896567344665527,-9.483036041259766
scale1p75_live_80M,raw,3,L3,151173,spatial_path,spn02,object,lantern,key,lantern,key,-6.005377769470215,5.969476699829102,-0.03590106964111328,False,False,-6.233682632446289,-11.657163619995117,-5.651785850524902,-11.647969245910645,-5.678492546081543,-11.94784927368164,-5.714166641235352
scale1p75_live_80M,raw,3,L3,151174,spatial_path,spn02,object,pencil,lantern,pencil,lantern,2.8590621948242188,-2.976130485534668,-0.11706829071044922,False,False,3.0858373641967773,-8.809160232543945,-11.668222427368164,-8.713895797729492,-11.69002628326416,-8.862011909484863,-11.94784927368164
scale1p75_live_80M,raw,3,L3,151175,spatial_path,spn02,object,scarf,stone,scarf,stone,-7.956507205963135,7.8560404777526855,-0.10046672821044922,False,False,-7.341958999633789,-15.4348783493042,-7.4783711433410645,-15.403934478759766,-7.54789400100708,-14.887571334838867,-7.545612335205078
scale1p75_live_80M,raw,3,L3,151176,spatial_path,spn02,object,lantern,stone,lantern,stone,-4.195298194885254,4.126142501831055,-0.06915569305419922,False,False,-4.4022369384765625,-11.672452926635742,-7.477154731750488,-11.671391487121582,-7.545248985290527,-11.94784927368164,-7.545612335205078
scale1p75_live_80M,raw,3,L3,151177,spatial_path,spn02,object,candle,ring,candle,ring,-2.3618297576904297,2.2278871536254883,-0.1339426040649414,False,False,-2.2684669494628906,-9.324938774108887,-6.963109016418457,-9.268509864807129,-7.040622711181641,-9.333111763000488,-7.064644813537598
scale1p75_live_80M,raw,3,L3,151178,spatial_path,spn02,object,ring,shell,ring,shell,2.2970566749572754,-2.470427989959717,-0.1733713150024414,False,False,2.629863739013672,-7.067973613739014,-9.365030288696289,-6.981104373931885,-9.451532363891602,-7.064644813537598,-9.69450855255127
scale1p75_live_80M,raw,3,L3,151179,spatial_path,spn02,object,fork,pencil,fork,pencil,-1.655625343322754,1.6332588195800781,-0.02236652374267578,False,False,-2.034555435180664,-10.254648208618164,-8.59902286529541,-10.278074264526367,-8.644815444946289,-10.896567344665527,-8.862011909484863
scale1p75_live_80M,raw,3,L3,151180,spatial_path,spn02,object,drum,fork,drum,fork,2.0929641723632812,-2.176149368286133,-0.08318519592285156,False,False,2.5649356842041016,-8.262465476989746,-10.355429649353027,-8.203868865966797,-10.38001823425293,-8.331631660461426,-10.896567344665527
scale1p75_live_80M,raw,3,L3,151181,spatial_path,spn02,object,ring,key,ring,key,-1.3055610656738281,1.2321767807006836,-0.07338428497314453,False,False,-1.350478172302246,-6.985949516296387,-5.680388450622559,-6.948428630828857,-5.716251850128174,-7.064644813537598,-5.714166641235352
scale1p75_live_80M,raw,3,L3,151182,spatial_path,spn02,object,rope,sock,rope,sock,1.4647016525268555,-1.5383729934692383,-0.07367134094238281,False,False,1.608281135559082,-9.014018058776855,-10.478719711303711,-8.943718910217285,-10.482091903686523,-9.357574462890625,-10.965855598449707
scale1p75_live_80M,raw,3,L3,151183,spatial_path,spn02,object,spoon,scarf,spoon,scarf,5.929279327392578,-6.015463829040527,-0.08618450164794922,False,False,5.143698692321777,-9.499380111694336,-15.428659439086914,-9.423417091369629,-15.438880920410156,-9.74387264251709,-14.887571334838867
scale1p75_live_80M,raw,3,L3,151184,spatial_path,spn02,object,fork,spoon,fork,spoon,-1.2317085266113281,1.2192449569702148,-0.012463569641113281,False,False,-1.1526947021484375,-10.304159164428711,-9.072450637817383,-10.297201156616211,-9.077956199645996,-10.896567344665527,-9.74387264251709
scale1p75_live_80M,raw,3,L3,151185,spatial_path,spn02,object,pencil,rope,pencil,rope,0.20842552185058594,-0.39048004150390625,-0.1820545196533203,False,False,0.4955625534057617,-8.770624160766602,-8.979049682617188,-8.683853149414062,-9.074333190917969,-8.862011909484863,-9.357574462890625
scale1p75_live_80M,raw,3,L3,151186,spatial_path,spn02,object,fork,coin,fork,coin,-1.018655776977539,0.961522102355957,-0.05713367462158203,False,False,-1.7267026901245117,-10.325807571411133,-9.307151794433594,-10.323319435119629,-9.361797332763672,-10.896567344665527,-9.169864654541016
scale1p75_live_80M,raw,3,L3,151187,spatial_path,spn02,object,cup,spoon,cup,spoon,2.3119735717773438,-2.3486223220825195,-0.03664875030517578,False,False,2.534717559814453,-6.73140811920166,-9.043381690979004,-6.671990394592285,-9.020612716674805,-7.209155082702637,-9.74387264251709
scale1p75_live_80M,raw,3,L3,151188,spatial_path,spn02,object,stone,badge,stone,badge,6.183353900909424,-6.28712272644043,-0.10376882553100586,False,False,5.894748687744141,-7.557865619659424,-13.741219520568848,-7.482982635498047,-13.770105361938477,-7.545612335205078,-13.440361022949219
scale1p75_live_80M,raw,3,L3,151189,spatial_path,spn02,object,bowl,book,bowl,book,-2.5558013916015625,2.3835935592651367,-0.17220783233642578,False,False,-3.062164306640625,-8.931312561035156,-6.375511169433594,-8.81814956665039,-6.434556007385254,-9.589383125305176,-6.527218818664551
scale1p75_live_80M,raw,3,L3,151190,spatial_path,spn02,object,glove,cup,glove,cup,-4.320535182952881,4.21243953704834,-0.10809564590454102,False,False,-4.095080375671387,-11.072038650512695,-6.7515034675598145,-11.036258697509766,-6.823819160461426,-11.304235458374023,-7.209155082702637
scale1p75_live_80M,raw,3,L3,151191,spatial_path,spn02,object,stone,brush,stone,brush,1.9962096214294434,-2.1553597450256348,-0.1591501235961914,False,False,2.317070960998535,-7.587174892425537,-9.58338451385498,-7.496898174285889,-9.652257919311523,-7.545612335205078,-9.862683296203613
scale1p75_live_80M,raw,3,L3,151192,spatial_path,spn03,object,ribbon,mug,ribbon,mug,3.105051040649414,-3.317336082458496,-0.21228504180908203,False,False,2.9407358169555664,-10.890558242797852,-13.995609283447266,-10.706099510192871,-14.023435592651367,-11.34264087677002,-14.283376693725586
scale1p75_live_80M,raw,3,L3,151193,spatial_path,spn03,object,key,stone,key,stone,2.131594181060791,-2.3416876792907715,-0.21009349822998047,False,False,2.6422557830810547,-5.3545708656311035,-7.4861650466918945,-5.300796985626221,-7.642484664916992,-5.148059844970703,-7.790315628051758
scale1p75_live_80M,raw,3,L3,151194,spatial_path,spn03,object,badge,notebook,badge,notebook,9.600061416625977,-9.654150009155273,-0.054088592529296875,False,False,10.735820770263672,-12.972352981567383,-22.57241439819336,-12.89525032043457,-22.549400329589844,-12.946418762207031,-23.682239532470703
scale1p75_live_80M,raw,3,L3,151195,spatial_path,spn03,object,cup,scarf,cup,scarf,8.161222457885742,-8.227383613586426,-0.0661611557006836,False,False,7.393850803375244,-7.181789398193359,-15.343011856079102,-7.085604667663574,-15.31298828125,-7.854565143585205,-15.24841594696045
scale1p75_live_80M,raw,3,L3,151196,spatial_path,spn03,object,toy,marble,toy,marble,0.35341835021972656,-0.5679502487182617,-0.21453189849853516,False,False,0.6151657104492188,-8.474656105041504,-8.82807445526123,-8.41472053527832,-8.982670783996582,-8.830608367919922,-9.44577407836914
scale1p75_live_80M,raw,3,L3,151197,spatial_path,spn03,object,wallet,button,wallet,button,-1.2073488235473633,1.0432109832763672,-0.1641378402709961,False,False,-0.5781621932983398,-9.489595413208008,-8.282246589660645,-9.395803451538086,-8.352592468261719,-9.714353561401367,-9.136191368103027
scale1p75_live_80M,raw,3,L3,151198,spatial_path,spn03,object,fork,key,fork,key,-5.535170555114746,5.391359806060791,-0.14381074905395508,False,False,-5.656826019287109,-10.81163501739502,-5.276464462280273,-10.697320938110352,-5.3059611320495605,-10.804885864257812,-5.148059844970703
scale1p75_live_80M,raw,3,L3,151199,spatial_path,spn03,object,notebook,candle,notebook,candle,-13.272622108459473,13.214532852172852,-0.058089256286621094,False,False,-14.334905624389648,-22.508337020874023,-9.23571491241455,-22.621023178100586,-9.406490325927734,-23.682239532470703,-9.347333908081055
scale1p75_live_80M,raw,3,L3,151200,spatial_path,spn03,object,candle,fork,candle,fork,1.6677513122558594,-1.762251853942871,-0.09450054168701172,False,False,1.4575519561767578,-9.089115142822266,-10.756866455078125,-9.061798095703125,-10.824049949645996,-9.347333908081055,-10.804885864257812
scale1p75_live_80M,raw,3,L3,151201,spatial_path,spn03,object,ribbon,glove,ribbon,glove,0.31182193756103516,-0.4848203659057617,-0.17299842834472656,False,False,0.1845531463623047,-10.819591522216797,-11.131413459777832,-10.654979705810547,-11.139800071716309,-11.34264087677002,-11.527194023132324
scale1p75_live_80M,raw,3,L3,151202,spatial_path,spn03,object,coin,fork,coin,fork,1.282588005065918,-1.3881044387817383,-0.10551643371582031,False,False,2.0153236389160156,-9.171366691589355,-10.453954696655273,-9.132283210754395,-10.520387649536133,-8.789562225341797,-10.804885864257812
scale1p75_live_80M,raw,3,L3,151203,spatial_path,spn03,object,button,map,button,map,-1.3682093620300293,1.1522445678710938,-0.21596479415893555,False,False,-1.7687716484069824,-8.597915649414062,-7.229706287384033,-8.461862564086914,-7.30961799621582,-9.136191368103027,-7.367419719696045
