direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/358,principle_A_domain_1_358,0,0,1,Benjamin says that most grocery stores aggravated him.,Benjamin says that most grocery stores aggravated himself.,Benjamin says that most grocery stores aggravated himself.,Benjamin says that most grocery stores aggravated him.,Benjamin says that most grocery stores aggravated him.,Benjamin says that most grocery stores aggravated himself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/359,principle_A_domain_1_359,1,0,1,Stephanie will think that all bananas will stun her.,Stephanie will think that all bananas will stun her.,Stephanie will think that all bananas will stun herself.,Stephanie will think that all bananas will stun her.,Stephanie will think that all bananas will stun her.,Stephanie will think that all bananas will stun herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/36,principle_A_domain_1_36,1,0,1,Beth shouldn't imagine that Alan is annoying her.,Beth shouldn't imagine that Alan is annoying her.,Beth shouldn't imagine that Alan is annoying herself.,Beth shouldn't imagine that Alan is annoying her.,Beth shouldn't imagine that Alan is annoying her.,Beth shouldn't imagine that Alan is annoying herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/374,principle_A_domain_1_374,0,0,1,Pamela explained that Jerry had respected her.,Pamela explained that Jerry had respected herself.,Pamela explained that Jerry had respected herself.,Pamela explained that Jerry had respected her.,Pamela explained that Jerry had respected her.,Pamela explained that Jerry had respected herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/384,principle_A_domain_1_384,1,0,1,Janet imagined that Curtis cures her.,Janet imagined that Curtis cures her.,Janet imagined that Curtis cures herself.,Janet imagined that Curtis cures her.,Janet imagined that Curtis cures her.,Janet imagined that Curtis cures herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/385,principle_A_domain_1_385,0,0,1,David imagines that politics hasn't stunned him.,David imagines that politics hasn't stunned himself.,David imagines that politics hasn't stunned himself.,David imagines that politics hasn't stunned him.,David imagines that politics hasn't stunned him.,David imagines that politics hasn't stunned himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/387,principle_A_domain_1_387,0,0,1,Craig says that Eva would worry him.,Craig says that Eva would worry himself.,Craig says that Eva would worry himself.,Craig says that Eva would worry him.,Craig says that Eva would worry him.,Craig says that Eva would worry himself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/389,principle_A_domain_1_389,0,1,1,Travis hasn't said that some museum wouldn't confuse him.,Travis hasn't said that some museum wouldn't confuse himself.,Travis hasn't said that some museum wouldn't confuse him.,Travis hasn't said that some museum wouldn't confuse him.,Travis hasn't said that some museum wouldn't confuse him.,Travis hasn't said that some museum wouldn't confuse himself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/395,principle_A_domain_1_395,1,0,1,Rebecca imagines that Samuel embarrassed her.,Rebecca imagines that Samuel embarrassed her.,Rebecca imagines that Samuel embarrassed herself.,Rebecca imagines that Samuel embarrassed her.,Rebecca imagines that Samuel embarrassed her.,Rebecca imagines that Samuel embarrassed herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/415,principle_A_domain_1_415,0,0,1,Dawn is saying that many movies were disturbing her.,Dawn is saying that many movies were disturbing herself.,Dawn is saying that many movies were disturbing herself.,Dawn is saying that many movies were disturbing her.,Dawn is saying that many movies were disturbing her.,Dawn is saying that many movies were disturbing herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/419,principle_A_domain_1_419,0,1,1,Rachel wasn't explaining that an apple scares her.,Rachel wasn't explaining that an apple scares herself.,Rachel wasn't explaining that an apple scares her.,Rachel wasn't explaining that an apple scares her.,Rachel wasn't explaining that an apple scares her.,Rachel wasn't explaining that an apple scares herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/430,principle_A_domain_1_430,0,1,1,Victoria had thought that Stephen cared for her.,Victoria had thought that Stephen cared for herself.,Victoria had thought that Stephen cared for her.,Victoria had thought that Stephen cared for her.,Victoria had thought that Stephen cared for her.,Victoria had thought that Stephen cared for herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/435,principle_A_domain_1_435,0,0,1,Michelle says that Homer had confused her.,Michelle says that Homer had confused herself.,Michelle says that Homer had confused herself.,Michelle says that Homer had confused her.,Michelle says that Homer had confused her.,Michelle says that Homer had confused herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/444,principle_A_domain_1_444,1,0,1,The lady does imagine that those teachers revealed her.,The lady does imagine that those teachers revealed her.,The lady does imagine that those teachers revealed herself.,The lady does imagine that those teachers revealed her.,The lady does imagine that those teachers revealed her.,The lady does imagine that those teachers revealed herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/469,principle_A_domain_1_469,1,0,1,Janet says that those senators have remembered her.,Janet says that those senators have remembered her.,Janet says that those senators have remembered herself.,Janet says that those senators have remembered her.,Janet says that those senators have remembered her.,Janet says that those senators have remembered herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/476,principle_A_domain_1_476,0,0,1,Sally says that Curtis talks about her.,Sally says that Curtis talks about herself.,Sally says that Curtis talks about herself.,Sally says that Curtis talks about her.,Sally says that Curtis talks about her.,Sally says that Curtis talks about herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/493,principle_A_domain_1_493,1,0,0,Ellen imagines that guests weren't fleeing from her.,Ellen imagines that guests weren't fleeing from her.,Ellen imagines that guests weren't fleeing from herself.,Ellen imagines that guests weren't fleeing from herself.,Ellen imagines that guests weren't fleeing from her.,Ellen imagines that guests weren't fleeing from herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/503,principle_A_domain_1_503,0,1,1,Carla might imagine that Walter should praise her.,Carla might imagine that Walter should praise herself.,Carla might imagine that Walter should praise her.,Carla might imagine that Walter should praise her.,Carla might imagine that Walter should praise her.,Carla might imagine that Walter should praise herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/516,principle_A_domain_1_516,0,0,1,Ella is thinking that Richard remembered her.,Ella is thinking that Richard remembered herself.,Ella is thinking that Richard remembered herself.,Ella is thinking that Richard remembered her.,Ella is thinking that Richard remembered her.,Ella is thinking that Richard remembered herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/529,principle_A_domain_1_529,1,1,0,Those guys think that some drawing annoyed them.,Those guys think that some drawing annoyed them.,Those guys think that some drawing annoyed them.,Those guys think that some drawing annoyed themselves.,Those guys think that some drawing annoyed them.,Those guys think that some drawing annoyed themselves.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/537,principle_A_domain_1_537,0,1,1,Matt imagined that an association wasn't irritating him.,Matt imagined that an association wasn't irritating himself.,Matt imagined that an association wasn't irritating him.,Matt imagined that an association wasn't irritating him.,Matt imagined that an association wasn't irritating him.,Matt imagined that an association wasn't irritating himself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/547,principle_A_domain_1_547,0,1,0,Patients thought that Richard hadn't disturbed them.,Patients thought that Richard hadn't disturbed themselves.,Patients thought that Richard hadn't disturbed them.,Patients thought that Richard hadn't disturbed themselves.,Patients thought that Richard hadn't disturbed them.,Patients thought that Richard hadn't disturbed themselves.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/575,principle_A_domain_1_575,0,0,1,Some lady has explained that Vincent could help her.,Some lady has explained that Vincent could help herself.,Some lady has explained that Vincent could help herself.,Some lady has explained that Vincent could help her.,Some lady has explained that Vincent could help her.,Some lady has explained that Vincent could help herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/578,principle_A_domain_1_578,1,0,1,Leslie won't explain that Clyde escaped from her.,Leslie won't explain that Clyde escaped from her.,Leslie won't explain that Clyde escaped from herself.,Leslie won't explain that Clyde escaped from her.,Leslie won't explain that Clyde escaped from her.,Leslie won't explain that Clyde escaped from herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/580,principle_A_domain_1_580,0,0,1,Rodney might explain that Julia investigates him.,Rodney might explain that Julia investigates himself.,Rodney might explain that Julia investigates himself.,Rodney might explain that Julia investigates him.,Rodney might explain that Julia investigates him.,Rodney might explain that Julia investigates himself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/589,principle_A_domain_1_589,0,1,1,Beth isn't explaining that Scott is describing her.,Beth isn't explaining that Scott is describing herself.,Beth isn't explaining that Scott is describing her.,Beth isn't explaining that Scott is describing her.,Beth isn't explaining that Scott is describing her.,Beth isn't explaining that Scott is describing herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/620,principle_A_domain_1_620,0,0,1,Jacqueline won't think that Gary didn't dislike her.,Jacqueline won't think that Gary didn't dislike herself.,Jacqueline won't think that Gary didn't dislike herself.,Jacqueline won't think that Gary didn't dislike her.,Jacqueline won't think that Gary didn't dislike her.,Jacqueline won't think that Gary didn't dislike herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/631,principle_A_domain_1_631,0,1,1,Daniel was imagining that a lot of steps have disgusted him.,Daniel was imagining that a lot of steps have disgusted himself.,Daniel was imagining that a lot of steps have disgusted him.,Daniel was imagining that a lot of steps have disgusted him.,Daniel was imagining that a lot of steps have disgusted him.,Daniel was imagining that a lot of steps have disgusted himself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/646,principle_A_domain_1_646,1,0,0,Carrie was imagining that all pedestrians didn't talk about her.,Carrie was imagining that all pedestrians didn't talk about her.,Carrie was imagining that all pedestrians didn't talk about herself.,Carrie was imagining that all pedestrians didn't talk about herself.,Carrie was imagining that all pedestrians didn't talk about her.,Carrie was imagining that all pedestrians didn't talk about herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/660,principle_A_domain_1_660,0,1,0,Margaret had said that Kenneth did discuss her.,Margaret had said that Kenneth did discuss herself.,Margaret had said that Kenneth did discuss her.,Margaret had said that Kenneth did discuss herself.,Margaret had said that Kenneth did discuss her.,Margaret had said that Kenneth did discuss herself.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/664,principle_A_domain_1_664,0,1,1,Candice was explaining that Aaron insults her.,Candice was explaining that Aaron insults herself.,Candice was explaining that Aaron insults her.,Candice was explaining that Aaron insults her.,Candice was explaining that Aaron insults her.,Candice was explaining that Aaron insults herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/686,principle_A_domain_1_686,0,0,1,Dan imagined that music would worry him.,Dan imagined that music would worry himself.,Dan imagined that music would worry himself.,Dan imagined that music would worry him.,Dan imagined that music would worry him.,Dan imagined that music would worry himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/707,principle_A_domain_1_707,0,0,1,Becca explains that some museums hired her.,Becca explains that some museums hired herself.,Becca explains that some museums hired herself.,Becca explains that some museums hired her.,Becca explains that some museums hired her.,Becca explains that some museums hired herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/794,principle_A_domain_1_794,0,0,1,Homer imagined that Tina returns to him.,Homer imagined that Tina returns to himself.,Homer imagined that Tina returns to himself.,Homer imagined that Tina returns to him.,Homer imagined that Tina returns to him.,Homer imagined that Tina returns to himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/796,principle_A_domain_1_796,0,0,1,Rodney thought that Rose is upsetting him.,Rodney thought that Rose is upsetting himself.,Rodney thought that Rose is upsetting himself.,Rodney thought that Rose is upsetting him.,Rodney thought that Rose is upsetting him.,Rodney thought that Rose is upsetting himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/810,principle_A_domain_1_810,0,0,1,Every man isn't explaining that Stacy reveals him.,Every man isn't explaining that Stacy reveals himself.,Every man isn't explaining that Stacy reveals himself.,Every man isn't explaining that Stacy reveals him.,Every man isn't explaining that Stacy reveals him.,Every man isn't explaining that Stacy reveals himself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/814,principle_A_domain_1_814,1,0,1,Some lady is saying that some museums did stun her.,Some lady is saying that some museums did stun her.,Some lady is saying that some museums did stun herself.,Some lady is saying that some museums did stun her.,Some lady is saying that some museums did stun her.,Some lady is saying that some museums did stun herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/834,principle_A_domain_1_834,1,0,1,Emily wouldn't think that Aaron concealed her.,Emily wouldn't think that Aaron concealed her.,Emily wouldn't think that Aaron concealed herself.,Emily wouldn't think that Aaron concealed her.,Emily wouldn't think that Aaron concealed her.,Emily wouldn't think that Aaron concealed herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/846,principle_A_domain_1_846,0,0,1,Cheryl is thinking that Jerry thinks about her.,Cheryl is thinking that Jerry thinks about herself.,Cheryl is thinking that Jerry thinks about herself.,Cheryl is thinking that Jerry thinks about her.,Cheryl is thinking that Jerry thinks about her.,Cheryl is thinking that Jerry thinks about herself.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/863,principle_A_domain_1_863,1,0,0,Cheryl shouldn't say that some dancers wouldn't notice her.,Cheryl shouldn't say that some dancers wouldn't notice her.,Cheryl shouldn't say that some dancers wouldn't notice herself.,Cheryl shouldn't say that some dancers wouldn't notice herself.,Cheryl shouldn't say that some dancers wouldn't notice her.,Cheryl shouldn't say that some dancers wouldn't notice herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/864,principle_A_domain_1_864,0,0,1,Teresa thinks that Homer isn't watching her.,Teresa thinks that Homer isn't watching herself.,Teresa thinks that Homer isn't watching herself.,Teresa thinks that Homer isn't watching her.,Teresa thinks that Homer isn't watching her.,Teresa thinks that Homer isn't watching herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/867,principle_A_domain_1_867,1,1,0,The patients imagine that Kayla hadn't questioned them.,The patients imagine that Kayla hadn't questioned them.,The patients imagine that Kayla hadn't questioned them.,The patients imagine that Kayla hadn't questioned themselves.,The patients imagine that Kayla hadn't questioned them.,The patients imagine that Kayla hadn't questioned themselves.
loss_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/868,principle_A_domain_1_868,1,0,0,Janet said that Chad references her.,Janet said that Chad references her.,Janet said that Chad references herself.,Janet said that Chad references herself.,Janet said that Chad references her.,Janet said that Chad references herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/885,principle_A_domain_1_885,0,0,1,Irene says that Galileo talks to her.,Irene says that Galileo talks to herself.,Irene says that Galileo talks to herself.,Irene says that Galileo talks to her.,Irene says that Galileo talks to her.,Irene says that Galileo talks to herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/886,principle_A_domain_1_886,1,1,0,Many actors say that Sarah hasn't impressed them.,Many actors say that Sarah hasn't impressed them.,Many actors say that Sarah hasn't impressed them.,Many actors say that Sarah hasn't impressed themselves.,Many actors say that Sarah hasn't impressed them.,Many actors say that Sarah hasn't impressed themselves.
gain_82_to_84,BLiMP,principle_A_domain_1,binding,syntax_semantics,BLiMP/principle_A_domain_1/94,principle_A_domain_1_94,0,1,1,These men say that every skateboard won't shock them.,These men say that every skateboard won't shock themselves.,These men say that every skateboard won't shock them.,These men say that every skateboard won't shock them.,These men say that every skateboard won't shock them.,These men say that every skateboard won't shock themselves.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/104,principle_A_domain_2_104,0,0,1,Craig thought all computers are irritating themselves.,Craig thought all computers are irritating himself.,Craig thought all computers are irritating himself.,Craig thought all computers are irritating themselves.,Craig thought all computers are irritating themselves.,Craig thought all computers are irritating himself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/122,principle_A_domain_2_122,0,1,0,Kimberley explained Bradley flees from himself.,Kimberley explained Bradley flees from herself.,Kimberley explained Bradley flees from himself.,Kimberley explained Bradley flees from herself.,Kimberley explained Bradley flees from himself.,Kimberley explained Bradley flees from herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/141,principle_A_domain_2_141,1,0,1,Alan hadn't imagined Diana sees herself.,Alan hadn't imagined Diana sees herself.,Alan hadn't imagined Diana sees himself.,Alan hadn't imagined Diana sees herself.,Alan hadn't imagined Diana sees herself.,Alan hadn't imagined Diana sees himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/144,principle_A_domain_2_144,0,0,1,Sarah has imagined Gerald should listen to himself.,Sarah has imagined Gerald should listen to herself.,Sarah has imagined Gerald should listen to herself.,Sarah has imagined Gerald should listen to himself.,Sarah has imagined Gerald should listen to himself.,Sarah has imagined Gerald should listen to herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/147,principle_A_domain_2_147,0,0,1,Alexander hadn't thought Dawn hadn't talked about herself.,Alexander hadn't thought Dawn hadn't talked about himself.,Alexander hadn't thought Dawn hadn't talked about himself.,Alexander hadn't thought Dawn hadn't talked about herself.,Alexander hadn't thought Dawn hadn't talked about herself.,Alexander hadn't thought Dawn hadn't talked about himself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/148,principle_A_domain_2_148,1,0,0,A waitress hadn't thought Lawrence hides himself.,A waitress hadn't thought Lawrence hides himself.,A waitress hadn't thought Lawrence hides herself.,A waitress hadn't thought Lawrence hides herself.,A waitress hadn't thought Lawrence hides himself.,A waitress hadn't thought Lawrence hides herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/155,principle_A_domain_2_155,1,0,0,Curtis should think those projectors could aggravate themselves.,Curtis should think those projectors could aggravate themselves.,Curtis should think those projectors could aggravate himself.,Curtis should think those projectors could aggravate himself.,Curtis should think those projectors could aggravate themselves.,Curtis should think those projectors could aggravate himself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/183,principle_A_domain_2_183,1,0,0,Angela was imagining some mouths did disgust themselves.,Angela was imagining some mouths did disgust themselves.,Angela was imagining some mouths did disgust herself.,Angela was imagining some mouths did disgust herself.,Angela was imagining some mouths did disgust themselves.,Angela was imagining some mouths did disgust herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/187,principle_A_domain_2_187,0,1,0,The teenagers hadn't explained Steve isn't visiting himself.,The teenagers hadn't explained Steve isn't visiting themselves.,The teenagers hadn't explained Steve isn't visiting himself.,The teenagers hadn't explained Steve isn't visiting themselves.,The teenagers hadn't explained Steve isn't visiting himself.,The teenagers hadn't explained Steve isn't visiting themselves.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/193,principle_A_domain_2_193,0,1,0,Mary wasn't thinking Liam revealed himself.,Mary wasn't thinking Liam revealed herself.,Mary wasn't thinking Liam revealed himself.,Mary wasn't thinking Liam revealed herself.,Mary wasn't thinking Liam revealed himself.,Mary wasn't thinking Liam revealed herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/197,principle_A_domain_2_197,1,1,0,Many students explain Roger didn't think about himself.,Many students explain Roger didn't think about himself.,Many students explain Roger didn't think about himself.,Many students explain Roger didn't think about themselves.,Many students explain Roger didn't think about himself.,Many students explain Roger didn't think about themselves.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/212,principle_A_domain_2_212,0,1,0,Kayla said Gary could forget himself.,Kayla said Gary could forget herself.,Kayla said Gary could forget himself.,Kayla said Gary could forget herself.,Kayla said Gary could forget himself.,Kayla said Gary could forget herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/213,principle_A_domain_2_213,0,0,1,George hasn't explained the woman hasn't cared for herself.,George hasn't explained the woman hasn't cared for himself.,George hasn't explained the woman hasn't cared for himself.,George hasn't explained the woman hasn't cared for herself.,George hasn't explained the woman hasn't cared for herself.,George hasn't explained the woman hasn't cared for himself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/229,principle_A_domain_2_229,1,1,0,Sheila says Matt references himself.,Sheila says Matt references himself.,Sheila says Matt references himself.,Sheila says Matt references herself.,Sheila says Matt references himself.,Sheila says Matt references herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/240,principle_A_domain_2_240,1,0,0,Omar says Marla kissed herself.,Omar says Marla kissed herself.,Omar says Marla kissed himself.,Omar says Marla kissed himself.,Omar says Marla kissed herself.,Omar says Marla kissed himself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/247,principle_A_domain_2_247,1,0,1,Elaine was imagining some government appreciates itself.,Elaine was imagining some government appreciates itself.,Elaine was imagining some government appreciates herself.,Elaine was imagining some government appreciates itself.,Elaine was imagining some government appreciates itself.,Elaine was imagining some government appreciates herself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/249,principle_A_domain_2_249,0,0,1,Stephanie would think this legislature could hire itself.,Stephanie would think this legislature could hire herself.,Stephanie would think this legislature could hire herself.,Stephanie would think this legislature could hire itself.,Stephanie would think this legislature could hire itself.,Stephanie would think this legislature could hire herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/256,principle_A_domain_2_256,1,0,1,The man explained Elizabeth kisses herself.,The man explained Elizabeth kisses herself.,The man explained Elizabeth kisses himself.,The man explained Elizabeth kisses herself.,The man explained Elizabeth kisses herself.,The man explained Elizabeth kisses himself.
gain_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/267,principle_A_domain_2_267,0,0,1,John explained Samantha concealed herself.,John explained Samantha concealed himself.,John explained Samantha concealed himself.,John explained Samantha concealed herself.,John explained Samantha concealed herself.,John explained Samantha concealed himself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/27,principle_A_domain_2_27,1,1,0,Every actress imagines Raymond shouldn't care for himself.,Every actress imagines Raymond shouldn't care for himself.,Every actress imagines Raymond shouldn't care for himself.,Every actress imagines Raymond shouldn't care for herself.,Every actress imagines Raymond shouldn't care for himself.,Every actress imagines Raymond shouldn't care for herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/271,principle_A_domain_2_271,0,1,1,Sabrina wasn't saying every light wasn't boring itself.,Sabrina wasn't saying every light wasn't boring herself.,Sabrina wasn't saying every light wasn't boring itself.,Sabrina wasn't saying every light wasn't boring itself.,Sabrina wasn't saying every light wasn't boring itself.,Sabrina wasn't saying every light wasn't boring herself.
loss_84_to_100_no_82_84_flip,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/284,principle_A_domain_2_284,1,1,0,Irene was saying Derek insults himself.,Irene was saying Derek insults himself.,Irene was saying Derek insults himself.,Irene was saying Derek insults herself.,Irene was saying Derek insults himself.,Irene was saying Derek insults herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/290,principle_A_domain_2_290,0,1,0,Florence wouldn't think Gerald thinks about himself.,Florence wouldn't think Gerald thinks about herself.,Florence wouldn't think Gerald thinks about himself.,Florence wouldn't think Gerald thinks about herself.,Florence wouldn't think Gerald thinks about himself.,Florence wouldn't think Gerald thinks about herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/292,principle_A_domain_2_292,1,0,0,Amanda will explain many glasses aggravated themselves.,Amanda will explain many glasses aggravated themselves.,Amanda will explain many glasses aggravated herself.,Amanda will explain many glasses aggravated herself.,Amanda will explain many glasses aggravated themselves.,Amanda will explain many glasses aggravated herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/296,principle_A_domain_2_296,0,1,0,Marla imagined Noah is leaving himself.,Marla imagined Noah is leaving herself.,Marla imagined Noah is leaving himself.,Marla imagined Noah is leaving herself.,Marla imagined Noah is leaving himself.,Marla imagined Noah is leaving herself.
loss_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/305,principle_A_domain_2_305,1,0,1,Those guests say Candice returned to herself.,Those guests say Candice returned to herself.,Those guests say Candice returned to themselves.,Those guests say Candice returned to herself.,Those guests say Candice returned to herself.,Those guests say Candice returned to themselves.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/325,principle_A_domain_2_325,0,1,0,Candice has explained Martin does watch himself.,Candice has explained Martin does watch herself.,Candice has explained Martin does watch himself.,Candice has explained Martin does watch herself.,Candice has explained Martin does watch himself.,Candice has explained Martin does watch herself.
gain_82_to_84,BLiMP,principle_A_domain_2,binding,syntax_semantics,BLiMP/principle_A_domain_2/333,principle_A_domain_2_333,0,1,0,That woman is explaining Thomas healed himself.,That woman is explaining Thomas healed herself.,That woman is explaining Thomas healed himself.,That woman is explaining Thomas healed herself.,That woman is explaining Thomas healed himself.,That woman is explaining Thomas healed herself.
