global_step,epoch,stage_length,step_in_epoch,n_chunks,charged_words,active_tokens,masked_tokens,microbatches,cumulative_words
557,2,256,50,301,39431,54735,8293,5,22029226
558,2,256,51,301,39058,54634,8120,5,22068284
559,2,256,52,301,39636,54801,8270,5,22107920
560,2,256,53,301,40576,56002,8518,5,22148496
561,2,256,54,301,38773,54387,8352,5,22187269
562,2,256,55,301,39250,55201,8256,5,22226519
563,2,256,56,301,39557,55151,8307,5,22266076
564,2,256,57,301,40429,56064,8250,5,22306505
565,2,256,58,301,41670,57823,8606,5,22348175
566,2,256,59,301,38205,53653,7922,5,22386380
567,2,256,60,301,38198,53871,7996,5,22424578
568,2,256,61,301,38929,54399,8205,5,22463507
569,2,256,62,301,40119,55481,8162,5,22503626
570,2,256,63,301,39197,55121,8261,5,22542823
571,2,256,64,301,40101,55198,8265,5,22582924
572,2,256,65,301,38054,53328,7971,5,22620978
573,2,256,66,301,39209,55299,8374,5,22660187
574,2,256,67,301,38296,54058,8005,5,22698483
575,2,256,68,301,39107,54198,8386,5,22737590
576,2,256,69,301,37845,53836,8237,5,22775435
577,2,256,70,301,37901,53555,8123,5,22813336
578,2,256,71,301,39734,55346,8268,5,22853070
579,2,256,72,301,40227,56142,8581,5,22893297
580,2,256,73,301,38328,52874,7797,5,22931625
581,2,256,74,301,39214,54416,8096,5,22970839
582,2,256,75,301,39609,54830,8197,5,23010448
583,2,256,76,301,40122,55653,8367,5,23050570
584,2,256,77,301,38818,54758,8434,5,23089388
585,2,256,78,301,40339,56510,8465,5,23129727
586,2,256,79,301,40071,55993,8339,5,23169798
587,2,256,80,301,38792,54269,8188,5,23208590
588,2,256,81,301,37983,53183,8067,5,23246573
589,2,256,82,301,39117,55145,8200,5,23285690
590,2,256,83,301,38480,54407,8322,5,23324170
591,2,256,84,301,38665,55007,8171,5,23362835
592,2,256,85,301,40237,56539,8666,5,23403072
593,2,256,86,301,39072,54741,8202,5,23442144
594,2,256,87,301,39302,54943,8188,5,23481446
595,2,256,88,301,38738,54239,8240,5,23520184
596,2,256,89,301,39504,55516,8439,5,23559688
597,2,256,90,301,39169,54522,8037,5,23598857
598,2,256,91,301,39399,55474,8233,5,23638256
599,2,256,92,301,39183,55035,8119,5,23677439
600,2,256,93,301,39292,54133,7893,5,23716731
601,2,256,94,301,40046,55645,8396,5,23756777
602,2,256,95,301,41002,56731,8524,5,23797779
603,2,256,96,301,39875,55574,8618,5,23837654
604,2,256,97,301,38750,54242,8079,5,23876404
605,2,256,98,301,39526,54731,8108,5,23915930
606,2,256,99,301,39012,54533,8098,5,23954942
607,2,256,100,301,40005,55251,8287,5,23994947
608,2,256,101,301,39580,55021,8390,5,24034527
609,2,256,102,301,40651,56104,8507,5,24075178
610,2,256,103,301,39428,54326,8009,5,24114606
611,2,256,104,301,40516,55921,8357,5,24155122
612,2,256,105,301,39720,55280,8100,5,24194842
613,2,256,106,301,39531,55653,8332,5,24234373
614,2,256,107,301,38957,55310,8211,5,24273330
615,2,256,108,301,39164,55047,8463,5,24312494
616,2,256,109,301,40881,56198,8322,5,24353375
617,2,256,110,301,39242,55444,8388,5,24392617
618,2,256,111,301,38869,54755,8164,5,24431486
619,2,256,112,301,40483,55916,8162,5,24471969
620,2,256,113,301,39326,54731,8322,5,24511295
621,2,256,114,301,39092,54694,8210,5,24550387
622,2,256,115,301,39179,53577,8073,5,24589566
623,2,256,116,301,39050,55534,8329,5,24628616
624,2,256,117,301,38835,54441,8115,5,24667451
625,2,256,118,301,39456,55305,8194,5,24706907
626,2,256,119,301,39564,54487,8273,5,24746471
627,2,256,120,301,40255,55364,8271,5,24786726
628,2,256,121,301,40597,55785,8233,5,24827323
629,2,256,122,301,38161,53738,8203,5,24865484
630,2,256,123,301,40801,56260,8524,5,24906285
631,2,256,124,301,39624,55371,8284,5,24945909
632,2,256,125,301,39415,54649,8205,5,24985324
633,2,256,126,301,40955,56353,8627,5,25026279
634,2,256,127,301,39345,55328,8209,5,25065624
635,2,256,128,301,38812,54753,8178,5,25104436
636,2,256,129,301,39803,55213,8240,5,25144239
637,2,256,130,301,38869,53915,7941,5,25183108
638,2,256,131,301,38841,53835,8080,5,25221949
639,2,256,132,301,40117,55710,8269,5,25262066
640,2,256,133,301,39549,55164,8485,5,25301615
641,2,256,134,301,39021,54791,8134,5,25340636
642,2,256,135,301,40846,56288,8405,5,25381482
643,2,256,136,301,39611,54632,8084,5,25421093
644,2,256,137,301,37648,53974,7962,5,25458741
645,2,256,138,301,40043,56062,8337,5,25498784
646,2,256,139,301,39706,55243,8213,5,25538490
647,2,256,140,301,37916,53642,8015,5,25576406
648,2,256,141,301,39700,54853,8244,5,25616106
649,2,256,142,301,41101,55927,8299,5,25657207
650,2,256,143,301,39898,55187,8263,5,25697105
651,2,256,144,301,38635,54508,8100,5,25735740
652,2,256,145,301,39746,55445,8277,5,25775486
653,2,256,146,301,40317,55880,8487,5,25815803
654,2,256,147,301,40113,55775,8233,5,25855916
655,2,256,148,301,39336,54533,8021,5,25895252
656,2,256,149,301,39591,54902,8101,5,25934843
657,2,256,150,301,38539,54407,8286,5,25973382
658,2,256,151,301,39606,55483,8370,5,26012988
659,2,256,152,301,39503,55769,8399,5,26052491
660,2,256,153,301,39522,55238,7892,5,26092013
661,2,256,154,301,39182,54814,8161,5,26131195
662,2,256,155,301,40084,55513,8307,5,26171279
663,2,256,156,301,39662,55627,8440,5,26210941
664,2,256,157,301,39340,54978,8220,5,26250281
665,2,256,158,301,40244,55948,8606,5,26290525
666,2,256,159,301,39007,54771,8153,5,26329532
667,2,256,160,301,38922,53962,8020,5,26368454
668,2,256,161,301,39481,55371,8310,5,26407935
669,2,256,162,301,39302,54221,8288,5,26447237
670,2,256,163,301,40250,56011,8295,5,26487487
671,2,256,164,301,39107,55003,8218,5,26526594
672,2,256,165,301,37600,53599,7990,5,26564194
673,2,256,166,301,38082,53514,8110,5,26602276
674,2,256,167,301,38338,53664,8113,5,26640614
675,2,256,168,301,40459,55641,8154,5,26681073
676,2,256,169,301,40114,55294,8341,5,26721187
677,2,256,170,301,39696,55402,8258,5,26760883
678,2,256,171,301,38943,54443,8050,5,26799826
679,2,256,172,301,39878,55084,8306,5,26839704
680,2,256,173,301,39628,55649,8494,5,26879332
681,2,256,174,301,39750,55532,8302,5,26919082
682,2,256,175,301,39970,55748,8274,5,26959052
683,2,256,176,301,38125,53492,8206,5,26997177
684,2,256,177,301,38141,53646,8054,5,27035318
685,2,256,178,301,39966,55621,8204,5,27075284
686,2,256,179,301,38556,53446,8040,5,27113840
687,2,256,180,301,38718,54771,8238,5,27152558
688,2,256,181,301,39530,54727,8131,5,27192088
689,2,256,182,301,39655,54804,8232,5,27231743
690,2,256,183,301,39446,54349,8011,5,27271189
691,2,256,184,301,39300,54557,8224,5,27310489
692,2,256,185,301,40270,55792,8401,5,27350759
693,2,256,186,301,39383,54548,8024,5,27390142
694,2,256,187,301,38509,54045,7914,5,27428651
695,2,256,188,301,38233,53604,7973,5,27466884
696,2,256,189,301,41589,56939,8541,5,27508473
697,2,256,190,301,38514,54427,7883,5,27546987
698,2,256,191,301,40004,55450,8327,5,27586991
699,2,256,192,301,39408,54694,8201,5,27626399
700,2,256,193,301,40285,55919,8295,5,27666684
701,2,256,194,301,39271,55053,8342,5,27705955
702,2,256,195,301,38641,54153,8155,5,27744596
703,2,256,196,301,39805,56232,8481,5,27784401
704,2,256,197,301,38651,54782,8270,5,27823052
705,2,256,198,301,38795,54356,8128,5,27861847
706,2,256,199,301,39648,55102,8276,5,27901495
707,2,256,200,301,39941,55972,8521,5,27941436
708,2,256,201,301,39949,55738,8259,5,27981385
709,2,256,202,301,39226,54739,8195,5,28020611
710,2,256,203,301,39536,55035,8291,5,28060147
711,2,256,204,301,40193,55303,8237,5,28100340
712,2,256,205,301,40241,55412,8409,5,28140581
713,2,256,206,301,39098,54881,8244,5,28179679
714,2,256,207,301,39108,54867,8099,5,28218787
715,2,256,208,301,39387,54511,8180,5,28258174
716,2,256,209,301,39127,55054,8120,5,28297301
717,2,256,210,301,39069,54525,8172,5,28336370
718,2,256,211,301,37571,54193,8060,5,28373941
719,2,256,212,301,38038,53446,7978,5,28411979
720,2,256,213,301,39721,54971,8361,5,28451700
721,2,256,214,301,40187,56399,8399,5,28491887
722,2,256,215,301,39510,55146,8150,5,28531397
723,2,256,216,301,38174,53743,8192,5,28569571
724,2,256,217,301,40708,55857,8448,5,28610279
725,2,256,218,301,39252,54617,8089,5,28649531
726,2,256,219,301,38898,54224,8294,5,28688429
727,2,256,220,301,39688,55082,8455,5,28728117
728,2,256,221,301,40540,55848,8342,5,28768657
729,2,256,222,301,39704,55570,8307,5,28808361
730,2,256,223,301,37980,54029,8051,5,28846341
731,2,256,224,301,39347,55281,8434,5,28885688
732,2,256,225,301,40892,56680,8498,5,28926580
733,2,256,226,301,39419,54836,8420,5,28965999
734,2,256,227,301,40055,56266,8373,5,29006054
735,2,256,228,301,40027,55765,8248,5,29046081
736,2,256,229,301,39354,54564,8292,5,29085435
737,2,256,230,301,40211,55315,8258,5,29125646
738,2,256,231,301,38144,53536,8043,5,29163790
739,2,256,232,301,39339,54779,8186,5,29203129
740,2,256,233,301,38789,54450,8141,5,29241918
741,2,256,234,301,39332,55225,8374,5,29281250
742,2,256,235,301,39894,55413,8006,5,29321144
743,2,256,236,301,38862,54382,8126,5,29360006
744,2,256,237,301,39096,55777,8435,5,29399102
745,2,256,238,301,40745,56371,8463,5,29439847
746,2,256,239,301,39864,55024,8389,5,29479711
747,2,256,240,301,41675,57386,8733,5,29521386
748,2,256,241,301,39512,55155,8394,5,29560898
749,2,256,242,301,38758,54748,8330,5,29599656
750,2,256,243,301,40005,55326,8540,5,29639661
751,2,256,244,301,41402,56465,8472,5,29681063
752,2,256,245,301,40355,55446,8271,5,29721418
753,2,256,246,301,40031,56179,8577,5,29761449
754,2,256,247,301,40772,56215,8592,5,29802221
755,2,256,248,301,39840,55316,8262,5,29842061
756,2,256,249,301,39236,54987,8394,5,29881297
757,2,256,250,301,39288,55225,8302,5,29920585
758,2,256,251,301,39666,55406,8296,5,29960251
759,2,256,252,301,39749,54942,8259,5,30000000
760,3,256,0,302,40349,56343,8414,5,30040349
761,3,256,1,302,39281,55321,8197,5,30079630
762,3,256,2,302,39491,55189,8307,5,30119121
763,3,256,3,302,39851,56114,8364,5,30158972
764,3,256,4,302,39616,55515,8362,5,30198588
765,3,256,5,302,39791,55683,8275,5,30238379
766,3,256,6,302,39930,55651,8416,5,30278309
767,3,256,7,302,40280,55457,8501,5,30318589
768,3,256,8,302,40923,56334,8293,5,30359512
769,3,256,9,302,39209,55223,8483,5,30398721
770,3,256,10,302,39760,55271,8365,5,30438481
771,3,256,11,301,39465,54809,8432,5,30477946
772,3,256,12,301,38941,54713,8111,5,30516887
773,3,256,13,301,38700,54763,8198,5,30555587
774,3,256,14,301,39154,54759,8176,5,30594741
775,3,256,15,301,38719,53930,8090,5,30633460
776,3,256,16,301,41233,56301,8483,5,30674693
777,3,256,17,301,39238,55061,8206,5,30713931
778,3,256,18,301,41223,56578,8548,5,30755154
779,3,256,19,301,39399,54976,8135,5,30794553
780,3,256,20,301,38468,53978,7929,5,30833021
781,3,256,21,301,40302,55858,8551,5,30873323
782,3,256,22,301,39787,55353,8273,5,30913110
783,3,256,23,301,40415,56011,8271,5,30953525
784,3,256,24,301,39778,55228,8263,5,30993303
785,3,256,25,301,40308,55535,8473,5,31033611
786,3,256,26,301,39943,55151,8104,5,31073554
787,3,256,27,301,39263,54700,8136,5,31112817
788,3,256,28,301,38715,54066,8031,5,31151532
789,3,256,29,301,40438,56174,8405,5,31191970
790,3,256,30,301,39409,55241,8231,5,31231379
791,3,256,31,301,40187,55511,8524,5,31271566
792,3,256,32,301,39549,54877,8206,5,31311115
793,3,256,33,301,39943,55604,8505,5,31351058
794,3,256,34,301,39243,55190,8125,5,31390301
795,3,256,35,301,39885,55988,8400,5,31430186
796,3,256,36,301,39108,54397,8143,5,31469294
797,3,256,37,301,40173,55210,8256,5,31509467
798,3,256,38,301,39286,55509,8343,5,31548753
799,3,256,39,301,39651,55039,8332,5,31588404
800,3,256,40,301,39700,54794,8125,5,31628104
801,3,256,41,301,40145,55377,8229,5,31668249
802,3,256,42,301,37630,53729,8285,5,31705879
803,3,256,43,301,38971,54760,8218,5,31744850
804,3,256,44,301,38956,54974,8231,5,31783806
805,3,256,45,301,38329,54127,8129,5,31822135
806,3,256,46,301,39047,54750,8273,5,31861182
807,3,256,47,301,39068,54347,8038,5,31900250
808,3,256,48,301,39745,54927,8244,5,31939995
809,3,256,49,301,39483,55596,8227,5,31979478
810,3,256,50,301,39474,55442,8318,5,32018952
811,3,256,51,301,39565,55295,8426,5,32058517
812,3,256,52,301,41054,56799,8534,5,32099571
813,3,256,53,301,39472,54856,8179,5,32139043
814,3,256,54,301,39841,55530,8210,5,32178884
815,3,256,55,301,39857,55042,8325,5,32218741
816,3,256,56,301,39013,54897,8162,5,32257754
817,3,256,57,301,40010,55302,8327,5,32297764
818,3,256,58,301,39496,55061,8213,5,32337260
819,3,256,59,301,38707,53896,8141,5,32375967
820,3,256,60,301,38620,54332,8167,5,32414587
821,3,256,61,301,39039,54589,8135,5,32453626
822,3,256,62,301,39765,55091,8131,5,32493391
823,3,256,63,301,39046,54307,8091,5,32532437
824,3,256,64,301,38485,54001,8086,5,32570922
825,3,256,65,301,38753,54052,8130,5,32609675
826,3,256,66,301,39877,55890,8464,5,32649552
827,3,256,67,301,39697,55037,8239,5,32689249
828,3,256,68,301,38561,54356,8100,5,32727810
829,3,256,69,301,40372,55308,8256,5,32768182
830,3,256,70,301,38647,54307,8243,5,32806829
831,3,256,71,301,40079,55265,8204,5,32846908
832,3,256,72,301,39557,55194,8343,5,32886465
833,3,256,73,301,38728,54451,8000,5,32925193
834,3,256,74,301,39695,55054,8360,5,32964888
835,3,256,75,301,38449,53451,8006,5,33003337
836,3,256,76,301,39882,55674,8339,5,33043219
837,3,256,77,301,40875,56265,8238,5,33084094
838,3,256,78,301,37786,53158,7852,5,33121880
839,3,256,79,301,37820,53323,8139,5,33159700
840,3,256,80,301,39388,55190,8323,5,33199088
841,3,256,81,301,38950,54316,8260,5,33238038
842,3,256,82,301,38538,54356,8257,5,33276576
843,3,256,83,301,39568,55263,8225,5,33316144
844,3,256,84,301,37807,53660,8152,5,33353951
845,3,256,85,301,40077,55689,8293,5,33394028
846,3,256,86,301,38640,54421,8300,5,33432668
847,3,256,87,301,39783,55324,8314,5,33472451
848,3,256,88,301,40692,56348,8584,5,33513143
849,3,256,89,301,39094,54937,8135,5,33552237
850,3,256,90,301,39903,55811,8519,5,33592140
851,3,256,91,301,38513,54104,8053,5,33630653
852,3,256,92,301,38344,53701,8021,5,33668997
853,3,256,93,301,39677,55389,8337,5,33708674
854,3,256,94,301,38788,54118,8124,5,33747462
855,3,256,95,301,37353,52643,7942,5,33784815
856,3,256,96,301,41493,56720,8572,5,33826308
857,3,256,97,301,39113,54760,8122,5,33865421
858,3,256,98,301,39671,54824,8251,5,33905092
859,3,256,99,301,40054,54915,8284,5,33945146
860,3,256,100,301,39977,55497,8193,5,33985123
861,3,256,101,301,38419,53953,8052,5,34023542
862,3,256,102,301,38004,53805,8046,5,34061546
863,3,256,103,301,40052,55309,8234,5,34101598
864,3,256,104,301,39139,54491,8150,5,34140737
865,3,256,105,301,39388,55108,8281,5,34180125
866,3,256,106,301,41154,56174,8344,5,34221279
867,3,256,107,301,39352,54971,8312,5,34260631
868,3,256,108,301,40642,56219,8270,5,34301273
869,3,256,109,301,38722,54396,8218,5,34339995
870,3,256,110,301,39855,55248,8331,5,34379850
871,3,256,111,301,38911,55038,8439,5,34418761
872,3,256,112,301,40280,55650,8444,5,34459041
873,3,256,113,301,39740,54836,8219,5,34498781
874,3,256,114,301,40743,55527,8183,5,34539524
875,3,256,115,301,39738,55507,8305,5,34579262
876,3,256,116,301,38976,54065,7881,5,34618238
877,3,256,117,301,39714,55916,8460,5,34657952
878,3,256,118,301,39252,55377,8295,5,34697204
879,3,256,119,301,39828,55035,8382,5,34737032
880,3,256,120,301,38206,53265,7894,5,34775238
881,3,256,121,301,40003,55367,8387,5,34815241
882,3,256,122,301,40754,55796,8137,5,34855995
883,3,256,123,301,40282,55556,8425,5,34896277
884,3,256,124,301,37671,53192,7845,5,34933948
885,3,256,125,301,40813,56526,8693,5,34974761
886,3,256,126,301,39503,55187,8259,5,35014264
887,3,256,127,301,39752,55323,8073,5,35054016
888,3,256,128,301,40800,55772,8402,5,35094816
889,3,256,129,301,38805,54154,7926,5,35133621
890,3,256,130,301,38955,54870,8074,5,35172576
891,3,256,131,301,40302,55675,8480,5,35212878
892,3,256,132,301,39780,55539,8424,5,35252658
893,3,256,133,301,40332,55359,8194,5,35292990
894,3,256,134,301,41071,56642,8508,5,35334061
895,3,256,135,301,39601,54446,8172,5,35373662
896,3,256,136,301,39079,55166,8376,5,35412741
897,3,256,137,301,38640,54177,8143,5,35451381
898,3,256,138,301,40718,56119,8510,5,35492099
899,3,256,139,301,39475,54826,8242,5,35531574
900,3,256,140,301,39256,54876,8158,5,35570830
901,3,256,141,301,39721,55659,8385,5,35610551
902,3,256,142,301,40197,56167,8551,5,35650748
903,3,256,143,301,40811,56517,8305,5,35691559
904,3,256,144,301,38515,54534,8024,5,35730074
905,3,256,145,301,41102,56609,8586,5,35771176
906,3,256,146,301,38968,53781,8189,5,35810144
907,3,256,147,301,39236,55171,8346,5,35849380
908,3,256,148,301,39846,55687,8468,5,35889226
909,3,256,149,301,38667,53699,8228,5,35927893
910,3,256,150,301,39161,55244,8246,5,35967054
911,3,256,151,301,40272,56274,8328,5,36007326
912,3,256,152,301,40613,56631,8502,5,36047939
913,3,256,153,301,39646,55611,8319,5,36087585
914,3,256,154,301,39836,56344,8398,5,36127421
915,3,256,155,301,39294,55196,8021,5,36166715
916,3,256,156,301,39900,54895,8340,5,36206615
917,3,256,157,301,41230,56839,8333,5,36247845
918,3,256,158,301,39116,54690,8272,5,36286961
919,3,256,159,301,40515,55811,8463,5,36327476
920,3,256,160,301,39494,56201,8512,5,36366970
921,3,256,161,301,40744,56110,8192,5,36407714
922,3,256,162,301,38696,53749,7907,5,36446410
923,3,256,163,301,39447,54688,8294,5,36485857
924,3,256,164,301,40484,55935,8385,5,36526341
925,3,256,165,301,39924,55636,8407,5,36566265
926,3,256,166,301,39242,54628,8266,5,36605507
927,3,256,167,301,40049,55373,8241,5,36645556
928,3,256,168,301,40178,55902,8255,5,36685734
929,3,256,169,301,38915,54204,8214,5,36724649
930,3,256,170,301,38438,54538,8190,5,36763087
931,3,256,171,301,40315,55808,8324,5,36803402
932,3,256,172,301,40009,55606,8381,5,36843411
933,3,256,173,301,38458,54092,8209,5,36881869
934,3,256,174,301,40529,55962,8456,5,36922398
935,3,256,175,301,38481,54280,8209,5,36960879
936,3,256,176,301,39397,55046,8333,5,37000276
937,3,256,177,301,39464,54804,8136,5,37039740
938,3,256,178,301,38154,53861,8026,5,37077894
939,3,256,179,301,39469,54544,8293,5,37117363
940,3,256,180,301,39451,54732,8437,5,37156814
941,3,256,181,301,40971,56729,8450,5,37197785
942,3,256,182,301,38725,53651,8012,5,37236510
943,3,256,183,301,38990,54930,8284,5,37275500
944,3,256,184,301,40052,55832,8298,5,37315552
945,3,256,185,301,40018,55544,8431,5,37355570
946,3,256,186,301,38817,54472,8137,5,37394387
947,3,256,187,301,39838,54917,8341,5,37434225
948,3,256,188,301,38793,55745,8315,5,37473018
949,3,256,189,301,40188,55932,8580,5,37513206
950,3,256,190,301,38561,53977,8056,5,37551767
951,3,256,191,301,39478,55270,8337,5,37591245
952,3,256,192,301,40154,55428,8316,5,37631399
953,3,256,193,301,40472,55277,8237,5,37671871
954,3,256,194,301,39049,54996,8359,5,37710920
955,3,256,195,301,39373,55654,8339,5,37750293
956,3,256,196,301,40278,56278,8382,5,37790571
957,3,256,197,301,38225,54033,7972,5,37828796
958,3,256,198,301,40561,55749,8171,5,37869357
959,3,256,199,301,40774,56343,8424,5,37910131
960,3,256,200,301,39023,54943,8353,5,37949154
961,3,256,201,301,40997,56674,8547,5,37990151
962,3,256,202,301,39499,54785,8196,5,38029650
963,3,256,203,301,40653,56007,8450,5,38070303
964,3,256,204,301,39953,56015,8432,5,38110256
965,3,256,205,301,38236,54185,7971,5,38148492
966,3,256,206,301,38766,54039,8299,5,38187258
967,3,256,207,301,39896,56099,8343,5,38227154
968,3,256,208,301,40295,55971,8427,5,38267449
969,3,256,209,301,39751,55400,8373,5,38307200
970,3,256,210,301,39908,55182,8320,5,38347108
971,3,256,211,301,37989,53693,7914,5,38385097
972,3,256,212,301,39479,55073,8091,5,38424576
973,3,256,213,301,39426,54922,8120,5,38464002
974,3,256,214,301,39441,55223,8199,5,38503443
975,3,256,215,301,38928,54344,8220,5,38542371
976,3,256,216,301,37904,53223,7979,5,38580275
977,3,256,217,301,40036,55900,8474,5,38620311
978,3,256,218,301,37835,53472,7971,5,38658146
979,3,256,219,301,39533,55484,8503,5,38697679
980,3,256,220,301,39957,55940,8264,5,38737636
981,3,256,221,301,40242,55814,8419,5,38777878
982,3,256,222,301,40660,55951,8138,5,38818538
983,3,256,223,301,38950,54954,8313,5,38857488
984,3,256,224,301,39107,55056,8389,5,38896595
985,3,256,225,301,39194,54864,8085,5,38935789
986,3,256,226,301,39862,55237,8413,5,38975651
987,3,256,227,301,38551,54005,8035,5,39014202
988,3,256,228,301,40372,56064,8262,5,39054574
989,3,256,229,301,39678,54533,8033,5,39094252
990,3,256,230,301,38867,54726,8157,5,39133119
991,3,256,231,301,36069,51899,7866,5,39169188
992,3,256,232,301,40208,55850,8438,5,39209396
993,3,256,233,301,40382,56103,8339,5,39249778
994,3,256,234,301,38961,54670,8153,5,39288739
995,3,256,235,301,41384,57414,8719,5,39330123
996,3,256,236,301,39305,54669,8251,5,39369428
997,3,256,237,301,39660,55049,8250,5,39409088
998,3,256,238,301,40340,56076,8384,5,39449428
999,3,256,239,301,39997,55886,8292,5,39489425
1000,3,256,240,301,38430,54661,8332,5,39527855
1001,3,256,241,301,39718,55124,8143,5,39567573
1002,3,256,242,301,39073,54687,8193,5,39606646
1003,3,256,243,301,38715,53876,8223,5,39645361
1004,3,256,244,301,37989,54350,8156,5,39683350
1005,3,256,245,301,39450,54915,8200,5,39722800
1006,3,256,246,301,38951,54228,8287,5,39761751
1007,3,256,247,301,39299,55012,8334,5,39801050
1008,3,256,248,301,39889,56028,8580,5,39840939
1009,3,256,249,301,39688,55176,8249,5,39880627
1010,3,256,250,301,39494,55555,8463,5,39920121
1011,3,256,251,301,39609,54661,7922,5,39959730
1012,3,256,252,301,40270,55501,8202,5,40000000
1013,4,256,0,302,39838,55979,8406,5,40039838
1014,4,256,1,302,39949,55614,8474,5,40079787
1015,4,256,2,302,39627,55137,8247,5,40119414
1016,4,256,3,302,40391,55787,8154,5,40159805
1017,4,256,4,302,40003,56052,8265,5,40199808
1018,4,256,5,302,39957,55666,8275,5,40239765
1019,4,256,6,302,39233,54228,7895,5,40278998
1020,4,256,7,302,40724,56043,8490,5,40319722
1021,4,256,8,302,39955,56109,8455,5,40359677
1022,4,256,9,302,40045,55285,8322,5,40399722
1023,4,256,10,302,41298,57377,8765,5,40441020
1024,4,256,11,301,39335,55045,8142,5,40480355
1025,4,256,12,301,40537,56235,8497,5,40520892
1026,4,256,13,301,38978,54457,8101,5,40559870
1027,4,256,14,301,38642,54643,8111,5,40598512
1028,4,256,15,301,39343,54935,8236,5,40637855
1029,4,256,16,301,39747,55494,8389,5,40677602
1030,4,256,17,301,40376,56042,8417,5,40717978
1031,4,256,18,301,38401,54611,8198,5,40756379
1032,4,256,19,301,39434,55428,8334,5,40795813
1033,4,256,20,301,38651,54729,8159,5,40834464
1034,4,256,21,301,39043,54820,8256,5,40873507
1035,4,256,22,301,38669,54654,8226,5,40912176
1036,4,256,23,301,38807,54342,8062,5,40950983
1037,4,256,24,301,39845,55399,8434,5,40990828
1038,4,256,25,301,39812,55519,8211,5,41030640
1039,4,256,26,301,39110,55063,8390,5,41069750
1040,4,256,27,301,38995,54526,8295,5,41108745
1041,4,256,28,301,38267,53576,7984,5,41147012
1042,4,256,29,301,37961,53015,8008,5,41184973
1043,4,256,30,301,39621,55135,8455,5,41224594
1044,4,256,31,301,39025,54128,7999,5,41263619
1045,4,256,32,301,39377,56122,8352,5,41302996
1046,4,256,33,301,38718,54515,8026,5,41341714
1047,4,256,34,301,39716,55324,8220,5,41381430
1048,4,256,35,301,40056,55830,8444,5,41421486
1049,4,256,36,301,38750,54249,8256,5,41460236
1050,4,256,37,301,39108,54868,8157,5,41499344
1051,4,256,38,301,38338,53801,8258,5,41537682
1052,4,256,39,301,38513,54312,8167,5,41576195
1053,4,256,40,301,39639,54928,8378,5,41615834
1054,4,256,41,301,39826,55517,8211,5,41655660
1055,4,256,42,301,39234,54024,8018,5,41694894
1056,4,256,43,301,39012,54237,7965,5,41733906
1057,4,256,44,301,39723,55019,8155,5,41773629
1058,4,256,45,301,38597,54276,8358,5,41812226
1059,4,256,46,301,38293,53977,8271,5,41850519
1060,4,256,47,301,39100,55051,8144,5,41889619
1061,4,256,48,301,39151,54631,8243,5,41928770
1062,4,256,49,301,39902,56039,8491,5,41968672
1063,4,256,50,301,40305,56546,8462,5,42008977
1064,4,256,51,301,39081,54566,8305,5,42048058
1065,4,256,52,301,39942,55397,8444,5,42088000
1066,4,256,53,301,40078,55240,8379,5,42128078
1067,4,256,54,301,40305,55467,8466,5,42168383
1068,4,256,55,301,39539,54705,8061,5,42207922
1069,4,256,56,301,38607,54754,8226,5,42246529
1070,4,256,57,301,39231,54666,8085,5,42285760
1071,4,256,58,301,39360,55329,8485,5,42325120
1072,4,256,59,301,39547,55359,8172,5,42364667
1073,4,256,60,301,39190,54724,8202,5,42403857
1074,4,256,61,301,39950,55974,8473,5,42443807
1075,4,256,62,301,40056,56405,8375,5,42483863
1076,4,256,63,301,40002,55474,8339,5,42523865
1077,4,256,64,301,40694,56386,8438,5,42564559
1078,4,256,65,301,38743,53976,8184,5,42603302
1079,4,256,66,301,40677,56258,8506,5,42643979
1080,4,256,67,301,38826,54980,8235,5,42682805
1081,4,256,68,301,39902,54918,8202,5,42722707
1082,4,256,69,301,39250,54909,8240,5,42761957
1083,4,256,70,301,38771,54839,8352,5,42800728
1084,4,256,71,301,37836,53471,7977,5,42838564
1085,4,256,72,301,40789,56536,8553,5,42879353
1086,4,256,73,301,41894,57274,8716,5,42921247
1087,4,256,74,301,39545,54584,8301,5,42960792
1088,4,256,75,301,39292,54937,8285,5,43000084
1089,4,256,76,301,38878,54247,8125,5,43038962
1090,4,256,77,301,40557,56214,8204,5,43079519
1091,4,256,78,301,40108,55954,8482,5,43119627
1092,4,256,79,301,38990,54896,8031,5,43158617
1093,4,256,80,301,40172,56044,8451,5,43198789
1094,4,256,81,301,39510,55256,8386,5,43238299
1095,4,256,82,301,39658,55809,8422,5,43277957
1096,4,256,83,301,38899,54793,8106,5,43316856
1097,4,256,84,301,40513,56329,8394,5,43357369
1098,4,256,85,301,39280,54038,8241,5,43396649
1099,4,256,86,301,38406,54522,8064,5,43435055
1100,4,256,87,301,39930,55166,8189,5,43474985
1101,4,256,88,301,38793,54284,8372,5,43513778
1102,4,256,89,301,39003,53955,8289,5,43552781
1103,4,256,90,301,39148,54935,8212,5,43591929
1104,4,256,91,301,39701,55658,8084,5,43631630
1105,4,256,92,301,39453,55174,8239,5,43671083
1106,4,256,93,301,39630,54928,8383,5,43710713
1107,4,256,94,301,40734,56418,8589,5,43751447
1108,4,256,95,301,37342,52863,7905,5,43788789
1109,4,256,96,301,39799,54981,8132,5,43828588
