domain,idx,uid,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,pattern,accuracy_interaction_te431_minus_te430,margin_interaction_te431_minus_te430
agent-properties,1229,agent-properties_1229,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-7.732854843139648
agent-properties,1557,agent-properties_1557,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-7.732854843139648
physical-relations,770,physical-relations_770,under,on,direct,variable swap,variable swap,1111,0,4.9971442222595215
physical-interactions,226,physical-interactions_226,heat,cool,indirect,variable swap,variable swap,1111,0,9.39449691772461
physical-relations,713,physical-relations_713,under,on,direct,variable swap,concept swap,1111,0,0.8269753456115723
physical-relations,767,physical-relations_767,under,on,direct,variable swap,variable swap,1111,0,0.8269753456115723
social-relations,1414,social-relations_1414,teacher,student,direct,variable swap,variable swap,0000,0,10.044448852539062
physical-relations,753,physical-relations_753,under,on,direct,variable swap,variable swap,0000,0,2.9373788833618164
agent-properties,1568,agent-properties_1568,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-3.502939224243164
physical-relations,231,physical-relations_231,block,-,indirect,variable swap,variable swap,1111,0,11.152653694152832
spatial-relations,165,spatial-relations_165,above,below,indirect,variable swap,variable swap,0000,0,-2.737333297729492
physical-relations,712,physical-relations_712,under,on,direct,variable swap,concept swap,0000,0,0.9476690292358398
physical-relations,768,physical-relations_768,under,on,direct,variable swap,variable swap,0000,0,0.9476690292358398
agent-properties,1556,agent-properties_1556,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.3324413299560547
physical-interactions,516,physical-interactions_516,throw,drop,indirect,other,concept swap,1111,0,3.105100631713867
physical-interactions,229,physical-interactions_229,heat,cool,indirect,variable swap,variable swap,0000,0,-5.983669281005859
spatial-relations,173,spatial-relations_173,above,below,indirect,variable swap,variable swap,1111,0,0.6565322875976562
agent-properties,455,agent-properties_455,choose,-,indirect,variable swap,variable swap,1111,0,-0.2578010559082031
spatial-relations,292,spatial-relations_292,front,behind,direct,antonym,concept swap,1111,0,-0.03310585021972656
physical-interactions,357,physical-interactions_357,push,-,direct,variable swap,variable swap,0000,0,2.5992183685302734
physical-relations,705,physical-relations_705,under,on,direct,variable swap,concept swap,1111,0,2.4816503524780273
physical-relations,751,physical-relations_751,under,on,direct,variable swap,variable swap,1111,0,2.4816503524780273
agent-properties,2009,agent-properties_2009,prefer,-,indirect,variable swap,variable swap,1111,0,7.60577392578125
agent-properties,1571,agent-properties_1571,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,3.262624740600586
agent-properties,1544,agent-properties_1544,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,3.676717758178711
physical-interactions,225,physical-interactions_225,heat,cool,indirect,variable swap,concept swap,0000,0,-5.9275007247924805
physical-interactions,263,physical-interactions_263,heat,cool,indirect,variable swap,variable swap,0000,0,-5.9275007247924805
physical-relations,740,physical-relations_740,under,on,direct,variable swap,variable swap,0000,0,-3.501190185546875
physical-interactions,517,physical-interactions_517,throw,drop,indirect,other,concept swap,0000,0,1.6570167541503906
agent-properties,1468,agent-properties_1468,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-16.212047576904297
agent-properties,417,agent-properties_417,choose,-,indirect,variable swap,variable swap,1111,0,-8.720813751220703
agent-properties,339,agent-properties_339,choose,-,indirect,variable swap,variable swap,0000,0,-13.451221466064453
spatial-relations,162,spatial-relations_162,above,below,indirect,variable swap,variable swap,1111,0,3.817474365234375
agent-properties,1559,agent-properties_1559,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-4.735380172729492
agent-properties,1580,agent-properties_1580,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-4.422172546386719
agent-properties,1209,agent-properties_1209,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-5.437091827392578
agent-properties,1517,agent-properties_1517,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-5.437091827392578
agent-properties,1547,agent-properties_1547,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-2.622110366821289
physical-interactions,234,physical-interactions_234,heat,cool,indirect,variable swap,variable swap,0000,0,-6.244932174682617
agent-properties,1247,agent-properties_1247,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,1.7884674072265625
agent-properties,1593,agent-properties_1593,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,1.7884674072265625
social-interactions,251,social-interactions_251,tease,comfort,direct,other,concept swap,1111,0,9.14413595199585
physical-relations,425,physical-relations_425,inside,outside,direct,variable swap,variable swap,1111,0,4.166015148162842
social-relations,91,social-relations_91,boss,subordinate,direct,variable swap,concept swap,0000,0,4.049098968505859
social-relations,161,social-relations_161,boss,subordinate,direct,variable swap,variable swap,0000,0,4.049098968505859
agent-properties,1335,agent-properties_1335,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-0.5334396362304688
agent-properties,1769,agent-properties_1769,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-0.5334396362304688
physical-interactions,364,physical-interactions_364,push,-,direct,variable swap,variable swap,1111,0,7.112653732299805
agent-properties,1583,agent-properties_1583,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,4.640264511108398
social-interactions,282,social-interactions_282,tease,comfort,indirect,antonym,concept swap,1111,0,2.5096635818481445
agent-properties,1500,agent-properties_1500,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-18.429428100585938
physical-interactions,361,physical-interactions_361,push,-,direct,variable swap,variable swap,1111,0,-1.3348360061645508
physical-interactions,106,physical-interactions_106,collide with,-,direct,variable swap,variable swap,0000,0,-1.0558662414550781
physical-relations,729,physical-relations_729,under,on,direct,variable swap,concept swap,0000,0,1.3313989639282227
physical-relations,799,physical-relations_799,under,on,direct,variable swap,variable swap,0000,0,1.3313989639282227
physical-relations,427,physical-relations_427,inside,outside,direct,variable swap,variable swap,1111,0,5.6502251625061035
agent-properties,246,agent-properties_246,choose,-,indirect,variable swap,variable swap,1111,0,6.411914825439453
physical-relations,409,physical-relations_409,inside,outside,direct,variable swap,concept swap,0000,0,-4.035823822021484
agent-properties,243,agent-properties_243,choose,-,indirect,variable swap,variable swap,0000,0,-3.9990100860595703
physical-interactions,215,physical-interactions_215,heat,cool,indirect,variable swap,concept swap,1111,0,9.205305099487305
physical-interactions,243,physical-interactions_243,heat,cool,indirect,variable swap,variable swap,1111,0,9.205305099487305
social-relations,1135,social-relations_1135,parent,child,indirect,variable swap,variable swap,1111,0,-3.8566341400146484
physical-relations,701,physical-relations_701,under,on,direct,variable swap,concept swap,0000,0,0.8427066802978516
physical-relations,745,physical-relations_745,under,on,direct,variable swap,variable swap,0000,0,0.8427066802978516
social-relations,1139,social-relations_1139,parent,child,indirect,variable swap,variable swap,0000,0,3.952699661254883
physical-interactions,349,physical-interactions_349,push,-,direct,variable swap,variable swap,0000,0,-26.31938934326172
social-interactions,253,social-interactions_253,tease,comfort,direct,other,concept swap,1111,0,4.536733627319336
physical-interactions,257,physical-interactions_257,heat,cool,indirect,variable swap,variable swap,1111,0,6.204978942871094
physical-interactions,249,physical-interactions_249,heat,cool,indirect,variable swap,variable swap,0000,0,-5.291097640991211
physical-relations,421,physical-relations_421,inside,outside,direct,variable swap,variable swap,0000,0,-4.479747772216797
agent-properties,419,agent-properties_419,choose,-,indirect,variable swap,variable swap,0000,0,7.5847930908203125
physical-interactions,105,physical-interactions_105,collide with,-,direct,variable swap,variable swap,0000,0,-1.4287185668945312
physical-relations,781,physical-relations_781,under,on,direct,variable swap,variable swap,1111,0,14.259587287902832
social-relations,1381,social-relations_1381,teacher,student,direct,variable swap,variable swap,1111,0,1.111734390258789
agent-properties,1435,agent-properties_1435,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-15.884525299072266
spatial-relations,170,spatial-relations_170,above,below,indirect,variable swap,variable swap,0000,0,-0.7915935516357422
agent-properties,1246,agent-properties_1246,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.7613906860351562
agent-properties,1594,agent-properties_1594,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.7613906860351562
agent-properties,1739,agent-properties_1739,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,2.750568389892578
physical-interactions,518,physical-interactions_518,throw,drop,indirect,other,concept swap,1111,0,0.1635570526123047
physical-relations,419,physical-relations_419,inside,outside,direct,variable swap,variable swap,1111,0,0.7627339363098145
agent-properties,293,agent-properties_293,choose,-,indirect,variable swap,variable swap,0000,0,-0.5629920959472656
social-relations,1418,social-relations_1418,teacher,student,direct,variable swap,variable swap,1111,0,-6.373079299926758
physical-relations,773,physical-relations_773,under,on,direct,variable swap,variable swap,0000,0,-13.53454303741455
physical-interactions,519,physical-interactions_519,throw,drop,indirect,other,concept swap,0000,0,0.7065334320068359
agent-properties,1760,agent-properties_1760,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,2.8712596893310547
agent-properties,1763,agent-properties_1763,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-2.398008346557617
social-relations,123,social-relations_123,boss,subordinate,direct,variable swap,variable swap,0000,0,0.8746261596679688
physical-relations,423,physical-relations_423,inside,outside,direct,variable swap,variable swap,0000,0,-5.256916046142578
agent-properties,1296,agent-properties_1296,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-2.7512664794921875
agent-properties,1694,agent-properties_1694,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-2.7512664794921875
material-properties,55,material-properties_55,fragile,sturdy,direct,antonym,concept swap,0000,0,-5.680353164672852
quantitative-properties,125,quantitative-properties_125,more,fewer,direct,antonym,concept swap,0000,0,-1.1322498321533203
agent-properties,426,agent-properties_426,choose,-,indirect,variable swap,variable swap,0000,0,-0.7715435028076172
physical-relations,429,physical-relations_429,inside,outside,direct,variable swap,variable swap,1111,0,3.1615829467773438
physical-relations,408,physical-relations_408,inside,outside,direct,variable swap,concept swap,1111,0,4.615303993225098
physical-relations,428,physical-relations_428,inside,outside,direct,variable swap,variable swap,1111,0,4.615303993225098
agent-properties,1923,agent-properties_1923,prefer,-,indirect,antonym,variable swap,0000,0,1.1821422576904297
agent-properties,1736,agent-properties_1736,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-2.994600296020508
social-relations,169,social-relations_169,boss,subordinate,direct,variable swap,variable swap,0000,0,7.761369228363037
physical-interactions,113,physical-interactions_113,collide with,-,direct,variable swap,variable swap,1111,0,21.151729583740234
physical-relations,233,physical-relations_233,block,-,indirect,variable swap,variable swap,0000,0,-6.6626129150390625
social-relations,1417,social-relations_1417,teacher,student,direct,variable swap,variable swap,0000,0,6.520449638366699
physical-relations,391,physical-relations_391,inside,outside,direct,variable swap,concept swap,1111,0,4.271703720092773
agent-properties,1208,agent-properties_1208,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,7.956207275390625
agent-properties,1518,agent-properties_1518,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,7.956207275390625
physical-interactions,114,physical-interactions_114,collide with,-,direct,variable swap,variable swap,1111,0,7.918739318847656
physical-relations,704,physical-relations_704,under,on,direct,variable swap,concept swap,0000,0,-1.1274638175964355
physical-relations,752,physical-relations_752,under,on,direct,variable swap,variable swap,0000,0,-1.1274638175964355
agent-properties,1196,agent-properties_1196,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,0.3893470764160156
agent-properties,1494,agent-properties_1494,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,0.3893470764160156
agent-properties,244,agent-properties_244,choose,-,indirect,variable swap,variable swap,0000,0,-3.9595947265625
physical-relations,411,physical-relations_411,inside,outside,direct,variable swap,variable swap,0000,0,-2.6318140029907227
agent-properties,1184,agent-properties_1184,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,0.23643112182617188
agent-properties,1470,agent-properties_1470,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,0.23643112182617188
physical-relations,736,physical-relations_736,under,on,direct,variable swap,concept swap,1111,0,-4.095859527587891
physical-relations,816,physical-relations_816,under,on,direct,variable swap,variable swap,1111,0,-4.095859527587891
physical-relations,238,physical-relations_238,block,-,indirect,variable swap,variable swap,1111,0,5.324713706970215
physical-interactions,221,physical-interactions_221,heat,cool,indirect,variable swap,concept swap,0000,0,-6.2610979080200195
physical-interactions,255,physical-interactions_255,heat,cool,indirect,variable swap,variable swap,0000,0,-6.2610979080200195
physical-interactions,522,physical-interactions_522,throw,drop,indirect,other,concept swap,1111,0,5.63258171081543
agent-properties,1297,agent-properties_1297,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,2.233123779296875
agent-properties,1693,agent-properties_1693,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,2.233123779296875
agent-properties,1819,agent-properties_1819,prefer,-,direct,variable swap,variable swap,1111,0,6.328071594238281
physical-relations,415,physical-relations_415,inside,outside,direct,variable swap,variable swap,0000,0,-1.33363676071167
physical-relations,229,physical-relations_229,block,-,indirect,variable swap,variable swap,0000,0,-9.615985870361328
social-relations,1491,social-relations_1491,teacher,student,indirect,variable swap,concept swap,0000,0,-7.8545989990234375
social-relations,1525,social-relations_1525,teacher,student,indirect,variable swap,variable swap,0000,0,-7.8545989990234375
physical-interactions,97,physical-interactions_97,collide with,-,direct,variable swap,variable swap,0000,0,-4.833477020263672
physical-interactions,347,physical-interactions_347,push,-,direct,variable swap,variable swap,0000,0,-10.479985237121582
physical-interactions,217,physical-interactions_217,heat,cool,indirect,variable swap,concept swap,1111,0,8.523944854736328
physical-interactions,247,physical-interactions_247,heat,cool,indirect,variable swap,variable swap,1111,0,8.523944854736328
physical-relations,728,physical-relations_728,under,on,direct,variable swap,concept swap,1111,0,-6.416934967041016
physical-relations,800,physical-relations_800,under,on,direct,variable swap,variable swap,1111,0,-6.416934967041016
social-relations,1382,social-relations_1382,teacher,student,direct,variable swap,variable swap,0000,0,-0.76995849609375
physical-interactions,119,physical-interactions_119,collide with,-,indirect,antonym,variable swap,0000,0,1.826650619506836
physical-relations,725,physical-relations_725,under,on,direct,variable swap,concept swap,1111,0,-1.0201659202575684
physical-relations,793,physical-relations_793,under,on,direct,variable swap,variable swap,1111,0,-1.0201659202575684
social-relations,941,social-relations_941,parent,child,direct,variable swap,variable swap,1111,0,-13.843233108520508
physical-interactions,110,physical-interactions_110,collide with,-,direct,variable swap,variable swap,1111,0,1.989339828491211
material-properties,53,material-properties_53,fragile,sturdy,direct,antonym,concept swap,0000,0,-3.644306182861328
agent-properties,1332,agent-properties_1332,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,5.654539108276367
agent-properties,1766,agent-properties_1766,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,5.654539108276367
physical-relations,390,physical-relations_390,inside,outside,direct,variable swap,concept swap,0000,0,-5.41655158996582
physical-relations,410,physical-relations_410,inside,outside,direct,variable swap,variable swap,0000,0,-5.41655158996582
physical-interactions,124,physical-interactions_124,collide with,-,indirect,antonym,variable swap,1111,0,0.7402858734130859
agent-properties,437,agent-properties_437,choose,-,indirect,variable swap,variable swap,1111,0,-4.100334167480469
spatial-relations,207,spatial-relations_207,above,below,indirect,variable swap,variable swap,0000,0,-1.2229747772216797
agent-properties,1334,agent-properties_1334,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,2.0459728240966797
agent-properties,1770,agent-properties_1770,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,2.0459728240966797
agent-properties,392,agent-properties_392,choose,-,indirect,variable swap,variable swap,0000,0,2.4454307556152344
agent-properties,1197,agent-properties_1197,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,0.45166015625
agent-properties,1493,agent-properties_1493,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,0.45166015625
agent-properties,382,agent-properties_382,choose,-,indirect,variable swap,variable swap,1111,0,-4.021808624267578
agent-properties,394,agent-properties_394,choose,-,indirect,variable swap,variable swap,1111,0,-2.3546104431152344
social-relations,170,social-relations_170,boss,subordinate,direct,variable swap,variable swap,1111,0,-5.99366569519043
agent-properties,1991,agent-properties_1991,prefer,-,indirect,variable swap,variable swap,0000,0,-11.091140747070312
agent-properties,1831,agent-properties_1831,prefer,-,direct,variable swap,variable swap,1111,0,6.52888298034668
physical-interactions,505,physical-interactions_505,throw,climb on,indirect,antonym,concept swap,0000,0,0.32253074645996094
agent-properties,1817,agent-properties_1817,prefer,-,direct,variable swap,variable swap,0000,0,-5.748146057128906
agent-properties,2007,agent-properties_2007,prefer,-,indirect,variable swap,variable swap,1111,0,1.3009300231933594
spatial-relations,144,spatial-relations_144,above,below,indirect,variable swap,variable swap,0000,0,-2.800050735473633
agent-properties,330,agent-properties_330,choose,-,indirect,variable swap,variable swap,1111,0,-0.7470455169677734
material-properties,51,material-properties_51,fragile,sturdy,direct,antonym,concept swap,0000,0,-5.086675643920898
social-relations,1113,social-relations_1113,parent,child,indirect,variable swap,variable swap,0000,0,3.3330535888671875
agent-properties,1298,agent-properties_1298,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-2.8329715728759766
agent-properties,1698,agent-properties_1698,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.8329715728759766
physical-relations,700,physical-relations_700,under,on,direct,variable swap,concept swap,1111,0,-2.357725143432617
physical-relations,742,physical-relations_742,under,on,direct,variable swap,variable swap,1111,0,-2.357725143432617
agent-properties,383,agent-properties_383,choose,-,indirect,variable swap,variable swap,1111,0,4.405242919921875
social-relations,113,social-relations_113,boss,subordinate,direct,variable swap,variable swap,1111,0,-4.400086402893066
agent-properties,1813,agent-properties_1813,prefer,-,direct,variable swap,variable swap,0000,0,-5.219816207885742
agent-properties,424,agent-properties_424,choose,-,indirect,variable swap,variable swap,1111,0,6.591096878051758
agent-properties,1185,agent-properties_1185,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-1.9006462097167969
agent-properties,1469,agent-properties_1469,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-1.9006462097167969
physical-relations,222,physical-relations_222,block,-,indirect,variable swap,variable swap,0000,0,-10.995424270629883
physical-interactions,360,physical-interactions_360,push,-,direct,variable swap,variable swap,1111,0,3.181997299194336
physical-relations,715,physical-relations_715,under,on,direct,variable swap,concept swap,1111,0,9.192834615707397
physical-relations,771,physical-relations_771,under,on,direct,variable swap,variable swap,1111,0,9.192834615707397
agent-properties,380,agent-properties_380,choose,-,indirect,variable swap,variable swap,0000,0,-0.2732810974121094
agent-properties,418,agent-properties_418,choose,-,indirect,variable swap,variable swap,0000,0,-8.189807891845703
social-relations,909,social-relations_909,parent,child,direct,variable swap,concept swap,0000,0,-3.3756484985351562
social-relations,937,social-relations_937,parent,child,direct,variable swap,variable swap,0000,0,-3.3756484985351562
spatial-relations,290,spatial-relations_290,front,behind,direct,antonym,concept swap,1111,0,0.8916130065917969
agent-properties,1703,agent-properties_1703,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-6.068733215332031
spatial-relations,398,spatial-relations_398,left,right,indirect,antonym,concept swap,0000,0,-0.17317545413970947
spatial-relations,208,spatial-relations_208,above,below,indirect,variable swap,variable swap,1111,0,3.035104751586914
spatial-relations,143,spatial-relations_143,above,below,indirect,variable swap,variable swap,1111,0,0.9565505981445312
material-properties,49,material-properties_49,fragile,sturdy,direct,antonym,concept swap,0000,0,-5.484670639038086
physical-interactions,115,physical-interactions_115,collide with,-,direct,variable swap,variable swap,1111,0,7.351375579833984
agent-properties,439,agent-properties_439,choose,-,indirect,variable swap,variable swap,0000,0,4.960844039916992
agent-properties,360,agent-properties_360,choose,-,indirect,variable swap,variable swap,0000,0,-2.471843719482422
social-relations,852,social-relations_852,landlord,tenant,indirect,variable swap,variable swap,0000,0,0.6673240661621094
social-interactions,193,social-interactions_193,teach,learn,direct,variable swap,concept swap,0000,0,1.6463050842285156
social-interactions,195,social-interactions_195,teach,learn,direct,variable swap,concept swap,0000,0,1.6463050842285156
social-interactions,209,social-interactions_209,teach,learn,direct,variable swap,variable swap,0000,0,1.6463050842285156
physical-interactions,507,physical-interactions_507,throw,climb on,indirect,antonym,concept swap,0000,0,-3.3508529663085938
physical-interactions,116,physical-interactions_116,collide with,-,indirect,antonym,variable swap,1111,0,-5.133745193481445
agent-properties,378,agent-properties_378,choose,-,indirect,variable swap,variable swap,1111,0,-6.9216766357421875
social-relations,563,social-relations_563,friend,stranger,indirect,antonym,concept swap,1111,0,-2.147319793701172
agent-properties,1299,agent-properties_1299,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,1.9347381591796875
agent-properties,1697,agent-properties_1697,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,1.9347381591796875
agent-properties,1234,agent-properties_1234,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,0.4421520233154297
agent-properties,1570,agent-properties_1570,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,0.4421520233154297
agent-properties,1503,agent-properties_1503,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,16.215576171875
spatial-relations,395,spatial-relations_395,left,right,indirect,antonym,concept swap,0000,0,1.187959909439087
agent-properties,1333,agent-properties_1333,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-5.931941986083984
agent-properties,1765,agent-properties_1765,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-5.931941986083984
physical-interactions,262,physical-interactions_262,heat,cool,indirect,variable swap,variable swap,0000,0,-7.698577880859375
agent-properties,1223,agent-properties_1223,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-0.03631591796875
agent-properties,1545,agent-properties_1545,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-0.03631591796875
agent-properties,2041,agent-properties_2041,prefer,-,indirect,variable swap,variable swap,0000,0,-5.437397003173828
physical-relations,714,physical-relations_714,under,on,direct,variable swap,concept swap,0000,0,-13.632060527801514
physical-relations,772,physical-relations_772,under,on,direct,variable swap,variable swap,0000,0,-13.632060527801514
spatial-relations,99,spatial-relations_99,above,below,indirect,variable swap,concept swap,0000,0,-0.4205303192138672
spatial-relations,147,spatial-relations_147,above,below,indirect,variable swap,variable swap,0000,0,-0.4205303192138672
agent-properties,1825,agent-properties_1825,prefer,-,direct,variable swap,variable swap,0000,0,-5.08551025390625
agent-properties,1815,agent-properties_1815,prefer,-,direct,variable swap,variable swap,1111,0,5.096103668212891
quantitative-properties,193,quantitative-properties_193,none,all,direct,antonym,concept swap,1111,0,1.1517820358276367
agent-properties,2043,agent-properties_2043,prefer,-,indirect,variable swap,variable swap,0000,0,5.705080032348633
social-relations,707,social-relations_707,landlord,tenant,direct,variable swap,variable swap,0000,0,-1.9467525482177734
agent-properties,1512,agent-properties_1512,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.2736358642578125
agent-properties,416,agent-properties_416,choose,-,indirect,variable swap,variable swap,1111,0,4.607666015625
quantitative-properties,96,quantitative-properties_96,many,no,direct,number,concept swap,1111,0,0.32361793518066406
agent-properties,1864,agent-properties_1864,prefer,-,direct,variable swap,variable swap,0000,0,-0.8143329620361328
social-relations,1490,social-relations_1490,teacher,student,indirect,variable swap,concept swap,1111,0,4.877988815307617
social-relations,1522,social-relations_1522,teacher,student,indirect,variable swap,variable swap,1111,0,4.877988815307617
spatial-relations,94,spatial-relations_94,above,below,indirect,variable swap,concept swap,0000,0,2.5252437591552734
spatial-relations,140,spatial-relations_140,above,below,indirect,variable swap,variable swap,0000,0,2.5252437591552734
agent-properties,1235,agent-properties_1235,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-0.1696033477783203
agent-properties,1569,agent-properties_1569,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-0.1696033477783203
physical-relations,228,physical-relations_228,block,-,indirect,variable swap,variable swap,0000,0,-6.176751136779785
social-relations,1404,social-relations_1404,teacher,student,direct,variable swap,variable swap,0000,0,2.7239646911621094
quantitative-properties,100,quantitative-properties_100,many,no,direct,number,concept swap,1111,0,3.5374937057495117
spatial-relations,410,spatial-relations_410,left,right,indirect,antonym,concept swap,0000,0,-1.0059305429458618
physical-interactions,365,physical-interactions_365,push,-,direct,variable swap,variable swap,1111,0,-0.4202098846435547
agent-properties,366,agent-properties_366,choose,-,indirect,variable swap,variable swap,1111,0,2.751537322998047
agent-properties,803,agent-properties_803,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.6575984954833984
agent-properties,925,agent-properties_925,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.6575984954833984
physical-interactions,265,physical-interactions_265,heat,cool,indirect,variable swap,variable swap,1111,0,5.512081146240234
social-relations,942,social-relations_942,parent,child,direct,variable swap,variable swap,0000,0,14.72116470336914
agent-properties,891,agent-properties_891,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.8326263427734375
agent-properties,1101,agent-properties_1101,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.8326263427734375
spatial-relations,414,spatial-relations_414,left,right,indirect,antonym,concept swap,0000,0,0.1603865623474121
spatial-relations,394,spatial-relations_394,left,right,indirect,antonym,concept swap,0000,0,0.0010180473327636719
social-relations,70,social-relations_70,boss,subordinate,direct,variable swap,concept swap,0000,0,-5.862545967102051
social-relations,122,social-relations_122,boss,subordinate,direct,variable swap,variable swap,0000,0,-5.862545967102051
spatial-relations,95,spatial-relations_95,above,below,indirect,variable swap,concept swap,1111,0,-0.762939453125
spatial-relations,139,spatial-relations_139,above,below,indirect,variable swap,variable swap,1111,0,-0.762939453125
social-relations,911,social-relations_911,parent,child,direct,variable swap,concept swap,0000,0,1.6781044006347656
social-relations,943,social-relations_943,parent,child,direct,variable swap,variable swap,0000,0,1.6781044006347656
agent-properties,1222,agent-properties_1222,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,0.27097511291503906
agent-properties,1546,agent-properties_1546,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,0.27097511291503906
spatial-relations,91,spatial-relations_91,above,below,indirect,variable swap,concept swap,1111,0,-0.40378379821777344
spatial-relations,131,spatial-relations_131,above,below,indirect,variable swap,variable swap,1111,0,-0.40378379821777344
agent-properties,395,agent-properties_395,choose,-,indirect,variable swap,variable swap,1111,0,-8.040178298950195
social-relations,851,social-relations_851,landlord,tenant,indirect,variable swap,variable swap,1111,0,-2.171457290649414
social-interactions,205,social-interactions_205,teach,learn,direct,variable swap,variable swap,1111,0,9.474252700805664
agent-properties,1177,agent-properties_1177,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-6.846038818359375
agent-properties,1453,agent-properties_1453,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-6.846038818359375
agent-properties,2059,agent-properties_2059,see,feel,indirect,other,concept swap,0000,0,-4.305694580078125
agent-properties,1180,agent-properties_1180,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,14.463847160339355
agent-properties,1462,agent-properties_1462,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,14.463847160339355
spatial-relations,213,spatial-relations_213,close,far,direct,antonym,concept swap,1111,0,0.28852081298828125
spatial-relations,104,spatial-relations_104,above,below,indirect,variable swap,concept swap,1111,0,-2.3819332122802734
spatial-relations,160,spatial-relations_160,above,below,indirect,variable swap,variable swap,1111,0,-2.3819332122802734
quantitative-properties,108,quantitative-properties_108,many,no,direct,number,concept swap,1111,0,0.7002420425415039
agent-properties,364,agent-properties_364,choose,-,indirect,variable swap,variable swap,1111,0,3.1195621490478516
social-relations,1185,social-relations_1185,parent,sibling,indirect,other,concept swap,1111,0,-1.9122352600097656
physical-interactions,407,physical-interactions_407,revolve around,approach,direct,antonym,concept swap,0000,0,-4.924674987792969
spatial-relations,105,spatial-relations_105,above,below,indirect,variable swap,concept swap,0000,0,0.13087081909179688
spatial-relations,159,spatial-relations_159,above,below,indirect,variable swap,variable swap,0000,0,0.13087081909179688
agent-properties,317,agent-properties_317,choose,-,indirect,variable swap,variable swap,0000,0,5.076902389526367
physical-interactions,245,physical-interactions_245,heat,cool,indirect,variable swap,variable swap,0000,0,-4.780536651611328
