probe_arm,line_index,words,words_field,word_field_matches_actual,source_label,source_kind,origin_source,selected_route_bucket,required_capability,length_bin,text_sha256,in_compact,in_rowblock_breadth,in_interleaved_breadth,compact_row_source,rowblock_row_source,interleaved_row_source
transition,248,27,27,True,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,26_35,9506a8e3c9c1e1a7e7cd83a607002e9f69492194f0c2fd102867add2535fe52f,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,249,25,23,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,open_subtitles,physical_material_transition,physical_anchor,16_25,2e2f8fcabf1bc678edf547714c1d71181decfa7251da9338ed26b5460de87b6a,True,True,True,open_subtitles,open_subtitles,open_subtitles
transition,250,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,36_50,cb82d8742b8720f98029ee6a7fcc6eebd10ae2039a5a6efb35422fc2f4a6f868,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,251,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,dbeb0d3214619cfc1051bfdb1492c7ae8f47234805ba2282fbd6e5ca8f62bf91,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,252,54,54,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,51_70,e0d35d81176e27ab41a792161e81c87091727a419098e749b2d30e1c002b2f69,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,253,44,44,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,f10949a17d3ac8ea424dfe4fd9a33cf2780fb44bacd6ae4d764b57bae24bd62d,True,True,True,gutenberg,gutenberg,gutenberg
transition,254,31,32,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,26_35,2f93230e64ca64a749598739e283cabe2cdd67f4e914a10fb3d27b6adac603bc,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,255,41,41,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,simple_wiki,physical_material_transition,physical_anchor,36_50,5045414f3c4298e52d3cb57fdbf8edd108d852f2214afa13396410c1637d7cf2,True,True,True,simple_wiki,simple_wiki,simple_wiki
transition,256,31,31,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,bbc8e8361ca9fd8e9d970bf385bf9c19fdcdd4c26a244c92fbe6c350c48f4438,True,True,True,gutenberg,gutenberg,gutenberg
transition,257,36,36,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,0909c76e16e7b20844820c0ae4bf3707ffdc1ddc7aab52981cbc7cfb16b4c351,True,True,True,gutenberg,gutenberg,gutenberg
transition,258,57,57,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,8773d7f2110791e4e3deb6681a58915f35dcc170b1b402ae1daa26b70b69cc5e,True,True,True,gutenberg,gutenberg,gutenberg
transition,259,29,29,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,simple_wiki,physical_material_transition,physical_anchor,26_35,f0147a842e5d55548c4f09a7958a0d2d37df8c2a74f17350e88a1d53d1df7aa6,True,True,True,simple_wiki,simple_wiki,simple_wiki
transition,260,54,54,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,87dc7bcc4e074c80e6e9dc2b32fe2a245af0bb439a940b1c31d5cec6f87434bc,True,True,True,gutenberg,gutenberg,gutenberg
transition,261,22,22,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,16_25,94ff7bf482895c89c03533daf2c6c09a7715c132da40a797df753531d3577eef,True,True,True,childes,childes,childes
transition,262,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,6e12a5e661421583bb88877d45af4d333d16e770aba00ba36addf386d10fd0e2,True,True,True,gutenberg,gutenberg,gutenberg
transition,263,30,30,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,26_35,96e387a6b94f9622e877433489dd7d609439b6e80f94f7a9bef2b4a7f7897ab5,False,False,False,,,
transition,264,36,36,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,0d117939ba40f06b922c7e7efb5baddbaf76eab51c19c3565f8c7d964139161f,True,True,True,gutenberg,gutenberg,gutenberg
transition,265,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,36af7cff17b493d4200f95b37a7461c770a9de45dd61b87d69414cdce168de95,True,True,True,gutenberg,gutenberg,gutenberg
transition,266,30,30,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,26_35,8f3c3f470c2cac6054796101328d7044875a8635bd475dc28954554f27841d7c,True,True,True,childes,childes,childes
transition,267,41,42,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,ebdf8e8729e7c312df0e41d42abe7971205151b6971f519ae070299329cebb09,True,True,True,gutenberg,gutenberg,gutenberg
transition,268,31,31,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,1776ecb40fd20ef286f4aa1e27d5f40ae358b08cf1e9af259132f4a45a3c84d0,True,True,True,gutenberg,gutenberg,gutenberg
transition,269,26,25,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,16_25,e409f01687b0bcf4c7bfd0da4b5a0cb65e9d226cd545cf790396845d99bb0eaa,False,False,False,,,
transition,270,25,25,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,16_25,78761a6c97d4581554dc07d3a7184aa5fceb2f5ce391022726d766e4ec6132b7,True,True,True,gutenberg,gutenberg,gutenberg
transition,271,26,26,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,26_35,3725f2b35bdefee26ece78b65c276cfe689fd6bab10a1da194d36881eb47cbbf,True,True,True,childes,childes,childes
transition,272,45,45,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,b8cac3744609ad1df9f0c5a9fd396a64d881bdc5e5ac2370a90e5962d134a47d,True,True,True,gutenberg,gutenberg,gutenberg
transition,273,65,65,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,b82e11b9d94556eed93c0c93ee08ec5395607c7544b888edd97b89de8e1de465,True,True,True,gutenberg,gutenberg,gutenberg
transition,274,70,70,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,5f0f97537764b9bad25f2027434a8ce57dd957433d66946b744349716ebfa065,True,True,True,gutenberg,gutenberg,gutenberg
transition,275,66,68,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,d897f917525c59746e013311aecefcc38674270ea2f8a58d2f646a31945d1531,True,True,True,gutenberg,gutenberg,gutenberg
transition,276,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,29afa87485e2e457f4b64a8ac7d6b106a5109da29bf68c672fcc178a6717e97b,True,True,True,gutenberg,gutenberg,gutenberg
transition,277,45,45,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,d08e96a60c9b7766835c71e69e138293e6b12312fa2d94898efb91124ecbf4fd,True,True,True,gutenberg,gutenberg,gutenberg
transition,278,45,45,True,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,36_50,1a17c838b8aaaee2a3f54ab3b83d9ee98697d8fbfbf6a106f85f8f10ae8de65d,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,279,40,40,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,36_50,cb55590959d8e2b3fc67534f9434c22d46db06a40e58dd080e77c23e0df6e834,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,280,27,29,False,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,26_35,50acef63f7eda8244583d10a10610e801a1287d988e23274749f5ae529760bf6,False,False,False,,,
transition,281,54,54,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,895d8c0c3ae52114210dfb09a2e2f7991a021f74d3cdaa7fe87c675e1e7f9f51,True,True,True,gutenberg,gutenberg,gutenberg
transition,282,20,22,False,fw_compact_rewrites,selected_qwen35_compact_rewrites,new_qwen35_full26k,physical_material_transition,physical_anchor,16_25,272298119d8a0c3f0d85a476badc82dc9b465ab489eeffb188901b6ccc42bcc2,True,False,False,fw_preserved_compact_view,,
transition,283,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,1c15066df82cc3af97a603253c90e974de9c661f79b7abb79967634e4578e0a2,True,True,True,gutenberg,gutenberg,gutenberg
transition,284,41,41,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,edd75f92158be26805c85d60548734e900789686b6de2ab31b35a07add6ae0ab,False,False,False,,,
transition,285,53,53,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,445d6c34dd2a029cf3d9a5465e70eefdd947220c72f231a372dda53be82edd0b,True,True,True,gutenberg,gutenberg,gutenberg
transition,286,43,43,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,7ac217e72ceb1051c2e0b57a5cf1941614a546c43fbec4763020bb7c50d94499,True,True,True,gutenberg,gutenberg,gutenberg
transition,287,36,36,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,a02_compact_reinvest,physical_material_transition,physical_anchor,36_50,e463565e4d7b5c4263bc7cddcd8ff010f78d181b118d31f89830085e154b68f5,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,288,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,3058df5b1205f58d88f662e76292ce4fd5efb4fa50b14bd2889ad2124b8d1bd3,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,289,50,50,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,915397d4ce4e2553fd4af8682b5424e9d5c75175b1d8e8b8ea501f3621f8c6d9,True,True,True,gutenberg,gutenberg,gutenberg
transition,290,40,40,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,0ebed64c3877835e7039b824a1508d6b2a7f717c43f73e49538a7aeb4b2454af,True,True,True,gutenberg,gutenberg,gutenberg
transition,291,56,56,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,a4c8c1034eb55817426163eaa52947c6a1974ac5cc00cb2a1168961e8afe2a59,True,True,True,gutenberg,gutenberg,gutenberg
transition,292,25,26,False,fw_compact_rewrites,selected_qwen35_compact_rewrites,new_qwen35_full26k,physical_material_transition,physical_anchor,26_35,0cd318b8824fcf0024288589bf21071a4e56b3ac620b91c19ea68fe01cc708dd,True,False,False,fw_preserved_compact_view,,
transition,293,41,41,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,43ce9339b8021ce12f5a14557f07d2a4faa23206a26130dacc195ac210c4233c,True,True,True,gutenberg,gutenberg,gutenberg
transition,294,57,57,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,71c66874b2ed81f3406c22689115adfb3719f51d59a24ab29b382193b502a4d2,True,True,True,gutenberg,gutenberg,gutenberg
transition,295,38,38,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,95dd45f8227ec33e2c4127a30dd727828df96c550bf892bef6e7c0d6f12b3c8f,False,False,False,,,
transition,296,42,42,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,36_50,7cdd614b969d45b66b750f2e5824cb84c9b825e4e4283a6822eaabd57ebe8d1d,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,297,43,43,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,36_50,346157319b91e8a84e3f9ba365ba5ec8560a4472ea5c4f9dfa2ce62c7b99d660,True,True,True,childes,childes,childes
transition,298,36,36,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,36_50,0070230f2b26ea2926645eba8375ac28647075742e81f3bfe50ef2d1e4021735,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,299,53,53,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,caf1ee7e7c681624575c45ea7c7113d1044f92ab56d612487ef3c6540b16f5ce,True,True,True,gutenberg,gutenberg,gutenberg
transition,300,70,70,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,19c5bd196236e86006785b89063351e7358681d3b30c2c49e603e71f86739308,True,True,True,gutenberg,gutenberg,gutenberg
transition,301,44,44,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,3646be497669e67e770884758003dd1870eba3c793c4005f62eebdecadf443e4,True,True,True,gutenberg,gutenberg,gutenberg
transition,302,65,65,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,51_70,4f7b3227e4f3a05ff7f4b49469f0be513357fd0718cd4c5ea367e5ecda663d8c,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,303,33,33,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,26_35,2722c2a286edef27cabe4b29405fd6f22e2e8b66b7e44da7e49387915e0b2e86,True,True,True,gutenberg,gutenberg,gutenberg
transition,304,47,47,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,36_50,071e5aa86b6db1d75b77aba0bcac1c055474a7cbd242b607ee640dfe8129016b,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,305,52,52,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,616f3b8210c30dc20452aa71015119ce07b64f3d4d5088f6dfc5ebf6eb114b5a,True,True,True,gutenberg,gutenberg,gutenberg
transition,306,24,24,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,16_25,3d45c07ec9aeb966815a098ed8eba2236a6da0b998fd6087fa31ef03a3f96e41,True,True,True,gutenberg,gutenberg,gutenberg
transition,307,44,44,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,c1c4e798610c54dddb8d3f8b6240a2bd8b709af54e0e527772b4dbaf7a6cc725,True,True,True,gutenberg,gutenberg,gutenberg
transition,308,37,37,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,0590e3698fd975b2a02434735ad70ea7319aa46b0dddf435733cd8c90d1980bf,True,True,True,gutenberg,gutenberg,gutenberg
transition,309,28,28,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,a02_compact_reinvest,physical_material_transition,physical_anchor,26_35,8f02bfff88721cde4372aae19107d770a9057b4a92930e75057a9fd8d8a1f44a,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,310,49,49,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,894a97231a805ddc75ac51ffadf0865bc97db8abfeab36a35ab9a4c2b55a11f4,True,True,True,gutenberg,gutenberg,gutenberg
transition,311,50,50,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,88511dce9038acc376f03a094bd1608e3a642d6d18c65235565a26836572fb15,True,True,True,gutenberg,gutenberg,gutenberg
transition,312,20,20,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,16_25,cdf48c68fdd45b7a07a7dac83589e5bc8e056b3027e56e06a9c5ea159148639d,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,313,48,48,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,a36fab6a498135019e450692625051f3c77c66c80d6a1cc7b0f73ef914801ea1,True,True,True,gutenberg,gutenberg,gutenberg
transition,314,38,38,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,bnc_spoken,physical_material_transition,physical_anchor,36_50,65d495530fdb67fd10bfc26be1a1c7495b4b64a46642d1c9f7d0c9c687171ddf,True,True,True,bnc_spoken,bnc_spoken,bnc_spoken
transition,315,38,38,True,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,36_50,1d16037a2c3397a726b857615c9fdfe39c46cb8c71ce49b59fcce30163fbcdb2,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,316,58,58,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,cdae5fb521a5d51e6645e75f71b466af381e4cacf924de031224a6960e391e60,True,True,True,gutenberg,gutenberg,gutenberg
transition,317,29,29,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,ae451d7b30fc18c370e6af789e3e4c7184b9314b9d1c415d0f112fb8dcb9191e,True,True,True,gutenberg,gutenberg,gutenberg
transition,318,39,39,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,203ed781f113121e9a9fe8831ca6d47f91ceb00c66f16668a716fccc61e4ae61,True,True,True,gutenberg,gutenberg,gutenberg
transition,319,28,28,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,198565ad6a5a1bba6b3b57ef5a4d68281e10acaae03e58055e0b441de0e7c6c7,True,True,True,gutenberg,gutenberg,gutenberg
transition,320,49,49,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,a85ca6034ae95732bcc255ab3d711146ce7140166610413e3f2c38bebdec4e94,True,True,True,gutenberg,gutenberg,gutenberg
transition,321,41,42,False,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,36_50,20018a94316fa60bbfef1d601e91437de921927cc2587765b52fbcb4efc0b18b,False,False,False,,,
transition,322,30,30,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,d48e27fc09604f199db72f7b52ad16c2f3179035d4197562ea0cfd18b48aa9f7,True,True,True,gutenberg,gutenberg,gutenberg
transition,323,28,28,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,26_35,7f30a4d93324bb71abdff7fa43af9ad67f8203ead505b62e96b863d23a907106,True,True,True,childes,childes,childes
transition,324,47,46,False,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,a02_compact_reinvest,physical_material_transition,physical_anchor,36_50,1d4628a0cd2e663a25b3a55af9fbbd84466f609720d4c93ab13f2339a6a41ba5,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,325,53,53,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,529164501b620fe9cf1cc73dc27c67cdd85166149e5c4a1daf60464ac79470ab,True,True,True,gutenberg,gutenberg,gutenberg
transition,326,33,33,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,e994d5344244744d3afa5c9fb294d0dc45a232b7504b066daf93313f440831e8,True,True,True,gutenberg,gutenberg,gutenberg
transition,327,23,23,True,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,16_25,3c0c497b01b7e3e020bb584817f96afa4e98ce05331a8310338971c0b80c20b5,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,328,36,36,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,36_50,bc13e38abb85f21b6da08fcf3d3af6ab37ae85cfe7fad0b4714df5536b2049c2,False,False,False,,,
transition,329,46,46,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,simple_wiki,physical_material_transition,physical_anchor,36_50,4e86d860af29e6dbd74c7766615ffaac2b9dd8b3ad504ce5e2bd37deca645f60,True,True,True,simple_wiki,simple_wiki,simple_wiki
transition,330,28,28,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,041e27db77a06637d98826b3f62a5739cc3fd6414396472ed2eb87478ee27ceb,True,True,True,gutenberg,gutenberg,gutenberg
transition,331,59,59,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,0c8e7819b270df4774d85897b7b76f02fa91165f467c0ef8218b689c6d597dd5,True,True,True,gutenberg,gutenberg,gutenberg
transition,332,25,25,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,16_25,2e4f05e2d7f1322312c146544caed56845401f72fc5e1735717b9a846c06e44c,True,True,True,childes,childes,childes
transition,333,35,35,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,99b09c567c7fb3c4b1b1843536f9655cd724352f9ccfa488bbb0002ae09203a1,True,True,True,gutenberg,gutenberg,gutenberg
transition,334,44,46,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,31b10342331caee70a5b75bbc697e7566e5af0fdce1a0465de546118b3ddc491,True,True,True,gutenberg,gutenberg,gutenberg
transition,335,43,45,False,fw_breadth_whole_sentence_companions,selected_fineweb_breadth_companions,,physical_material_transition,physical_anchor,36_50,5be46516fb859dd570d094e4ee098af0aa89bc11bdd32b263526ec3d391e839e,False,True,True,,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
transition,336,28,28,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,735b8c71277ae3627e0e70847e886887ffd3497f46b375c53086c39a4c5f19bb,True,True,True,gutenberg,gutenberg,gutenberg
transition,337,65,65,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,simple_wiki,physical_material_transition,physical_anchor,51_70,3d985d3818fa9be90d265ac99e0b8c56cfa4d1ab9420df61bbe35a94b2f80ded,True,True,True,simple_wiki,simple_wiki,simple_wiki
transition,338,30,30,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,3488025c11d51a23aac6efb4119fd5c5ac6721f3ab197d2ca35ba0e99d20a8f0,True,True,True,gutenberg,gutenberg,gutenberg
transition,339,53,54,False,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,9271d5b9d00b8a142c7ef66bb47315a70148eba55f78691daec08c39f3ea3258,True,True,True,gutenberg,gutenberg,gutenberg
transition,340,25,25,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,qwen_pair_packed,physical_material_transition,physical_anchor,16_25,1f16459c20d8418bc168519a15434baf2101acb44c5fbef5c52e6a3244db2685,True,True,True,qwen_pair_packed,qwen_pair_packed,qwen_pair_packed
transition,341,32,32,True,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,v3_stable,physical_material_transition,physical_anchor,26_35,77a70d344f9c8f68f6639ece8619acd12ed6047b06ae47b88efa997ee5f5c00a,False,False,False,,,
transition,342,70,70,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,93897ffa25d82991d6d7a06778d82c99a5d6e7afe9d5971af6fe8eb082dc611d,True,True,True,gutenberg,gutenberg,gutenberg
transition,343,32,32,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,childes,physical_material_transition,physical_anchor,26_35,4ded94ef59231f9e03e623dc41ac84e60920457182cc3b1dcfb2b29cb0e2bf7e,True,True,True,childes,childes,childes
transition,344,43,43,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,39e0d81fdfe3ec9332e8420b841a3e799048e06364df4daf04ae14ce08ddec70,True,True,True,gutenberg,gutenberg,gutenberg
transition,345,32,32,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,f88f9c4bcdd31d7969dfe136da206d9557c3d6b55683bdb2cd225422449779f9,True,True,True,gutenberg,gutenberg,gutenberg
transition,346,65,65,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,51_70,1120a93988eaf62c72736bfa24711b864ddd14658417dc1459c03727f979310f,True,True,True,gutenberg,gutenberg,gutenberg
transition,347,32,32,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,26_35,395ce9b4fbe9fb72f22d0ec3a90b6fd0482d98730c7c2cc6bf9f02fefc46c6f5,True,True,True,gutenberg,gutenberg,gutenberg
transition,348,48,48,True,compact_experience_aligned_10m_rows,current_lineage_10M_pool,gutenberg,physical_material_transition,physical_anchor,36_50,e4dea32bb5231e85bb2fe8d324adabd9a5ea0d816df153d552b4fb2cc9e65524,True,True,True,gutenberg,gutenberg,gutenberg
transition,349,30,31,False,fw_frozen_sources_38167,fineweb_candidate_source_reservoir,quality_v2_kept,physical_material_transition,physical_anchor,26_35,e2a515300601896b6359a55bc9e1d051c87088e3acdabece9f29ddddd302d51e,True,True,True,fw_preserved_compact_view,fw_preserved_source_breadth_wholesentence,fw_preserved_source_breadth_interleaved_wholesentence
