pair_id,overlap_bin,target_key,target_word,token_class,token_id_occurs_in_source,surface_word_class
wikilarge_33c4ee7b2eeac6b981a2,medium,wikilarge_33c4ee7b2eeac6b981a2:1,won,nonoverlap,False,nonoverlap
wikilarge_33c4ee7b2eeac6b981a2,medium,wikilarge_33c4ee7b2eeac6b981a2:3,prize,overlap,True,overlap
wikilarge_33cc458a6824f55de810,medium,wikilarge_33cc458a6824f55de810:3,appeared,nonoverlap,False,nonoverlap
wikilarge_33cc458a6824f55de810,medium,wikilarge_33cc458a6824f55de810:6,play,overlap,True,overlap
wikilarge_33cc458a6824f55de810,medium,wikilarge_33cc458a6824f55de810:10,playing,nonoverlap,False,nonoverlap
wikilarge_343487c6d9b5c33709d6,low,wikilarge_343487c6d9b5c33709d6:2,work,nonoverlap,False,nonoverlap
wikilarge_343487c6d9b5c33709d6,low,wikilarge_343487c6d9b5c33709d6:6,worked,nonoverlap,False,nonoverlap
wikilarge_343487c6d9b5c33709d6,low,wikilarge_343487c6d9b5c33709d6:13,architect,overlap,True,overlap
wikilarge_34b0bdde4ffb0e531b44,high,wikilarge_34b0bdde4ffb0e531b44:1,stayed,nonoverlap,False,nonoverlap
wikilarge_34b0bdde4ffb0e531b44,high,wikilarge_34b0bdde4ffb0e531b44:4,same,nonoverlap,False,nonoverlap
wikilarge_34b0bdde4ffb0e531b44,high,wikilarge_34b0bdde4ffb0e531b44:7,duke,overlap,True,overlap
wikilarge_34c0d0a9ebe2a95f2c79,low,wikilarge_34c0d0a9ebe2a95f2c79:0,helped,nonoverlap,False,nonoverlap
wikilarge_34c0d0a9ebe2a95f2c79,low,wikilarge_34c0d0a9ebe2a95f2c79:3,caused,nonoverlap,False,nonoverlap
wikilarge_34c0d0a9ebe2a95f2c79,low,wikilarge_34c0d0a9ebe2a95f2c79:5,railway,overlap,True,overlap
wikilarge_34ec92901843ff25d984,high,wikilarge_34ec92901843ff25d984:3,form,overlap,True,overlap
wikilarge_34ec92901843ff25d984,high,wikilarge_34ec92901843ff25d984:5,study,nonoverlap,False,nonoverlap
wikilarge_34ec92901843ff25d984,high,wikilarge_34ec92901843ff25d984:9,changed,nonoverlap,False,nonoverlap
wikilarge_35321692327e5678821e,medium,wikilarge_35321692327e5678821e:0,united,overlap,True,overlap
wikilarge_35321692327e5678821e,medium,wikilarge_35321692327e5678821e:3,movie,nonoverlap,False,nonoverlap
wikilarge_35321692327e5678821e,medium,wikilarge_35321692327e5678821e:4,called,nonoverlap,False,nonoverlap
wikilarge_35cc08275bf104e77d67,low,wikilarge_35cc08275bf104e77d67:1,something,nonoverlap,False,nonoverlap
wikilarge_35cc08275bf104e77d67,low,wikilarge_35cc08275bf104e77d67:3,two,overlap,True,overlap
wikilarge_35cc08275bf104e77d67,low,wikilarge_35cc08275bf104e77d67:5,lets,nonoverlap,False,nonoverlap
wikilarge_35e7c5fcf0e1aad71d70,high,wikilarge_35e7c5fcf0e1aad71d70:1,most,nonoverlap,False,nonoverlap
wikilarge_35e7c5fcf0e1aad71d70,high,wikilarge_35e7c5fcf0e1aad71d70:7,where,nonoverlap,False,nonoverlap
wikilarge_35e7c5fcf0e1aad71d70,high,wikilarge_35e7c5fcf0e1aad71d70:9,luther,overlap,True,overlap
wikilarge_3617a1307d0e1995ba7b,low,wikilarge_3617a1307d0e1995ba7b:1,loses,nonoverlap,False,nonoverlap
wikilarge_3617a1307d0e1995ba7b,low,wikilarge_3617a1307d0e1995ba7b:2,power,nonoverlap,False,nonoverlap
wikilarge_3617a1307d0e1995ba7b,low,wikilarge_3617a1307d0e1995ba7b:3,creatures,overlap,True,overlap
wikilarge_365dfc1a7611fce275cb,high,wikilarge_365dfc1a7611fce275cb:1,finished,nonoverlap,False,nonoverlap
wikilarge_365dfc1a7611fce275cb,high,wikilarge_365dfc1a7611fce275cb:2,book,nonoverlap,False,nonoverlap
wikilarge_365dfc1a7611fce275cb,high,wikilarge_365dfc1a7611fce275cb:13,delivered,overlap,True,overlap
wikilarge_3704a3120f212468f407,high,wikilarge_3704a3120f212468f407:1,made,nonoverlap,False,nonoverlap
wikilarge_3704a3120f212468f407,high,wikilarge_3704a3120f212468f407:2,debut,nonoverlap,False,nonoverlap
wikilarge_3704a3120f212468f407,high,wikilarge_3704a3120f212468f407:8,night,overlap,True,overlap
wikilarge_37233b120fe4b8a94b18,high,wikilarge_37233b120fe4b8a94b18:1,made,overlap,True,overlap
wikilarge_37233b120fe4b8a94b18,high,wikilarge_37233b120fe4b8a94b18:4,process,nonoverlap,False,nonoverlap
wikilarge_37233b120fe4b8a94b18,high,wikilarge_37233b120fe4b8a94b18:5,called,nonoverlap,False,nonoverlap
wikilarge_375f428d29a24db327af,low,wikilarge_375f428d29a24db327af:1,males,overlap,True,overlap
wikilarge_375f428d29a24db327af,low,wikilarge_375f428d29a24db327af:3,even,nonoverlap,False,nonoverlap
wikilarge_375f428d29a24db327af,low,wikilarge_375f428d29a24db327af:6,sometimes,nonoverlap,False,nonoverlap
wikilarge_3780eeff3aa1412c2011,high,wikilarge_3780eeff3aa1412c2011:3,rainforest,overlap,True,overlap
wikilarge_3780eeff3aa1412c2011,high,wikilarge_3780eeff3aa1412c2011:5,extend,nonoverlap,False,nonoverlap
wikilarge_3780eeff3aa1412c2011,high,wikilarge_3780eeff3aa1412c2011:16,include,nonoverlap,False,nonoverlap
wikilarge_3799de74d3ecfef2a0d7,high,wikilarge_3799de74d3ecfef2a0d7:5,tom,overlap,True,overlap
wikilarge_3799de74d3ecfef2a0d7,high,wikilarge_3799de74d3ecfef2a0d7:8,writes,nonoverlap,False,nonoverlap
wikilarge_3799de74d3ecfef2a0d7,high,wikilarge_3799de74d3ecfef2a0d7:9,creative,nonoverlap,False,nonoverlap
wikilarge_380775905384b614a22c,low,wikilarge_380775905384b614a22c:0,trap,nonoverlap,False,nonoverlap
wikilarge_380775905384b614a22c,low,wikilarge_380775905384b614a22c:1,him,overlap,True,overlap
wikilarge_380775905384b614a22c,low,wikilarge_380775905384b614a22c:3,throw,nonoverlap,False,nonoverlap
wikilarge_381b669b8617a85167a9,medium,wikilarge_381b669b8617a85167a9:2,born,overlap,True,overlap
wikilarge_381b669b8617a85167a9,medium,wikilarge_381b669b8617a85167a9:4,former,nonoverlap,False,nonoverlap
wikilarge_381b669b8617a85167a9,medium,wikilarge_381b669b8617a85167a9:7,player,nonoverlap,False,nonoverlap
wikilarge_38211ec72a7e916633d1,high,wikilarge_38211ec72a7e916633d1:5,dug,nonoverlap,False,nonoverlap
wikilarge_38211ec72a7e916633d1,high,wikilarge_38211ec72a7e916633d1:7,let,nonoverlap,False,nonoverlap
wikilarge_38211ec72a7e916633d1,high,wikilarge_38211ec72a7e916633d1:8,traffic,overlap,True,overlap
wikilarge_38485c47774048775430,medium,wikilarge_38485c47774048775430:3,said,nonoverlap,False,nonoverlap
wikilarge_38485c47774048775430,medium,wikilarge_38485c47774048775430:4,saw,overlap,True,overlap
wikilarge_38485c47774048775430,medium,wikilarge_38485c47774048775430:10,killed,nonoverlap,False,nonoverlap
wikilarge_384bb43b9cd5a722ae4f,low,wikilarge_384bb43b9cd5a722ae4f:1,number,overlap,True,overlap
wikilarge_384bb43b9cd5a722ae4f,low,wikilarge_384bb43b9cd5a722ae4f:2,itself,nonoverlap,False,nonoverlap
wikilarge_384bb43b9cd5a722ae4f,low,wikilarge_384bb43b9cd5a722ae4f:3,equals,nonoverlap,False,nonoverlap
wikilarge_386d7da2161f32cea40a,low,wikilarge_386d7da2161f32cea40a:0,august,overlap,True,overlap
wikilarge_386d7da2161f32cea40a,low,wikilarge_386d7da2161f32cea40a:2,back,nonoverlap,False,nonoverlap
wikilarge_386d7da2161f32cea40a,low,wikilarge_386d7da2161f32cea40a:3,into,nonoverlap,False,nonoverlap
wikilarge_387799b391f38799a8de,high,wikilarge_387799b391f38799a8de:1,post,nonoverlap,False,nonoverlap
wikilarge_387799b391f38799a8de,high,wikilarge_387799b391f38799a8de:3,new,overlap,True,overlap
wikilarge_387799b391f38799a8de,high,wikilarge_387799b391f38799a8de:8,business,nonoverlap,False,nonoverlap
wikilarge_387e5ee36ca0862bb777,high,wikilarge_387e5ee36ca0862bb777:5,placed,nonoverlap,False,nonoverlap
wikilarge_387e5ee36ca0862bb777,high,wikilarge_387e5ee36ca0862bb777:10,covered,nonoverlap,False,nonoverlap
wikilarge_387e5ee36ca0862bb777,high,wikilarge_387e5ee36ca0862bb777:12,record,overlap,True,overlap
wikilarge_389d11f82fd0e09e57fc,medium,wikilarge_389d11f82fd0e09e57fc:2,divided,overlap,True,overlap
wikilarge_389d11f82fd0e09e57fc,medium,wikilarge_389d11f82fd0e09e57fc:6,one,nonoverlap,False,nonoverlap
wikilarge_389d11f82fd0e09e57fc,medium,wikilarge_389d11f82fd0e09e57fc:7,seasons,nonoverlap,False,nonoverlap
wikilarge_38a81a382cad6fbb4e39,medium,wikilarge_38a81a382cad6fbb4e39:2,later,overlap,True,overlap
wikilarge_38a81a382cad6fbb4e39,medium,wikilarge_38a81a382cad6fbb4e39:3,bought,nonoverlap,False,nonoverlap
wikilarge_38a81a382cad6fbb4e39,medium,wikilarge_38a81a382cad6fbb4e39:6,now,nonoverlap,False,nonoverlap
wikilarge_398376345d0810a5db60,low,wikilarge_398376345d0810a5db60:0,famous,nonoverlap,False,nonoverlap
wikilarge_398376345d0810a5db60,low,wikilarge_398376345d0810a5db60:1,acting,nonoverlap,False,nonoverlap
wikilarge_398376345d0810a5db60,low,wikilarge_398376345d0810a5db60:2,phil,overlap,True,overlap
wikilarge_3a879594f6e03c95170f,low,wikilarge_3a879594f6e03c95170f:0,city,overlap,True,overlap
wikilarge_3a879594f6e03c95170f,low,wikilarge_3a879594f6e03c95170f:1,damaged,nonoverlap,False,nonoverlap
wikilarge_3a879594f6e03c95170f,low,wikilarge_3a879594f6e03c95170f:2,during,nonoverlap,False,nonoverlap
wikilarge_3a8c9fb1b83a70f47faa,low,wikilarge_3a8c9fb1b83a70f47faa:1,used,nonoverlap,False,nonoverlap
wikilarge_3a8c9fb1b83a70f47faa,low,wikilarge_3a8c9fb1b83a70f47faa:8,called,overlap,True,overlap
wikilarge_3a8c9fb1b83a70f47faa,low,wikilarge_3a8c9fb1b83a70f47faa:15,still,nonoverlap,False,nonoverlap
wikilarge_3aae06e549a8055958d9,high,wikilarge_3aae06e549a8055958d9:0,four,nonoverlap,False,overlap
wikilarge_3aae06e549a8055958d9,high,wikilarge_3aae06e549a8055958d9:9,showing,nonoverlap,False,nonoverlap
wikilarge_3aae06e549a8055958d9,high,wikilarge_3aae06e549a8055958d9:18,find,overlap,True,overlap
wikilarge_3ad9462ac913c05126e5,low,wikilarge_3ad9462ac913c05126e5:2,stronger,nonoverlap,False,nonoverlap
wikilarge_3ad9462ac913c05126e5,low,wikilarge_3ad9462ac913c05126e5:7,pick,nonoverlap,False,nonoverlap
wikilarge_3ad9462ac913c05126e5,low,wikilarge_3ad9462ac913c05126e5:8,bombs,overlap,True,overlap
wikilarge_3ad9dda35e4e78dc36c8,low,wikilarge_3ad9dda35e4e78dc36c8:1,good,nonoverlap,False,nonoverlap
wikilarge_3ad9dda35e4e78dc36c8,low,wikilarge_3ad9dda35e4e78dc36c8:7,might,nonoverlap,False,nonoverlap
wikilarge_3ad9dda35e4e78dc36c8,low,wikilarge_3ad9dda35e4e78dc36c8:10,search,overlap,True,overlap
wikilarge_3ae6cd5a48e2a2af18e8,medium,wikilarge_3ae6cd5a48e2a2af18e8:0,there,nonoverlap,False,nonoverlap
wikilarge_3ae6cd5a48e2a2af18e8,medium,wikilarge_3ae6cd5a48e2a2af18e8:2,different,overlap,True,overlap
wikilarge_3ae6cd5a48e2a2af18e8,medium,wikilarge_3ae6cd5a48e2a2af18e8:3,types,nonoverlap,False,nonoverlap
wikilarge_3b5e72b0aee0489caaf2,low,wikilarge_3b5e72b0aee0489caaf2:2,city,overlap,True,overlap
wikilarge_3b5e72b0aee0489caaf2,low,wikilarge_3b5e72b0aee0489caaf2:3,between,nonoverlap,False,nonoverlap
wikilarge_3b5e72b0aee0489caaf2,low,wikilarge_3b5e72b0aee0489caaf2:5,people,nonoverlap,False,nonoverlap
wikilarge_3b7ac75463ceed947d3c,medium,wikilarge_3b7ac75463ceed947d3c:3,april,overlap,True,overlap
wikilarge_3b7ac75463ceed947d3c,medium,wikilarge_3b7ac75463ceed947d3c:4,football,nonoverlap,False,nonoverlap
wikilarge_3b7ac75463ceed947d3c,medium,wikilarge_3b7ac75463ceed947d3c:5,player,nonoverlap,False,nonoverlap
wikilarge_3ba12d6af4c68cd888b4,high,wikilarge_3ba12d6af4c68cd888b4:5,only,nonoverlap,False,nonoverlap
wikilarge_3ba12d6af4c68cd888b4,high,wikilarge_3ba12d6af4c68cd888b4:6,worship,nonoverlap,False,nonoverlap
wikilarge_3ba12d6af4c68cd888b4,high,wikilarge_3ba12d6af4c68cd888b4:9,greatest,overlap,True,overlap
wikilarge_3bbc10a29f50bc78e194,low,wikilarge_3bbc10a29f50bc78e194:3,little,nonoverlap,False,nonoverlap
wikilarge_3bbc10a29f50bc78e194,low,wikilarge_3bbc10a29f50bc78e194:5,before,nonoverlap,False,nonoverlap
wikilarge_3bbc10a29f50bc78e194,low,wikilarge_3bbc10a29f50bc78e194:9,september,overlap,True,overlap
wikilarge_3bd920a5ea80a8a0e154,low,wikilarge_3bd920a5ea80a8a0e154:0,won,overlap,True,overlap
wikilarge_3bd920a5ea80a8a0e154,low,wikilarge_3bd920a5ea80a8a0e154:1,next,nonoverlap,False,nonoverlap
wikilarge_3bd920a5ea80a8a0e154,low,wikilarge_3bd920a5ea80a8a0e154:2,election,nonoverlap,False,nonoverlap
wikilarge_3c50fe3fba6d493946a6,high,wikilarge_3c50fe3fba6d493946a6:0,thought,overlap,True,overlap
wikilarge_3c50fe3fba6d493946a6,high,wikilarge_3c50fe3fba6d493946a6:2,putting,nonoverlap,False,nonoverlap
wikilarge_3c50fe3fba6d493946a6,high,wikilarge_3c50fe3fba6d493946a6:5,which,nonoverlap,False,nonoverlap
wikilarge_3c82c4be810cd3dd4dba,high,wikilarge_3c82c4be810cd3dd4dba:3,vary,overlap,True,overlap
wikilarge_3c82c4be810cd3dd4dba,high,wikilarge_3c82c4be810cd3dd4dba:4,different,nonoverlap,False,nonoverlap
wikilarge_3c82c4be810cd3dd4dba,high,wikilarge_3c82c4be810cd3dd4dba:5,governments,nonoverlap,False,nonoverlap
wikilarge_3c9c8634ba2f4a6dabcc,high,wikilarge_3c9c8634ba2f4a6dabcc:1,reported,nonoverlap,False,nonoverlap
wikilarge_3c9c8634ba2f4a6dabcc,high,wikilarge_3c9c8634ba2f4a6dabcc:3,charlemagne,overlap,True,overlap
wikilarge_3c9c8634ba2f4a6dabcc,high,wikilarge_3c9c8634ba2f4a6dabcc:4,sent,nonoverlap,False,nonoverlap
wikilarge_3d14e63fdba3c21063af,medium,wikilarge_3d14e63fdba3c21063af:2,ball,overlap,True,overlap
wikilarge_3d14e63fdba3c21063af,medium,wikilarge_3d14e63fdba3c21063af:4,started,nonoverlap,False,nonoverlap
wikilarge_3d14e63fdba3c21063af,medium,wikilarge_3d14e63fdba3c21063af:5,played,nonoverlap,False,nonoverlap
wikilarge_3d6702be364c13e44b28,high,wikilarge_3d6702be364c13e44b28:4,head,overlap,True,overlap
wikilarge_3d6702be364c13e44b28,high,wikilarge_3d6702be364c13e44b28:13,never,nonoverlap,False,nonoverlap
wikilarge_3d6702be364c13e44b28,high,wikilarge_3d6702be364c13e44b28:17,time,nonoverlap,False,nonoverlap
wikilarge_3d7d22cdf2f61d94b1b7,low,wikilarge_3d7d22cdf2f61d94b1b7:0,during,nonoverlap,False,nonoverlap
wikilarge_3d7d22cdf2f61d94b1b7,low,wikilarge_3d7d22cdf2f61d94b1b7:2,where,nonoverlap,False,nonoverlap
wikilarge_3d7d22cdf2f61d94b1b7,low,wikilarge_3d7d22cdf2f61d94b1b7:4,count,overlap,True,overlap
wikilarge_3d7fdfb96ee8a175beb4,high,wikilarge_3d7fdfb96ee8a175beb4:2,accept,overlap,True,overlap
wikilarge_3d7fdfb96ee8a175beb4,high,wikilarge_3d7fdfb96ee8a175beb4:13,people,nonoverlap,False,nonoverlap
wikilarge_3d7fdfb96ee8a175beb4,high,wikilarge_3d7fdfb96ee8a175beb4:14,understand,nonoverlap,False,nonoverlap
wikilarge_3dbcd1f04f181769c3b5,high,wikilarge_3dbcd1f04f181769c3b5:2,seem,nonoverlap,False,nonoverlap
wikilarge_3dbcd1f04f181769c3b5,high,wikilarge_3dbcd1f04f181769c3b5:5,fruits,overlap,True,overlap
wikilarge_3dbcd1f04f181769c3b5,high,wikilarge_3dbcd1f04f181769c3b5:6,seed,nonoverlap,False,nonoverlap
wikilarge_3dca7a205ef5a619854d,medium,wikilarge_3dca7a205ef5a619854d:7,creative,overlap,True,overlap
wikilarge_3dca7a205ef5a619854d,medium,wikilarge_3dca7a205ef5a619854d:10,lots,nonoverlap,False,nonoverlap
wikilarge_3dca7a205ef5a619854d,medium,wikilarge_3dca7a205ef5a619854d:13,how,nonoverlap,False,nonoverlap
wikilarge_3de75441e1588131cd4f,medium,wikilarge_3de75441e1588131cd4f:1,there,nonoverlap,False,nonoverlap
wikilarge_3de75441e1588131cd4f,medium,wikilarge_3de75441e1588131cd4f:2,higher,nonoverlap,False,nonoverlap
wikilarge_3de75441e1588131cd4f,medium,wikilarge_3de75441e1588131cd4f:5,network,overlap,True,overlap
wikilarge_3e18375dd2353f6618e8,low,wikilarge_3e18375dd2353f6618e8:4,high,overlap,True,overlap
wikilarge_3e18375dd2353f6618e8,low,wikilarge_3e18375dd2353f6618e8:7,covered,nonoverlap,False,nonoverlap
wikilarge_3e18375dd2353f6618e8,low,wikilarge_3e18375dd2353f6618e8:8,areas,nonoverlap,False,nonoverlap
wikilarge_3e67e0463a8f6d8634a3,medium,wikilarge_3e67e0463a8f6d8634a3:2,saw,nonoverlap,False,nonoverlap
wikilarge_3e67e0463a8f6d8634a3,medium,wikilarge_3e67e0463a8f6d8634a3:3,nothing,nonoverlap,False,nonoverlap
wikilarge_3e67e0463a8f6d8634a3,medium,wikilarge_3e67e0463a8f6d8634a3:10,declared,overlap,True,overlap
wikilarge_3eaa7fed6ca02b15cdff,low,wikilarge_3eaa7fed6ca02b15cdff:3,october,overlap,True,overlap
wikilarge_3eaa7fed6ca02b15cdff,low,wikilarge_3eaa7fed6ca02b15cdff:5,football,nonoverlap,False,nonoverlap
wikilarge_3eaa7fed6ca02b15cdff,low,wikilarge_3eaa7fed6ca02b15cdff:6,player,nonoverlap,False,nonoverlap
wikilarge_3ed5214b6e90175e6de5,medium,wikilarge_3ed5214b6e90175e6de5:1,took,nonoverlap,False,nonoverlap
wikilarge_3ed5214b6e90175e6de5,medium,wikilarge_3ed5214b6e90175e6de5:2,place,nonoverlap,False,nonoverlap
wikilarge_3ed5214b6e90175e6de5,medium,wikilarge_3ed5214b6e90175e6de5:6,international,overlap,True,overlap
wikilarge_3ed951b455f7f2aa70ad,medium,wikilarge_3ed951b455f7f2aa70ad:0,top,nonoverlap,False,nonoverlap
wikilarge_3ed951b455f7f2aa70ad,medium,wikilarge_3ed951b455f7f2aa70ad:1,level,nonoverlap,False,nonoverlap
wikilarge_3ed951b455f7f2aa70ad,medium,wikilarge_3ed951b455f7f2aa70ad:3,court,overlap,True,overlap
wikilarge_3f13212d21c468117584,medium,wikilarge_3f13212d21c468117584:4,english,overlap,True,overlap
wikilarge_3f13212d21c468117584,medium,wikilarge_3f13212d21c468117584:5,football,nonoverlap,False,nonoverlap
wikilarge_3f13212d21c468117584,medium,wikilarge_3f13212d21c468117584:6,player,nonoverlap,False,nonoverlap
wikilarge_3f3ed09254087cdd8b00,medium,wikilarge_3f3ed09254087cdd8b00:2,born,overlap,True,overlap
wikilarge_3f3ed09254087cdd8b00,medium,wikilarge_3f3ed09254087cdd8b00:5,football,nonoverlap,False,nonoverlap
wikilarge_3f3ed09254087cdd8b00,medium,wikilarge_3f3ed09254087cdd8b00:6,player,nonoverlap,False,nonoverlap
wikilarge_3f928414f6a03335c099,high,wikilarge_3f928414f6a03335c099:0,middle,nonoverlap,False,overlap
wikilarge_3f928414f6a03335c099,high,wikilarge_3f928414f6a03335c099:6,adult,nonoverlap,False,nonoverlap
wikilarge_3f928414f6a03335c099,high,wikilarge_3f928414f6a03335c099:9,age,overlap,True,overlap
wikilarge_3f9be183f05bfa3b3eca,medium,wikilarge_3f9be183f05bfa3b3eca:2,stretch,nonoverlap,False,nonoverlap
wikilarge_3f9be183f05bfa3b3eca,medium,wikilarge_3f9be183f05bfa3b3eca:4,south,nonoverlap,False,nonoverlap
wikilarge_3f9be183f05bfa3b3eca,medium,wikilarge_3f9be183f05bfa3b3eca:6,england,overlap,True,overlap
wikilarge_3fbc4d6f2391ebdb9c92,medium,wikilarge_3fbc4d6f2391ebdb9c92:3,june,overlap,True,overlap
wikilarge_3fbc4d6f2391ebdb9c92,medium,wikilarge_3fbc4d6f2391ebdb9c92:5,football,nonoverlap,False,nonoverlap
wikilarge_3fbc4d6f2391ebdb9c92,medium,wikilarge_3fbc4d6f2391ebdb9c92:6,player,nonoverlap,False,nonoverlap
wikilarge_3fbc8c36a1358c6f689f,low,wikilarge_3fbc8c36a1358c6f689f:5,became,nonoverlap,False,nonoverlap
wikilarge_3fbc8c36a1358c6f689f,low,wikilarge_3fbc8c36a1358c6f689f:9,schools,overlap,True,overlap
wikilarge_3fbc8c36a1358c6f689f,low,wikilarge_3fbc8c36a1358c6f689f:12,teams,nonoverlap,False,nonoverlap
wikilarge_3fc33895340dd411429b,low,wikilarge_3fc33895340dd411429b:3,june,overlap,True,overlap
wikilarge_3fc33895340dd411429b,low,wikilarge_3fc33895340dd411429b:6,football,nonoverlap,False,nonoverlap
wikilarge_3fc33895340dd411429b,low,wikilarge_3fc33895340dd411429b:7,player,nonoverlap,False,nonoverlap
wikilarge_40270647554637bc808f,medium,wikilarge_40270647554637bc808f:4,written,nonoverlap,False,nonoverlap
wikilarge_40270647554637bc808f,medium,wikilarge_40270647554637bc808f:5,mark,overlap,True,overlap
wikilarge_40270647554637bc808f,medium,wikilarge_40270647554637bc808f:7,published,nonoverlap,False,nonoverlap
wikilarge_409e2165a44813f346c4,high,wikilarge_409e2165a44813f346c4:1,played,nonoverlap,False,nonoverlap
wikilarge_409e2165a44813f346c4,high,wikilarge_409e2165a44813f346c4:10,year,nonoverlap,False,nonoverlap
wikilarge_409e2165a44813f346c4,high,wikilarge_409e2165a44813f346c4:16,title,overlap,True,overlap
wikilarge_411514860768d21c896d,low,wikilarge_411514860768d21c896d:5,cities,nonoverlap,False,nonoverlap
wikilarge_411514860768d21c896d,low,wikilarge_411514860768d21c896d:6,modern,nonoverlap,False,nonoverlap
wikilarge_411514860768d21c896d,low,wikilarge_411514860768d21c896d:7,syria,overlap,True,overlap
wikilarge_4129acb4438bb7f38722,high,wikilarge_4129acb4438bb7f38722:1,third,overlap,True,overlap
wikilarge_4129acb4438bb7f38722,high,wikilarge_4129acb4438bb7f38722:2,version,nonoverlap,False,nonoverlap
wikilarge_4129acb4438bb7f38722,high,wikilarge_4129acb4438bb7f38722:7,made,nonoverlap,False,nonoverlap
wikilarge_4179fa32b9712b5d1d7d,medium,wikilarge_4179fa32b9712b5d1d7d:0,phil,overlap,True,overlap
wikilarge_4179fa32b9712b5d1d7d,medium,wikilarge_4179fa32b9712b5d1d7d:5,football,nonoverlap,False,nonoverlap
wikilarge_4179fa32b9712b5d1d7d,medium,wikilarge_4179fa32b9712b5d1d7d:6,player,nonoverlap,False,nonoverlap
wikilarge_41a580b0689af1a112e5,low,wikilarge_41a580b0689af1a112e5:3,started,nonoverlap,False,nonoverlap
wikilarge_41a580b0689af1a112e5,low,wikilarge_41a580b0689af1a112e5:4,moving,nonoverlap,False,nonoverlap
wikilarge_41a580b0689af1a112e5,low,wikilarge_41a580b0689af1a112e5:5,southeast,overlap,True,overlap
wikilarge_41bc0d527ab3f7b6fd80,medium,wikilarge_41bc0d527ab3f7b6fd80:3,promises,overlap,True,overlap
wikilarge_41bc0d527ab3f7b6fd80,medium,wikilarge_41bc0d527ab3f7b6fd80:8,take,nonoverlap,False,nonoverlap
wikilarge_41bc0d527ab3f7b6fd80,medium,wikilarge_41bc0d527ab3f7b6fd80:12,blessing,nonoverlap,False,nonoverlap
wikilarge_41ca07137c4bb8179584,high,wikilarge_41ca07137c4bb8179584:17,after,nonoverlap,False,nonoverlap
wikilarge_41ca07137c4bb8179584,high,wikilarge_41ca07137c4bb8179584:18,another,nonoverlap,False,nonoverlap
wikilarge_41ca07137c4bb8179584,high,wikilarge_41ca07137c4bb8179584:20,band,overlap,True,overlap
wikilarge_41e1e8c82c466835ff7f,medium,wikilarge_41e1e8c82c466835ff7f:3,back,nonoverlap,False,nonoverlap
wikilarge_41e1e8c82c466835ff7f,medium,wikilarge_41e1e8c82c466835ff7f:4,found,overlap,True,overlap
wikilarge_41e1e8c82c466835ff7f,medium,wikilarge_41e1e8c82c466835ff7f:6,tribes,nonoverlap,False,nonoverlap
wikilarge_41e9675353c8693b1b22,low,wikilarge_41e9675353c8693b1b22:0,tongue,overlap,True,overlap
wikilarge_41e9675353c8693b1b22,low,wikilarge_41e9675353c8693b1b22:2,sentence,nonoverlap,False,nonoverlap
wikilarge_41e9675353c8693b1b22,low,wikilarge_41e9675353c8693b1b22:4,say,nonoverlap,False,nonoverlap
wikilarge_420386bdda02fed770a7,low,wikilarge_420386bdda02fed770a7:0,where,nonoverlap,False,nonoverlap
wikilarge_420386bdda02fed770a7,low,wikilarge_420386bdda02fed770a7:1,stayed,nonoverlap,False,nonoverlap
wikilarge_420386bdda02fed770a7,low,wikilarge_420386bdda02fed770a7:10,selling,overlap,True,overlap
wikilarge_4211f8e045a8e620dc80,medium,wikilarge_4211f8e045a8e620dc80:0,around,nonoverlap,False,nonoverlap
wikilarge_4211f8e045a8e620dc80,medium,wikilarge_4211f8e045a8e620dc80:1,base,nonoverlap,False,nonoverlap
wikilarge_4211f8e045a8e620dc80,medium,wikilarge_4211f8e045a8e620dc80:11,into,overlap,True,overlap
wikilarge_424b95e89dd5fe763105,low,wikilarge_424b95e89dd5fe763105:4,because,nonoverlap,False,nonoverlap
wikilarge_424b95e89dd5fe763105,low,wikilarge_424b95e89dd5fe763105:5,parents,overlap,True,overlap
wikilarge_424b95e89dd5fe763105,low,wikilarge_424b95e89dd5fe763105:6,poor,nonoverlap,False,nonoverlap
wikilarge_4278d501bd94b15c0cb3,low,wikilarge_4278d501bd94b15c0cb3:2,fired,overlap,True,overlap
wikilarge_4278d501bd94b15c0cb3,low,wikilarge_4278d501bd94b15c0cb3:5,drug,nonoverlap,False,nonoverlap
wikilarge_4278d501bd94b15c0cb3,low,wikilarge_4278d501bd94b15c0cb3:6,alcohol,nonoverlap,False,nonoverlap
wikilarge_428c9df05b5075a64a61,high,wikilarge_428c9df05b5075a64a61:0,after,nonoverlap,False,nonoverlap
wikilarge_428c9df05b5075a64a61,high,wikilarge_428c9df05b5075a64a61:5,company,nonoverlap,False,nonoverlap
wikilarge_428c9df05b5075a64a61,high,wikilarge_428c9df05b5075a64a61:8,took,overlap,True,overlap
wikilarge_42b555b291c1f87bd822,high,wikilarge_42b555b291c1f87bd822:1,knight,overlap,True,overlap
wikilarge_42b555b291c1f87bd822,high,wikilarge_42b555b291c1f87bd822:5,football,nonoverlap,False,nonoverlap
wikilarge_42b555b291c1f87bd822,high,wikilarge_42b555b291c1f87bd822:6,player,nonoverlap,False,nonoverlap
wikilarge_43aee1ee2edb20cb6349,high,wikilarge_43aee1ee2edb20cb6349:0,two,nonoverlap,False,nonoverlap
